Unnamed: 0,mse,r2,g,l2n,true,pred,truemax,predmax,id,eve_id,max_off,wave_period,dominant_period,mean_prob,dzmax,dzmin,count,dmax,lon,lat,Location,LocationCount,max_absdz,event_type,importance,uniform_wt,gridcount,grid_id,max_off_bin,split,Mag
2687,0.4897115003451391,-0.2178491068010961,0.3521603169337349,0.6721766367896305,140943.0,356214.0,6.630674362182617,4.266341209411621,BS_manning003/E00979N4372E01586N3827-BS-M809_E01520N3850_D010_S337D50R090_A006995_S075,E00979N4372E01586N3827-BS-M809_E01520N3850_D010_S337D50R090_A006995_S075,1.53,27,24.0,1.8834669605131183e-09,0.123,0.063,140943,6.631,15.2099,38.5016,38501520,16.0,0.123,0.0,2.881704449585071e-09,1.8674136321195144e-05,16.0,"38.357,15.042","(1.0, 2.0]",test,8.0933
7814,0.4838719110127259,0.4653312052583251,0.3478779738651297,1.0406498931895642,187423.0,117193.0,12.65527057647705,6.023982048034668,BS_manning003/E01108N3882E01527N3690-BS-M809_E01506N3760_D010_S247D50R270_A012497_S042,E01108N3882E01527N3690-BS-M809_E01506N3760_D010_S247D50R270_A012497_S042,1.3,22,34.3,1.741018849900951e-09,2.479,-0.745,187423,12.655,15.0608,37.6022,37601506,255.0,2.479,0.0,2.263324504871236e-09,1.8674136321195144e-05,255.0,"37.457,15.042","(1.0, 2.0]",test,8.0933
5476,0.483113190415395,0.7287545459319994,0.1197081501807644,1.612377492924709,278024.0,209752.0,15.740251541137695,12.061487197875977,BS_manning003/E01267N3753E01646N3535-BS-M774_E01502N3737_D010_S247D70R270_A003139_S050,E01267N3753E01646N3535-BS-M774_E01502N3737_D010_S247D70R270_A003139_S050,2.19,33,24.0,5.933561029630165e-09,2.987,-1.742,278024,15.74,15.0245,37.3774,37371502,919.0,2.987,0.0,1.2994498654890062e-08,1.8674136321195144e-05,919.0,"37.157,14.742","(2.0, 3.0]",test,7.7453
8632,0.4812947633725251,0.7990608683453874,0.0606797492548446,2.2751449323273683,405483.0,366038.0,8.303396224975586,7.837725162506103,BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S202D30R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S202D30R270_A006995_S075,2.03,14,21.8,2.389783485822216e-09,2.961,1.333,405483,8.303,15.0245,37.3774,37371502,919.0,2.961,0.0,4.8512604762191e-09,1.8674136321195144e-05,919.0,"37.157,14.742","(2.0, 3.0]",test,8.0933
9665,0.480704329976176,0.6443775338775009,0.1099966788457115,1.385789876059775,253265.0,293398.0,7.111532688140869,8.568022727966309,BS_manning003/E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S292D30R270_A003139_S050,E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S292D30R270_A003139_S050,1.52,20,30.0,5.342848494225508e-09,2.258,-0.268,253265,7.112,15.3075,37.3774,37371530,1315.0,2.258,0.0,8.121129711222773e-09,1.8674136321195144e-05,1315.0,"37.157,15.042","(1.0, 2.0]",train,7.7453
9582,0.4804895905244482,0.6529768368747487,0.1502807823102,1.3779780564835478,235770.0,158022.0,15.93556785583496,14.188346862792969,BS_manning003/E01267N3753E01646N3535-BS-M774_E01498N3715_D010_S022D90R090_A003139_S050,E01267N3753E01646N3535-BS-M774_E01498N3715_D010_S022D90R090_A003139_S050,2.25,24,12.6,1.3458591675185406e-08,2.515,-2.511,235770,15.936,14.9887,37.1526,37151498,656.0,2.515,0.0,3.028183126916716e-08,1.8674136321195144e-05,990.0,"36.857,14.742","(2.0, 3.0]",test,7.7453
3327,0.4741875471564371,-0.2189973689128868,0.5481734107107843,0.6498789468039462,105119.0,131796.0,7.377493858337402,10.596137046813965,BS_manning003/E01108N3882E01527N3690-BS-M809_E01506N3760_D010_S292D70R270_A012497_S042,E01108N3882E01527N3690-BS-M809_E01506N3760_D010_S292D70R270_A012497_S042,2.96,17,11.4,6.898441979124864e-10,2.509,-1.444,105119,7.377,15.0608,37.6022,37601506,255.0,2.509,0.0,2.0419388258209608e-09,1.8674136321195144e-05,255.0,"37.457,15.042","(2.0, 3.0]",test,8.0933
4816,0.4740323649429294,0.8590789076574459,0.0385777463136349,2.7075777103179752,393904.0,359004.0,8.68182373046875,9.541521072387695,BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S292D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S292D50R270_A006995_S075,1.12,11,30.0,5.537178551482855e-09,2.966,1.36,393988,8.682,15.0245,37.3774,37371502,919.0,2.966,0.0,6.201639977660798e-09,1.8674136321195144e-05,919.0,"37.157,14.742","(1.0, 2.0]",test,8.0933
8356,0.4722295596104401,0.7858237877657516,0.0674540029523084,2.0415880777669733,391352.0,273700.0,9.29037094116211,10.814980506896973,BS_manning003/E01267N3753E01646N3535-BS-M809_E01530N3737_D144_S157D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01530N3737_D144_S157D50R270_A006995_S075,1.81,27,30.0,2.8961131965742687e-09,1.847,0.672,391352,9.29,15.3075,37.3774,37371530,1315.0,1.847,0.0,5.241964885799427e-09,1.8674136321195144e-05,1315.0,"37.157,15.042","(1.0, 2.0]",test,8.0933
8853,0.4626288928333824,0.3900728156367624,0.3836515457590914,0.9790123093430264,216541.0,66512.0,7.292080402374268,5.579466342926025,BS_manning003/E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S157D30R270_A012497_S042,E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S157D30R270_A012497_S042,1.58,18,24.0,1.177291859260771e-09,-0.158,-0.262,216541,7.292,15.8733,37.3774,37371587,511.0,0.262,0.0,1.8601211376320182e-09,1.8674136321195144e-05,516.0,"37.157,15.642","(1.0, 2.0]",test,8.0933
