ID	Source_Region	Type	Mag	Long	Lat	SlipModel	Scaling	RuptureModel	Rigidity
E01548N3896E01854N3659-PS-Str_PNo_Hom-M809_E01622N3816_S000	E01548N3896E01854N3659	PS	8.09	16.22	38.16	S000	Str	PNo	Hom
E02020N3739E02658N3366-PS-Mur_PNo_Hom-M861_E02218N3646_S003	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S003	Mur	PNo	Hom
E01548N3896E01854N3659-PS-Mur_PNo_Hom-M809_E01633N3827_S000	E01548N3896E01854N3659	PS	8.09	16.33	38.27	S000	Mur	PNo	Hom
E01517N3917E01678N3772-PS-Str_PNo_Hom-M792_E01585N3824_S000	E01517N3917E01678N3772	PS	7.92	15.85	38.24	S000	Str	PNo	Hom
E02113N3823E02873N3483-PS-Str_PYes_Hom-M861_E02340N3543_S003	E02113N3823E02873N3483	PS	8.61	23.4	35.43	S003	Str	PYes	Hom
E01517N3917E01678N3772-PS-Str_PYes_Hom-M792_E01620N3835_S000	E01517N3917E01678N3772	PS	7.92	16.2	38.35	S000	Str	PYes	Hom
E01517N3917E01678N3772-PS-Str_PYes_Hom-M774_E01587N3805_S000	E01517N3917E01678N3772	PS	7.74	15.87	38.05	S000	Str	PYes	Hom
E01517N3917E01678N3772-PS-Str_PYes_Hom-M792_E01585N3824_S000	E01517N3917E01678N3772	PS	7.92	15.85	38.24	S000	Str	PYes	Hom
E02113N3823E02873N3483-PS-Str_PYes_Var-M861_E02340N3543_S002	E02113N3823E02873N3483	PS	8.61	23.4	35.43	S002	Str	PYes	Var
E01517N3917E01678N3772-PS-Mur_PNo_Hom-M792_E01609N3825_S000	E01517N3917E01678N3772	PS	7.92	16.09	38.25	S000	Mur	PNo	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01622N3816_S000	E01548N3896E01854N3659	PS	8.09	16.22	38.16	S000	Mur	PYes	Hom
E01517N3917E01678N3772-PS-Str_PNo_Hom-M792_E01620N3835_S000	E01517N3917E01678N3772	PS	7.92	16.2	38.35	S000	Str	PNo	Hom
E01517N3917E01678N3772-PS-Str_PYes_Hom-M792_E01609N3825_S000	E01517N3917E01678N3772	PS	7.92	16.09	38.25	S000	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02218N3646_S002	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S002	Str	PYes	Hom
E02113N3823E02873N3483-PS-Str_PYes_Hom-M850_E02236N3646_S000	E02113N3823E02873N3483	PS	8.5	22.36	36.46	S000	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PNo_Var-M861_E02218N3646_S005	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S005	Mur	PNo	Var
E01517N3917E01678N3772-PS-Str_PYes_Var-M792_E01598N3815_S000	E01517N3917E01678N3772	PS	7.92	15.98	38.15	S000	Str	PYes	Var
E01517N3917E01678N3772-PS-Str_PNo_Hom-M809_E01643N3856_S000	E01517N3917E01678N3772	PS	8.09	16.43	38.56	S000	Str	PNo	Hom
E01517N3917E01678N3772-PS-Str_PNo_Hom-M774_E01575N3795_S000	E01517N3917E01678N3772	PS	7.74	15.75	37.95	S000	Str	PNo	Hom
E01548N3896E01854N3659-PS-Str_PNo_Hom-M809_E01633N3827_S000	E01548N3896E01854N3659	PS	8.09	16.33	38.27	S000	Str	PNo	Hom
E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02193N3666_S001	E02020N3739E02658N3366	PS	8.61	21.93	36.66	S001	Str	PNo	Var
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02204N3672_S001	E02020N3739E02658N3366	PS	8.61	22.04	36.72	S001	Str	PNo	Hom
E01964N3926E02184N3685-PS-Str_PYes_Var-M850_E02067N3699_S000	E01964N3926E02184N3685	PS	8.5	20.67	36.99	S000	Str	PYes	Var
E01964N3926E02184N3685-PS-Str_PYes_Var-M861_E02067N3699_S005	E01964N3926E02184N3685	PS	8.61	20.67	36.99	S005	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Var-M888_E02358N3562_S005	E02113N3823E02873N3483	PS	8.88	23.58	35.62	S005	Str	PNo	Var
E01517N3917E01678N3772-PS-Mur_PYes_Var-M792_E01598N3815_S000	E01517N3917E01678N3772	PS	7.92	15.98	38.15	S000	Mur	PYes	Var
E01517N3917E01678N3772-PS-Str_PNo_Hom-M774_E01574N3813_S000	E01517N3917E01678N3772	PS	7.74	15.74	38.13	S000	Str	PNo	Hom
E02113N3823E02873N3483-PS-Str_PNo_Var-M888_E02358N3562_S004	E02113N3823E02873N3483	PS	8.88	23.58	35.62	S004	Str	PNo	Var
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02204N3672_S005	E02020N3739E02658N3366	PS	8.61	22.04	36.72	S005	Str	PNo	Hom
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02193N3666_S003	E02020N3739E02658N3366	PS	8.61	21.93	36.66	S003	Str	PNo	Hom
E01517N3917E01678N3772-PS-Str_PNo_Hom-M774_E01587N3805_S000	E01517N3917E01678N3772	PS	7.74	15.87	38.05	S000	Str	PNo	Hom
E01964N3926E02184N3685-PS-Str_PYes_Hom-M861_E02067N3699_S002	E01964N3926E02184N3685	PS	8.61	20.67	36.99	S002	Str	PYes	Hom
E01964N3926E02184N3685-PS-Str_PYes_Var-M861_E02067N3699_S001	E01964N3926E02184N3685	PS	8.61	20.67	36.99	S001	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01622N3816_S000	E01548N3896E01854N3659	PS	8.09	16.22	38.16	S000	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02193N3666_S005	E02020N3739E02658N3366	PS	8.61	21.93	36.66	S005	Str	PNo	Var
E01517N3917E01678N3772-PS-Str_PYes_Var-M809_E01619N3854_S000	E01517N3917E01678N3772	PS	8.09	16.19	38.54	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Var-M888_E02358N3562_S003	E02113N3823E02873N3483	PS	8.88	23.58	35.62	S003	Str	PNo	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02193N3666_S001	E02020N3739E02658N3366	PS	8.61	21.93	36.66	S001	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02207N3659_S003	E02020N3739E02658N3366	PS	8.61	22.07	36.59	S003	Str	PNo	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02218N3646_S001	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S001	Str	PYes	Hom
E01964N3926E02184N3685-PS-Str_PYes_Var-M850_E02071N3714_S000	E01964N3926E02184N3685	PS	8.5	20.71	37.14	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01622N3816_S000	E01548N3896E01854N3659	PS	8.09	16.22	38.16	S000	Str	PYes	Var
E01517N3917E01678N3772-PS-Str_PNo_Hom-M754_E01587N3805_S000	E01517N3917E01678N3772	PS	7.54	15.87	38.05	S000	Str	PNo	Hom
E01517N3917E01678N3772-PS-Mur_PYes_Var-M792_E01609N3825_S000	E01517N3917E01678N3772	PS	7.92	16.09	38.25	S000	Mur	PYes	Var
E01517N3917E01678N3772-PS-Str_PYes_Hom-M754_E01575N3795_S000	E01517N3917E01678N3772	PS	7.54	15.75	37.95	S000	Str	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02226N3659_S003	E02113N3823E02873N3483	PS	8.61	22.26	36.59	S003	Mur	PNo	Hom
E01517N3917E01678N3772-PS-Str_PNo_Var-M792_E01598N3815_S000	E01517N3917E01678N3772	PS	7.92	15.98	38.15	S000	Str	PNo	Var
E01517N3917E01678N3772-PS-Str_PNo_Hom-M754_E01563N3803_S000	E01517N3917E01678N3772	PS	7.54	15.63	38.03	S000	Str	PNo	Hom
E01517N3917E01678N3772-PS-Str_PYes_Var-M792_E01587N3805_S000	E01517N3917E01678N3772	PS	7.92	15.87	38.05	S000	Str	PYes	Var
E01517N3917E01678N3772-PS-Str_PYes_Hom-M774_E01574N3813_S000	E01517N3917E01678N3772	PS	7.74	15.74	38.13	S000	Str	PYes	Hom
E01964N3926E02184N3685-PS-Str_PYes_Hom-M850_E02071N3714_S000	E01964N3926E02184N3685	PS	8.5	20.71	37.14	S000	Str	PYes	Hom
E01517N3917E01678N3772-PS-Mur_PYes_Hom-M774_E01574N3813_S000	E01517N3917E01678N3772	PS	7.74	15.74	38.13	S000	Mur	PYes	Hom
E01964N3926E02184N3685-PS-Str_PYes_Var-M861_E02067N3699_S002	E01964N3926E02184N3685	PS	8.61	20.67	36.99	S002	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02193N3666_S004	E02020N3739E02658N3366	PS	8.61	21.93	36.66	S004	Str	PNo	Hom
E01517N3917E01678N3772-PS-Mur_PNo_Hom-M774_E01587N3805_S000	E01517N3917E01678N3772	PS	7.74	15.87	38.05	S000	Mur	PNo	Hom
E01548N3896E01854N3659-PS-Str_PNo_Var-M809_E01622N3816_S000	E01548N3896E01854N3659	PS	8.09	16.22	38.16	S000	Str	PNo	Var
E01517N3917E01678N3772-PS-Mur_PYes_Var-M809_E01632N3846_S000	E01517N3917E01678N3772	PS	8.09	16.32	38.46	S000	Mur	PYes	Var
E02113N3823E02873N3483-PS-Str_PYes_Hom-M861_E02340N3543_S005	E02113N3823E02873N3483	PS	8.61	23.4	35.43	S005	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02191N3680_S004	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S004	Str	PNo	Hom
E01517N3917E01678N3772-PS-Str_PNo_Hom-M754_E01575N3795_S000	E01517N3917E01678N3772	PS	7.54	15.75	37.95	S000	Str	PNo	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02218N3646_S003	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S003	Str	PYes	Hom
E01517N3917E01678N3772-PS-Mur_PYes_Hom-M774_E01575N3795_S000	E01517N3917E01678N3772	PS	7.74	15.75	37.95	S000	Mur	PYes	Hom
E01517N3917E01678N3772-PS-Str_PYes_Var-M792_E01620N3835_S000	E01517N3917E01678N3772	PS	7.92	16.2	38.35	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02243N3633_S001	E02113N3823E02873N3483	PS	8.61	22.43	36.33	S001	Mur	PNo	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02226N3659_S001	E02113N3823E02873N3483	PS	8.61	22.26	36.59	S001	Mur	PNo	Hom
E01517N3917E01678N3772-PS-Mur_PYes_Var-M792_E01587N3805_S000	E01517N3917E01678N3772	PS	7.92	15.87	38.05	S000	Mur	PYes	Var
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M850_E02236N3646_S000	E02113N3823E02873N3483	PS	8.5	22.36	36.46	S000	Mur	PNo	Hom
E02020N3739E02658N3366-PS-Mur_PNo_Hom-M861_E02218N3646_S001	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S001	Mur	PNo	Hom
E01964N3926E02184N3685-PS-Str_PYes_Hom-M850_E02067N3699_S000	E01964N3926E02184N3685	PS	8.5	20.67	36.99	S000	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02191N3680_S003	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S003	Str	PNo	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02193N3666_S004	E02020N3739E02658N3366	PS	8.61	21.93	36.66	S004	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02204N3672_S004	E02020N3739E02658N3366	PS	8.61	22.04	36.72	S004	Str	PNo	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M850_E02218N3671_S000	E02113N3823E02873N3483	PS	8.5	22.18	36.71	S000	Str	PNo	Hom
E01517N3917E01678N3772-PS-Mur_PYes_Hom-M774_E01587N3805_S000	E01517N3917E01678N3772	PS	7.74	15.87	38.05	S000	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02204N3672_S002	E02020N3739E02658N3366	PS	8.61	22.04	36.72	S002	Str	PNo	Hom
E01517N3917E01678N3772-PS-Str_PNo_Var-M792_E01620N3835_S000	E01517N3917E01678N3772	PS	7.92	16.2	38.35	S000	Str	PNo	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02218N3646_S005	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S005	Str	PYes	Hom
E01964N3926E02184N3685-PS-Mur_PYes_Hom-M850_E02067N3699_S000	E01964N3926E02184N3685	PS	8.5	20.67	36.99	S000	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02191N3680_S004	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S004	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02207N3659_S004	E02020N3739E02658N3366	PS	8.61	22.07	36.59	S004	Str	PNo	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02243N3633_S002	E02113N3823E02873N3483	PS	8.61	22.43	36.33	S002	Mur	PNo	Hom
E01517N3917E01678N3772-PS-Mur_PNo_Hom-M754_E01575N3795_S000	E01517N3917E01678N3772	PS	7.54	15.75	37.95	S000	Mur	PNo	Hom
E01548N3896E01854N3659-PS-Mur_PNo_Hom-M809_E01644N3837_S000	E01548N3896E01854N3659	PS	8.09	16.44	38.37	S000	Mur	PNo	Hom
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02204N3672_S003	E02020N3739E02658N3366	PS	8.61	22.04	36.72	S003	Str	PNo	Hom
E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02207N3659_S005	E02020N3739E02658N3366	PS	8.61	22.07	36.59	S005	Str	PNo	Var
E02113N3823E02873N3483-PS-Str_PYes_Hom-M850_E02173N3709_S000	E02113N3823E02873N3483	PS	8.5	21.73	37.09	S000	Str	PYes	Hom
E01517N3917E01678N3772-PS-Mur_PNo_Hom-M774_E01574N3813_S000	E01517N3917E01678N3772	PS	7.74	15.74	38.13	S000	Mur	PNo	Hom
E01517N3917E01678N3772-PS-Mur_PYes_Hom-M754_E01575N3795_S000	E01517N3917E01678N3772	PS	7.54	15.75	37.95	S000	Mur	PYes	Hom
E01517N3917E01678N3772-PS-Str_PNo_Var-M809_E01619N3854_S000	E01517N3917E01678N3772	PS	8.09	16.19	38.54	S000	Str	PNo	Var
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02243N3633_S004	E02113N3823E02873N3483	PS	8.61	22.43	36.33	S004	Mur	PNo	Hom
E01517N3917E01678N3772-PS-Str_PYes_Hom-M754_E01563N3803_S000	E01517N3917E01678N3772	PS	7.54	15.63	38.03	S000	Str	PYes	Hom
E01517N3917E01678N3772-PS-Mur_PNo_Hom-M754_E01587N3805_S000	E01517N3917E01678N3772	PS	7.54	15.87	38.05	S000	Mur	PNo	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02218N3646_S004	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S004	Str	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PYes_Hom-M850_E02340N3543_S000	E02113N3823E02873N3483	PS	8.5	23.4	35.43	S000	Mur	PYes	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02335N3600_S004	E02113N3823E02873N3483	PS	8.71	23.35	36	S004	Str	PNo	Hom
E01548N3896E01854N3659-PS-Str_PNo_Var-M809_E01633N3827_S000	E01548N3896E01854N3659	PS	8.09	16.33	38.27	S000	Str	PNo	Var
E02020N3739E02658N3366-PS-Mur_PNo_Hom-M850_E02191N3680_S000	E02020N3739E02658N3366	PS	8.5	21.91	36.8	S000	Mur	PNo	Hom
E01517N3917E01678N3772-PS-Str_PNo_Hom-M774_E01573N3832_S000	E01517N3917E01678N3772	PS	7.74	15.73	38.32	S000	Str	PNo	Hom
E01577N3897E01966N3571-PS-Str_PYes_Var-M792_E01806N3778_S000	E01577N3897E01966N3571	PS	7.92	18.06	37.78	S000	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PNo_Hom-M850_E02207N3659_S000	E02020N3739E02658N3366	PS	8.5	22.07	36.59	S000	Str	PNo	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02348N3591_S005	E02113N3823E02873N3483	PS	8.71	23.48	35.91	S005	Mur	PNo	Hom
E02113N3823E02873N3483-PS-Str_PYes_Hom-M850_E02218N3671_S000	E02113N3823E02873N3483	PS	8.5	22.18	36.71	S000	Str	PYes	Hom
E01517N3917E01678N3772-PS-Mur_PYes_Hom-M754_E01562N3822_S000	E01517N3917E01678N3772	PS	7.54	15.62	38.22	S000	Mur	PYes	Hom
E01577N3897E01966N3571-PS-Mur_PYes_Var-M732_E01836N3866_S000	E01577N3897E01966N3571	PS	7.32	18.36	38.66	S000	Mur	PYes	Var
E01517N3917E01678N3772-PS-Mur_PNo_Var-M792_E01609N3825_S000	E01517N3917E01678N3772	PS	7.92	16.09	38.25	S000	Mur	PNo	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02193N3666_S002	E02020N3739E02658N3366	PS	8.61	21.93	36.66	S002	Str	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02367N3571_S004	E02113N3823E02873N3483	PS	8.71	23.67	35.71	S004	Mur	PNo	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02383N3566_S004	E02113N3823E02873N3483	PS	8.71	23.83	35.66	S004	Mur	PNo	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02308N3607_S003	E02113N3823E02873N3483	PS	8.71	23.08	36.07	S003	Str	PNo	Hom
E02113N3823E02873N3483-PS-Str_PYes_Hom-M850_E02340N3543_S000	E02113N3823E02873N3483	PS	8.5	23.4	35.43	S000	Str	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02350N3576_S001	E02113N3823E02873N3483	PS	8.71	23.5	35.76	S001	Mur	PNo	Hom
E01517N3917E01678N3772-PS-Mur_PNo_Var-M792_E01598N3815_S000	E01517N3917E01678N3772	PS	7.92	15.98	38.15	S000	Mur	PNo	Var
E01548N3896E01854N3659-PS-Mur_PNo_Var-M809_E01633N3827_S000	E01548N3896E01854N3659	PS	8.09	16.33	38.27	S000	Mur	PNo	Var
E01577N3897E01966N3571-PS-Str_PYes_Var-M732_E01836N3866_S000	E01577N3897E01966N3571	PS	7.32	18.36	38.66	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02308N3607_S001	E02113N3823E02873N3483	PS	8.71	23.08	36.07	S001	Str	PNo	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3600_S001	E02113N3823E02873N3483	PS	8.71	23.35	36	S001	Mur	PNo	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02243N3633_S005	E02113N3823E02873N3483	PS	8.61	22.43	36.33	S005	Mur	PNo	Hom
