ID	Source_Region	Type	Mag	Long	Lat	SlipModel	Scaling	RuptureModel	Rigidity
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01655N3704_S000	E01548N3896E01854N3659	PS	8.09	16.55	37.04	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02311N3485_S002	E02020N3739E02658N3366	PS	9.02	23.11	34.85	S002	Str	PYes	Var
E01517N3917E01678N3772-PS-Str_PYes_Hom-M754_E01574N3813_S000	E01517N3917E01678N3772	PS	7.54	15.74	38.13	S000	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02270N3527_S003	E02020N3739E02658N3366	PS	9.02	22.7	35.27	S003	Mur	PYes	Hom
E01577N3897E01966N3571-PS-Str_PYes_Var-M837_E01762N3719_S000	E01577N3897E01966N3571	PS	8.37	17.62	37.19	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01736N3737_S000	E01548N3896E01854N3659	PS	8.09	17.36	37.37	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02456N3506_S001	E02113N3823E02873N3483	PS	8.61	24.56	35.06	S001	Str	PNo	Hom
E01577N3897E01966N3571-PS-Str_PYes_Var-M850_E01729N3669_S000	E01577N3897E01966N3571	PS	8.5	17.29	36.69	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01677N3724_S000	E01548N3896E01854N3659	PS	8.09	16.77	37.24	S000	Str	PYes	Var
E01577N3897E01966N3571-PS-Mur_PYes_Var-M824_E01794N3768_S000	E01577N3897E01966N3571	PS	8.24	17.94	37.68	S000	Mur	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02335N3600_S002	E02113N3823E02873N3483	PS	8.61	23.35	36	S002	Str	PNo	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01692N3696_S000	E01548N3896E01854N3659	PS	8.24	16.92	36.96	S000	Str	PYes	Var
E01517N3917E01678N3772-PS-Str_PNo_Hom-M792_E01619N3854_S000	E01517N3917E01678N3772	PS	7.92	16.19	38.54	S000	Str	PNo	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01729N3832_S000	E01548N3896E01854N3659	PS	8.5	17.29	38.32	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02191N3680_S005	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S005	Str	PNo	Var
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02358N3562_S004	E02113N3823E02873N3483	PS	8.71	23.58	35.62	S004	Mur	PNo	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02259N3628_S004	E02113N3823E02873N3483	PS	8.71	22.59	36.28	S004	Str	PNo	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01759N3757_S000	E01548N3896E01854N3659	PS	8.5	17.59	37.57	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02393N3468_S002	E02020N3739E02658N3366	PS	9.02	23.93	34.68	S002	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02393N3468_S002	E02020N3739E02658N3366	PS	9.02	23.93	34.68	S002	Mur	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01689N3734_S000	E01548N3896E01854N3659	PS	8.24	16.89	37.34	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02320N3583_S005	E02113N3823E02873N3483	PS	8.61	23.2	35.83	S005	Str	PNo	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02389N3541_S005	E02113N3823E02873N3483	PS	8.71	23.89	35.41	S005	Str	PNo	Hom
E01517N3917E01678N3772-PS-Mur_PNo_Hom-M732_E01575N3795_S000	E01517N3917E01678N3772	PS	7.32	15.75	37.95	S000	Mur	PNo	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M850_E02294N3618_S000	E02113N3823E02873N3483	PS	8.5	22.94	36.18	S000	Str	PNo	Hom
E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02367N3571_S002	E02113N3823E02873N3483	PS	8.71	23.67	35.71	S002	Str	PNo	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01768N3805_S000	E01548N3896E01854N3659	PS	8.5	17.68	38.05	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02311N3485_S004	E02020N3739E02658N3366	PS	9.02	23.11	34.85	S004	Mur	PYes	Var
E01517N3917E01678N3772-PS-Str_PYes_Hom-M732_E01564N3784_S000	E01517N3917E01678N3772	PS	7.32	15.64	37.84	S000	Str	PYes	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01701N3725_S000	E01548N3896E01854N3659	PS	8.09	17.01	37.25	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02194N3581_S003	E02020N3739E02658N3366	PS	9.02	21.94	35.81	S003	Str	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01682N3667_S000	E01548N3896E01854N3659	PS	8.09	16.82	36.67	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02337N3493_S002	E02020N3739E02658N3366	PS	9.02	23.37	34.93	S002	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02401N3479_S002	E02020N3739E02658N3366	PS	9.02	24.01	34.79	S002	Mur	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3587_S004	E02113N3823E02873N3483	PS	8.71	23.35	35.87	S004	Mur	PNo	Hom
E01964N3926E02184N3685-PS-Mur_PYes_Var-M824_E02093N3745_S000	E01964N3926E02184N3685	PS	8.24	20.93	37.45	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02311N3485_S002	E02020N3739E02658N3366	PS	9.02	23.11	34.85	S002	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02287N3526_S002	E02020N3739E02658N3366	PS	9.02	22.87	35.26	S002	Mur	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01677N3724_S000	E01548N3896E01854N3659	PS	8.24	16.77	37.24	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01694N3821_S000	E01548N3896E01854N3659	PS	8.5	16.94	38.21	S000	Mur	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02464N3518_S005	E02113N3823E02873N3483	PS	8.61	24.64	35.18	S005	Str	PNo	Hom
E01577N3897E01966N3571-PS-Str_PYes_Var-M792_E01750N3709_S000	E01577N3897E01966N3571	PS	7.92	17.5	37.09	S000	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02270N3527_S001	E02020N3739E02658N3366	PS	9.02	22.7	35.27	S001	Mur	PYes	Hom
E01577N3897E01966N3571-PS-Mur_PYes_Var-M824_E01752N3690_S000	E01577N3897E01966N3571	PS	8.24	17.52	36.9	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02368N3461_S002	E02020N3739E02658N3366	PS	9.02	23.68	34.61	S002	Str	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01660N3790_S000	E01548N3896E01854N3659	PS	8.09	16.6	37.9	S000	Mur	PYes	Var
E01964N3926E02184N3685-PS-Str_PYes_Var-M837_E02053N3710_S000	E01964N3926E02184N3685	PS	8.37	20.53	37.1	S000	Str	PYes	Var
E01577N3897E01966N3571-PS-Str_PYes_Var-M824_E01797N3730_S000	E01577N3897E01966N3571	PS	8.24	17.97	37.3	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02320N3583_S004	E02113N3823E02873N3483	PS	8.71	23.2	35.83	S004	Str	PNo	Var
E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02276N3623_S004	E02113N3823E02873N3483	PS	8.61	22.76	36.23	S004	Str	PNo	Var
E01577N3897E01966N3571-PS-Mur_PYes_Var-M824_E01750N3709_S000	E01577N3897E01966N3571	PS	8.24	17.5	37.09	S000	Mur	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02276N3623_S005	E02113N3823E02873N3483	PS	8.71	22.76	36.23	S005	Str	PNo	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02351N3465_S003	E02020N3739E02658N3366	PS	9.02	23.51	34.65	S003	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02351N3465_S005	E02020N3739E02658N3366	PS	9.02	23.51	34.65	S005	Str	PYes	Hom
E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02255N3645_S004	E02113N3823E02873N3483	PS	8.61	22.55	36.45	S004	Str	PNo	Var
E01517N3917E01678N3772-PS-Str_PNo_Hom-M732_E01575N3795_S000	E01517N3917E01678N3772	PS	7.32	15.75	37.95	S000	Str	PNo	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M850_E01742N3823_S000	E01548N3896E01854N3659	PS	8.5	17.42	38.23	S000	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01725N3727_S000	E01548N3896E01854N3659	PS	8.09	17.25	37.27	S000	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02232N3550_S002	E02020N3739E02658N3366	PS	9.02	22.32	35.5	S002	Str	PYes	Hom
E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02287N3633_S005	E02113N3823E02873N3483	PS	8.61	22.87	36.33	S005	Str	PNo	Var
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02333N3573_S003	E02113N3823E02873N3483	PS	8.61	23.33	35.73	S003	Mur	PNo	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02321N3496_S003	E02020N3739E02658N3366	PS	9.02	23.21	34.96	S003	Str	PYes	Var
E01577N3897E01966N3571-PS-Str_PYes_Var-M732_E01786N3720_S000	E01577N3897E01966N3571	PS	7.32	17.86	37.2	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01670N3819_S000	E01548N3896E01854N3659	PS	8.5	16.7	38.19	S000	Mur	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01666N3714_S000	E01548N3896E01854N3659	PS	8.37	16.66	37.14	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02226N3659_S001	E02113N3823E02873N3483	PS	8.71	22.26	36.59	S001	Str	PNo	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02373N3559_S002	E02113N3823E02873N3483	PS	8.8	23.73	35.59	S002	Str	PNo	Hom
E01964N3926E02184N3685-PS-Str_PYes_Var-M774_E01991N3732_S000	E01964N3926E02184N3685	PS	7.74	19.91	37.32	S000	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02351N3465_S001	E02020N3739E02658N3366	PS	9.02	23.51	34.65	S001	Str	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01681N3829_S000	E01548N3896E01854N3659	PS	8.5	16.81	38.29	S000	Mur	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02272N3638_S001	E02113N3823E02873N3483	PS	8.61	22.72	36.38	S001	Mur	PNo	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02409N3467_S002	E02020N3739E02658N3366	PS	9.02	24.09	34.67	S002	Mur	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02321N3597_S003	E02113N3823E02873N3483	PS	8.8	23.21	35.97	S003	Str	PNo	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01769N3786_S000	E01548N3896E01854N3659	PS	7.92	17.69	37.86	S000	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PNo_Var-M850_E02204N3672_S000	E02020N3739E02658N3366	PS	8.5	22.04	36.72	S000	Mur	PNo	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02306N3593_S005	E02113N3823E02873N3483	PS	8.71	23.06	35.93	S005	Str	PNo	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01828N3798_S000	E01548N3896E01854N3659	PS	7.92	18.28	37.98	S000	Mur	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01704N3687_S000	E01548N3896E01854N3659	PS	8.09	17.04	36.87	S000	Mur	PYes	Var
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02244N3659_S004	E02113N3823E02873N3483	PS	8.61	22.44	36.59	S004	Mur	PNo	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01758N3776_S000	E01548N3896E01854N3659	PS	8.5	17.58	37.76	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01679N3705_S000	E01548N3896E01854N3659	PS	8.24	16.79	37.05	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01660N3790_S000	E01548N3896E01854N3659	PS	8.5	16.6	37.9	S000	Mur	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M850_E01674N3762_S000	E01548N3896E01854N3659	PS	8.5	16.74	37.62	S000	Str	PYes	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01686N3772_S000	E01548N3896E01854N3659	PS	8.24	16.86	37.72	S000	Mur	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01746N3766_S000	E01548N3896E01854N3659	PS	8.5	17.46	37.66	S000	Mur	PYes	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02293N3602_S003	E02113N3823E02873N3483	PS	8.8	22.93	36.02	S003	Str	PNo	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02335N3600_S003	E02113N3823E02873N3483	PS	8.61	23.35	36	S003	Mur	PNo	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02328N3482_S004	E02020N3739E02658N3366	PS	9.02	23.28	34.82	S004	Mur	PYes	Var
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02280N3610_S002	E02113N3823E02873N3483	PS	8.61	22.8	36.1	S002	Mur	PNo	Hom
E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02072N3658_S004	E01849N3766E02950N3220	PS	8.71	20.72	36.58	S004	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01695N3801_S000	E01548N3896E01854N3659	PS	8.5	16.95	38.01	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01692N3696_S000	E01548N3896E01854N3659	PS	8.37	16.92	36.96	S000	Str	PYes	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02348N3591_S002	E02113N3823E02873N3483	PS	8.8	23.48	35.91	S002	Str	PNo	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01703N3706_S000	E01548N3896E01854N3659	PS	8.09	17.03	37.06	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02304N3498_S001	E02020N3739E02658N3366	PS	9.02	23.04	34.98	S001	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02368N3461_S004	E02020N3739E02658N3366	PS	9.02	23.68	34.61	S004	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02194N3581_S003	E02020N3739E02658N3366	PS	9.02	21.94	35.81	S003	Str	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02358N3562_S005	E02113N3823E02873N3483	PS	8.71	23.58	35.62	S005	Mur	PNo	Var
E01577N3897E01966N3571-PS-Mur_PYes_Var-M774_E01850N3837_S000	E01577N3897E01966N3571	PS	7.74	18.5	38.37	S000	Mur	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02419N3528_S004	E02113N3823E02873N3483	PS	8.71	24.19	35.28	S004	Str	PNo	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01812N3865_S000	E01548N3896E01854N3659	PS	7.74	18.12	38.65	S000	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02236N3526_S001	E02020N3739E02658N3366	PS	9.02	22.36	35.26	S001	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M850_E01687N3753_S000	E01548N3896E01854N3659	PS	8.5	16.87	37.53	S000	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01687N3753_S000	E01548N3896E01854N3659	PS	8.24	16.87	37.53	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02226N3659_S004	E02113N3823E02873N3483	PS	8.71	22.26	36.59	S004	Str	PNo	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02280N3610_S005	E02113N3823E02873N3483	PS	8.61	22.8	36.1	S005	Mur	PNo	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01656N3685_S000	E01548N3896E01854N3659	PS	8.09	16.56	36.85	S000	Mur	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02226N3659_S003	E02113N3823E02873N3483	PS	8.71	22.26	36.59	S003	Str	PNo	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01676N3743_S000	E01548N3896E01854N3659	PS	8.24	16.76	37.43	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01690N3715_S000	E01548N3896E01854N3659	PS	8.09	16.9	37.15	S000	Mur	PYes	Var
E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02067N3642_S005	E01849N3766E02950N3220	PS	8.71	20.67	36.42	S005	Str	PYes	Var
E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02350N3576_S004	E02113N3823E02873N3483	PS	8.61	23.5	35.76	S004	Mur	PNo	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02335N3587_S005	E02113N3823E02873N3483	PS	8.8	23.35	35.87	S005	Str	PNo	Hom
E01577N3897E01966N3571-PS-Str_PYes_Var-M809_E01728N3688_S000	E01577N3897E01966N3571	PS	8.09	17.28	36.88	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01723N3765_S000	E01548N3896E01854N3659	PS	8.5	17.23	37.65	S000	Mur	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01793N3787_S000	E01548N3896E01854N3659	PS	8.5	17.93	37.87	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02386N3481_S001	E02020N3739E02658N3366	PS	9.02	23.86	34.81	S001	Mur	PYes	Var
E01577N3897E01966N3571-PS-Str_PYes_Var-M837_E01750N3709_S000	E01577N3897E01966N3571	PS	8.37	17.5	37.09	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01628N3741_S000	E01548N3896E01854N3659	PS	8.09	16.28	37.41	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02320N3583_S002	E02113N3823E02873N3483	PS	8.61	23.2	35.83	S002	Mur	PNo	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01683N3810_S000	E01548N3896E01854N3659	PS	8.5	16.83	38.1	S000	Mur	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02218N3671_S001	E02113N3823E02873N3483	PS	8.61	22.18	36.71	S001	Str	PNo	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02387N3554_S003	E02113N3823E02873N3483	PS	8.61	23.87	35.54	S003	Mur	PNo	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01674N3762_S000	E01548N3896E01854N3659	PS	8.24	16.74	37.62	S000	Str	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02363N3584_S003	E02113N3823E02873N3483	PS	8.71	23.63	35.84	S003	Mur	PNo	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02209N3537_S003	E02020N3739E02658N3366	PS	9.02	22.09	35.37	S003	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01812N3865_S000	E01548N3896E01854N3659	PS	7.32	18.12	38.65	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02259N3628_S005	E02113N3823E02873N3483	PS	8.61	22.59	36.28	S005	Mur	PNo	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01692N3696_S000	E01548N3896E01854N3659	PS	8.5	16.92	36.96	S000	Mur	PYes	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M837_E02165N3722_S000	E02113N3823E02873N3483	PS	8.37	21.65	37.22	S000	Str	PNo	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02287N3526_S002	E02020N3739E02658N3366	PS	9.02	22.87	35.26	S002	Mur	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02348N3591_S003	E02113N3823E02873N3483	PS	8.71	23.48	35.91	S003	Str	PNo	Var
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02294N3618_S003	E02113N3823E02873N3483	PS	8.61	22.94	36.18	S003	Mur	PNo	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02393N3468_S005	E02020N3739E02658N3366	PS	9.02	23.93	34.68	S005	Mur	PYes	Hom
E01577N3897E01966N3571-PS-Mur_PYes_Var-M754_E01806N3778_S000	E01577N3897E01966N3571	PS	7.54	18.06	37.78	S000	Mur	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01799N3874_S000	E01548N3896E01854N3659	PS	7.54	17.99	38.74	S000	Mur	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01669N3676_S000	E01548N3896E01854N3659	PS	8.24	16.69	36.76	S000	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02368N3461_S002	E02020N3739E02658N3366	PS	9.02	23.68	34.61	S002	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02146N3723_S000	E02020N3739E02658N3366	PS	8.24	21.46	37.23	S000	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02401N3479_S004	E02020N3739E02658N3366	PS	9.02	24.01	34.79	S004	Mur	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02387N3554_S001	E02113N3823E02873N3483	PS	8.61	23.87	35.54	S001	Mur	PNo	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01677N3724_S000	E01548N3896E01854N3659	PS	8.37	16.77	37.24	S000	Str	PYes	Var
E01577N3897E01966N3571-PS-Str_PYes_Var-M809_E01806N3778_S000	E01577N3897E01966N3571	PS	8.09	18.06	37.78	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01804N3797_S000	E01548N3896E01854N3659	PS	8.5	18.04	37.97	S000	Mur	PYes	Var
E01577N3897E01966N3571-PS-Mur_PYes_Var-M809_E01671N3657_S000	E01577N3897E01966N3571	PS	8.09	16.71	36.57	S000	Mur	PYes	Var
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M824_E02138N3737_S000	E02113N3823E02873N3483	PS	8.24	21.38	37.37	S000	Mur	PNo	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02287N3526_S001	E02020N3739E02658N3366	PS	9.02	22.87	35.26	S001	Mur	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01676N3743_S000	E01548N3896E01854N3659	PS	8.37	16.76	37.43	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02377N3548_S001	E02113N3823E02873N3483	PS	8.61	23.77	35.48	S001	Str	PNo	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02358N3562_S001	E02113N3823E02873N3483	PS	8.8	23.58	35.62	S001	Str	PNo	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01758N3776_S000	E01548N3896E01854N3659	PS	8.5	17.58	37.76	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02279N3514_S003	E02020N3739E02658N3366	PS	9.02	22.79	35.14	S003	Mur	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02308N3607_S002	E02113N3823E02873N3483	PS	8.71	23.08	36.07	S002	Mur	PNo	Var
E01577N3897E01966N3571-PS-Str_PYes_Hom-M850_E01750N3709_S000	E01577N3897E01966N3571	PS	8.5	17.5	37.09	S000	Str	PYes	Hom
E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02350N3576_S005	E02113N3823E02873N3483	PS	8.61	23.5	35.76	S005	Str	PNo	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01671N3800_S000	E01548N3896E01854N3659	PS	8.5	16.71	38	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02389N3541_S003	E02113N3823E02873N3483	PS	8.71	23.89	35.41	S003	Str	PNo	Var
E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02294N3618_S003	E02113N3823E02873N3483	PS	8.61	22.94	36.18	S003	Str	PNo	Var
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01661N3771_S000	E01548N3896E01854N3659	PS	8.5	16.61	37.71	S000	Mur	PYes	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01782N3777_S000	E01548N3896E01854N3659	PS	8.5	17.82	37.77	S000	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02441N3439_S001	E02020N3739E02658N3366	PS	9.02	24.41	34.39	S001	Str	PYes	Var
E01517N3917E01678N3772-PS-Str_PYes_Hom-M809_E01630N3865_S000	E01517N3917E01678N3772	PS	8.09	16.3	38.65	S000	Str	PYes	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02244N3659_S001	E02113N3823E02873N3483	PS	8.71	22.44	36.59	S001	Str	PNo	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02383N3566_S001	E02113N3823E02873N3483	PS	8.71	23.83	35.66	S001	Str	PNo	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01701N3725_S000	E01548N3896E01854N3659	PS	8.5	17.01	37.25	S000	Mur	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02358N3562_S001	E02113N3823E02873N3483	PS	8.71	23.58	35.62	S001	Mur	PNo	Hom
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02367N3571_S003	E02113N3823E02873N3483	PS	8.71	23.67	35.71	S003	Str	PNo	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01680N3686_S000	E01548N3896E01854N3659	PS	8.24	16.8	36.86	S000	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02373N3559_S005	E02113N3823E02873N3483	PS	8.71	23.73	35.59	S005	Str	PNo	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02154N3709_S000	E02020N3739E02658N3366	PS	8.37	21.54	37.09	S000	Str	PYes	Var
