ID,P05,P16,P50,P84,P95,Pmean
E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01721N3784_S000,0.0,0.0,6.239291370752574e-08,4.307588235293774e-07,7.67811114774209e-07,1.99712112007969e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02368N3461_S005,0.0,0.0,2.45977146265041e-09,4.390223607474592e-08,1.5792662730147205e-07,3.049609853155708e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02434N3452_S005,0.0,0.0,0.0,5.04045844e-08,1.2485005434393897e-07,2.032178028911157e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02632N3448_S003,0.0,0.0,2.533053097344015e-09,4.7108804121102516e-08,1.5843118873088294e-07,3.191451958316479e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02225N3486_S005,0.0,0.0,0.0,2.2905199679999994e-09,2.54178343948951e-08,3.045808333611068e-09
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02243N3584_S003,0.0,0.0,0.0,1.95340206185653e-08,7.780662790673789e-08,1.728899686510294e-08
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M792_E02226N3707_S000,2.36336283185737e-06,3.50999999999944e-06,1.019856240593655e-05,1.58205479114831e-05,2.6709620217700177e-05,1.1696218056835254e-05
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02250N3552_S005,0.0,0.0,0.0,2.466311743999999e-09,2.54178343948951e-08,3.187890093100677e-09
E02020N3739E02658N3366-PS-Str_PYes_Var-M774_E02041N3679_S000,0.0,0.0,4.58148218193101e-07,2.5536415622153643e-06,3.7122273916799487e-06,1.0187197651265945e-06
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02152N3645_S001,0.0,0.0,0.0,2.671522642089012e-09,2.71480518e-08,3.3389241585743888e-09
E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02022N3645_S000,0.0,0.0,1.89107142857192e-08,1.241133003716885e-07,1.2594232639248473e-06,1.4634052960478582e-07
E02113N3823E02873N3483-PS-Str_PNo_Hom-M809_E02259N3628_S000,1.2550854166706856e-07,1.2021969709395e-06,3.956380968403235e-06,6.609432295295763e-06,9.3198671112853e-06,4.139460951593837e-06
E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01631N3702_S000,0.0,0.0,5.255601805220555e-08,4.5925555600240666e-07,1.13878205128269e-06,2.5477362978192166e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02483N3431_S002,0.0,0.0,0.0,5.0048204e-08,1.2357688031788295e-07,2.020110846762681e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02267N3478_S002,0.0,0.0,0.0,2.3399869679999995e-09,2.54178343948951e-08,3.081906341611477e-09
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02545N3421_S003,0.0,0.0,0.0,1.89061411754847e-08,4.058272903878906e-08,7.098947234852977e-09
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02328N3482_S002,0.0,0.0,0.0,1.86802547770632e-08,4.011614398407566e-08,7.036973047685118e-09
E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02482N3444_S005,0.0,0.0,0.0,1.867045016993718e-08,4.0953090449999996e-08,7.082595776823504e-09
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02085N3646_S002,0.0,0.0,0.0,2.6116199199999994e-09,2.653749e-08,3.294740196781887e-09
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02326N3457_S004,0.0,0.0,0.0,4.87156512e-08,1.190795392709878e-07,1.9629044633503906e-08
E02113N3823E02873N3483-PS-Str_PNo_Hom-M809_E02358N3562_S000,0.0,0.0,1.862456675048295e-06,5.596150000017906e-06,7.88125075674981e-06,2.8169124960548243e-06
E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02290N3438_S000,0.0,0.0,3.0610641483552055e-08,3.2892012854845415e-07,9.47053824362038e-07,1.7280682744568703e-07
E01849N3766E02950N3220-PS-Str_PYes_Var-M861_E02087N3577_S003,0.0,0.0,0.0,1.748275417930174e-08,2.2984239694827849e-07,2.5910295888635314e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02301N3474_S005,0.0,0.0,0.0,1.85031714873699e-08,3.98787234041038e-08,6.968529399705044e-09
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02210N3611_S001,0.0,0.0,0.0,2.6921885209673166e-09,2.75471118e-08,3.3678025649747156e-09
E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01632N3683_S000,0.0,0.0,4.56730790567284e-08,4.14589743589976e-07,1.56826923077011e-06,2.907024257691666e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02370N3485_S002,0.0,0.0,2.533053097344015e-09,4.61891344034058e-08,1.581715955316898e-07,3.136877830885189e-08
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M824_E02293N3602_S000,0.0,0.0,0.0,4.946986335330959e-06,9.098795148844505e-06,1.7759995106939859e-06
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02377N3507_S001,0.0,0.0,0.0,1.960538689087855e-08,7.819648511512992e-08,1.8200576386275094e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02578N3424_S003,0.0,0.0,0.0,5.11560822e-08,1.2352568856957264e-07,2.0355958065927228e-08
E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02085N3535_S000,0.0,0.0,3.3895598692734605e-09,6.415304347822366e-08,2.016645579392678e-07,5.604379311291735e-08
E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01674N3762_S000,0.0,0.0,7.59344307009396e-08,5.285573057268073e-07,9.85998167530062e-07,2.3230116557257881e-07
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01715N3697_S000,0.0,0.0,7.026602571141321e-09,9.36360968675942e-08,3.1122110269165595e-07,6.749744931053688e-08
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M792_E02210N3708_S000,2.36336283185737e-06,3.5796901903794297e-06,1.03352709410361e-05,1.64755868156676e-05,2.77760397253644e-05,1.1920504937611882e-05
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02482N3417_S005,0.0,0.0,0.0,4.96375918e-08,1.2307245079511157e-07,2.0116518641844658e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02194N3513_S002,0.0,0.0,0.0,4.4484754332483347e-08,1.0735936456526733e-07,1.795651239063883e-08
E01548N3896E01854N3659-PS-Mur_PYes_Var-M680_E01707N3697_S000,0.0,0.0,5.64558410524192e-08,5.36774192341583e-07,3.306939264470312e-06,4.981758265022628e-07
E01577N3897E01966N3571-PS-Str_PYes_Hom-M792_E01773N3729_S000,0.0,0.0,6.279806268361905e-09,6.68132363635805e-08,7.71548038820525e-07,2.01406318207466e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02391N3445_S002,0.0,0.0,0.0,1.8618715196877897e-08,4.051815286622707e-08,7.044108859077396e-09
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02451N3450_S000,0.0,0.0,4.463405397532845e-08,5.251575929306612e-07,8.4422709053019e-07,2.1273464204014108e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M792_E02164N3695_S000,3.024794990875169e-09,4.0954929553700713e-07,1.78455555555698e-06,6.295833928793783e-06,1.4236541754563557e-05,3.797789260502046e-06
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02615N3448_S003,0.0,0.0,2.533053097344015e-09,4.663633036769926e-08,1.5836354824940954e-07,3.1675454714174833e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02146N3630_S000,0.0,0.0,4.22852760736653e-08,4.94846625767406e-07,7.53475409836028e-07,1.9393136285411386e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02253N3527_S001,0.0,0.0,0.0,1.86245903016927e-08,3.98787234041038e-08,6.977092169143398e-09
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02515N3431_S005,0.0,0.0,0.0,1.86984974060631e-08,4.051815286622707e-08,7.063590725773581e-09
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02260N3491_S000,0.0,0.0,3.63195972587848e-08,4.22975460123156e-07,6.679130957435285e-07,1.6157959430087746e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02498N3438_S001,0.0,0.0,0.0,1.87600866597051e-08,4.058950874999999e-08,7.079263702463421e-09
E01577N3897E01966N3571-PS-Str_PYes_Hom-M707_E01718N3659_S000,0.0,0.0,4.317576211375195e-08,4.804687468665903e-07,2.8138399075360593e-06,5.975614472294914e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02218N3525_S001,0.0,0.0,0.0,4.63062098e-08,1.1502196261678089e-07,1.8862748123471345e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02401N3479_S003,0.0,0.0,2.533053097344015e-09,4.84374516067546e-08,1.585280791503071e-07,3.235536184341858e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02235N3464_S003,0.0,0.0,1.7494791375136102e-09,3.19858407079505e-08,1.30769911504367e-07,2.5033697847077916e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02173N3683_S003,0.0,0.0,0.0,2.1049663125388056e-08,7.877319587632225e-08,1.9629463304448885e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02243N3584_S002,0.0,0.0,0.0,1.95340206185653e-08,7.780662790673789e-08,1.728899686510294e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02201N3524_S003,0.0,0.0,0.0,1.80966824133327e-08,3.8835189e-08,6.798320877954516e-09
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02226N3538_S003,0.0,0.0,2.3450217239437052e-09,4.147439175259559e-08,1.57707964601701e-07,2.8747121160712502e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02555N3408_S005,0.0,0.0,0.0,2.5460348783999994e-09,2.58710598e-08,3.2465132580933407e-09
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02349N3441_S002,0.0,0.0,0.0,8.263938851934532e-09,7.54224299065149e-08,9.846185086969135e-09
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02105N3701_S005,0.0,0.0,0.0,1.9742126088801306e-08,7.838902195731468e-08,1.8650773634469384e-08
E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02091N3550_S000,0.0,0.0,5.126163374191931e-09,6.520313957652574e-08,2.983421113579239e-07,6.340153622715082e-08
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01725N3727_S000,0.0,0.0,1.790208988719175e-08,1.6450299174883342e-07,4.1839726027378e-07,8.533267077255258e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02368N3461_S005,0.0,0.0,0.0,0.0,9.53242236e-08,9.882410477808636e-09
E02113N3823E02873N3483-PS-Mur_PNo_Var-M850_E02308N3607_S000,0.0,0.0,0.0,4.04956673818561e-06,8.01945945945144e-06,1.4963948256920352e-06
E01964N3926E02184N3685-PS-Str_PNo_Var-M792_E02078N3742_S000,1.7736758949636198e-10,2.5320666630713582e-08,6.46371889079698e-06,3.16115384615479e-05,5.802787020799418e-05,1.5565523921088663e-05
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02218N3525_S004,0.0,0.0,2.1605769513992003e-09,3.93523972694119e-08,1.57707964601701e-07,2.7584204455782903e-08
E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01690N3859_S000,0.0,0.0,0.0,1.14091722702414e-07,2.16828921291358e-07,5.646815700677796e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02135N3710_S000,4.8190576965534136e-18,6.152796220456541e-09,6.70781941413003e-07,2.6002076219262e-06,8.98157999999999e-06,1.76535839819704e-06
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02267N3478_S003,0.0,0.0,0.0,2.3399869679999995e-09,2.54178343948951e-08,3.081906341611477e-09
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02301N3474_S003,0.0,0.0,2.40916977144553e-09,4.274110044039451e-08,1.57707964601701e-07,2.967874579062796e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02164N3590_S001,0.0,0.0,2.3890142322780453e-09,4.230890654421723e-08,1.57707964601701e-07,2.931607193166339e-08
E01577N3897E01966N3571-PS-Mur_PYes_Hom-M707_E01718N3659_S000,0.0,0.0,4.317576211375195e-08,4.804687468665903e-07,2.8138399075360593e-06,5.975614472294914e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02434N3452_S002,0.0,0.0,2.533053097344015e-09,4.6829912711689247e-08,1.5828311092007158e-07,3.1717567586905825e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02498N3423_S004,0.0,0.0,0.0,4.98467716e-08,1.2319294220593233e-07,2.0153734296752005e-08
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01723N3765_S000,0.0,0.0,3.94530585867003e-08,2.792736919004485e-07,5.436070104751825e-07,1.312878402881813e-07
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01690N3715_S000,0.0,0.0,1.819545546573985e-08,1.63356164383487e-07,4.1839726027378e-07,8.445494386648865e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02218N3646_S000,0.0,0.0,1.27800955240851e-07,1.1510137707031134e-06,2.06359796237575e-06,4.711973738460069e-07
E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02272N3638_S000,1.2550854166706856e-07,1.2428410580019196e-06,4.01538074081785e-06,6.80067542055224e-06,9.41177083336345e-06,4.252001052923556e-06
E01577N3897E01966N3571-PS-Str_PYes_Var-M680_E01781N3892_S000,0.0,0.0,1.04316888045589e-07,1.0325037837827492e-06,5.6583360941534345e-06,1.1143508293475697e-06
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02386N3481_S005,0.0,0.0,2.533053097344015e-09,4.665491442848913e-08,1.5833247019034792e-07,3.167043591894894e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02156N3678_S000,4.8190576965534136e-18,5.263541648358572e-09,6.43967857687632e-07,2.2942810804174883e-06,8.642033958521416e-06,1.6521150590025419e-06
E01577N3897E01966N3571-PS-Str_PYes_Var-M680_E01754N3718_S000,0.0,0.0,7.83617963315008e-08,7.670093522739396e-07,4.763130929795219e-06,8.561123622951666e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02304N3498_S001,0.0,0.0,2.4297037910638e-09,4.337337091329338e-08,1.57707964601701e-07,2.9966730107013116e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02155N3547_S002,0.0,0.0,0.0,2.3902454399999996e-09,2.54178343948951e-08,3.1185819177398916e-09
E02113N3823E02873N3483-PS-Str_PNo_Hom-M809_E02344N3564_S000,1.2550854166706856e-07,1.20802927397353e-06,3.994359331415135e-06,6.658834886336587e-06,9.41177083336345e-06,4.172978217308347e-06
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02210N3611_S000,0.0,0.0,4.553028842754795e-08,5.45142949672881e-07,8.77551844104265e-07,2.1774974445795874e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02361N3475_S004,0.0,0.0,0.0,1.88903039388339e-08,4.079010555e-08,7.1075987867433845e-09
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02139N3548_S002,0.0,0.0,1.90038163935466e-09,3.4074399554334237e-08,1.44195006902828e-07,2.6208228634708047e-08
E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02333N3573_S000,0.0,0.0,0.0,2.197030266178291e-06,4.1032692307758e-06,7.828558631281913e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02401N3455_S002,0.0,0.0,2.5313846212582603e-09,4.58019664704457e-08,1.580875019601124e-07,3.120321329064385e-08
E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01812N3865_S000,0.0,0.0,1.462164407125415e-08,1.4105355715283933e-07,4.129151538463596e-07,8.168907480447877e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02109N3622_S000,0.0,0.0,4.22852760736653e-08,4.57333483177045e-07,7.151550506676155e-07,1.836259766708665e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02375N3448_S001,0.0,0.0,0.0,4.98390242e-08,1.23056074766311e-07,2.004004517000044e-08
E01964N3926E02184N3685-PS-Mur_PNo_Var-M792_E02078N3742_S000,1.7736758949636198e-10,2.5320666630713582e-08,6.46371889079698e-06,3.16115384615479e-05,5.802787020799418e-05,1.5565523921088663e-05
E01964N3926E02184N3685-PS-Str_PYes_Hom-M707_E02018N3773_S000,8.06691695470823e-06,1.91188347250542e-05,0.00012398141933225,0.0002727291666662,0.00032830180313045496,0.0001401065343258744
E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02510N3490_S000,1.0783153958967632e-08,1.463612903228525e-06,6.09066904234856e-06,1.1384347559570266e-05,1.6205441726334528e-05,6.646073817342086e-06
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02391N3445_S004,0.0,0.0,2.453537920979465e-09,4.38743362831665e-08,1.5790834609025726e-07,3.043080623436658e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02274N3465_S003,0.0,0.0,0.0,2.3645225999999996e-09,2.54178343948951e-08,3.0998109535796797e-09
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02180N3508_S004,0.0,0.0,1.6709175393074952e-09,3.06292216739454e-08,1.30769911504367e-07,2.4713650433649065e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02349N3441_S005,0.0,0.0,0.0,8.263938851934532e-09,7.54224299065149e-08,9.846185086969135e-09
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02129N3665_S004,0.0,0.0,0.0,2.6995932569673154e-09,2.80180026e-08,3.401879084527101e-09
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02148N3497_S002,0.0,0.0,0.0,1.17202749140945e-08,4.978644213087911e-08,1.2113126639003096e-08
E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02261N3660_S000,2.29299687954287e-06,3.47893805309581e-06,1.00805309734469e-05,1.57209337002404e-05,2.654541836494639e-05,1.1555149016000958e-05
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02483N3431_S005,0.0,0.0,0.0,1.8537417382070453e-08,4.057676930878906e-08,7.040602387246166e-09
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02164N3503_S004,0.0,0.0,0.0,6.650541470838789e-09,7.54224299065149e-08,8.660250083840524e-09
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02409N3467_S001,0.0,0.0,0.0,5.06060168e-08,1.260259557566607e-07,2.040793503498499e-08
E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02235N3671_S000,1.2550854166706856e-07,1.2517084934038357e-06,4.040293824851855e-06,6.86227848101197e-06,9.41177083336345e-06,4.271195349295621e-06
E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01837N3846_S000,0.0,0.0,1.484831750955315e-08,1.4142688996055398e-07,4.129151538463596e-07,8.199548098557718e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02250N3552_S002,0.0,0.0,0.0,2.466311743999999e-09,2.54178343948951e-08,3.187890093100677e-09
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02366N3438_S005,0.0,0.0,0.0,8.28983881699899e-09,7.54224299065149e-08,9.863698895034623e-09
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02279N3514_S003,0.0,0.0,0.0,1.86615438538779e-08,3.9882669343898603e-08,7.000126562978256e-09
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02171N3544_S004,0.0,0.0,0.0,2.3926198559999996e-09,2.54178343948951e-08,3.1203146221239097e-09
E02020N3739E02658N3366-PS-Str_PNo_Hom-M792_E02154N3709_S000,3.2191068080973594e-09,4.2425041551199407e-07,1.827235741311565e-06,6.665239876261882e-06,1.5016347227814787e-05,3.953279410913407e-06
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02409N3467_S003,0.0,0.0,0.0,5.06060168e-08,1.260259557566607e-07,2.040793503498499e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02434N3452_S004,0.0,0.0,0.0,1.8627584049402346e-08,4.071488175e-08,7.064139200868086e-09
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M809_E02344N3564_S000,1.2550854166706856e-07,1.20802927397353e-06,3.994359331415135e-06,6.658834886336587e-06,9.41177083336345e-06,4.172978217308347e-06
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02125N3584_S003,0.0,0.0,2.297461229486215e-09,4.1413960272194583e-08,1.57707964601701e-07,2.8526355878449638e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02210N3510_S005,0.0,0.0,0.0,4.52603108e-08,1.1330598609162984e-07,1.8621626452192476e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02433N3427_S005,0.0,0.0,0.0,8.850388060824105e-09,7.86543401354493e-08,1.0242747740976084e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02142N3694_S000,4.8190576965534136e-18,5.779937493181456e-09,6.463631621063395e-07,2.47661425070871e-06,8.82772471429458e-06,1.7116373569845183e-06
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02164N3503_S004,0.0,0.0,1.603084430078095e-09,2.9476847595999746e-08,1.30769911504367e-07,2.3818606308477485e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02287N3501_S000,0.0,0.0,4.22852760736653e-08,4.60647493925102e-07,7.253654156494212e-07,1.8527527886261668e-07
E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02013N3694_S000,0.0,0.0,2.70212328766999e-08,1.996571069960924e-07,2.172160431205269e-06,2.489213428611751e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02212N3482_S003,0.0,0.0,0.0,2.251342104e-09,2.54178343948951e-08,3.0172187112747423e-09
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02512N3415_S001,0.0,0.0,0.0,4.98622664e-08,1.2307373416931638e-07,2.0149680086572904e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02330N3507_S001,0.0,0.0,0.0,2.557031172799999e-09,2.59827966e-08,3.2545992118854336e-09
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02441N3439_S002,0.0,0.0,2.533053097344015e-09,4.674796349007444e-08,1.5823923601316316e-07,3.166376830183911e-08
E02113N3823E02873N3483-PS-Str_PYes_Var-M824_E02243N3633_S000,1.0783153958967632e-08,1.34063488233936e-06,5.79403076595365e-06,1.0878820054855962e-05,1.5080440123944e-05,6.319256882867148e-06
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02386N3481_S000,0.0,0.0,4.44921501871108e-08,5.224042760085681e-07,8.38950671216172e-07,2.120113811248935e-07
E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01601N3726_S000,0.0,0.0,1.834182481993755e-07,1.08144e-06,2.1222218749999988e-06,5.077385336421456e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02184N3552_S004,0.0,0.0,2.23637237066386e-09,4.01882342079924e-08,1.57707964601701e-07,2.794013836801066e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02359N3451_S005,0.0,0.0,0.0,1.8606890060178634e-08,4.0380077544075675e-08,7.031359633116643e-09
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02482N3417_S005,0.0,0.0,0.0,4.96375918e-08,1.2307245079511157e-07,2.0116518641844658e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02170N3650_S000,0.0,0.0,4.21459996686831e-08,3.71911818729784e-07,6.86426463740437e-07,1.542201814501815e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02166N3518_S004,0.0,0.0,1.622900031095105e-09,2.9585226179055396e-08,1.30769911504367e-07,2.4189204104224993e-08
E02113N3823E02873N3483-PS-Str_PNo_Hom-M809_E02377N3548_S000,1.2550854166706856e-07,1.23521326191238e-06,4.0061697176988e-06,6.78264247282425e-06,9.41177083336345e-06,4.228614833738742e-06
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02313N3510_S000,0.0,0.0,3.494280244180535e-08,3.3309101449301966e-07,5.553464277420144e-07,1.32688284291467e-07
E01548N3896E01854N3659-PS-Str_PYes_Hom-M707_E01727N3708_S000,0.0,0.0,9.393569286650205e-08,8.402336643973806e-07,4.02802469135617e-06,6.487233326130613e-07
E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01703N3850_S000,0.0,0.0,7.41204411242052e-08,4.899821779778076e-07,9.487445808906892e-07,2.3350591078159461e-07
E01548N3896E01854N3659-PS-Mur_PYes_Var-M774_E01735N3756_S000,0.0,0.0,2.48580994291522e-08,2.00866230370324e-07,4.55256410256665e-07,9.740731432961598e-08
E01548N3896E01854N3659-PS-Mur_PYes_Var-M774_E01673N3781_S000,0.0,0.0,7.774130563486505e-08,5.329049662950762e-07,1.03200648412448e-06,2.3979046187024476e-07
E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02306N3593_S000,1.2550854166706856e-07,1.20559975965497e-06,3.940372261357475e-06,6.536364289716587e-06,9.21315107569848e-06,4.126555063291163e-06
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02164N3695_S000,0.0,1.2954892350817604e-10,6.95684238819877e-07,3.799724421179565e-06,1.87616666666817e-05,3.1282529892449363e-06
E02113N3823E02873N3483-PS-Str_PYes_Var-M809_E02195N3735_S000,1.2550854166706856e-07,1.33260416667093e-06,4.48109998286564e-06,7.52937500002409e-06,1.0483056939259e-05,4.671009202657274e-06
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02344N3478_S004,0.0,0.0,2.467105041086e-09,4.394428734918924e-08,1.5784070560876608e-07,3.04685707291567e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02247N3606_S003,0.0,0.0,0.0,1.967163321037316e-08,7.828976383370964e-08,1.8418684369885775e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02515N3431_S001,0.0,0.0,0.0,1.4823044212020014e-09,3.449169014095888e-08,5.679695014228743e-09
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02188N3566_S005,0.0,0.0,2.26717704962012e-09,4.0828178694176e-08,1.57707964601701e-07,2.8240636358549633e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02253N3579_S005,0.0,0.0,0.0,2.5880564319999993e-09,2.6298054e-08,3.2774131529416924e-09
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02189N3468_S003,0.0,0.0,0.0,6.012720000739789e-09,7.38336448597865e-08,8.184875293563422e-09
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02195N3484_S003,0.0,0.0,0.0,2.211372768e-09,2.54178343948951e-08,2.9880515208104124e-09
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02391N3445_S004,0.0,0.0,0.0,4.98235294e-08,1.2249630654819023e-07,1.9985303024532914e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02226N3500_S002,0.0,0.0,1.89208665184133e-09,3.40742268041387e-08,1.43565609229764e-07,2.6176714884355355e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02555N3408_S001,0.0,0.0,0.0,5.01179306e-08,1.23056074766311e-07,2.0128446618196607e-08
