scenario,max_flow_depth,inundated_pixels,max_eta,is_train,log_max_eta,square_max_eta
10_PS_2803/0776_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02313N3510_S003,5.0875564,68814,2.1817818,FALSE,0.3388113,4.760171823
9_PS_2798/0445_E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02218N3671_S002,2.3831658,12107,0.91886985,FALSE,-0.036745995,0.844321801
7_PS_2798/2605_E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01687N3753_S000,2.27408,12508,1.0150856,FALSE,0.006502658,1.030398775
7_PS_2798/1981_E01964N3926E02184N3685-PS-Mur_PYes_Var-M792_E02033N3761_S000,0.8804402,3806,0.22227031,FALSE,-0.65311855,0.049404091
3_PS_2798/2737_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02377N3471_S002,3.276164,14554,0.80126804,FALSE,-0.09622218,0.642030472
5_PS_2798/1509_E01849N3766E02950N3220-PS-Str_PYes_Var-M774_E02072N3547_S000,0.9414421,3863,0.22538617,FALSE,-0.64707273,0.050798926
9_PS_2798/1932_E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02368N3461_S003,4.401944,34665,1.787505,FALSE,0.25224727,3.195174125
PS_2798/1751_E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02270N3527_S000,1.7188919,8203,0.66922104,FALSE,-0.17443042,0.4478568
10_PS_2803/1553_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02139N3548_S001,3.7568254,23434,2.1558762,FALSE,0.3336238,4.64780219
PS_2798/0561_E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01700N3744_S004,6.979015,155464,3.0647047,FALSE,0.48638862,9.392414898
PS_2798/0172_E01849N3766E02950N3220-PS-Mur_PYes_Var-M837_E02058N3588_S000,2.5345848,13540,0.8315128,FALSE,-0.080131054,0.691413537
6_PS_2798/0990_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02190N3609_S005,3.1817086,20537,1.4374342,FALSE,0.15758798,2.066217079
PS_2798/1746_E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02133N3599_S000,1.0073155,4606,0.32569733,FALSE,-0.4871858,0.106078751
5_PS_2798/1679_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02152N3510_S001,4.200306,35161,2.0095043,FALSE,0.30308893,4.038107532
4_PS_2798/2779_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02458N3438_S002,2.1421714,10615,0.5321495,FALSE,-0.27396634,0.28318309
3_PS_2798/2271_E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01792N3806_S000,1.2711307,6109,0.52969766,FALSE,-0.27597195,0.280579611
PS_2798/1297_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02152N3645_S000,1.3881438,6378,0.39978388,FALSE,-0.39817473,0.159827151
8_PS_2798/1760_E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02245N3515_S003,7.0234485,127199,2.7326667,FALSE,0.43658668,7.467467293
6_PS_2798/0158_E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02094N3692_S000,2.368381,14600,0.6471087,FALSE,-0.18902278,0.41874967
3_PS_2798/0999_E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02232N3550_S000,0.8481394,4534,0.28629598,FALSE,-0.54318476,0.081965388
6_PS_2798/1077_E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02168N3560_S004,7.1500964,145927,3.2435894,FALSE,0.51102585,10.5208722
4_PS_2798/1473_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02183N3593_S001,4.8647776,43634,2.2389574,FALSE,0.35004583,5.012930239
6_PS_2798/1088_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02247N3453_S001,2.4819279,11865,1.0054387,FALSE,0.002355591,1.010906979
8_PS_2798/0081_E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02227N3438_S000,1.1519042,5334,0.37128478,FALSE,-0.43029284,0.137852388
PS_2798/0827_E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02361N3475_S001,5.3910685,83398,1.5766872,FALSE,0.19774555,2.485942527
9_PS_2798/0101_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02301N3474_S005,4.353112,37220,1.7928098,FALSE,0.25353423,3.214166979
4_PS_2798/1676_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02199N3626_S005,2.8421345,25088,1.3832077,FALSE,0.1408874,1.913263541
3_PS_2798/2328_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02146N3630_S003,5.407295,44312,2.523996,FALSE,0.40208867,6.370555808
9_PS_2798/0428_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02245N3515_S004,3.8479426,28328,1.7603245,FALSE,0.24559273,3.098742345
10_PS_2803/0294_E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02358N3562_S003,2.4476023,14714,0.7925451,FALSE,-0.10097603,0.628127736
4_PS_2798/2226_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02337N3493_S002,2.1024,11280,0.6294375,FALSE,-0.20104738,0.396191566
9_PS_2798/1573_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02206N3471_S005,5.8632655,53341,2.971583,FALSE,0.47298786,8.830305526
7_PS_2798/1215_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02140N3614_S002,3.486034,24260,1.3357466,FALSE,0.12572409,1.784218979
8_PS_2798/1345_E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01689N3734_S000,2.2439823,10689,0.8409516,FALSE,-0.07522899,0.707199594
5_PS_2798/0876_E01517N3917E01678N3772-PS-Mur_PYes_Hom-M732_E01563N3803_S000,1.0925411,4536,0.22274402,FALSE,-0.65219396,0.049614898
PS_2798/2153_E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01680N3686_S000,1.372694,7202,0.57377225,FALSE,-0.24126045,0.329214595
10_PS_2803/2548_E01849N3766E02950N3220-PS-Mur_PYes_Hom-M824_E02061N3560_S000,1.3503814,5760,0.48542243,FALSE,-0.31388015,0.235634936
5_PS_2798/1860_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02328N3482_S001,2.1312344,15880,0.9569983,FALSE,-0.019088838,0.915845746
5_PS_2798/2294_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01783N3758_S000,2.725316,16765,1.2403438,FALSE,0.093542084,1.538452742
2_PS_2798/0314_E01964N3926E02184N3685-PS-Mur_PNo_Hom-M809_E02091N3733_S000,1.1598488,5080,0.38290665,FALSE,-0.4169071,0.146617503
2_PS_2798/2794_E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02099N3565_S005,4.1856127,31654,1.629825,FALSE,0.21214098,2.656329531
10_PS_2803/1319_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02219N3560_S005,4.468593,33354,2.1591601,FALSE,0.33428484,4.661972337
7_PS_2798/2109_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M732_E01649N3780_S000,0.695805,2865,0.13552663,FALSE,-0.86797535,0.018367467
2_PS_2798/0089_E01577N3897E01966N3571-PS-Mur_PYes_Hom-M707_E01823N3875_S000,0.52475655,2299,0.18341291,FALSE,-0.7365701,0.033640296
8_PS_2798/0933_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02359N3451_S002,4.052848,28667,1.4068416,FALSE,0.14824522,1.979203287
5_PS_2798/0235_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02144N3587_S003,4.7757225,70984,2.2684555,FALSE,0.35573027,5.145890355
7_PS_2798/2031_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02344N3478_S002,4.739629,37020,2.023412,FALSE,0.3060843,4.094196122
2_PS_2798/0657_E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01710N3774_S000,1.785108,10984,0.68337315,FALSE,-0.16534209,0.466998862
2_PS_2798/2073_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02223N3573_S002,3.5303173,24114,1.6258819,FALSE,0.211089,2.643491953
4_PS_2798/2524_E01964N3926E02184N3685-PS-Str_PNo_Var-M754_E02091N3733_S000,0.5935711,2318,0.13571024,FALSE,-0.86738735,0.018417269
6_PS_2798/0200_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02212N3584_S003,3.8735445,28399,1.6929355,FALSE,0.2286404,2.866030607
4_PS_2798/0885_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02301N3474_S000,0.99140763,4849,0.45634574,FALSE,-0.340706,0.208251434
3_PS_2798/2291_E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02288N3555_S000,1.8894771,8637,0.8803077,FALSE,-0.05536551,0.774941647
10_PS_2803/1354_E02113N3823E02873N3483-PS-Mur_PYes_Hom-M792_E02348N3529_S000,0.43029827,2285,0.13984488,FALSE,-0.8543534,0.01955659
PS_2798/2267_E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01695N3801_S000,3.1529408,17470,1.2793489,FALSE,0.10698898,1.636733608
10_PS_2803/2139_E02113N3823E02873N3483-PS-Str_PYes_Var-M824_E02405N3521_S000,0.6988568,2900,0.17600678,FALSE,-0.7544706,0.030978387
10_PS_2803/1715_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02220N3597_S003,2.716249,18334,1.1761459,FALSE,0.070461206,1.383319178
6_PS_2798/1559_E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02192N3708_S000,0.98267406,3710,0.25220975,FALSE,-0.5982381,0.063609758
6_PS_2798/1488_E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02236N3646_S002,2.466001,17485,1.2315309,FALSE,0.09044532,1.516668358
8_PS_2798/1822_E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01731N3813_S000,4.169901,49541,1.496323,FALSE,0.17502534,2.23898252
2_PS_2798/0219_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02401N3455_S004,4.040641,28470,1.3458859,FALSE,0.12900823,1.811408856
2_PS_2798/0447_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02239N3477_S002,5.3164186,26821,1.9780549,FALSE,0.29623833,3.912701187
10_PS_2803/1436_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02253N3503_S002,5.936326,61172,2.400483,FALSE,0.3802986,5.762318633
3_PS_2798/0961_E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02242N3492_S004,4.4404287,37422,1.5648707,FALSE,0.19447847,2.448820308
9_PS_2798/1194_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02282N3451_S002,3.7023723,30140,1.0481204,FALSE,0.020411165,1.098556373
8_PS_2798/0171_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02128N3626_S004,3.9834962,37472,1.5320454,FALSE,0.18527162,2.347163108
8_PS_2798/0109_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02239N3505_S004,3.8353164,17921,1.6906637,FALSE,0.22805722,2.858343746
6_PS_2798/2094_E02113N3823E02873N3483-PS-Mur_PYes_Var-M809_E02272N3638_S000,0.78125423,3142,0.22108378,FALSE,-0.65544313,0.048878038
10_PS_2803/1417_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02148N3497_S004,5.348462,36534,2.3340328,FALSE,0.36810696,5.447709111
3_PS_2798/1778_E01577N3897E01966N3571-PS-Str_PYes_Var-M850_E01750N3709_S000,6.767429,136013,2.7329447,FALSE,0.43663085,7.468986733
7_PS_2798/1026_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02134N3641_S003,4.1281743,44355,1.6254486,FALSE,0.21097323,2.642083151
10_PS_2803/0625_E01548N3896E01854N3659-PS-Mur_PYes_Var-M680_E01715N3704_S000,0.52202743,2334,0.18057895,FALSE,-0.74333286,0.032608757
6_PS_2798/2662_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02280N3427_S000,1.2192508,5582,0.4649291,FALSE,-0.33261326,0.216159068
PS_2798/0475_E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02159N3618_S002,5.551431,147397,2.8754401,FALSE,0.45870432,8.268155769
3_PS_2798/0781_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02425N3440_S004,2.8446026,15031,0.8627009,FALSE,-0.06413976,0.744252843
3_PS_2798/1533_E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02335N3587_S005,2.9603033,21697,1.1563916,FALSE,0.063104935,1.337241533
2_PS_2798/1634_E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01695N3801_S002,7.400827,249380,4.015705,FALSE,0.6037618,16.12588665
10_PS_2803/2616_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02242N3492_S002,4.5300217,31273,1.9363005,FALSE,0.28697276,3.749259626
PS_2798/0566_E02113N3823E02873N3483-PS-Str_PNo_Hom-M774_E02306N3593_S000,0.5081797,2236,0.1322799,FALSE,-0.8785061,0.017497972
10_PS_2803/1890_E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02255N3645_S001,2.2459748,10923,0.8515403,FALSE,-0.06979478,0.725120883
5_PS_2798/1338_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02199N3626_S000,1.0343004,5205,0.3712972,FALSE,-0.4302783,0.137861611
5_PS_2798/2711_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02206N3471_S003,3.6216934,28067,1.8347924,FALSE,0.26358694,3.366463151
7_PS_2798/0777_E02020N3739E02658N3366-PS-Str_PNo_Hom-M809_E02116N3712_S000,1.1220261,5624,0.36985874,FALSE,-0.4319641,0.136795488
6_PS_2798/2136_E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02213N3635_S000,0.8424766,4478,0.30232462,FALSE,-0.5195265,0.091400176
8_PS_2798/1945_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02296N3512_S003,4.1184607,31368,1.5529449,FALSE,0.19115604,2.411637862
10_PS_2803/0691_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02155N3547_S005,3.7027125,26361,1.4025894,FALSE,0.14693056,1.967257025
10_PS_2803/0815_E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02106N3725_S000,1.5157067,7184,0.5178368,FALSE,-0.28580707,0.268154951
8_PS_2798/0875_E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02305N3412_S000,1.6517633,9150,0.7210285,FALSE,-0.14204757,0.519882098
8_PS_2798/0651_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02146N3630_S000,1.6397266,7034,0.46700075,FALSE,-0.33068243,0.218089701
PS_2798/0221_E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02146N3723_S000,1.069653,5445,0.37485746,FALSE,-0.42613384,0.140518115
PS_2798/2793_E01849N3766E02950N3220-PS-Str_PYes_Var-M707_E01945N3711_S000,0.62824464,2501,0.17717268,FALSE,-0.75160325,0.031390159
7_PS_2798/2515_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02274N3465_S002,4.1779737,35320,1.4422182,FALSE,0.15903097,2.079993336
6_PS_2798/1110_E01577N3897E01966N3571-PS-Str_PYes_Var-M792_E01718N3659_S000,3.069903,17550,1.3098476,FALSE,0.11722077,1.715700735
8_PS_2798/0758_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02471N3437_S002,3.5462484,15713,0.79419726,FALSE,-0.10007162,0.630749288
6_PS_2798/0128_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02217N3548_S003,4.225366,24554,1.6128799,FALSE,0.20760202,2.601381572
PS_2798/2364_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02159N3618_S003,3.8479426,27470,1.7178799,FALSE,0.2349928,2.951111351
5_PS_2798/1064_E01577N3897E01966N3571-PS-Str_PYes_Hom-M850_E01729N3669_S000,5.2599845,38279,2.9238858,FALSE,0.4659604,8.549108171
5_PS_2798/1803_E01964N3926E02184N3685-PS-Str_PYes_Var-M792_E02078N3742_S000,1.2100339,5522,0.28765225,FALSE,-0.5411322,0.082743817
3_PS_2798/0706_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02175N3668_S003,2.7008402,19802,1.2235613,FALSE,0.08762573,1.497102255
4_PS_2798/0236_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02057N3668_S004,4.952902,77549,1.6309727,FALSE,0.2124467,2.660071948
2_PS_2798/1863_E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02168N3560_S003,6.6153502,106091,2.918249,FALSE,0.46512234,8.516177226
2_PS_2798/0509_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02148N3497_S003,3.7884502,21282,1.9725523,FALSE,0.29502854,3.890962576
7_PS_2798/0951_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02152N3645_S003,3.488172,25568,1.3855054,FALSE,0.14160824,1.919625213
10_PS_2803/2374_E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01644N3837_S000,2.7761662,19029,0.9147532,FALSE,-0.03869606,0.836773417
5_PS_2798/0505_E01964N3926E02184N3685-PS-Str_PYes_Hom-M837_E02074N3729_S000,1.512338,8796,0.61159915,FALSE,-0.21353313,0.37405352
10_PS_2803/2428_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02340N3431_S002,3.215129,14852,0.7897708,FALSE,-0.10249893,0.623737917
4_PS_2798/1943_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02270N3527_S000,1.2022582,6098,0.4351419,FALSE,-0.3613691,0.189348473
7_PS_2798/0821_E01849N3766E02950N3220-PS-Str_PYes_Var-M850_E02079N3631_S000,2.5702083,17873,1.0473131,FALSE,0.020076534,1.096864729
4_PS_2798/2164_E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02498N3438_S001,5.066731,83887,1.6516694,FALSE,0.21792312,2.728011807
2_PS_2798/0804_E01964N3926E02184N3685-PS-Mur_PNo_Hom-M774_E02074N3729_S000,1.0666013,4069,0.22823392,FALSE,-0.6416198,0.052090722
3_PS_2798/1270_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02401N3479_S005,1.9225038,8540,0.67410964,FALSE,-0.17126946,0.454423807
PS_2798/2788_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02189N3538_S004,4.599267,50406,2.1027024,FALSE,0.3227778,4.421357383
5_PS_2798/0770_E01964N3926E02184N3685-PS-Str_PNo_Var-M732_E02048N3750_S000,0.5383822,1867,0.10511878,FALSE,-0.9783197,0.011049958
5_PS_2798/1414_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02239N3505_S001,3.90275,19927,1.7557602,FALSE,0.2444652,3.08269388
6_PS_2798/1738_E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02218N3525_S002,5.0051584,72688,2.2689824,FALSE,0.35583112,5.148281132
8_PS_2798/1802_E02113N3823E02873N3483-PS-Str_PNo_Hom-M837_E02479N3494_S000,0.70953465,3554,0.18617071,FALSE,-0.73008865,0.034659533
9_PS_2798/2301_E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02148N3497_S000,2.0150967,10960,0.7907218,FALSE,-0.101976305,0.625240965
2_PS_2798/1344_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02220N3597_S003,3.90871,30151,1.6947105,FALSE,0.22909552,2.872043679
4_PS_2798/1273_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02212N3584_S004,3.0933976,21268,1.2531123,FALSE,0.09799,1.570290436
10_PS_2803/0990_E01548N3896E01854N3659-PS-Mur_PYes_Var-M680_E01730N3717_S000,0.42798814,1926,0.14423063,FALSE,-0.8409425,0.020802475
7_PS_2798/1766_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01677N3724_S000,2.9940197,13849,1.5844679,FALSE,0.19988345,2.510538526
3_PS_2798/2140_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02210N3510_S005,5.0091457,80147,2.708703,FALSE,0.4327614,7.337071942
5_PS_2798/1365_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02210N3611_S005,4.124266,32859,2.2551777,FALSE,0.35318077,5.085826459
8_PS_2798/2106_E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02534N3432_S001,3.9720569,27241,1.0371897,FALSE,0.015858205,1.075762474
4_PS_2798/0157_E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02116N3637_S000,2.5407898,13845,1.0264838,FALSE,0.011352089,1.053668992
6_PS_2798/1434_E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01731N3813_S000,2.3408802,16876,0.92244667,FALSE,-0.035058733,0.850907859
8_PS_2798/2535_E01964N3926E02184N3685-PS-Mur_PYes_Hom-M792_E02040N3720_S000,1.207151,5829,0.38279688,FALSE,-0.41703162,0.146533451
9_PS_2798/2174_E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01689N3734_S000,2.8841567,19317,1.4847171,FALSE,0.17164372,2.204384867
2_PS_2798/2465_E02113N3823E02873N3483-PS-Str_PNo_Hom-M792_E02210N3708_S000,0.75836605,2461,0.17452215,FALSE,-0.75814945,0.030457981
9_PS_2798/1707_E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02387N3554_S003,2.9314017,19258,1.196924,FALSE,0.078066565,1.432627062
PS_2798/1470_E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01760N3738_S001,7.0150585,262748,3.9537117,FALSE,0.597005,15.63183621
2_PS_2798/0079_E02020N3739E02658N3366-PS-Str_PYes_Hom-M774_E02201N3643_S000,0.44988123,2248,0.12525354,FALSE,-0.90221,0.015688449
10_PS_2803/2102_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02175N3577_S004,3.9952207,31704,1.7105899,FALSE,0.2331459,2.926117806
9_PS_2798/0819_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01693N3677_S000,1.2513791,6188,0.50742817,FALSE,-0.29462543,0.257483348
4_PS_2798/0940_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02344N3478_S003,2.4258902,13615,0.79178053,FALSE,-0.10139518,0.626916408
2_PS_2798/1970_E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01725N3727_S004,6.045229,128246,2.8020768,FALSE,0.44748002,7.851634393
10_PS_2803/2266_E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02259N3628_S003,2.6811538,16003,1.2438506,FALSE,0.09476822,1.547164315
6_PS_2798/1880_E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02277N3598_S000,1.0357915,5101,0.32019186,FALSE,-0.49458972,0.102522827
9_PS_2798/0277_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02254N3467_S003,3.3501682,18017,1.3546304,FALSE,0.1318208,1.835023521
10_PS_2803/0073_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02467N3448_S002,2.5541625,10957,0.75751215,FALSE,-0.12061039,0.573824657
7_PS_2798/0483_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02176N3479_S000,1.7578937,7162,0.672065,FALSE,-0.1725887,0.451671364
6_PS_2798/0814_E01964N3926E02184N3685-PS-Str_PYes_Hom-M732_E02043N3735_S000,0.5521151,2088,0.10411548,FALSE,-0.9824847,0.010840033
5_PS_2798/2350_E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02306N3593_S004,2.5879254,19539,1.1412021,FALSE,0.05736256,1.302342233
6_PS_2798/1607_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02391N3445_S001,3.308483,32980,0.94685066,FALSE,-0.023718515,0.896526172
PS_2798/0287_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02307N3436_S000,1.266553,5490,0.44996625,FALSE,-0.34682006,0.202469626
9_PS_2798/0656_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02156N3678_S000,1.778906,11143,0.8057176,FALSE,-0.09381716,0.649180851
6_PS_2798/1639_E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02236N3646_S004,2.5788279,19986,1.3626293,FALSE,0.13437772,1.856758609
10_PS_2803/0332_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M774_E02135N3710_S000,0.6744427,2765,0.14947468,FALSE,-0.82543236,0.02234268
4_PS_2798/2497_E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02066N3753_S000,0.75226253,3646,0.20910527,FALSE,-0.67963505,0.043725014
9_PS_2798/1002_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02139N3548_S002,4.0218964,23372,2.0535896,FALSE,0.31251365,4.217230245
6_PS_2798/0232_E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01772N3748_S000,3.0294483,11507,0.9690159,FALSE,-0.013669099,0.938991814
6_PS_2798/2564_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01668N3695_S000,3.4472134,20002,1.5861932,FALSE,0.20035608,2.516008868
5_PS_2798/0285_E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02095N3592_S002,2.749023,19120,1.2441456,FALSE,0.094871216,1.547898274
5_PS_2798/2141_E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02195N3484_S000,0.99952036,4289,0.35799977,FALSE,-0.44611725,0.128163835
8_PS_2798/1575_E01964N3926E02184N3685-PS-Mur_PNo_Hom-M732_E02074N3729_S000,0.4867558,2062,0.11103105,FALSE,-0.9545556,0.012327894
7_PS_2798/2476_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01623N3797_S000,0.9826741,4691,0.27533543,FALSE,-0.5601379,0.075809599
5_PS_2798/2066_E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02441N3439_S005,6.299675,68928,2.8075955,FALSE,0.44833454,7.882592492
3_PS_2798/1210_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02351N3465_S004,3.5218344,14948,0.8071505,FALSE,-0.09304549,0.65149193
5_PS_2798/0501_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02109N3687_S003,3.7769656,31661,1.1347905,FALSE,0.054915708,1.287749479
9_PS_2798/2318_E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02344N3564_S002,2.377768,14601,0.73350495,FALSE,-0.13459694,0.538029512
3_PS_2798/1371_E02113N3823E02873N3483-PS-Mur_PNo_Hom-M837_E02280N3610_S000,0.869759,4343,0.31173554,FALSE,-0.50621367,0.097179047
4_PS_2798/2753_E01517N3917E01678N3772-PS-Str_PYes_Hom-M732_E01575N3795_S000,1.0437092,4801,0.26713258,FALSE,-0.5732731,0.071359815
PS_2798/2424_E02113N3823E02873N3483-PS-Mur_PNo_Var-M837_E02227N3683_S000,0.99015725,5083,0.34418193,FALSE,-0.46321195,0.118461201
PS_2798/1058_E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02129N3665_S000,2.1897326,12224,0.8746452,FALSE,-0.058168095,0.765004226
7_PS_2798/1916_E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01735N3756_S000,1.1656371,5086,0.40756983,FALSE,-0.389798,0.166113166
PS_2798/1737_E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02451N3450_S004,4.5427866,31457,1.6956342,FALSE,0.22933218,2.87517534
10_PS_2803/0441_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02253N3481_S005,3.0270941,22134,1.1200117,FALSE,0.049222555,1.254426208
5_PS_2798/1293_E02113N3823E02873N3483-PS-Mur_PNo_Hom-M792_E02244N3659_S000,0.63476986,2493,0.1725436,FALSE,-0.76310116,0.029771294
