scenario,max_flow_depth,inundated_pixels,max_eta,is_train,log_max_eta,square_max_eta
PS_2798/1125_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02162N3488_S002,4.8022127,31114,2.062019,FALSE,0.3142927,4.251922356
4_PS_2798/1226_E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02296N3512_S001,4.465601,48343,2.0786994,FALSE,0.31779167,4.320991196
PS_2798/2395_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02425N3440_S000,1.1121203,5027,0.29131427,FALSE,-0.5356382,0.084864004
5_PS_2798/2530_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02296N3512_S004,3.2563276,18239,0.9804361,FALSE,-0.008580713,0.961254946
PS_2798/1362_E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02294N3618_S003,1.8088322,9038,0.5798494,FALSE,-0.23668477,0.336225327
5_PS_2798/0258_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02202N3553_S003,3.5188727,19453,1.6061527,FALSE,0.20578682,2.579726496
7_PS_2798/0301_E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01633N3827_S000,1.234617,5426,0.27602756,FALSE,-0.5590476,0.076191214
10_PS_2803/0417_E01964N3926E02184N3685-PS-Mur_PNo_Var-M732_E02074N3729_S000,0.42572063,1850,0.09831987,FALSE,-1.0073587,0.009666797
6_PS_2798/1073_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01727N3708_S000,2.0985978,13778,0.81108826,FALSE,-0.090931885,0.657864166
10_PS_2803/0938_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02218N3525_S000,1.7990924,7126,0.58412814,FALSE,-0.23349187,0.341205684
3_PS_2798/0284_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02245N3515_S003,3.8754911,18924,1.6230329,FALSE,0.21032733,2.634235794
8_PS_2798/0262_E01849N3766E02950N3220-PS-Str_PYes_Var-M850_E02087N3577_S000,2.760894,16094,1.3197175,FALSE,0.120480984,1.74165428
4_PS_2798/0205_E01849N3766E02950N3220-PS-Str_PYes_Var-M754_E02003N3622_S000,1.11678,4949,0.3378232,FALSE,-0.47131053,0.114124514
4_PS_2798/1924_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02218N3525_S001,4.3938847,19904,1.5843661,FALSE,0.19985554,2.510215939
7_PS_2798/1376_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02333N3444_S005,2.7973003,16393,1.040179,FALSE,0.017108088,1.081972352
5_PS_2798/0311_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02090N3619_S005,3.4063013,28122,1.3050414,FALSE,0.1156243,1.703133056
4_PS_2798/1604_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02301N3474_S004,4.303096,29663,1.4812937,FALSE,0.17064117,2.194231026
7_PS_2798/0152_E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02314N3535_S000,1.9318477,8184,0.94682056,FALSE,-0.023732321,0.896469173
5_PS_2798/1308_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02328N3482_S001,4.3931227,34386,1.5732483,FALSE,0.19679727,2.475110213
9_PS_2798/2039_E01849N3766E02950N3220-PS-Mur_PYes_Var-M792_E01976N3701_S000,2.0638986,11478,0.6836148,FALSE,-0.16518855,0.467329195
9_PS_2798/2531_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02184N3522_S002,3.989725,24135,1.7207208,FALSE,0.2357104,2.960880072
9_PS_2798/2181_E02113N3823E02873N3483-PS-Str_PNo_Hom-M792_E02218N3695_S000,0.6027264,2428,0.17224169,FALSE,-0.7638617,0.0296672
7_PS_2798/1795_E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01748N3891_S000,1.3885654,6952,0.47292972,FALSE,-0.3252034,0.22366252
8_PS_2798/1005_E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02308N3607_S005,2.8241515,15619,1.1514131,FALSE,0.06123116,1.325752127
2_PS_2798/1954_E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02321N3597_S000,0.7324261,3569,0.2700839,FALSE,-0.5685013,0.072945313
5_PS_2798/2386_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02382N3435_S003,2.8455145,17074,1.0230322,FALSE,0.009889298,1.046594882
9_PS_2798/0150_E01577N3897E01966N3571-PS-Str_PYes_Var-M754_E01796N3749_S000,1.7234784,7788,0.720784,FALSE,-0.14219485,0.519529575
6_PS_2798/2150_E02113N3823E02873N3483-PS-Str_PNo_Var-M809_E02321N3597_S000,0.6225628,2780,0.19205248,FALSE,-0.7165801,0.036884155
10_PS_2803/1705_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02136N3678_S003,4.13705,46013,1.9539298,FALSE,0.29090896,3.817841663
5_PS_2798/0660_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02183N3593_S003,4.896821,51431,2.189738,FALSE,0.34039217,4.794952509
6_PS_2798/0357_E01964N3926E02184N3685-PS-Str_PYes_Var-M837_E02053N3710_S000,1.8789775,11915,0.5771173,FALSE,-0.23873588,0.333064378
4_PS_2798/1524_E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02218N3525_S000,1.0180228,5119,0.36080137,FALSE,-0.44273183,0.130177629
8_PS_2798/1507_E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02257N3592_S000,1.1139035,5463,0.3684139,FALSE,-0.433664,0.135728802
2_PS_2798/2342_E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02351N3465_S004,4.1795325,28916,1.3732847,FALSE,0.13776058,1.885910867
4_PS_2798/2257_E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01699N3763_S000,2.140835,13242,0.7797047,FALSE,-0.10806985,0.607939419
9_PS_2798/0377_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02268N3554_S001,5.322522,38869,2.0486708,FALSE,0.31147218,4.197052047
2_PS_2798/1976_E02020N3739E02658N3366-PS-Str_PYes_Hom-M774_E02120N3675_S000,0.82550853,3103,0.16184026,FALSE,-0.7909134,0.02619227
10_PS_2803/2745_E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01660N3790_S000,2.165991,14152,0.7863057,FALSE,-0.10440856,0.618276654
5_PS_2798/1238_E01548N3896E01854N3659-PS-Mur_PYes_Var-M680_E01791N3873_S000,0.45946637,2133,0.12945652,FALSE,-0.8878761,0.016758991
9_PS_2798/1210_E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02200N3695_S000,0.69427913,2621,0.18458849,FALSE,-0.7337954,0.034072911
4_PS_2798/1601_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02279N3514_S001,3.8071775,26937,1.2996311,FALSE,0.1138201,1.689040996
10_PS_2803/0737_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02152N3645_S002,2.5976946,16072,1.0757027,FALSE,0.031692244,1.157136299
4_PS_2798/0616_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02264N3453_S002,4.595731,46669,1.8170925,FALSE,0.25937703,3.301825154
4_PS_2798/1658_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02347N3503_S004,3.1785405,21350,1.1095501,FALSE,0.045146924,1.231101424
8_PS_2798/2780_E02113N3823E02873N3483-PS-Str_PNo_Hom-M792_E02293N3602_S000,0.63476986,2660,0.18698262,FALSE,-0.72819877,0.0349625
7_PS_2798/2484_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02242N3492_S002,4.378626,22732,1.8149916,FALSE,0.25887462,3.294194508
3_PS_2798/0818_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02194N3513_S002,3.6541557,19082,1.4156835,FALSE,0.15096617,2.004159772
2_PS_2798/2791_E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02245N3515_S000,1.287241,6744,0.34651318,FALSE,-0.46028024,0.120071384
5_PS_2798/2340_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02242N3492_S003,2.8963428,23385,1.0091096,FALSE,0.003938345,1.018302185
3_PS_2798/1963_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02137N3572_S003,2.7150667,16235,1.4845712,FALSE,0.17160104,2.203951648
9_PS_2798/2782_E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02180N3508_S000,1.7212726,7984,0.58412087,FALSE,-0.23349728,0.341197191
3_PS_2798/1370_E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01739N3861_S000,2.0911796,12047,0.6754275,FALSE,-0.17042126,0.456202308
4_PS_2798/1005_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M707_E01765N3843_S000,0.4340272,1869,0.114550665,FALSE,-0.94100237,0.013121855
6_PS_2798/0955_E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02194N3513_S000,2.5143313,17687,1.1006856,FALSE,0.04166328,1.21150879
7_PS_2798/1521_E01517N3917E01678N3772-PS-Str_PNo_Var-M732_E01550N3812_S000,0.79040945,2778,0.1496133,FALSE,-0.8250298,0.02238414
9_PS_2798/2024_E02113N3823E02873N3483-PS-Str_PYes_Var-M792_E02293N3602_S000,0.5355839,2064,0.13785122,FALSE,-0.8605894,0.019002959
6_PS_2798/0689_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02260N3540_S002,3.452608,26663,1.5634327,FALSE,0.19407919,2.444321807
7_PS_2798/1392_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02526N3441_S003,1.6007282,6953,0.48071846,FALSE,-0.31810918,0.231090238
3_PS_2798/0206_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02434N3452_S002,1.8039378,7412,0.5319892,FALSE,-0.27409717,0.283012509
5_PS_2798/1444_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01704N3687_S000,1.6694777,7679,0.78807086,FALSE,-0.103434734,0.62105568
PS_2798/0887_E02113N3823E02873N3483-PS-Str_PNo_Var-M880_E02335N3600_S002,3.2093873,19050,0.8938759,FALSE,-0.048722774,0.799014125
2_PS_2798/2678_E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02284N3476_S003,6.0014257,115085,2.0556095,FALSE,0.3129406,4.225530416
3_PS_2798/0471_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02468N3411_S004,1.1707824,5775,0.3580767,FALSE,-0.44602394,0.128218923
2_PS_2798/0362_E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01746N3766_S005,7.4364033,220618,3.8173208,FALSE,0.5817587,14.57193809
10_PS_2803/0720_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02450N3427_S005,2.3202538,14941,0.9498542,FALSE,-0.022343054,0.902223001
4_PS_2798/2064_E02113N3823E02873N3483-PS-Str_PNo_Var-M880_E02350N3576_S003,3.224646,18263,0.9523527,FALSE,-0.02120218,0.906975665
4_PS_2798/0320_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02528N3419_S003,3.8468504,19698,0.97037286,FALSE,-0.01306136,0.941623487
10_PS_2803/0795_E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02201N3458_S000,2.2055693,14060,0.8125433,FALSE,-0.0901535,0.660226614
5_PS_2798/1912_E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02260N3491_S004,7.1160316,75272,3.6639423,FALSE,0.56394863,13.42447318
5_PS_2798/0076_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02182N3695_S000,1.2158839,6565,0.51276344,FALSE,-0.29008296,0.262926345
7_PS_2798/1363_E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02050N3638_S005,3.885338,42660,1.5106217,FALSE,0.1791557,2.281977921
8_PS_2798/0570_E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02076N3673_S000,1.8803276,11550,0.67701066,FALSE,-0.16940449,0.458343434
3_PS_2798/1874_E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02389N3541_S005,1.5446266,6894,0.43612292,FALSE,-0.36039108,0.190203201
8_PS_2798/0775_E01577N3897E01966N3571-PS-Str_PYes_Var-M707_E01773N3729_S000,0.69108117,3066,0.27486345,FALSE,-0.560883,0.075549916
5_PS_2798/0230_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02444N3464_S004,4.0574255,24946,1.1950784,FALSE,0.077396385,1.428212382
6_PS_2798/1258_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02076N3673_S003,4.062365,50356,1.5279609,FALSE,0.18411224,2.334664512
3_PS_2798/2015_E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02284N3476_S001,5.62327,92077,1.877901,FALSE,0.27367267,3.526512166
4_PS_2798/0716_E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02279N3514_S001,5.158781,84053,2.3185039,FALSE,0.36520782,5.375460334
6_PS_2798/1589_E02020N3739E02658N3366-PS-Str_PYes_Var-M774_E02229N3514_S000,0.70708346,3653,0.22746105,FALSE,-0.64309293,0.051738529
7_PS_2798/1508_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02401N3455_S005,2.4579337,9727,0.58868295,FALSE,-0.23011854,0.346547616
PS_2798/0408_E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02218N3671_S005,2.6262183,16977,1.2084633,FALSE,0.082233466,1.460383547
10_PS_2803/0262_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02210N3510_S001,5.62465,55924,2.0993166,FALSE,0.32207793,4.407130187
5_PS_2798/1986_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02296N3512_S001,5.287427,40481,2.0631967,FALSE,0.31454062,4.256780623
4_PS_2798/0050_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02478N3458_S004,1.489681,6981,0.46050075,FALSE,-0.33676967,0.212060941
3_PS_2798/0002_E02113N3823E02873N3483-PS-Str_PYes_Hom-M774_E02318N3569_S000,0.44569728,1928,0.12230299,FALSE,-0.91256297,0.014958021
2_PS_2798/1336_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02434N3452_S005,3.4607992,23671,1.1513034,FALSE,0.061189793,1.325499519
6_PS_2798/1675_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02147N3521_S004,4.123737,27905,2.2338233,FALSE,0.34904882,4.989966536
10_PS_2803/2713_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02290N3438_S005,3.3403773,34839,1.2664773,FALSE,0.10259742,1.603964751
7_PS_2798/1920_E02020N3739E02658N3366-PS-Str_PNo_Hom-M774_E02307N3549_S000,0.416627,2056,0.120425574,FALSE,-0.91928124,0.014502319
6_PS_2798/0793_E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02340N3431_S000,1.0805498,5307,0.34284902,FALSE,-0.4648971,0.117545451
6_PS_2798/1945_E02020N3739E02658N3366-PS-Str_PNo_Hom-M774_E02116N3712_S000,0.6988568,2934,0.15245779,FALSE,-0.81685036,0.023243378
5_PS_2798/2499_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02284N3476_S005,6.5401926,86294,2.6123133,FALSE,0.41702527,6.824180777
PS_2798/0406_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02311N3485_S002,5.778428,120387,3.027105,FALSE,0.48102748,9.163364681
8_PS_2798/0619_E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02451N3450_S004,8.797861,201424,3.4206839,FALSE,0.53411293,11.70107834
2_PS_2798/2451_E01577N3897E01966N3571-PS-Str_PYes_Var-M861_E01774N3710_S004,7.0381866,221831,3.8339014,FALSE,0.58364093,14.69879994
8_PS_2798/1374_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02417N3454_S004,3.7827635,30536,1.2425352,FALSE,0.09430871,1.543893723
9_PS_2798/0171_E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01761N3882_S000,1.8962451,10410,0.6564019,FALSE,-0.18283018,0.430863454
4_PS_2798/1888_E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02174N3531_S000,2.2561893,12583,0.8332057,FALSE,-0.079247765,0.694231739
8_PS_2798/1003_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02483N3431_S005,3.402812,19865,0.8868329,FALSE,-0.052158207,0.786472593
7_PS_2798/0476_E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01783N3758_S000,2.5965118,12404,0.8937018,FALSE,-0.04880737,0.798702907
6_PS_2798/2703_E01964N3926E02184N3685-PS-Str_PYes_Hom-M824_E02031N3692_S000,1.7575281,10221,0.50033313,FALSE,-0.30074075,0.250333241
PS_2798/2123_E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02230N3611_S000,0.88959545,3796,0.19639954,FALSE,-0.7068595,0.038572779
2_PS_2798/2226_E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01705N3831_S000,2.0640957,14757,0.68820727,FALSE,-0.16228074,0.473629246
10_PS_2803/0676_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01758N3776_S000,1.6258729,7843,0.7004034,FALSE,-0.15465176,0.490564923
PS_2798/0863_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02159N3618_S003,4.370793,39856,1.8445358,FALSE,0.26588708,3.402312317
8_PS_2798/1008_E02113N3823E02873N3483-PS-Mur_PNo_Hom-M824_E02349N3553_S000,0.6912274,3643,0.2551816,FALSE,-0.5931506,0.065117649
3_PS_2798/1938_E01849N3766E02950N3220-PS-Str_PYes_Var-M824_E02080N3562_S000,2.2964907,13657,0.79720104,FALSE,-0.098432146,0.635529498
5_PS_2798/0672_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02260N3491_S001,3.6723847,35562,1.6066148,FALSE,0.20591177,2.581211116
10_PS_2803/2776_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02116N3637_S001,3.35029,28866,1.4227996,FALSE,0.15314373,2.024358702
9_PS_2798/1422_E02113N3823E02873N3483-PS-Str_PYes_Var-M824_E02349N3553_S000,0.7263842,3651,0.25608566,FALSE,-0.5916147,0.065579865
5_PS_2798/0354_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02274N3465_S003,2.8206806,13932,1.0264672,FALSE,0.011345078,1.053634913
PS_2798/2173_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02225N3486_S003,4.363367,20821,1.7929211,FALSE,0.25356117,3.214566071
8_PS_2798/0784_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02104N3649_S003,3.6687562,39558,1.2620478,FALSE,0.10107579,1.592764649
9_PS_2798/0870_E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02024N3715_S000,1.2163063,5956,0.28777432,FALSE,-0.540948,0.082814059
10_PS_2803/1295_E01548N3896E01854N3659-PS-Str_PNo_Var-M792_E01622N3816_S000,1.4999547,7007,0.46736768,FALSE,-0.33034134,0.218432548
3_PS_2798/0733_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02253N3503_S002,6.1287727,44597,2.7796495,FALSE,0.44399002,7.726451343
3_PS_2798/1969_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02139N3548_S004,3.4108179,25949,1.5566427,FALSE,0.19218892,2.423136495
PS_2798/1169_E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01727N3708_S000,1.4435588,7484,0.6533494,FALSE,-0.1848545,0.426865438
8_PS_2798/2038_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02209N3537_S005,5.0295496,25814,2.233154,FALSE,0.34891868,4.986976788
PS_2798/0045_E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02219N3560_S002,6.2210793,122496,2.7829888,FALSE,0.44451144,7.745026661
4_PS_2798/1696_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01689N3734_S000,4.4195647,46316,2.032904,FALSE,0.30811685,4.132698673
9_PS_2798/2500_E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01756N3795_S004,5.8622303,129615,2.8877034,FALSE,0.46055257,8.338830926
5_PS_2798/0899_E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02361N3475_S002,8.228701,116192,3.0116622,FALSE,0.47880626,9.070109207
3_PS_2798/0050_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02238N3596_S000,1.652608,7150,0.74911064,FALSE,-0.12545404,0.561166751
10_PS_2803/0199_E01964N3926E02184N3685-PS-Mur_PYes_Var-M754_E02091N3733_S000,0.5661053,2140,0.11943935,FALSE,-0.9228526,0.014265758
8_PS_2798/1318_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02220N3597_S004,3.3845315,29366,1.5192809,FALSE,0.18163808,2.308214453
4_PS_2798/0918_E01849N3766E02950N3220-PS-Mur_PYes_Var-M754_E02061N3628_S000,1.0310868,4651,0.25898436,FALSE,-0.5867265,0.067072899
5_PS_2798/1408_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02229N3514_S005,3.5011451,30581,1.5981628,FALSE,0.20362101,2.554124335
PS_2798/0835_E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02259N3628_S005,2.6749928,15106,0.86939895,FALSE,-0.060780887,0.755854534
7_PS_2798/1252_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02201N3643_S004,3.559732,31932,1.8170563,FALSE,0.2593684,3.301693597
3_PS_2798/2256_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02159N3618_S004,3.7062638,25875,1.3925028,FALSE,0.14379607,1.939064048
6_PS_2798/0127_E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02383N3566_S002,1.388987,6984,0.37646428,FALSE,-0.42427623,0.141725354
7_PS_2798/1477_E02113N3823E02873N3483-PS-Str_PNo_Var-M850_E02263N3611_S000,0.982552,5708,0.35542524,FALSE,-0.44925174,0.126327101
9_PS_2798/1782_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02109N3622_S000,1.9681839,8264,0.8593277,FALSE,-0.065841205,0.738444096
2_PS_2798/1699_E02113N3823E02873N3483-PS-Mur_PNo_Hom-M792_E02308N3607_S000,0.5752606,2413,0.16658548,FALSE,-0.7783629,0.027750722
5_PS_2798/1309_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02188N3566_S002,3.6812334,43251,2.0971735,FALSE,0.32163435,4.398136689
10_PS_2803/2514_E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01749N3728_S000,5.6882796,77357,1.8475268,FALSE,0.26659074,3.413355277
8_PS_2798/2302_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01715N3697_S000,1.1213866,5269,0.46223667,FALSE,-0.3351356,0.213662739
10_PS_2803/1646_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02165N3634_S005,3.976554,35507,2.0184314,FALSE,0.30501398,4.074065317
8_PS_2798/1774_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02116N3637_S002,2.7400928,17770,0.9288047,FALSE,-0.0320756,0.862678171
9_PS_2798/2242_E01849N3766E02950N3220-PS-Str_PYes_Var-M792_E01976N3701_S000,2.0704696,11626,0.74257135,FALSE,-0.1292618,0.55141221
3_PS_2798/0652_E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02264N3453_S000,2.322225,14848,0.67894286,FALSE,-0.16816677,0.460963407
3_PS_2798/0723_E01964N3926E02184N3685-PS-Str_PYes_Hom-M754_E02037N3706_S000,0.7687937,2968,0.17961942,FALSE,-0.7456467,0.032263136
4_PS_2798/0770_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02171N3606_S000,1.6638415,8226,0.9429229,FALSE,-0.02552382,0.889103595
10_PS_2803/2016_E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01721N3784_S000,2.0405989,12955,0.9831297,FALSE,-0.007389193,0.966544007
8_PS_2798/0460_E02020N3739E02658N3366-PS-Mur_PNo_Hom-M792_E02304N3564_S000,0.47980356,2377,0.16172458,FALSE,-0.79122394,0.02615484
8_PS_2798/1330_E02113N3823E02873N3483-PS-Mur_PYes_Hom-M792_E02202N3721_S000,0.74310726,2564,0.17703049,FALSE,-0.75195193,0.031339794
9_PS_2798/2507_E01548N3896E01854N3659-PS-Mur_PYes_Var-M680_E01746N3718_S000,0.5149632,2337,0.19000463,FALSE,-0.7212358,0.036101759
7_PS_2798/0536_E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01611N3806_S000,1.083386,5798,0.34809908,FALSE,-0.45829713,0.121172969
6_PS_2798/0236_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02408N3442_S005,2.4660513,14794,0.84908193,FALSE,-0.0710504,0.720940124
7_PS_2798/0662_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M792_E02155N3547_S000,0.79979223,3790,0.30410165,FALSE,-0.51698124,0.092477814
7_PS_2798/1396_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01700N3744_S000,1.5206646,6412,0.5277947,FALSE,-0.27753496,0.278567245
7_PS_2798/2786_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02232N3550_S003,3.4126441,26790,1.8693486,FALSE,0.2716903,3.494464188
6_PS_2798/0188_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02140N3655_S005,3.2271585,23068,1.1955851,FALSE,0.077580504,1.429423731
3_PS_2798/0410_E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01759N3757_S000,1.6746503,7875,0.74870485,FALSE,-0.12568936,0.560558952
7_PS_2798/1881_E01964N3926E02184N3685-PS-Str_PYes_Hom-M707_E02009N3708_S000,0.3523032,1249,0.06144699,FALSE,-1.2114993,0.003775733
5_PS_2798/2188_E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02204N3672_S000,1.3484671,6960,0.54993767,FALSE,-0.25968653,0.302431441
10_PS_2803/0530_E02113N3823E02873N3483-PS-Mur_PYes_Var-M824_E02173N3709_S000,0.89544547,4380,0.2615107,FALSE,-0.58251053,0.068387846
7_PS_2798/1208_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02156N3574_S003,3.6251597,25152,1.5492784,FALSE,0.19012946,2.400263561
3_PS_2798/0062_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02194N3513_S003,3.3967142,17092,1.360274,FALSE,0.13362639,1.850345355
9_PS_2798/0910_E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01677N3724_S002,6.4310336,203721,3.6434186,FALSE,0.5615091,13.27449909
10_PS_2803/2621_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02236N3526_S003,3.8322647,39031,1.86012,FALSE,0.26954097,3.460046414
9_PS_2798/2278_E01577N3897E01966N3571-PS-Str_PYes_Var-M754_E01717N3678_S000,1.7731599,8743,0.62082577,FALSE,-0.20703027,0.385424637
5_PS_2798/1575_E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01660N3790_S000,3.601994,27302,1.4661205,FALSE,0.16616966,2.149509321
2_PS_2798/0651_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02461N3461_S005,2.4137816,8602,0.5230895,FALSE,-0.281424,0.273622625
PS_2798/1357_E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01649N3780_S000,3.3838809,23818,1.445768,FALSE,0.16009861,2.09024511
2_PS_2798/1570_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01734N3775_S000,3.0882716,22381,1.8917315,FALSE,0.2768595,3.578648068
7_PS_2798/0066_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02122N3652_S001,3.6132047,32038,1.7001181,FALSE,0.23047908,2.890401554
