Index	Folder	PID	ID	Source_Region	Type	Scaling	Rupture Model	Rigidity	Mag	Slip Model	Lat	Long	max_flow_depth	inundated_pixels	max_eta	is_train	log_max_eta	square_max_eta
1	9_PS_2798	2504	E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02260N3540_S003	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.95	S003	35.4	22.6	5.45329	120829	2.951658	TRUE	0.47006604	8.712284949
2	4_PS_2798	1615	E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02226N3538_S004	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.71	S004	35.38	22.26	3.8258443	29841	1.7782873	TRUE	0.25000194	3.162305721
3	5_PS_2798	1755	E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02146N3630_S005	E02020N3739E02658N3366	PS	Str	PYes	Var	8.88	S005	36.3	21.46	5.77351	90217	2.8157978	TRUE	0.44960147	7.92871725
4	PS_2798	1920	E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02184N3552_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	9.02	S002	35.52	21.84	6.1865234	152630	3.1774797	TRUE	0.50208277	10.09637724
5	5_PS_2798	124	E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02171N3544_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.8	S002	35.44	21.71	5.675004	50437	2.5069888	TRUE	0.3991524	6.284992843
6	5_PS_2798	1192	E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02401N3455_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.95	S002	34.55	24.01	6.370816	75012	2.8922307	TRUE	0.46123293	8.364998422
7	4_PS_2798	2023	E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02226N3538_S001	E02020N3739E02658N3366	PS	Str	PYes	Hom	9.02	S001	35.38	22.26	6.429193	115645	3.6034963	TRUE	0.5567241	12.98518558
8	9_PS_2798	2128	E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02245N3515_S001	E02020N3739E02658N3366	PS	Str	PYes	Hom	9.02	S001	35.15	22.45	9.023411	130158	3.3658671	TRUE	0.527097	11.32906133
9	10_PS_2803	1693	E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01791N3825_S000	E01548N3896E01854N3659	PS	Str	PYes	Hom	8.37	S000	38.25	17.91	3.8377047	35544	1.6226436	TRUE	0.21022314	2.632972253
10	6_PS_2798	1814	E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01734N3775_S004	E01548N3896E01854N3659	PS	Str	PYes	Var	8.61	S004	37.75	17.34	6.857118	225123	3.6117654	TRUE	0.5577195	13.0448493
11	10_PS_2803	355	E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02137N3572_S004	E02020N3739E02658N3366	PS	Str	PYes	Var	8.71	S004	35.72	21.37	5.4179764	52127	2.8016102	TRUE	0.44740772	7.849019713
12	9_PS_2798	306	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02184N3552_S000	E02020N3739E02658N3366	PS	Mur	PYes	Hom	8.5	S000	35.52	21.84	2.0355263	11265	0.95241344	TRUE	-0.021174485	0.907091361
13	PS_2798	1242	E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01683N3810_S003	E01548N3896E01854N3659	PS	Str	PYes	Var	8.61	S003	38.1	16.83	6.953253	224498	3.9703364	TRUE	0.5988273	15.76357113
14	PS_2798	1437	E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02253N3503_S004	E02020N3739E02658N3366	PS	Str	PYes	Var	8.95	S004	35.03	22.53	8.343031	140453	3.1991994	TRUE	0.5050413	10.2348768
15	9_PS_2798	1573	E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02206N3471_S005	E02020N3739E02658N3366	PS	Str	PYes	Var	8.71	S005	34.71	22.06	5.8632655	53341	2.971583	TRUE	0.47298786	8.830305526
16	8_PS_2798	2151	E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02041N3679_S000	E02020N3739E02658N3366	PS	Str	PYes	Var	8.37	S000	36.79	20.41	2.5394285	15972	0.69604784	TRUE	-0.15736091	0.484482596
17	5_PS_2798	2187	E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02236N3526_S003	E02020N3739E02658N3366	PS	Str	PYes	Var	8.95	S003	35.26	22.36	8.142731	129407	3.0138159	TRUE	0.4791167	9.083086279
18	10_PS_2803	53	E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02229N3514_S005	E02020N3739E02658N3366	PS	Str	PYes	Hom	9.02	S005	35.14	22.29	8.937619	99685	3.418256	TRUE	0.5338046	11.68447408
19	3_PS_2798	1049	E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01653N3723_S000	E01548N3896E01854N3659	PS	Str	PYes	Var	8.09	S000	37.23	16.53	3.5114107	29366	1.493871	TRUE	0.17431308	2.231650565
20	PS_2798	249	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02347N3503_S003	E02020N3739E02658N3366	PS	Mur	PYes	Hom	8.61	S003	35.03	23.47	1.938297	10786	0.6842127	TRUE	-0.16480888	0.468147019
21	8_PS_2798	1605	E01577N3897E01966N3571-PS-Str_PYes_Var-M861_E01739N3699_S004	E01577N3897E01966N3571	PS	Str	PYes	Var	8.61	S004	36.99	17.39	7.0391545	281074	3.604592	TRUE	0.5568561	12.99308349
22	3_PS_2798	2071	E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02264N3453_S003	E02020N3739E02658N3366	PS	Str	PYes	Var	8.61	S003	34.53	22.64	4.003669	35085	1.5464923	TRUE	0.18934777	2.391638434
23	PS_2798	2052	E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01734N3775_S005	E01548N3896E01854N3659	PS	Str	PYes	Var	8.61	S005	37.75	17.34	6.7701435	186525	3.7027187	TRUE	0.5685207	13.71012577
24	8_PS_2798	2220	E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02226N3538_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.8	S002	35.38	22.26	5.2035036	36668	2.0082493	TRUE	0.3028176	4.033065251
25	10_PS_2803	2484	E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02174N3531_S002	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.71	S002	35.31	21.74	3.8334737	31992	1.7097126	TRUE	0.23292312	2.923117175
26	3_PS_2798	465	E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02137N3572_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.61	S002	35.72	21.37	4.2340145	31192	2.3946595	TRUE	0.37924376	5.734394121
27	3_PS_2798	72	E01964N3926E02184N3685-PS-Str_PYes_Var-M837_E02048N3695_S000	E01964N3926E02184N3685	PS	Str	PYes	Var	8.37	S000	36.95	20.48	2.4111056	15582	0.6848377	TRUE	-0.16441233	0.469002675
28	PS_2798	1308	E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01701N3725_S004	E01548N3896E01854N3659	PS	Str	PYes	Var	8.61	S004	37.25	17.01	6.6643424	215906	3.5260055	TRUE	0.547283	12.43271479
29	7_PS_2798	86	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02201N3524_S003	E02020N3739E02658N3366	PS	Mur	PYes	Hom	8.88	S003	35.24	22.01	5.133336	37609	2.2285533	TRUE	0.34802303	4.966449811
30	2_PS_2798	2261	E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01644N3837_S000	E01548N3896E01854N3659	PS	Str	PYes	Var	8.37	S000	38.37	16.44	4.012147	35189	1.6861744	TRUE	0.22690248	2.843184107
31	10_PS_2803	424	E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01723N3765_S002	E01548N3896E01854N3659	PS	Str	PYes	Hom	8.61	S002	37.65	17.23	6.045503	152322	3.078444	TRUE	0.48833126	9.476817461
32	7_PS_2798	656	E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02188N3566_S002	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.88	S002	35.66	21.88	4.5687494	77943	2.380656	TRUE	0.37669665	5.66752299
33	9_PS_2798	1658	E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02184N3552_S004	E02020N3739E02658N3366	PS	Str	PYes	Hom	9.02	S004	35.52	21.84	7.799156	119226	3.2344556	TRUE	0.5098012	10.46170303
34	7_PS_2798	508	E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02264N3453_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.61	S002	34.53	22.64	5.1677284	28214	2.2215421	TRUE	0.34665456	4.935249302
35	9_PS_2798	837	E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01721N3784_S002	E01548N3896E01854N3659	PS	Str	PYes	Hom	8.61	S002	37.84	17.21	5.9873557	161393	3.475081	TRUE	0.5409649	12.07618796
36	10_PS_2803	41	E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01700N3744_S001	E01548N3896E01854N3659	PS	Str	PYes	Hom	8.61	S001	37.44	17	5.0215006	102933	3.543868	TRUE	0.5494775	12.5590004
37	7_PS_2798	545	E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02209N3537_S002	E02020N3739E02658N3366	PS	Str	PYes	Var	8.8	S002	35.37	22.09	5.484269	55066	2.3541672	TRUE	0.37183732	5.542103206
38	10_PS_2803	524	E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02128N3626_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.88	S002	36.26	21.28	5.964589	102632	2.8219447	TRUE	0.4505485	7.96337189
39	7_PS_2798	946	E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02237N3564_S005	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.8	S005	35.64	22.37	5.662797	36330	2.278859	TRUE	0.35771742	5.193198342
40	7_PS_2798	1285	E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02243N3539_S004	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.95	S004	35.39	22.43	6.607721	123561	2.5740426	TRUE	0.4106157	6.625695307
41	3_PS_2798	714	E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02263N3578_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.8	S002	35.78	22.63	5.937459	35373	2.4971478	TRUE	0.39744425	6.235747135
42	9_PS_2798	2018	E02020N3739E02658N3366-PS-Str_PNo_Var-M792_E02135N3710_S000	E02020N3739E02658N3366	PS	Str	PNo	Var	7.92	S000	37.1	21.35	0.65613216	2971	0.1723758	TRUE	-0.7635237	0.029713416
43	5_PS_2798	2057	E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02152N3603_S005	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.88	S005	36.03	21.52	8.301832	79597	3.3729517	TRUE	0.52801013	11.37680317
44	3_PS_2798	1766	E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02253N3503_S004	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.8	S004	35.03	22.53	6.612298	50537	2.3653486	TRUE	0.37389514	5.594874
45	3_PS_2798	200	E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02401N3455_S000	E02020N3739E02658N3366	PS	Str	PYes	Var	8.5	S000	34.55	24.01	1.2880033	6791	0.43935105	TRUE	-0.35718834	0.193029345
46	9_PS_2798	1065	E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02195N3500_S003	E02020N3739E02658N3366	PS	Str	PYes	Var	8.71	S003	35	21.95	5.036499	36312	2.189642	TRUE	0.3403731	4.794532088
47	10_PS_2803	1941	E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01756N3795_S003	E01548N3896E01854N3659	PS	Str	PYes	Var	8.61	S003	37.95	17.56	6.2879577	177102	3.1760268	TRUE	0.50188416	10.08714623
48	PS_2798	2738	E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02304N3498_S004	E02020N3739E02658N3366	PS	Str	PYes	Hom	9.02	S004	34.98	23.04	6.552789	83683	2.9083211	TRUE	0.46364236	8.458331621
49	2_PS_2798	290	E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02189N3468_S004	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.61	S004	34.68	21.89	3.540818	37722	1.6836616	TRUE	0.2262548	2.834716383
50	6_PS_2798	788	E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02282N3451_S002	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.61	S002	34.51	22.82	6.0702143	42812	2.3444915	TRUE	0.37004867	5.496640394
51	6_PS_2798	2247	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02245N3574_S003	E02020N3739E02658N3366	PS	Mur	PYes	Hom	8.61	S003	35.74	22.45	3.5365314	20274	1.4212999	TRUE	0.15268573	2.020093406
52	5_PS_2798	1555	E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02260N3491_S001	E02020N3739E02658N3366	PS	Str	PYes	Hom	9.02	S001	34.91	22.6	7.7063217	108527	3.2483346	TRUE	0.51166075	10.55167767
53	8_PS_2798	495	E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02243N3539_S005	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.61	S005	35.39	22.43	3.8170059	21566	1.6814417	TRUE	0.22568181	2.82724619
54	2_PS_2798	1100	E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02375N3448_S002	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.95	S002	34.48	23.75	4.4206824	65959	1.9503653	TRUE	0.29011595	3.803924803
55	PS_2798	2565	E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01626N3760_S000	E01548N3896E01854N3659	PS	Str	PYes	Var	7.54	S000	37.6	16.26	1.284802	6065	0.41188014	TRUE	-0.38522914	0.16964525
56	9_PS_2798	692	E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02085N3646_S004	E02020N3739E02658N3366	PS	Str	PYes	Var	8.8	S004	36.46	20.85	4.8445606	87510	2.2171967	TRUE	0.3458042	4.915961206
57	7_PS_2798	1089	E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02361N3475_S005	E02020N3739E02658N3366	PS	Str	PYes	Var	9.02	S005	34.75	23.61	6.2584615	144826	2.165681	TRUE	0.33559448	4.690174194
58	3_PS_2798	2431	E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02188N3566_S003	E02020N3739E02658N3366	PS	Str	PYes	Var	9.02	S003	35.66	21.88	8.6504135	412676	4.6724257	TRUE	0.66954243	21.83156192
59	8_PS_2798	821	E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01697N3782_S004	E01548N3896E01854N3659	PS	Str	PYes	Hom	8.61	S004	37.82	16.97	5.9848742	166495	3.3949943	TRUE	0.530839	11.5259863
60	10_PS_2803	1446	E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01690N3715_S000	E01548N3896E01854N3659	PS	Mur	PYes	Hom	8.5	S000	37.15	16.9	4.2924147	41995	2.5260077	TRUE	0.40243465	6.3807149
61	PS_2798	252	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02123N3540_S000	E02020N3739E02658N3366	PS	Mur	PYes	Hom	8.37	S000	35.4	21.23	1.7369983	7060	0.93655133	TRUE	-0.028468413	0.877128394
62	3_PS_2798	1786	E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02337N3493_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.95	S002	34.93	23.37	9.890409	250154	4.1387634	TRUE	0.6168706	17.12936248
63	5_PS_2798	2337	E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02284N3476_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.71	S002	34.76	22.84	5.5926065	26136	2.108479	TRUE	0.32396927	4.445683693
64	6_PS_2798	1312	E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02301N3474_S003	E02020N3739E02658N3366	PS	Str	PYes	Var	8.8	S003	34.74	23.01	7.241331	114296	3.218072	TRUE	0.5075958	10.3559874
65	PS_2798	154	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02337N3493_S003	E02020N3739E02658N3366	PS	Mur	PYes	Hom	8.61	S003	34.93	23.37	2.347746	13447	0.93006974	TRUE	-0.031484485	0.865029721
66	9_PS_2798	2416	E01577N3897E01966N3571-PS-Str_PYes_Hom-M861_E01750N3709_S001	E01577N3897E01966N3571	PS	Str	PYes	Hom	8.61	S001	37.09	17.5	6.670957	188818	3.1071138	TRUE	0.49235716	9.654156166
67	PS_2798	613	E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01723N3765_S005	E01548N3896E01854N3659	PS	Str	PYes	Var	8.61	S005	37.65	17.23	8.016806	239308	3.8403156	TRUE	0.5843669	14.74802391
68	3_PS_2798	359	E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01686N3772_S005	E01548N3896E01854N3659	PS	Str	PYes	Hom	8.61	S005	37.72	16.86	5.1527085	98466	3.6177666	TRUE	0.55844057	13.08823517
69	2_PS_2798	2325	E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02219N3560_S004	E02020N3739E02658N3366	PS	Str	PYes	Var	8.88	S004	35.6	22.19	5.349037	67816	2.2337794	TRUE	0.3490403	4.989770408
70	10_PS_2803	2384	E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02335N3468_S001	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.61	S001	34.68	23.35	2.2522242	12907	0.6440299	TRUE	-0.19109397	0.414774512
71	9_PS_2798	76	E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02217N3548_S004	E02020N3739E02658N3366	PS	Str	PYes	Hom	9.02	S004	35.48	22.17	7.1567497	116449	3.5597184	TRUE	0.5514156	12.67159509
72	3_PS_2798	2130	E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01711N3754_S000	E01548N3896E01854N3659	PS	Str	PYes	Var	8.5	S000	37.54	17.11	6.506162	107665	2.64856	TRUE	0.4230098	7.014870074
73	6_PS_2798	59	E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01731N3813_S003	E01548N3896E01854N3659	PS	Str	PYes	Hom	8.61	S003	38.13	17.31	5.494423	159185	2.9310627	TRUE	0.4670251	8.591128551
74	3_PS_2798	1669	E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02194N3581_S005	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.88	S005	35.81	21.94	6.1693964	66412	3.0651867	TRUE	0.48645693	9.395369506
75	PS_2798	1792	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02467N3448_S002	E02020N3739E02658N3366	PS	Mur	PYes	Hom	8.95	S002	34.48	24.67	9.174761	102496	3.384186	TRUE	0.52945423	11.45271488
76	9_PS_2798	30	E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02175N3577_S003	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.71	S003	35.77	21.75	4.039471	39146	1.8670872	TRUE	0.27116463	3.486014612
77	5_PS_2798	2689	E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02144N3587_S004	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.61	S004	35.87	21.44	3.25307	22391	1.6718879	TRUE	0.22320715	2.79520915
78	7_PS_2798	2677	E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02206N3569_S004	E02020N3739E02658N3366	PS	Str	PYes	Var	9.02	S004	35.69	22.06	9.591219	198516	3.3937447	TRUE	0.53067917	11.51750309
79	3_PS_2798	27	E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02344N3478_S002	E02020N3739E02658N3366	PS	Str	PYes	Var	8.95	S002	34.78	23.44	12.556609	205341	4.5031714	TRUE	0.6535185	20.27855266
80	PS_2798	2678	E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01734N3775_S001	E01548N3896E01854N3659	PS	Str	PYes	Var	8.61	S001	37.75	17.34	7.730165	330934	4.5881557	TRUE	0.66163814	21.05117273
81	7_PS_2798	2010	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02206N3569_S005	E02020N3739E02658N3366	PS	Mur	PYes	Hom	8.8	S005	35.69	22.06	4.25218	39469	2.0847542	TRUE	0.31905487	4.346200074
82	5_PS_2798	1276	E01577N3897E01966N3571-PS-Mur_PYes_Var-M850_E01739N3699_S000	E01577N3897E01966N3571	PS	Mur	PYes	Var	8.5	S000	36.99	17.39	5.218641	89154	2.2404914	TRUE	0.3503433	5.019801713
83	3_PS_2798	812	E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02142N3536_S005	E02020N3739E02658N3366	PS	Str	PYes	Var	8.71	S005	35.36	21.42	5.062443	47615	2.1543353	TRUE	0.3333133	4.641160585
84	7_PS_2798	343	E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02441N3439_S005	E02020N3739E02658N3366	PS	Str	PYes	Var	9.02	S005	34.39	24.41	12.949732	272907	4.885355	TRUE	0.6888961	23.86669348
85	PS_2798	2147	E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02296N3512_S003	E02020N3739E02658N3366	PS	Str	PYes	Var	9.02	S003	35.12	22.96	6.9133606	143518	2.8104022	TRUE	0.44876847	7.898360526
86	9_PS_2798	488	E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02188N3566_S005	E02020N3739E02658N3366	PS	Str	PYes	Var	8.61	S005	35.66	21.88	3.9648514	34449	1.8196363	TRUE	0.2599846	3.311076264
87	6_PS_2798	591	E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01686N3772_S004	E01548N3896E01854N3659	PS	Str	PYes	Var	8.61	S004	37.72	16.86	6.04878	117307	3.0600066	TRUE	0.48572236	9.363640392
88	6_PS_2798	856	E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02144N3587_S004	E02020N3739E02658N3366	PS	Str	PYes	Var	8.61	S004	35.87	21.44	5.160643	61319	2.808024	TRUE	0.4484008	7.884998785
89	9_PS_2798	1364	E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02260N3540_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.71	S002	35.4	22.6	4.313901	22871	1.9346932	TRUE	0.28661212	3.743037778
90	5_PS_2798	1452	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02393N3468_S005	E02020N3739E02658N3366	PS	Mur	PYes	Hom	8.88	S005	34.68	23.93	6.8133287	97402	2.8807528	TRUE	0.459506	8.298736695
91	PS_2798	1034	E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02260N3540_S004	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.88	S004	35.4	22.6	4.974494	73877	1.8826056	TRUE	0.27475932	3.544203845
92	3_PS_2798	371	E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02305N3524_S004	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.61	S004	35.24	23.05	3.053034	22798	1.081925	TRUE	0.03419717	1.170561706
93	9_PS_2798	1409	E01577N3897E01966N3571-PS-Str_PYes_Var-M861_E01750N3709_S004	E01577N3897E01966N3571	PS	Str	PYes	Var	8.61	S004	37.09	17.5	6.415031	174195	3.6044254	TRUE	0.55683607	12.99188246
94	4_PS_2798	23	E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02239N3505_S002	E02020N3739E02658N3366	PS	Str	PYes	Var	8.88	S002	35.05	22.39	6.4337707	88049	2.6036453	TRUE	0.41558182	6.778968848
95	10_PS_2803	1545	E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02210N3611_S004	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.61	S004	36.11	22.1	3.5272326	21823	1.4700656	TRUE	0.16733672	2.161092868
96	6_PS_2798	1183	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02321N3496_S001	E02020N3739E02658N3366	PS	Mur	PYes	Hom	8.8	S001	34.96	23.21	4.757896	59692	2.1827092	TRUE	0.33899587	4.764219452
97	2_PS_2798	773	E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01760N3738_S002	E01548N3896E01854N3659	PS	Str	PYes	Var	8.61	S002	37.38	17.6	6.469363	181670	3.7892087	TRUE	0.5785485	14.35810257
98	PS_2798	2037	E01577N3897E01966N3571-PS-Str_PYes_Var-M861_E01774N3710_S002	E01577N3897E01966N3571	PS	Str	PYes	Var	8.61	S002	37.1	17.74	8.756868	290226	4.998481	TRUE	0.69883806	24.98481231
99	9_PS_2798	2500	E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01756N3795_S004	E01548N3896E01854N3659	PS	Str	PYes	Hom	8.61	S004	37.95	17.56	5.8622303	129615	2.8877034	TRUE	0.46055257	8.338830926
100	8_PS_2798	1120	E01849N3766E02950N3220-PS-Str_PYes_Var-M774_E02112N3526_S000	E01849N3766E02950N3220	PS	Str	PYes	Var	7.74	S000	35.26	21.12	0.8621987	3778	0.24746437	TRUE	-0.60648733	0.061238614
101	8_PS_2798	534	E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02194N3581_S003	E02020N3739E02658N3366	PS	Str	PYes	Var	8.95	S003	35.81	21.94	6.363214	119477	2.5684578	TRUE	0.40967244	6.59697547
102	8_PS_2798	2655	E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01673N3781_S001	E01548N3896E01854N3659	PS	Str	PYes	Var	8.61	S001	37.81	16.73	6.505061	158603	3.1751642	TRUE	0.5017662	10.0816677
103	5_PS_2798	2619	E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02133N3599_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.95	S002	35.99	21.33	5.196393	87697	2.8248463	TRUE	0.45099482	7.979756619
104	PS_2798	1870	E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02359N3451_S004	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.95	S004	34.51	23.59	6.5432444	98752	2.7355409	TRUE	0.43704322	7.483184016
105	5_PS_2798	2610	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02393N3468_S002	E02020N3739E02658N3366	PS	Mur	PYes	Hom	9.02	S002	34.68	23.93	4.188925	37863	1.2664003	TRUE	0.10257102	1.60376972
106	6_PS_2798	2215	E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02140N3655_S000	E02020N3739E02658N3366	PS	Mur	PYes	Var	8.5	S000	36.55	21.4	1.6849734	10072	0.8806481	TRUE	-0.055197608	0.775541076
107	PS_2798	1449	E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02296N3512_S005	E02020N3739E02658N3366	PS	Str	PYes	Hom	9.02	S005	35.12	22.96	5.9929695	101797	2.7082322	TRUE	0.43268588	7.334521649
108	7_PS_2798	1032	E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01725N3727_S000	E01548N3896E01854N3659	PS	Str	PYes	Hom	7.54	S000	37.27	17.25	1.157866	5083	0.40317646	TRUE	-0.39450485	0.162551258
109	10_PS_2803	601	E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02401N3455_S004	E02020N3739E02658N3366	PS	Mur	PYes	Hom	9.02	S004	34.55	24.01	8.130934	97565	3.1361585	TRUE	0.496398	9.835490137
110	7_PS_2798	2509	E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02260N3491_S002	E02020N3739E02658N3366	PS	Str	PYes	Hom	8.88	S002	34.91	22.6	4.5770707	37210	2.1459975	TRUE	0.33162922	4.60530527
111	5_PS_2798	2121	E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02363N3584_S004	E02113N3823E02873N3483	PS	Str	PNo	Hom	8.8	S004	35.84	23.63	2.8700233	18561	0.91376376	TRUE	-0.03916607	0.834964209
