ID,mean_prob
E01446N4259E02038N3783-BS-M792_E02004N3827_D010_S157D50R090_A004781_S062,1.1066394603950315e-08
E01267N3753E01646N3535-BS-M754_E01502N3737_D010_S112D70R090_A001972_S039,1.1935889133991981e-08
E01267N3753E01646N3535-BS-M792_E01527N3715_D125_S247D50R090_A004781_S062,1.2450264698755943e-08
E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S247D50R090_A004781_S062,1.689296580293043e-08
E01267N3753E01646N3535-BS-M774_E01523N3692_D010_S337D70R090_A003139_S050,1.2135109005440983e-08
E01470N3877E01631N3641-BS-M754_E01587N3737_D010_S292D30R090_A003524_S022,2.2266238683711388e-08
E01108N3882E01527N3690-BS-M792_E01474N3737_D010_S247D70R090_A008541_S034,1.0522278561840285e-08
E01598N4052E01840N3892-BS-M792_E01798N3940_D010_S292D50R090_A008541_S034,1.6774552693175662e-08
E01470N3877E01631N3641-BS-M792_E01534N3760_D010_S157D30R090_A008541_S034,1.2543475935696175e-08
E01470N3877E01631N3641-BS-M754_E01583N3715_D010_S022D70R090_A003524_S022,1.234104743719538e-08
E01964N3926E02184N3685-BS-M732_E02022N3782_D010_S337D30R090_A002108_S017,3.29254346732685e-07
E01267N3753E01646N3535-BS-M754_E01530N3737_D172_S112D30R090_A001972_S039,1.5411818878180517e-08
E01470N3877E01631N3641-BS-M707_E01559N3737_D094_S337D30R090_A001194_S013,3.788551171922595e-08
E01470N3877E01631N3641-BS-M774_E01583N3715_D010_S337D50R270_A005608_S028,1.515958783615556e-08
E01267N3753E01646N3535-BS-M754_E01551N3692_D091_S337D50R270_A001972_S039,2.615104642102482e-08
E01267N3753E01646N3535-BS-M754_E01523N3692_D091_S067D30R090_A001972_S039,3.033977207767152e-08
E01267N3753E01646N3535-BS-M754_E01575N3670_D091_S067D50R090_A001972_S039,1.0830936379938265e-08
E01470N3877E01631N3641-BS-M732_E01559N3737_D010_S202D50R270_A002108_S017,3.73987472869834e-08
E01267N3753E01646N3535-BS-M754_E01502N3737_D091_S067D70R090_A001972_S039,9.67297924235307e-09
E01470N3877E01631N3641-BS-M754_E01559N3737_D140_S157D50R090_A003524_S022,2.859017197695654e-08
E01267N3753E01646N3535-BS-M792_E01527N3715_D125_S202D50R090_A004781_S062,1.1516424743736581e-08
E01108N3882E01527N3690-BS-M792_E01481N3782_D010_S292D50R090_A008541_S034,1.2691589267079099e-08
E01380N4178E01687N3892-BS-M809_E01652N3940_D010_S157D50R270_A012497_S042,4.690327472474216e-07
E01470N3877E01631N3641-BS-M732_E01534N3760_D010_S337D70R090_A002108_S017,1.7087363944996367e-08
E01267N3753E01646N3535-BS-M792_E01502N3737_D125_S292D50R270_A004781_S062,1.4438772555342595e-08
E01267N3753E01646N3535-BS-M774_E01502N3737_D010_S247D30R270_A003139_S050,1.0818999325125565e-08
E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S337D50R270_A003139_S050,1.2757343741773231e-08
E01470N3877E01631N3641-BS-M732_E01555N3715_D115_S067D30R090_A002108_S017,3.7677958741645937e-08
E01470N3877E01631N3641-BS-M774_E01513N3805_D010_S157D50R090_A005608_S028,2.874689399545897e-08
E01267N3753E01646N3535-BS-M754_E01527N3715_D010_S112D30R090_A001972_S039,2.4394732924721408e-08
E01108N3882E01527N3690-BS-M792_E01445N3737_D010_S247D50R090_A008541_S034,1.1360985729041412e-08
E01470N3877E01631N3641-BS-M792_E01534N3760_D010_S022D30R090_A008541_S034,1.2246513102955138e-08
E01267N3753E01646N3535-BS-M754_E01502N3737_D091_S157D10R090_A001972_S039,1.0796925939351758e-08
E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S112D30R090_A003139_S050,9.965179870198049e-09
E01470N3877E01631N3641-BS-M774_E01538N3782_D010_S112D90R270_A005608_S028,1.0327844066848376e-08
E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S112D50R090_A006995_S075,1.2713381202901708e-08
E01267N3753E01646N3535-BS-M680_E01530N3737_D010_S292D50R090_A000357_S016,4.309666001242142e-08
E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S067D30R090_A003139_S050,1.036855646300423e-08
E01470N3877E01631N3641-BS-M754_E01555N3715_D010_S067D70R090_A003524_S022,1.619020153400356e-08
E01267N3753E01646N3535-BS-M680_E01530N3737_D010_S112D50R090_A000357_S016,4.195923081022796e-08
E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S337D30R090_A003139_S050,1.0335055663068901e-08
E01267N3753E01646N3535-BS-M792_E01527N3715_D010_S112D50R090_A004781_S062,1.1586406473410593e-08
E01267N3753E01646N3535-BS-M774_E01498N3715_D107_S067D50R270_A003139_S050,4.507460692531567e-08
E01267N3753E01646N3535-BS-M732_E01527N3715_D010_S337D50R270_A001180_S030,3.5818263632996666e-08
E01267N3753E01646N3535-BS-M732_E01530N3737_D076_S202D50R090_A001180_S030,2.0279042962661378e-08
E01267N3753E01646N3535-BS-M754_E01502N3737_D010_S292D70R090_A001972_S039,1.0670459830255248e-08
E01267N3753E01646N3535-BS-M754_E01547N3670_D010_S292D50R090_A001972_S039,1.603514561486682e-08
E01267N3753E01646N3535-BS-M774_E01519N3670_D010_S247D50R090_A003139_S050,1.0718701172965626e-08
E01267N3753E01646N3535-BS-M707_E01502N3737_D010_S292D70R090_A000668_S023,1.7009368181863878e-08
E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S292D30R090_A004781_S062,1.0235587562319305e-08
E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S202D50R270_A006995_S075,1.3754435348973086e-08
E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S292D50R270_A004781_S062,1.3595344144655694e-08
E01470N3877E01631N3641-BS-M792_E01538N3782_D010_S112D30R090_A008541_S034,1.5072308895518307e-08
E01470N3877E01631N3641-BS-M732_E01534N3760_D010_S067D30R090_A002108_S017,5.2914969720381035e-08
E01470N3877E01631N3641-BS-M754_E01534N3760_D010_S112D90R270_A003524_S022,1.2651624393647912e-08
E01446N4259E02038N3783-BS-M707_E01970N3805_D010_S337D50R090_A000668_S023,6.795390237483766e-08
E01267N3753E01646N3535-BS-M707_E01527N3715_D010_S202D50R090_A000668_S023,6.191623047986649e-08
E01267N3753E01646N3535-BS-M754_E01498N3715_D010_S112D50R090_A001972_S039,7.77764941938628e-08
E01470N3877E01631N3641-BS-M707_E01559N3737_D010_S022D70R090_A001194_S013,1.3948442694392985e-08
E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S337D30R090_A003139_S050,1.0335055663068901e-08
E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S292D30R090_A003139_S050,1.0550820417502118e-08
E01267N3753E01646N3535-BS-M792_E01495N3692_D010_S067D50R090_A004781_S062,1.0701237843071171e-08
E01470N3877E01631N3641-BS-M754_E01534N3760_D140_S157D30R090_A003524_S022,2.985275326048473e-08
E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S292D30R090_A003139_S050,1.465917632636298e-08
E01267N3753E01646N3535-BS-M792_E01502N3737_D125_S292D30R090_A004781_S062,1.0235587562319305e-08
E01470N3877E01631N3641-BS-M732_E01538N3782_D010_S157D50R090_A002108_S017,6.094031535978789e-08
E01267N3753E01646N3535-BS-M774_E01470N3715_D010_S247D30R090_A003139_S050,1.5561734755738573e-08
E01470N3877E01631N3641-BS-M707_E01559N3737_D094_S157D50R090_A001194_S013,5.874141988921497e-08
E01267N3753E01646N3535-BS-M792_E01470N3715_D010_S247D50R090_A004781_S062,1.1436216785216433e-08
E01267N3753E01646N3535-BS-M792_E01498N3715_D125_S337D70R090_A004781_S062,1.3506279385008463e-08
E01267N3753E01646N3535-BS-M792_E01523N3692_D125_S157D30R090_A004781_S062,1.0819858643617687e-08
E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S022D30R090_A001972_S039,3.0343763374935565e-08
E01470N3877E01631N3641-BS-M792_E01534N3760_D010_S292D30R090_A008541_S034,1.2389239509264226e-08
E01267N3753E01646N3535-BS-M754_E01527N3715_D010_S292D30R090_A001972_S039,2.2598060720945007e-08
E01267N3753E01646N3535-BS-M792_E01498N3715_D125_S067D30R270_A004781_S062,1.3141329116892536e-08
E01108N3882E01527N3690-BS-M792_E01481N3782_D010_S157D50R270_A008541_S034,1.1877671969077825e-08
E01470N3877E01631N3641-BS-M754_E01587N3737_D010_S292D50R090_A003524_S022,3.1753183787340506e-08
E01267N3753E01646N3535-BS-M680_E01502N3737_D010_S067D50R090_A000357_S016,7.001981600869852e-07
E01267N3753E01646N3535-BS-M732_E01530N3737_D010_S292D50R270_A001180_S030,1.907107177380311e-08
E01470N3877E01631N3641-BS-M680_E01555N3715_D010_S067D50R090_A000638_S009,1.0070259090647526e-07
E01267N3753E01646N3535-BS-M754_E01530N3737_D091_S157D50R270_A001972_S039,2.0018486611202236e-08
E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S022D50R090_A008541_S034,1.1117188893438943e-08
E01470N3877E01631N3641-BS-M732_E01534N3760_D010_S202D70R090_A002108_S017,1.4459949996612225e-08
E01267N3753E01646N3535-BS-M732_E01498N3715_D142_S202D30R090_A001180_S030,5.561079066988597e-08
E01470N3877E01631N3641-BS-M774_E01538N3782_D010_S337D70R090_A005608_S028,8.763545245067939e-09
E01446N4259E02038N3783-BS-M707_E02004N3827_D010_S337D70R090_A000668_S023,3.6195355219646944e-08
E01267N3753E01646N3535-BS-M732_E01502N3737_D010_S067D70R270_A001180_S030,9.887909741277886e-09
E01470N3877E01631N3641-BS-M732_E01555N3715_D010_S202D30R090_A002108_S017,3.1260316869931866e-08
E01889N4173E02097N3847-BS-M732_E01996N3917_D010_S292D30R090_A002108_S017,9.188070652256793e-06
E01267N3753E01646N3535-BS-M754_E01527N3715_D172_S112D30R090_A001972_S039,2.4394732924721408e-08
E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S292D50R270_A006995_S075,1.074177618175156e-08
E01267N3753E01646N3535-BS-M732_E01530N3737_D076_S337D30R090_A001180_S030,1.5309763933799637e-08
E01267N3753E01646N3535-BS-M732_E01527N3715_D142_S337D50R090_A001180_S030,3.854510053577372e-08
E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S112D50R270_A001972_S039,3.736663498252753e-08
E01470N3877E01631N3641-BS-M732_E01559N3737_D115_S157D30R090_A002108_S017,2.7154625208621512e-08
E01446N4259E02038N3783-BS-M774_E02009N3850_D010_S157D50R090_A003139_S050,1.4091526193975954e-08
E01267N3753E01646N3535-BS-M754_E01502N3737_D091_S202D10R090_A001972_S039,1.1018793338155674e-08
E01470N3877E01631N3641-BS-M754_E01559N3737_D010_S292D30R090_A003524_S022,1.860128126510065e-08
E01267N3753E01646N3535-BS-M650_E01530N3737_D010_S202D50R090_A000178_S012,6.779303948171732e-08
E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S022D30R090_A003139_S050,9.63636523428383e-09
E01267N3753E01646N3535-BS-M732_E01547N3670_D010_S067D50R090_A001180_S030,1.3839985473187356e-08
E01380N4178E01687N3892-BS-M809_E01619N3917_D010_S022D30R270_A012497_S042,1.3556733155389695e-06
E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S157D30R090_A003139_S050,1.0154796883054572e-08
E01470N3877E01631N3641-BS-M732_E01534N3760_D010_S247D70R090_A002108_S017,1.5894524033750966e-08
E01267N3753E01646N3535-BS-M774_E01527N3715_D107_S022D30R270_A003139_S050,1.261393051820877e-08
E01267N3753E01646N3535-BS-M792_E01527N3715_D125_S337D50R090_A004781_S062,1.0910388200507786e-08
E01470N3877E01631N3641-BS-M754_E01559N3737_D140_S067D30R090_A003524_S022,2.3154076557965905e-08
E01470N3877E01631N3641-BS-M732_E01559N3737_D010_S157D70R090_A002108_S017,1.0148523349931633e-08
E01470N3877E01631N3641-BS-M754_E01538N3782_D010_S112D90R270_A003524_S022,1.2522381701227629e-08
E01470N3877E01631N3641-BS-M732_E01587N3737_D010_S337D30R090_A002108_S017,1.6727462946072026e-08
E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S022D30R090_A003139_S050,1.5050958640837364e-08
E01267N3753E01646N3535-BS-M754_E01527N3715_D172_S202D50R090_A001972_S039,3.156597379382991e-08
E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S067D70R090_A001972_S039,1.1761825607585298e-08
E01470N3877E01631N3641-BS-M792_E01555N3715_D010_S112D30R090_A008541_S034,1.0507499975148096e-08
E01470N3877E01631N3641-BS-M774_E01538N3782_D010_S292D70R090_A005608_S028,1.0313802029623638e-08
E01470N3877E01631N3641-BS-M809_E01603N3670_D010_S247D10R090_A012497_S042,3.301090506698871e-08
E01267N3753E01646N3535-BS-M732_E01530N3737_D076_S112D50R270_A001180_S030,1.8885625815994077e-08
E01470N3877E01631N3641-BS-M707_E01534N3760_D010_S112D30R090_A001194_S013,5.7995828601425795e-08
E01470N3877E01631N3641-BS-M774_E01587N3737_D010_S337D50R270_A005608_S028,1.1560040665319628e-08
E01267N3753E01646N3535-BS-M732_E01523N3692_D010_S067D50R090_A001180_S030,5.5417186296974614e-08
E01267N3753E01646N3535-BS-M754_E01527N3715_D172_S022D50R090_A001972_S039,3.512060569246467e-08
E01470N3877E01631N3641-BS-M774_E01559N3737_D010_S157D50R270_A005608_S028,1.998624505594012e-08
E01267N3753E01646N3535-BS-M792_E01523N3692_D125_S247D30R090_A004781_S062,1.047802439515975e-08
E01267N3753E01646N3535-BS-M792_E01498N3715_D010_S247D30R270_A004781_S062,1.1512369005928249e-08
E01267N3753E01646N3535-BS-M732_E01575N3670_D010_S247D50R090_A001180_S030,9.629524757577218e-09
E01470N3877E01631N3641-BS-M707_E01559N3737_D010_S247D50R090_A001194_S013,6.404284268081242e-08
E01470N3877E01631N3641-BS-M792_E01555N3715_D010_S067D30R090_A008541_S034,1.1969176332669266e-08
E01470N3877E01631N3641-BS-M792_E01534N3760_D010_S247D50R090_A008541_S034,2.0382600957625923e-08
E01470N3877E01631N3641-BS-M774_E01555N3715_D010_S022D30R270_A005608_S028,2.0068028759847952e-08
E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S067D50R270_A006995_S075,1.122384707569429e-08
E01267N3753E01646N3535-BS-M680_E01530N3737_D010_S022D70R090_A000357_S016,1.120154228675347e-08
E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S247D50R090_A008541_S034,1.3329960084046592e-08
E01446N4259E02038N3783-BS-M774_E02004N3827_D010_S337D30R090_A003139_S050,1.040796788863463e-08
E01470N3877E01631N3641-BS-M754_E01583N3715_D010_S022D50R270_A003524_S022,3.5762258159130176e-08
E01964N3926E02184N3685-BS-M707_E01993N3782_D010_S337D30R090_A001194_S013,4.813784053268806e-07
E01267N3753E01646N3535-BS-M774_E01527N3715_D107_S112D50R090_A003139_S050,2.1382246536763615e-08
E01470N3877E01631N3641-BS-M732_E01555N3715_D115_S022D50R090_A002108_S017,4.156828738665373e-08
E01267N3753E01646N3535-BS-M707_E01502N3737_D220_S067D50R090_A000668_S023,5.661961876953588e-07
E01267N3753E01646N3535-BS-M707_E01530N3737_D062_S157D50R090_A000668_S023,3.413193033724277e-08
E01470N3877E01631N3641-BS-M732_E01538N3782_D010_S292D50R090_A002108_S017,6.142393993648725e-08
E01470N3877E01631N3641-BS-M754_E01534N3760_D010_S292D30R270_A003524_S022,1.680607873128668e-08
E01267N3753E01646N3535-BS-M754_E01502N3737_D091_S292D70R090_A001972_S039,1.0670459830255248e-08
E01470N3877E01631N3641-BS-M774_E01587N3737_D010_S022D30R090_A005608_S028,1.0210215294366337e-08
E01267N3753E01646N3535-BS-M774_E01551N3692_D107_S202D30R090_A003139_S050,9.298813110144587e-09
E01267N3753E01646N3535-BS-M754_E01530N3737_D010_S157D50R270_A001972_S039,2.0018486611202236e-08
E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S247D30R090_A003139_S050,9.58397436081346e-09
E01470N3877E01631N3641-BS-M792_E01555N3715_D010_S202D50R090_A008541_S034,1.441508819469973e-08
E01267N3753E01646N3535-BS-M754_E01498N3715_D091_S247D70R090_A001972_S039,2.20004968992302e-08
E01470N3877E01631N3641-BS-M754_E01583N3715_D010_S202D70R090_A003524_S022,1.1251107660080001e-08
E01267N3753E01646N3535-BS-M754_E01502N3737_D010_S067D70R270_A001972_S039,1.0204975052712028e-08
E01267N3753E01646N3535-BS-M792_E01523N3692_D125_S022D30R090_A004781_S062,1.124725713442513e-08
E01470N3877E01631N3641-BS-M754_E01559N3737_D010_S067D30R090_A003524_S022,2.3154076557965905e-08
E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S292D50R090_A001972_S039,4.1035561172019177e-08
E01470N3877E01631N3641-BS-M754_E01534N3760_D010_S157D70R090_A003524_S022,1.0524478415604857e-08
E01446N4259E02038N3783-BS-M732_E02004N3827_D010_S157D30R090_A001180_S030,3.258826403824917e-08
E01470N3877E01631N3641-BS-M792_E01534N3760_D010_S022D50R270_A008541_S034,1.632448298347104e-08
E01470N3877E01631N3641-BS-M774_E01583N3715_D010_S022D30R270_A005608_S028,1.2406546661150795e-08
E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S022D30R090_A003139_S050,9.63636523428383e-09
E01470N3877E01631N3641-BS-M732_E01534N3760_D115_S292D30R090_A002108_S017,3.74222164458974e-08
E01267N3753E01646N3535-BS-M792_E01495N3692_D125_S202D50R270_A004781_S062,1.0950209585962197e-08
E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S157D30R090_A004781_S062,1.0819858643617687e-08
E01267N3753E01646N3535-BS-M774_E01551N3692_D010_S022D30R090_A003139_S050,9.493451127831014e-09
E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S292D30R090_A003139_S050,1.0550820417502118e-08
E01267N3753E01646N3535-BS-M792_E01527N3715_D125_S202D50R270_A004781_S062,1.1858626195393754e-08
E01267N3753E01646N3535-BS-M732_E01527N3715_D010_S022D70R090_A001180_S030,1.1046117522635509e-08
E01108N3882E01527N3690-BS-M792_E01449N3760_D010_S112D50R090_A008541_S034,9.834857679336867e-09
E01470N3877E01631N3641-BS-M707_E01583N3715_D094_S202D50R090_A001194_S013,6.101572880013563e-08
E01267N3753E01646N3535-BS-M774_E01551N3692_D010_S202D50R090_A003139_S050,1.244894963889863e-08
E01446N4259E02038N3783-BS-M792_E02009N3850_D010_S337D50R090_A004781_S062,1.0328738227547037e-08
E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S247D30R090_A004781_S062,1.047802439515975e-08
E01267N3753E01646N3535-BS-M792_E01470N3715_D010_S067D50R090_A004781_S062,1.2353899658337553e-08
E01470N3877E01631N3641-BS-M774_E01583N3715_D010_S067D30R090_A005608_S028,1.5154209897259604e-08
E01267N3753E01646N3535-BS-M754_E01530N3737_D091_S337D50R270_A001972_S039,1.9445286045108228e-08
E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S247D50R090_A001180_S030,2.1879527165133804e-08
E01598N4052E01840N3892-BS-M774_E01764N3917_D010_S292D30R090_A005608_S028,1.2769830459880667e-08
E01267N3753E01646N3535-BS-M732_E01530N3737_D010_S337D70R090_A001180_S030,9.64607318435008e-09
E01267N3753E01646N3535-BS-M707_E01502N3737_D010_S247D50R090_A000668_S023,6.447045938322442e-08
E01267N3753E01646N3535-BS-M732_E01527N3715_D010_S247D70R090_A001180_S030,1.1437262485354196e-08
E01598N4052E01840N3892-BS-M792_E01793N3917_D010_S292D30R090_A008541_S034,1.1455897370423905e-08
E01267N3753E01646N3535-BS-M774_E01551N3692_D107_S022D30R090_A003139_S050,9.493451127831014e-09
E01267N3753E01646N3535-BS-M792_E01527N3715_D125_S157D50R090_A004781_S062,1.1424507718304389e-08
E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S292D50R270_A003139_S050,1.78764576595987e-08
E01470N3877E01631N3641-BS-M754_E01559N3737_D140_S337D30R090_A003524_S022,1.8107982480932893e-08
E01267N3753E01646N3535-BS-M774_E01498N3715_D010_S067D70R090_A003139_S050,1.281213734049372e-08
E01108N3882E01527N3690-BS-M732_E01506N3760_D010_S292D30R090_A002108_S017,1.045938225860717e-08
E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S202D30R090_A003139_S050,1.0844290316719854e-08
E01267N3753E01646N3535-BS-M732_E01551N3692_D076_S247D50R090_A001180_S030,2.6645038475314246e-08
E01470N3877E01631N3641-BS-M774_E01587N3737_D010_S337D30R090_A005608_S028,9.866645280049033e-09
E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S247D50R270_A008541_S034,1.0228206209823804e-08
E01446N4259E02038N3783-BS-M754_E01970N3805_D091_S157D30R090_A001972_S039,1.4642513785968998e-08
E01267N3753E01646N3535-BS-M732_E01530N3737_D076_S337D70R090_A001180_S030,9.64607318435008e-09
E01470N3877E01631N3641-BS-M707_E01583N3715_D094_S022D30R090_A001194_S013,4.6195189664678806e-08
E01470N3877E01631N3641-BS-M774_E01534N3760_D010_S292D70R090_A005608_S028,9.53479392313632e-09
E01267N3753E01646N3535-BS-M732_E01502N3737_D010_S067D70R090_A001180_S030,9.53784214792598e-09
E01267N3753E01646N3535-BS-M707_E01530N3737_D062_S067D30R090_A000668_S023,2.5087417122086464e-08
E01267N3753E01646N3535-BS-M774_E01527N3715_D107_S337D70R090_A003139_S050,9.276978886895142e-09
E01267N3753E01646N3535-BS-M792_E01523N3692_D125_S247D50R270_A004781_S062,1.3467751508415355e-08
E01267N3753E01646N3535-BS-M732_E01502N3737_D010_S292D70R090_A001180_S030,1.034424044508526e-08
E01267N3753E01646N3535-BS-M792_E01495N3692_D125_S022D50R090_A004781_S062,1.0478077649585282e-08
E01380N4178E01687N3892-BS-M809_E01677N3917_D010_S157D50R270_A012497_S042,2.4744565215918276e-07
E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S022D50R090_A003139_S050,2.333502998204542e-08
E01267N3753E01646N3535-BS-M754_E01498N3715_D010_S112D50R270_A001972_S039,7.111017905332101e-08
E01470N3877E01631N3641-BS-M680_E01534N3760_D010_S292D30R090_A000638_S009,6.658210073882929e-08
E01267N3753E01646N3535-BS-M680_E01502N3737_D010_S292D50R090_A000357_S016,7.926537790222234e-08
E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S067D50R090_A008541_S034,1.1111734663852055e-08
E01470N3877E01631N3641-BS-M732_E01555N3715_D010_S337D30R090_A002108_S017,2.882553355351564e-08
E01470N3877E01631N3641-BS-M732_E01555N3715_D115_S247D50R090_A002108_S017,5.054308691701916e-08
E01470N3877E01631N3641-BS-M707_E01559N3737_D010_S112D50R090_A001194_S013,5.491678343682011e-08
E01267N3753E01646N3535-BS-M650_E01530N3737_D010_S337D70R090_A000178_S012,3.1572908506558047e-08
E01267N3753E01646N3535-BS-M754_E01502N3737_D010_S067D30R090_A001972_S039,3.158250756693793e-08
E01267N3753E01646N3535-BS-M754_E01575N3670_D010_S067D50R090_A001972_S039,1.0830936379938265e-08
E01470N3877E01631N3641-BS-M774_E01555N3715_D010_S337D30R270_A005608_S028,1.477810703787789e-08
E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S067D50R090_A006995_S075,1.2439552873913821e-08
E01267N3753E01646N3535-BS-M774_E01498N3715_D107_S202D70R090_A003139_S050,2.0815315585442395e-08
E01470N3877E01631N3641-BS-M774_E01538N3782_D010_S202D70R090_A005608_S028,9.377122975758049e-09
E01267N3753E01646N3535-BS-M754_E01530N3737_D010_S067D30R270_A001972_S039,9.499564805071887e-09
E01267N3753E01646N3535-BS-M707_E01530N3737_D010_S292D50R270_A000668_S023,3.1112906133613616e-08
E01267N3753E01646N3535-BS-M754_E01498N3715_D010_S022D50R270_A001972_S039,6.609805482975943e-08
E01470N3877E01631N3641-BS-M754_E01538N3782_D010_S112D30R090_A003524_S022,3.16718675843194e-08
E01267N3753E01646N3535-BS-M707_E01530N3737_D062_S292D50R090_A000668_S023,3.489731825333205e-08
E01470N3877E01631N3641-BS-M792_E01538N3782_D010_S202D70R270_A008541_S034,1.2034708360048668e-08
E01267N3753E01646N3535-BS-M650_E01530N3737_D010_S157D30R090_A000178_S012,4.9702053965394265e-08
E01470N3877E01631N3641-BS-M754_E01534N3760_D140_S202D50R090_A003524_S022,3.852618202691357e-08
E01470N3877E01631N3641-BS-M774_E01587N3737_D010_S292D30R090_A005608_S028,9.127527753809694e-09
E01267N3753E01646N3535-BS-M754_E01527N3715_D172_S247D30R090_A001972_S039,2.229637667854762e-08
E01470N3877E01631N3641-BS-M732_E01538N3782_D010_S022D50R090_A002108_S017,6.115182098064432e-08
E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S067D50R270_A008541_S034,1.0126548097364422e-08
E01470N3877E01631N3641-BS-M792_E01555N3715_D010_S157D50R090_A008541_S034,1.3860514843247246e-08
E01267N3753E01646N3535-BS-M754_E01527N3715_D010_S247D70R090_A001972_S039,8.840756267922298e-09
E01267N3753E01646N3535-BS-M732_E01502N3737_D076_S112D30R270_A001180_S030,1.5021498027751462e-08
E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S337D70R090_A003139_S050,1.2135109005440983e-08
E01470N3877E01631N3641-BS-M774_E01534N3760_D010_S112D70R090_A005608_S028,9.329335485157135e-09
E01267N3753E01646N3535-BS-M792_E01470N3715_D125_S247D50R270_A004781_S062,9.734253627383474e-09
E01267N3753E01646N3535-BS-M707_E01530N3737_D010_S337D50R270_A000668_S023,3.073044792352191e-08
E01267N3753E01646N3535-BS-M754_E01575N3670_D010_S067D50R270_A001972_S039,9.917558539036742e-09
E01470N3877E01631N3641-BS-M754_E01583N3715_D010_S157D70R090_A003524_S022,1.0799211581680205e-08
E01470N3877E01631N3641-BS-M680_E01583N3715_D010_S022D50R090_A000638_S009,6.537144188579182e-08
E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S157D50R090_A008541_S034,1.3879267186626813e-08
E01470N3877E01631N3641-BS-M754_E01587N3737_D010_S337D70R090_A003524_S022,8.445572087100384e-09
E01446N4259E02038N3783-BS-M754_E01970N3805_D010_S337D30R270_A001972_S039,1.1666520475883391e-08
E01470N3877E01631N3641-BS-M792_E01555N3715_D010_S337D50R090_A008541_S034,1.4188724170357182e-08
E01267N3753E01646N3535-BS-M792_E01498N3715_D010_S292D30R270_A004781_S062,1.2755223550955872e-08
E01470N3877E01631N3641-BS-M774_E01534N3760_D010_S337D70R090_A005608_S028,1.0136977163561608e-08
E01517N3917E01678N3772-BS-M754_E01566N3782_D010_S022D30R270_A003524_S022,5.95045512859129e-08
E01267N3753E01646N3535-BS-M754_E01527N3715_D172_S022D30R090_A001972_S039,2.3172294054706743e-08
E01267N3753E01646N3535-BS-M754_E01498N3715_D172_S022D30R090_A001972_S039,6.033211945721258e-08
E01267N3753E01646N3535-BS-M754_E01551N3692_D010_S292D50R270_A001972_S039,2.5361296027321216e-08
E01470N3877E01631N3641-BS-M754_E01583N3715_D010_S247D30R090_A003524_S022,2.8652486946621946e-08
E01470N3877E01631N3641-BS-M707_E01559N3737_D094_S202D50R090_A001194_S013,5.6219490871664565e-08
E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S112D50R270_A006995_S075,1.0480320173643936e-08
E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S337D50R090_A006995_S075,1.271125493222188e-08
E01267N3753E01646N3535-BS-M774_E01551N3692_D010_S022D50R090_A003139_S050,1.24286378026206e-08
E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S202D50R270_A006995_S075,9.162339003786459e-09
E01470N3877E01631N3641-BS-M732_E01559N3737_D115_S202D30R090_A002108_S017,2.7522293625583923e-08
E01267N3753E01646N3535-BS-M732_E01530N3737_D076_S022D50R090_A001180_S030,2.084244169681011e-08
E01470N3877E01631N3641-BS-M774_E01587N3737_D010_S202D30R090_A005608_S028,9.671131801425029e-09
