ID	max_flow_depth	inundated_pixels	max_eta	is_train	log_max_eta	square_max_eta	folder	pid	Source_Region	Mag	lon	lat	Location	LocationCount	DepCat	InuCat
9_PS_2798/2115_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02515N3431_S003	1.8280841	7348	0.41596833	False	-0.38093972	0.173029652	9_PS_2798	2115	E02020N3739E02658N3366	8.61	25.15	34.31	34312515	17.0	2	1
2_PS_2798/1378_E01548N3896E01854N3659-PS-Str_PYes_Var-M707_E01765N3843_S000	0.49591106	2214	0.13736814	False	-0.86211395	0.018870006	2_PS_2798	1378	E01548N3896E01854N3659	7.07	17.65	38.43	38431764	13.0	1	1
8_PS_2798/1788_E02113N3823E02873N3483-PS-Str_PYes_Var-M824_E02373N3537_S000	0.70801204	3405	0.21455184	False	-0.66846776	0.046032492	8_PS_2798	1788	E02113N3823E02873N3483	8.24	23.73	35.37	35362373	6.0	1	1
10_PS_2803/1266_E01964N3926E02184N3685-PS-Str_PNo_Var-M792_E02090N3766_S000	0.784306	3418	0.20078	False	-0.6972795	0.040312608	10_PS_2803	1266	E01964N3926E02184N3685	7.92	20.9	37.66	37652090	13.0	1	1
9_PS_2798/1489_E02020N3739E02658N3366-PS-Str_PYes_Var-M774_E02057N3668_S000	1.1857888	5387	0.3027727	False	-0.5188833	0.091671308	9_PS_2798	1489	E02020N3739E02658N3366	7.74	20.57	36.68	36682057	16.0	2	1
2_PS_2798/2182_E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02217N3548_S003	5.8077826	102822	2.393086	False	0.37895828	5.726860603	2_PS_2798	2182	E02020N3739E02658N3366	9.02	22.17	35.48	35472217	71.0	4	5
8_PS_2798/1006_E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02182N3695_S000	1.0910732	5652	0.38318652	False	-0.41658977	0.146831909	8_PS_2798	1006	E02020N3739E02658N3366	8.37	21.82	36.95	36952182	21.0	2	1
9_PS_2798/2552_E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02375N3448_S000	1.0161275	4402	0.29462582	False	-0.5307292	0.086804374	9_PS_2798	2552	E02020N3739E02658N3366	8.5	23.75	34.48	34472375	54.0	2	1
3_PS_2798/1345_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02226N3538_S003	3.6271024	30906	1.8508245	False	0.26736525	3.42555133	3_PS_2798	1345	E02020N3739E02658N3366	8.71	22.26	35.38	35382226	71.0	3	3
6_PS_2798/2166_E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01755N3814_S000	2.0961392	12241	0.62641764	False	-0.20313603	0.39239906	6_PS_2798	2166	E01548N3896E01854N3659	7.92	17.55	38.14	38141755	29.0	3	2
6_PS_2798/1890_E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02197N3444_S000	1.7706861	8559	0.58393735	False	-0.23363374	0.340982829	6_PS_2798	1890	E01849N3766E02950N3220	8.09	21.97	34.44	34442197	7.0	2	1
5_PS_2798/2368_E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01828N3798_S000	3.3738203	24753	1.0539192	False	0.022807315	1.11074568	5_PS_2798	2368	E01548N3896E01854N3659	8.09	18.28	37.98	37971828	16.0	3	2
10_PS_2803/0070_E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02272N3638_S002	2.2447448	16529	1.0219227	False	0.00941805	1.044326005	10_PS_2803	0070	E02113N3823E02873N3483	8.61	22.72	36.38	36382272	40.0	3	2
4_PS_2798/0299_E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02218N3623_S000	1.0731941	5635	0.42336386	False	-0.37328622	0.179236958	4_PS_2798	0299	E02020N3739E02658N3366	8.37	22.18	36.23	36222218	11.0	2	1
3_PS_2798/2618_E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01776N3853_S000	0.91248363	4184	0.25170118	False	-0.5991148	0.063353484	3_PS_2798	2618	E01548N3896E01854N3659	7.32	17.76	38.53	38531776	5.0	1	1
3_PS_2798/0699_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02482N3417_S004	2.6078234	12446	0.6930179	False	-0.15925555	0.48027381	3_PS_2798	0699	E02020N3739E02658N3366	8.71	24.82	34.17	34172482	22.0	3	2
5_PS_2798/1756_E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3600_S004	2.7986465	24345	1.5199383	False	0.18182597	2.310212436	5_PS_2798	1756	E02113N3823E02873N3483	8.71	23.35	36.0	36002335	29.0	3	2
6_PS_2798/2375_E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02219N3560_S005	6.990884	153291	2.857034	False	0.4559154	8.162643277	6_PS_2798	2375	E02020N3739E02658N3366	9.02	22.19	35.6	35602219	62.0	4	5
10_PS_2803/2599_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02245N3574_S000	1.229086	6113	0.46133524	False	-0.33598337	0.212830204	10_PS_2803	2599	E02020N3739E02658N3366	8.24	22.45	35.74	35742245	38.0	2	1
3_PS_2798/0383_E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01763N3862_S000	1.5772672	7467	0.45740536	False	-0.33969876	0.209219663	3_PS_2798	0383	E01548N3896E01854N3659	7.92	17.63	38.62	38611763	9.0	2	1
3_PS_2798/0950_E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02158N3474_S000	1.7992842	7599	0.62007517	False	-0.20755567	0.384493216	3_PS_2798	0950	E02020N3739E02658N3366	8.09	21.58	34.74	34742158	9.0	2	1
10_PS_2803/0685_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02268N3554_S003	5.0985565	55274	2.0707133	False	0.31611997	4.287853571	10_PS_2803	0685	E02020N3739E02658N3366	8.71	22.68	35.54	35542268	49.0	4	4
PS_2798/1748_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02129N3557_S003	4.2242546	36568	2.1647513	False	0.335408	4.686148191	PS_2798	1748	E02020N3739E02658N3366	8.61	21.29	35.57	35572129	22.0	3	3
3_PS_2798/0174_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M774_E02175N3668_S000	0.68512386	2367	0.12373281	False	-0.9075151	0.015309808	3_PS_2798	0174	E02020N3739E02658N3366	7.74	21.75	36.68	36682175	33.0	1	1
4_PS_2798/1936_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01734N3775_S000	0.8931724	3527	0.27580836	False	-0.5593926	0.076070251	4_PS_2798	1936	E01548N3896E01854N3659	7.54	17.34	37.75	37751734	19.0	1	1
10_PS_2803/1255_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02178N3622_S005	2.6033301	17530	1.043767	False	0.018603552	1.08944955	10_PS_2803	1255	E02020N3739E02658N3366	8.61	21.78	36.22	36222178	45.0	3	2
PS_2798/2319_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02260N3540_S004	5.2756677	59072	2.3524709	False	0.37152424	5.534119335	PS_2798	2319	E02020N3739E02658N3366	8.88	22.6	35.4	35402260	58.0	4	4
4_PS_2798/1881_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02147N3560_S002	4.5183387	33643	1.8028471	False	0.2559589	3.250257666	4_PS_2798	1881	E02020N3739E02658N3366	8.71	21.47	35.6	35602147	37.0	3	3
7_PS_2798/0142_E01548N3896E01854N3659-PS-Str_PYes_Hom-M850_E01744N3804_S000	3.9868202	44548	1.7569175	False	0.24475136	3.086759102	7_PS_2798	0142	E01548N3896E01854N3659	8.5	17.44	38.04	38041744	6.0	3	3
5_PS_2798/2319_E01849N3766E02950N3220-PS-Str_PYes_Var-M861_E02072N3616_S005	4.4204993	57900	1.8263744	False	0.26158983	3.335643449	5_PS_2798	2319	E01849N3766E02950N3220	8.61	20.72	36.16	36152072	14.0	3	4
9_PS_2798/0395_E02113N3823E02873N3483-PS-Str_PNo_Var-M880_E02363N3584_S005	3.1695204	16471	0.8317845	False	-0.07998919	0.691865454	9_PS_2798	0395	E02113N3823E02873N3483	8.8	23.63	35.84	35842363	19.0	3	2
5_PS_2798/1592_E02020N3739E02658N3366-PS-Str_PNo_Hom-M754_E02204N3672_S000	0.31763297	1541	0.08854541	False	-1.0528339	0.00784029	5_PS_2798	1592	E02020N3739E02658N3366	7.54	22.04	36.72	36722204	24.0	1	1
8_PS_2798/2551_E02113N3823E02873N3483-PS-Str_PNo_Hom-M850_E02490N3505_S000	1.026881	5130	0.3141627	False	-0.5028454	0.098698202	8_PS_2798	2551	E02113N3823E02873N3483	8.5	24.9	35.05	35042490	4.0	2	1
9_PS_2798/1330_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02209N3537_S004	4.611327	49904	1.8264002	False	0.26159593	3.335737691	9_PS_2798	1330	E02020N3739E02658N3366	8.88	22.09	35.37	35362209	65.0	3	3
3_PS_2798/0835_E01548N3896E01854N3659-PS-Str_PYes_Hom-M732_E01666N3714_S000	0.6375681	2750	0.23528865	False	-0.628399	0.055360749	3_PS_2798	0835	E01548N3896E01854N3659	7.32	16.66	37.14	37141666	15.0	1	1
3_PS_2798/0173_E01849N3766E02950N3220-PS-Str_PYes_Var-M861_E02061N3628_S004	4.3593235	57069	1.444555	False	0.1597341	2.086739148	3_PS_2798	0173	E01849N3766E02950N3220	8.61	20.61	36.28	36282061	20.0	3	4
3_PS_2798/0432_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02212N3482_S000	1.4679729	6656	0.5386936	False	-0.2686582	0.290190795	3_PS_2798	0432	E02020N3739E02658N3366	8.37	22.12	34.82	34822212	40.0	2	1
5_PS_2798/1119_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02441N3439_S001	2.2123618	10704	0.68575907	False	-0.16382845	0.470265502	5_PS_2798	1119	E02020N3739E02658N3366	8.61	24.41	34.39	34392441	42.0	3	2
9_PS_2798/0212_E02113N3823E02873N3483-PS-Mur_PYes_Hom-M792_E02218N3671_S000	0.45477396	2398	0.17111734	False	-0.766706	0.029281144	9_PS_2798	0212	E02113N3823E02873N3483	7.92	22.18	36.71	36712218	32.0	1	1
PS_2798/2771_E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02166N3518_S000	2.6783679	14536	1.0390422	False	0.016633201	1.079608693	PS_2798	2771	E02020N3739E02658N3366	8.37	21.66	35.18	35182166	25.0	3	2
6_PS_2798/0771_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02134N3641_S003	3.5433881	35630	1.6160766	False	0.20846194	2.611703577	6_PS_2798	0771	E02020N3739E02658N3366	8.8	21.34	36.41	36402134	40.0	3	3
5_PS_2798/2121_E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02363N3584_S004	2.8700233	18561	0.91376376	False	-0.03916607	0.834964209	5_PS_2798	2121	E02113N3823E02873N3483	8.8	23.63	35.84	35842363	19.0	3	2
3_PS_2798/2249_E01964N3926E02184N3685-PS-Mur_PYes_Var-M809_E02078N3742_S000	1.2411854	5946	0.3444583	False	-0.46286333	0.11865152	3_PS_2798	2249	E01964N3926E02184N3685	8.09	20.78	37.42	37422078	22.0	2	1
3_PS_2798/1701_E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02255N3441_S000	2.4094553	13909	0.6862129	False	-0.16354112	0.470888144	3_PS_2798	1701	E02020N3739E02658N3366	8.5	22.55	34.41	34402255	15.0	3	2
2_PS_2798/2660_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02292N3463_S001	3.0393996	18801	1.1346177	False	0.05484955	1.287357325	2_PS_2798	2660	E02020N3739E02658N3366	8.71	22.92	34.63	34632292	26.0	3	2
PS_2798/2148_E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02229N3514_S000	1.6114167	9802	0.52434224	False	-0.28038517	0.274934785	PS_2798	2148	E02020N3739E02658N3366	8.24	22.29	35.14	35142229	72.0	2	1
6_PS_2798/2650_E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02318N3471_S000	1.1120692	6438	0.4672517	False	-0.33044913	0.218324151	6_PS_2798	2650	E02020N3739E02658N3366	8.5	23.18	34.71	34712318	57.0	2	1
2_PS_2798/1832_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02113N3596_S005	5.0495415	99887	2.644288	False	0.42230877	6.992259027	2_PS_2798	1832	E02020N3739E02658N3366	8.8	21.13	35.96	35962113	32.0	4	5
3_PS_2798/1530_E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02067N3642_S003	6.3932204	174664	2.858657	False	0.45616204	8.171919844	3_PS_2798	1530	E01849N3766E02950N3220	8.71	20.67	36.42	36422067	14.0	4	5
7_PS_2798/2609_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M774_E02232N3550_S000	0.62454003	2816	0.21230201	False	-0.6730459	0.045072143	7_PS_2798	2609	E02020N3739E02658N3366	7.74	22.32	35.5	35502232	41.0	1	1
2_PS_2798/0326_E02113N3823E02873N3483-PS-Str_PNo_Var-M880_E02358N3562_S004	2.390048	16770	0.8277818	False	-0.08208413	0.685222708	2_PS_2798	0326	E02113N3823E02873N3483	8.8	23.58	35.62	35612358	43.0	3	2
3_PS_2798/2524_E02020N3739E02658N3366-PS-Mur_PNo_Hom-M850_E02182N3695_S000	1.6500323	7949	0.6329804	False	-0.19860974	0.400664187	3_PS_2798	2524	E02020N3739E02658N3366	8.5	21.82	36.95	36952182	21.0	2	1
7_PS_2798/1997_E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01679N3849_S000	1.9126925	11760	0.49771577	False	-0.3030186	0.247720988	7_PS_2798	1997	E01548N3896E01854N3659	8.09	16.79	38.49	38491679	9.0	2	2
7_PS_2798/0206_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02120N3675_S005	3.0535083	22347	0.9737746	False	-0.011541553	0.948236972	7_PS_2798	0206	E02020N3739E02658N3366	8.61	21.2	36.75	36752120	41.0	3	2
5_PS_2798/1565_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02260N3491_S002	4.261897	28853	1.1872665	False	0.0745482	1.409601742	5_PS_2798	1565	E02020N3739E02658N3366	8.8	22.6	34.91	34902260	60.0	3	3
2_PS_2798/1126_E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02259N3628_S004	1.699403	9289	0.62181	False	-0.20634228	0.386647676	2_PS_2798	1126	E02113N3823E02873N3483	8.61	22.59	36.28	36282259	39.0	2	1
2_PS_2798/1488_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02188N3566_S004	3.3396933	28219	1.6082627	False	0.20635697	2.586508912	2_PS_2798	1488	E02020N3739E02658N3366	8.71	21.88	35.66	35652188	69.0	3	3
7_PS_2798/1956_E02020N3739E02658N3366-PS-Str_PYes_Hom-M754_E02165N3634_S000	0.3873202	1701	0.105109155	False	-0.97835946	0.011047934	7_PS_2798	1956	E02020N3739E02658N3366	7.54	21.65	36.34	36342165	46.0	1	1
8_PS_2798/0935_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02120N3675_S001	4.1807957	55536	1.9779986	False	0.296226	3.912478462	8_PS_2798	0935	E02020N3739E02658N3366	8.8	21.2	36.75	36752120	41.0	3	4
8_PS_2798/2555_E01548N3896E01854N3659-PS-Str_PYes_Var-M680_E01777N3841_S000	0.32188508	1478	0.08924692	False	-1.0494068	0.007965013	8_PS_2798	2555	E01548N3896E01854N3659	6.8	17.77	38.41	38401777	2.0	1	1
PS_2798/2632_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02401N3479_S004	3.5231109	22699	0.99999195	False	-3.49e-06	0.9999839	PS_2798	2632	E02020N3739E02658N3366	8.8	24.01	34.79	34792401	47.0	3	2
8_PS_2798/1524_E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02144N3587_S001	6.6576457	173638	2.681536	False	0.42838362	7.190635319	8_PS_2798	1524	E02020N3739E02658N3366	9.02	21.44	35.87	35862144	52.0	4	5
5_PS_2798/0927_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02294N3487_S001	5.3957644	27435	1.9731492	False	0.29515994	3.893317765	5_PS_2798	0927	E02020N3739E02658N3366	8.71	22.94	34.87	34862294	61.0	4	3
4_PS_2798/1026_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02311N3485_S004	3.6104593	17116	1.4613742	False	0.16476142	2.135614552	4_PS_2798	1026	E02020N3739E02658N3366	8.71	23.11	34.85	34852311	62.0	3	2
3_PS_2798/0338_E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01600N3777_S000	0.8069407	3930	0.19610298	False	-0.70751584	0.038456379	3_PS_2798	0338	E01548N3896E01854N3659	7.32	16.0	37.77	37771600	20.0	1	1
8_PS_2798/1961_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02225N3486_S001	2.5529761	12130	0.97882456	False	-0.009295144	0.958097519	8_PS_2798	1961	E02020N3739E02658N3366	8.61	22.25	34.86	34862225	36.0	3	2
8_PS_2798/2181_E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02218N3461_S000	0.94153696	4078	0.32609478	False	-0.48665616	0.106337806	8_PS_2798	2181	E02020N3739E02658N3366	8.09	22.18	34.61	34612218	20.0	1	1
5_PS_2798/0078_E01577N3897E01966N3571-PS-Mur_PYes_Var-M754_E01729N3669_S000	1.9468986	8810	0.76398796	False	-0.11691349	0.583677603	5_PS_2798	0078	E01577N3897E01966N3571	7.54	17.29	36.69	36691729	20.0	2	1
3_PS_2798/0198_E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02255N3441_S000	2.071438	13458	0.62535346	False	-0.20387444	0.39106695	3_PS_2798	0198	E02020N3739E02658N3366	8.24	22.55	34.41	34402255	15.0	3	2
5_PS_2798/1521_E01964N3926E02184N3685-PS-Str_PYes_Var-M792_E02053N3767_S000	0.79498714	3898	0.24652529	False	-0.6081385	0.060774719	5_PS_2798	1521	E01964N3926E02184N3685	7.92	20.53	37.67	37672053	17.0	1	1
PS_2798/1575_E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02016N3610_S000	2.3948777	15275	0.69569886	False	-0.1575787	0.483996904	PS_2798	1575	E01849N3766E02950N3220	8.09	20.16	36.1	36102016	7.0	3	2
6_PS_2798/0916_E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02230N3451_S000	2.4747183	17642	0.8145723	False	-0.08907037	0.663528032	6_PS_2798	0916	E02020N3739E02658N3366	8.5	22.3	34.51	34512230	15.0	3	2
10_PS_2803/1983_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02399N3431_S005	1.8982784	8267	0.6758158	False	-0.17017165	0.456726996	10_PS_2803	1983	E02020N3739E02658N3366	8.61	23.99	34.31	34312399	4.0	2	1
8_PS_2798/2744_E02020N3739E02658N3366-PS-Mur_PYes_Var-M754_E02214N3447_S000	0.51867336	2393	0.15054655	False	-0.82232916	0.022664264	8_PS_2798	2744	E02020N3739E02658N3366	7.54	22.14	34.47	34472214	13.0	1	1
6_PS_2798/0595_E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02368N3461_S002	5.6572576	84518	1.6940641	False	0.22892985	2.869853175	6_PS_2798	0595	E02020N3739E02658N3366	8.95	23.68	34.61	34612368	50.0	4	5
PS_2798/0236_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02140N3614_S004	3.1952326	26407	1.5194166	False	0.18167686	2.308626804	PS_2798	0236	E02020N3739E02658N3366	8.71	21.4	36.14	36142140	45.0	3	3
8_PS_2798/1939_E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01613N3768_S000	1.0009847	4909	0.40071204	False	-0.3971676	0.160570139	8_PS_2798	1939	E01548N3896E01854N3659	7.54	16.13	37.68	37681613	9.0	2	1
10_PS_2803/1508_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02194N3513_S003	4.0993013	35419	1.6018723	False	0.2046279	2.565994866	10_PS_2803	1508	E02020N3739E02658N3366	8.71	21.94	35.13	35132194	46.0	3	3
PS_2798/0332_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02301N3474_S003	3.3509321	24510	1.2512661	False	0.09734969	1.565666853	PS_2798	0332	E02020N3739E02658N3366	8.61	23.01	34.74	34742301	52.0	3	2
8_PS_2798/1118_E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01673N3781_S000	2.2692628	15841	0.9944175	False	-0.002431247	0.988866164	8_PS_2798	1118	E01548N3896E01854N3659	8.09	16.73	37.81	37811673	23.0	3	2
6_PS_2798/1521_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02313N3510_S003	2.614191	15661	0.9225031	False	-0.03503216	0.85101197	6_PS_2798	1521	E02020N3739E02658N3366	8.71	23.13	35.1	35102313	53.0	3	2
9_PS_2798/0785_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02318N3471_S003	3.06091	13329	1.2151347	False	0.08462444	1.476552339	9_PS_2798	0785	E02020N3739E02658N3366	8.61	23.18	34.71	34712318	57.0	3	2
4_PS_2798/1155_E01964N3926E02184N3685-PS-Str_PYes_Hom-M754_E02074N3729_S000	0.807198	3105	0.16158861	False	-0.79158926	0.026110879	4_PS_2798	1155	E01964N3926E02184N3685	7.54	20.74	37.29	37292074	19.0	1	1
5_PS_2798/2710_E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02061N3628_S004	3.3388093	28047	1.1973002	False	0.07820305	1.433527769	5_PS_2798	2710	E01849N3766E02950N3220	8.61	20.61	36.28	36282061	20.0	3	3
5_PS_2798/1159_E01849N3766E02950N3220-PS-Mur_PYes_Var-M774_E02051N3574_S000	1.1721064	5511	0.29575709	False	-0.52906483	0.087472256	5_PS_2798	1159	E01849N3766E02950N3220	7.74	20.51	35.74	35742051	10.0	2	1
2_PS_2798/2336_E02020N3739E02658N3366-PS-Mur_PNo_Hom-M861_E02218N3646_S005	5.115028	74670	2.2572923	False	0.3535878	5.095368528	2_PS_2798	2336	E02020N3739E02658N3366	8.61	22.18	36.46	36462218	18.0	4	4
6_PS_2798/0333_E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02260N3540_S005	5.851048	110068	2.1953125	False	0.34149635	4.819396973	6_PS_2798	0333	E02020N3739E02658N3366	8.95	22.6	35.4	35402260	58.0	4	5
4_PS_2798/0794_E01849N3766E02950N3220-PS-Str_PYes_Var-M861_E02083N3604_S003	3.8278582	31696	1.2798116	False	0.10714605	1.637917731	4_PS_2798	0794	E01849N3766E02950N3220	8.61	20.83	36.04	36042083	14.0	3	3
9_PS_2798/2056_E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02387N3554_S003	2.2336257	12560	0.64503753	False	-0.19041501	0.416073415	9_PS_2798	2056	E02113N3823E02873N3483	8.71	23.87	35.54	35542387	11.0	3	2
6_PS_2798/0951_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02226N3538_S001	3.2212343	16555	1.2949889	False	0.112266034	1.676996251	6_PS_2798	0951	E02020N3739E02658N3366	8.61	22.26	35.38	35382226	71.0	3	2
10_PS_2803/1128_E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01649N3780_S000	1.2954831	6307	0.35935447	False	-0.44447696	0.129135635	10_PS_2803	1128	E01548N3896E01854N3659	7.74	16.49	37.8	37791648	15.0	2	1
5_PS_2798/1265_E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02099N3565_S004	3.5361216	22085	1.6962277	False	0.22948414	2.87718841	5_PS_2798	1265	E01849N3766E02950N3220	8.61	20.99	35.65	35652099	14.0	3	2
6_PS_2798/0295_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02375N3448_S002	2.387861	15683	0.75650346	False	-0.12118908	0.572297485	6_PS_2798	0295	E02020N3739E02658N3366	8.61	23.75	34.48	34472375	54.0	3	2
PS_2798/1069_E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01791N3825_S000	4.416448	44717	1.6772919	False	0.22460864	2.813308118	PS_2798	1069	E01548N3896E01854N3659	8.24	17.91	38.25	38251791	20.0	3	3
6_PS_2798/1019_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02282N3451_S003	3.5851574	34408	1.4530559	False	0.1622823	2.111371449	6_PS_2798	1019	E02020N3739E02658N3366	8.61	22.82	34.51	34512282	27.0	3	3
3_PS_2798/1543_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02156N3661_S003	2.439127	16064	0.9505149	False	-0.022041066	0.903478575	3_PS_2798	1543	E02020N3739E02658N3366	8.61	21.56	36.61	36612156	45.0	3	2
9_PS_2798/0028_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02212N3584_S002	4.4597034	29909	2.1127458	False	0.32484725	4.463694815	9_PS_2798	0028	E02020N3739E02658N3366	8.61	22.12	35.84	35842212	28.0	3	3
3_PS_2798/0249_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02118N3568_S003	4.1066136	30210	2.0860825	False	0.31933147	4.351740197	3_PS_2798	0249	E02020N3739E02658N3366	8.71	21.18	35.68	35682118	26.0	3	3
6_PS_2798/1955_E02113N3823E02873N3483-PS-Mur_PYes_Hom-M809_E02344N3564_S000	0.64551264	3290	0.2263114	False	-0.6452936	0.05121685	6_PS_2798	1955	E02113N3823E02873N3483	8.09	23.44	35.64	35642344	33.0	1	1
5_PS_2798/2761_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01755N3814_S000	3.107471	22884	1.3768853	False	0.13889776	1.895813129	5_PS_2798	2761	E01548N3896E01854N3659	8.37	17.55	38.14	38141755	29.0	3	2
9_PS_2798/1862_E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02134N3509_S000	2.0152535	10099	0.7847207	False	-0.10528488	0.615786577	9_PS_2798	1862	E02020N3739E02658N3366	8.24	21.34	35.09	35092134	8.0	3	2
3_PS_2798/2634_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02184N3638_S004	3.4509387	25732	1.6381856	False	0.21436311	2.68365206	3_PS_2798	2634	E02020N3739E02658N3366	8.71	21.84	36.38	36382184	39.0	3	3
2_PS_2798/0881_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02270N3527_S001	2.7421007	11097	1.3010203	False	0.11428406	1.692653821	2_PS_2798	0881	E02020N3739E02658N3366	8.61	22.7	35.27	35272270	43.0	3	2
8_PS_2798/0695_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02236N3526_S002	4.3526225	33226	1.9476624	False	0.28951368	3.793388824	8_PS_2798	0695	E02020N3739E02658N3366	8.8	22.36	35.26	35262236	69.0	3	3
2_PS_2798/1424_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02162N3488_S003	5.208104	49280	2.5999353	False	0.41496253	6.759663564	2_PS_2798	1424	E02020N3739E02658N3366	8.61	21.62	34.88	34882162	9.0	4	3
8_PS_2798/0289_E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02253N3579_S000	0.9872517	4679	0.27010217	False	-0.5684719	0.072955182	8_PS_2798	0289	E02020N3739E02658N3366	8.09	22.53	35.79	35792253	35.0	1	1
8_PS_2798/0836_E01577N3897E01966N3571-PS-Mur_PYes_Var-M680_E01798N3880_S000	0.51287216	2268	0.14699353	False	-0.83270174	0.021607098	8_PS_2798	0836	E01577N3897E01966N3571	6.8	17.98	38.8	38791798	1.0	1	1
5_PS_2798/1399_E01548N3896E01854N3659-PS-Str_PNo_Var-M809_E01633N3827_S000	1.9593922	8486	0.4835705	False	-0.31554022	0.233840428	5_PS_2798	1399	E01548N3896E01854N3659	8.09	16.33	38.27	38271632	15.0	2	1
