ID	max_flow_depth	inundated_pixels	max_eta	is_train	log_max_eta	square_max_eta	folder	pid	Source_Region	Mag	lon	lat	Location	LocationCount	DepCat	InuCat
10_PS_2803/1795_E01964N3926E02184N3685-PS-Mur_PYes_Hom-M824_E02061N3739_S000	0.9658894	5519	0.3491821	False	-0.45694804	0.121928139	10_PS_2803	1795	E01964N3926E02184N3685	8.24	20.61	37.39	37392061	22.0	1	1
10_PS_2803/2738_E02113N3823E02873N3483-PS-Mur_PYes_Hom-M792_E02321N3597_S000	0.562201	2407	0.16333412	False	-0.7869231	0.026678035	10_PS_2803	2738	E02113N3823E02873N3483	7.92	23.21	35.97	35972321	36.0	1	1
6_PS_2798/0274_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02253N3503_S001	4.5427866	23976	1.856046	False	0.26858872	3.444906754	6_PS_2798	0274	E02020N3739E02658N3366	8.71	22.53	35.03	35032253	68.0	3	2
3_PS_2798/2102_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02219N3560_S002	3.7408776	26430	1.851865	False	0.26760933	3.429403978	3_PS_2798	2102	E02020N3739E02658N3366	8.61	22.19	35.6	35602219	62.0	3	3
2_PS_2798/0094_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02359N3451_S005	6.151086	73875	2.6829038	False	0.4286051	7.1979728	2_PS_2798	0094	E02020N3739E02658N3366	8.88	23.59	34.51	34512359	44.0	4	4
9_PS_2798/2330_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02146N3630_S003	2.9809933	16583	1.0649868	False	0.027344236	1.134196884	9_PS_2798	2330	E02020N3739E02658N3366	8.61	21.46	36.3	36292146	48.0	3	2
4_PS_2798/1928_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02337N3493_S001	3.6378012	20690	1.2926478	False	0.11148022	1.670938335	4_PS_2798	1928	E02020N3739E02658N3366	8.88	23.37	34.93	34932337	73.0	3	2
5_PS_2798/1758_E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01760N3738_S000	1.2158976	5688	0.6410346	False	-0.19311853	0.410925358	5_PS_2798	1758	E01548N3896E01854N3659	7.32	17.6	37.38	37381760	22.0	2	1
8_PS_2798/1761_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02497N3409_S003	2.2336257	8795	0.55326664	False	-0.2570655	0.306103975	8_PS_2798	1761	E02020N3739E02658N3366	8.71	24.97	34.09	34092497	6.0	3	1
8_PS_2798/1584_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02233N3624_S005	3.2558937	23938	1.21688	False	0.08524774	1.480796934	8_PS_2798	1584	E02020N3739E02658N3366	8.61	22.33	36.24	36242233	20.0	3	2
2_PS_2798/2589_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02359N3451_S004	2.7325957	21560	1.2844831	False	0.10872839	1.649896834	2_PS_2798	2589	E02020N3739E02658N3366	8.8	23.59	34.51	34512359	44.0	3	2
5_PS_2798/1409_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02425N3440_S004	3.6362753	18449	0.98661107	False	-0.005854017	0.973401403	5_PS_2798	1409	E02020N3739E02658N3366	8.71	24.25	34.4	34402425	48.0	3	2
4_PS_2798/0328_E01849N3766E02950N3220-PS-Str_PYes_Var-M792_E02101N3513_S000	1.060563	5198	0.3163454	False	-0.49983847	0.100074412	4_PS_2798	0328	E01849N3766E02950N3220	7.92	21.01	35.13	35132101	8.0	2	1
6_PS_2798/2365_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02120N3675_S000	1.2970706	6088	0.39264655	False	-0.4059982	0.154171313	6_PS_2798	2365	E02020N3739E02658N3366	8.09	21.2	36.75	36752120	41.0	2	1
7_PS_2798/1951_E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02061N3684_S000	2.5663888	16138	0.7781078	False	-0.10896022	0.605451748	7_PS_2798	1951	E02020N3739E02658N3366	8.5	20.61	36.84	36842061	14.0	3	2
8_PS_2798/0226_E02113N3823E02873N3483-PS-Str_PYes_Hom-M837_E02348N3529_S000	1.0723964	5359	0.3972182	False	-0.40097088	0.157782298	8_PS_2798	0226	E02113N3823E02873N3483	8.37	23.48	35.29	35292348	10.0	2	1
7_PS_2798/2218_E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02244N3659_S004	4.131105	41717	1.9391748	False	0.28761694	3.760398905	7_PS_2798	2218	E02113N3823E02873N3483	8.71	22.44	36.59	36592244	30.0	3	3
9_PS_2798/2406_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02292N3463_S001	3.8346434	24611	1.355433	False	0.13207805	1.837198617	9_PS_2798	2406	E02020N3739E02658N3366	8.8	22.92	34.63	34632292	26.0	3	2
10_PS_2803/0460_E02113N3823E02873N3483-PS-Str_PYes_Hom-M824_E02344N3564_S000	0.8710314	4631	0.33798382	False	-0.4711041	0.114233063	10_PS_2803	0460	E02113N3823E02873N3483	8.24	23.44	35.64	35642344	33.0	1	1
6_PS_2798/1339_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02255N3441_S001	4.535157	41640	1.9776031	False	0.29613912	3.910914021	6_PS_2798	1339	E02020N3739E02658N3366	8.61	22.55	34.41	34402255	15.0	3	3
8_PS_2798/1335_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02313N3510_S004	2.580004	18420	1.3064066	False	0.11607837	1.706698205	8_PS_2798	1335	E02020N3739E02658N3366	8.61	23.13	35.1	35102313	53.0	3	2
4_PS_2798/1772_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02097N3634_S001	3.464282	29151	1.432341	False	0.15604642	2.05160074	4_PS_2798	1772	E02020N3739E02658N3366	8.61	20.97	36.34	36342097	39.0	3	3
9_PS_2798/2263_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02344N3478_S004	4.75031	26175	1.8823088	False	0.2746909	3.543086419	9_PS_2798	2263	E02020N3739E02658N3366	8.71	23.44	34.78	34782344	64.0	3	3
8_PS_2798/0284_E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02350N3576_S000	0.8252512	4385	0.3281516	False	-0.48392546	0.107683473	8_PS_2798	0284	E02113N3823E02873N3483	8.24	23.5	35.76	35762350	38.0	1	1
7_PS_2798/1307_E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02404N3535_S005	2.3921635	14232	0.77426386	False	-0.111111015	0.599484525	7_PS_2798	1307	E02113N3823E02873N3483	8.71	24.04	35.35	35352404	14.0	3	2
PS_2798/1965_E02020N3739E02658N3366-PS-Str_PYes_Var-M754_E02227N3438_S000	0.5893922	2833	0.15362976	False	-0.81352466	0.023602103	PS_2798	1965	E02020N3739E02658N3366	7.54	22.27	34.38	34382227	9.0	1	1
9_PS_2798/1206_E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01800N3854_S000	1.985557	11972	0.83424664	False	-0.078705534	0.695967456	9_PS_2798	1206	E01548N3896E01854N3659	7.74	18.0	38.54	38541800	7.0	2	2
PS_2798/0914_E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02335N3587_S002	2.9469323	13707	0.7680926	False	-0.114586435	0.589966242	PS_2798	0914	E02113N3823E02873N3483	8.71	23.35	35.87	35862335	29.0	3	2
6_PS_2798/2306_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02365N3499_S000	0.8206736	4503	0.29212463	False	-0.5344318	0.085336799	6_PS_2798	2306	E02020N3739E02658N3366	8.37	23.65	34.99	34992365	22.0	1	1
6_PS_2798/1964_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02152N3603_S002	3.9170008	29108	1.782283	False	0.25097665	3.176532692	6_PS_2798	1964	E02020N3739E02658N3366	8.61	21.52	36.03	36032152	42.0	3	3
10_PS_2803/2682_E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01710N3774_S002	6.66581	186061	2.882492	False	0.45976812	8.30876013	10_PS_2803	2682	E01548N3896E01854N3659	8.61	17.1	37.74	37741710	24.0	4	5
2_PS_2798/0757_E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02182N3695_S000	1.0759217	5782	0.42202738	False	-0.37465936	0.178107109	2_PS_2798	0757	E02020N3739E02658N3366	8.37	21.82	36.95	36952182	21.0	2	1
10_PS_2803/0409_E01964N3926E02184N3685-PS-Str_PYes_Hom-M774_E02029N3745_S000	0.83898413	3846	0.23581615	False	-0.62742645	0.055609257	10_PS_2803	0409	E01964N3926E02184N3685	7.74	20.29	37.45	37452029	14.0	1	1
7_PS_2798/2209_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02104N3649_S005	4.6283913	69863	2.0542116	False	0.31264517	4.219785298	7_PS_2798	2209	E02020N3739E02658N3366	8.8	21.04	36.49	36492104	32.0	3	4
PS_2798/1301_E01964N3926E02184N3685-PS-Str_PYes_Var-M754_E02067N3699_S000	0.88934195	3964	0.21265468	False	-0.6723251	0.045222013	PS_2798	1301	E01964N3926E02184N3685	7.54	20.67	36.99	36992067	26.0	1	1
9_PS_2798/0790_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02322N3521_S001	3.1290073	24535	1.2359096	False	0.0919867	1.527472539	9_PS_2798	0790	E02020N3739E02658N3366	8.61	23.22	35.21	35212322	12.0	3	2
10_PS_2803/0689_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02137N3572_S005	4.0875397	44643	1.7187482	False	0.23521227	2.954095375	10_PS_2803	0689	E02020N3739E02658N3366	8.61	21.37	35.72	35722137	25.0	3	3
5_PS_2798/2502_E01517N3917E01678N3772-PS-Str_PNo_Hom-M707_E01564N3784_S000	0.7629436	2832	0.15799013	False	-0.80137	0.024960881	5_PS_2798	2502	E01517N3917E01678N3772	7.07	15.64	37.84	37841564	8.0	1	1
2_PS_2798/0427_E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02314N3423_S000	1.3292214	6599	0.35648897	False	-0.4479539	0.127084386	2_PS_2798	0427	E02020N3739E02658N3366	8.09	23.14	34.23	34222314	9.0	2	1
3_PS_2798/2648_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02184N3552_S004	5.6719522	69120	2.4201546	False	0.3838431	5.857148288	3_PS_2798	2648	E02020N3739E02658N3366	8.71	21.84	35.52	35522184	65.0	4	4
5_PS_2798/0951_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02296N3512_S005	3.9487371	27260	1.7284737	False	0.23766276	2.987621332	5_PS_2798	0951	E02020N3739E02658N3366	8.95	22.96	35.12	35112296	75.0	3	3
5_PS_2798/2410_E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02401N3455_S001	3.7049437	26694	0.9859588	False	-0.006141226	0.972114755	5_PS_2798	2410	E02020N3739E02658N3366	8.88	24.01	34.55	34542401	60.0	3	3
3_PS_2798/0577_E01577N3897E01966N3571-PS-Mur_PYes_Hom-M824_E01774N3710_S000	2.5754106	16472	1.0464742	False	0.019728534	1.095108251	3_PS_2798	0577	E01577N3897E01966N3571	8.24	17.74	37.1	37101773	21.0	3	2
3_PS_2798/0108_E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01793N3787_S000	1.6228211	8210	0.678478	False	-0.16846423	0.460332396	3_PS_2798	0108	E01548N3896E01854N3659	7.92	17.93	37.87	37861793	21.0	2	1
7_PS_2798/0786_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02318N3471_S001	2.277114	12031	0.66312283	False	-0.17840602	0.439731888	7_PS_2798	0786	E02020N3739E02658N3366	8.61	23.18	34.71	34712318	57.0	3	2
3_PS_2798/0713_E02020N3739E02658N3366-PS-Mur_PNo_Hom-M792_E02105N3701_S000	0.85450023	3892	0.23655505	False	-0.62606776	0.055958292	3_PS_2798	0713	E02020N3739E02658N3366	7.92	21.05	37.01	37012105	23.0	1	1
2_PS_2798/2214_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02296N3512_S004	3.6164389	23202	0.96739477	False	-0.014396265	0.935852641	2_PS_2798	2214	E02020N3739E02658N3366	8.71	22.96	35.12	35112296	75.0	3	2
9_PS_2798/1574_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02184N3638_S005	4.0396695	39588	1.9130173	False	0.28171888	3.65963519	9_PS_2798	1574	E02020N3739E02658N3366	8.8	21.84	36.38	36382184	39.0	3	3
4_PS_2798/0256_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02097N3634_S003	2.9642086	21703	1.4853392	False	0.17182563	2.206232539	4_PS_2798	0256	E02020N3739E02658N3366	8.71	20.97	36.34	36342097	39.0	3	2
4_PS_2798/1882_E02113N3823E02873N3483-PS-Str_PYes_Var-M792_E02252N3671_S000	0.4477601	1767	0.115047954	False	-0.9391211	0.013236032	4_PS_2798	1882	E02113N3823E02873N3483	7.92	22.52	36.71	36712252	9.0	1	1
4_PS_2798/1206_E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01741N3842_S000	1.8840381	10520	0.53430194	False	-0.27221325	0.285478563	4_PS_2798	1206	E01548N3896E01854N3659	7.92	17.41	38.42	38421741	15.0	2	2
2_PS_2798/2116_E02113N3823E02873N3483-PS-Str_PNo_Hom-M888_E02358N3562_S002	3.999442	30427	1.499454	False	0.17593315	2.248362298	2_PS_2798	2116	E02113N3823E02873N3483	8.88	23.58	35.62	35612358	43.0	3	3
6_PS_2798/2627_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02340N3431_S000	1.2056252	5911	0.45241275	False	-0.34446517	0.204677296	6_PS_2798	2627	E02020N3739E02658N3366	8.5	23.4	34.31	34312340	21.0	2	1
10_PS_2803/2034_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01623N3797_S000	2.173404	13024	0.8261889	False	-0.08292063	0.682588098	10_PS_2803	2034	E01548N3896E01854N3659	8.09	16.23	37.97	37971623	14.0	3	2
7_PS_2798/0917_E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02144N3587_S000	1.0955584	4978	0.3847144	False	-0.41486156	0.14800517	7_PS_2798	0917	E02020N3739E02658N3366	7.92	21.44	35.87	35862144	52.0	2	1
7_PS_2798/1624_E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01779N3815_S005	4.4516973	57442	2.0635877	False	0.3146229	4.258394196	7_PS_2798	1624	E01548N3896E01854N3659	8.61	17.79	38.15	38151779	28.0	3	4
5_PS_2798/1340_E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02236N3646_S003	4.2685723	32423	1.6825644	False	0.22597168	2.83102296	5_PS_2798	1340	E02113N3823E02873N3483	8.71	22.36	36.46	36462236	37.0	3	3
4_PS_2798/0878_E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02262N3515_S001	5.965489	110370	2.250051	False	0.35219237	5.062729503	4_PS_2798	0878	E02020N3739E02658N3366	8.95	22.62	35.15	35152262	8.0	4	5
3_PS_2798/1409_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02253N3527_S003	3.6723385	19464	1.5900683	False	0.20141579	2.528317199	3_PS_2798	1409	E02020N3739E02658N3366	8.61	22.53	35.27	35272253	77.0	3	2
9_PS_2798/1382_E02113N3823E02873N3483-PS-Str_PNo_Hom-M809_E02358N3562_S000	0.6394091	3142	0.21651335	False	-0.6645153	0.046878031	9_PS_2798	1382	E02113N3823E02873N3483	8.09	23.58	35.62	35612358	43.0	1	1
PS_2798/0039_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02260N3491_S005	4.21832	42844	1.8533623	False	0.26796034	3.434951815	PS_2798	0039	E02020N3739E02658N3366	8.71	22.6	34.91	34902260	60.0	3	3
3_PS_2798/1094_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02279N3514_S005	3.8415089	21335	1.6699208	False	0.22269587	2.788635478	3_PS_2798	1094	E02020N3739E02658N3366	8.8	22.79	35.14	35142279	64.0	3	2
2_PS_2798/1293_E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02444N3464_S002	5.132841	74688	2.048302	False	0.31139398	4.195541083	2_PS_2798	1293	E02020N3739E02658N3366	8.95	24.44	34.64	34642444	13.0	4	4
5_PS_2798/1439_E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3600_S002	2.808736	24507	1.4814354	False	0.17068273	2.194650844	5_PS_2798	1439	E02113N3823E02873N3483	8.71	23.35	36.0	36002335	29.0	3	2
9_PS_2798/0987_E01548N3896E01854N3659-PS-Mur_PYes_Var-M680_E01699N3697_S000	0.45183697	2009	0.13847463	False	-0.85862976	0.019175223	9_PS_2798	0987	E01548N3896E01854N3659	6.8	16.99	36.97	36971698	1.0	1	1
8_PS_2798/1587_E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01738N3718_S000	4.572931	57037	1.690438	False	0.22799926	2.857580632	8_PS_2798	1587	E01548N3896E01854N3659	8.24	17.38	37.18	37181738	10.0	3	4
8_PS_2798/1796_E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01708N3793_S001	6.7955265	210219	3.220668	False	0.50794595	10.37270237	8_PS_2798	1796	E01548N3896E01854N3659	8.61	17.08	37.93	37931707	24.0	4	5
7_PS_2798/0270_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02201N3596_S003	3.5516505	24986	1.3794893	False	0.13971834	1.902990729	7_PS_2798	0270	E02020N3739E02658N3366	8.61	22.01	35.96	35962201	24.0	3	2
9_PS_2798/0376_E02113N3823E02873N3483-PS-Str_PNo_Var-M792_E02287N3633_S000	0.595097	2114	0.14368021	False	-0.842603	0.020644003	9_PS_2798	0376	E02113N3823E02873N3483	7.92	22.87	36.33	36332287	33.0	1	1
PS_2798/2420_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02482N3444_S001	2.201932	11348	0.6036689	False	-0.21920118	0.364416141	PS_2798	2420	E02020N3739E02658N3366	8.61	24.82	34.44	34442482	20.0	3	2
8_PS_2798/0332_E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02175N3577_S002	7.5861835	148000	3.49119	False	0.54297346	12.18840762	8_PS_2798	0332	E02020N3739E02658N3366	8.95	21.75	35.77	35772175	65.0	5	5
5_PS_2798/1149_E02113N3823E02873N3483-PS-Str_PYes_Hom-M824_E02202N3721_S000	1.034723	4485	0.3234585	False	-0.49018145	0.104625401	5_PS_2798	1149	E02113N3823E02873N3483	8.24	22.02	37.21	37212202	13.0	2	1
PS_2798/0469_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02223N3473_S003	2.6573226	12758	1.207986	False	0.0820619	1.459230176	PS_2798	0469	E02020N3739E02658N3366	8.61	22.23	34.73	34722223	26.0	3	2
PS_2798/1023_E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01701N3725_S000	4.7022114	42085	1.8829184	False	0.2748315	3.545381701	PS_2798	1023	E01548N3896E01854N3659	8.09	17.01	37.25	37251701	21.0	3	3
9_PS_2798/2003_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M792_E02129N3665_S000	0.8056683	3494	0.1917306	False	-0.7173086	0.036760623	9_PS_2798	2003	E02020N3739E02658N3366	7.92	21.29	36.65	36652129	47.0	1	1
4_PS_2798/0347_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02243N3584_S003	3.7605178	35695	1.5202081	False	0.18190305	2.311032667	4_PS_2798	0347	E02020N3739E02658N3366	8.61	22.43	35.84	35842243	14.0	3	3
6_PS_2798/2798_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02344N3478_S005	6.3116965	128357	3.127555	False	0.49520496	9.781600278	6_PS_2798	2798	E02020N3739E02658N3366	9.02	23.44	34.78	34782344	64.0	4	5
2_PS_2798/0887_E01964N3926E02184N3685-PS-Mur_PYes_Hom-M707_E02015N3756_S000	0.33526823	1377	0.08423187	False	-1.0745236	0.007095008	2_PS_2798	0887	E01964N3926E02184N3685	7.07	20.15	37.56	37562014	13.0	1	1
PS_2798/0979_E01577N3897E01966N3571-PS-Str_PYes_Var-M707_E01796N3749_S000	0.5652218	2721	0.20156856	False	-0.6955772	0.040629884	PS_2798	0979	E01577N3897E01966N3571	7.07	17.96	37.49	37491796	20.0	1	1
8_PS_2798/0702_E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01658N3809_S000	3.7831972	32454	1.62145	False	0.20990355	2.629100103	8_PS_2798	0702	E01548N3896E01854N3659	8.37	16.58	38.09	38091657	8.0	3	3
6_PS_2798/2426_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02253N3503_S005	4.068247	29055	1.7756	False	0.24934512	3.15275536	6_PS_2798	2426	E02020N3739E02658N3366	8.8	22.53	35.03	35032253	68.0	3	3
8_PS_2798/2671_E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02144N3587_S003	7.3482437	126280	2.9198916	False	0.46536672	8.525766956	8_PS_2798	2671	E02020N3739E02658N3366	9.02	21.44	35.87	35862144	52.0	4	5
7_PS_2798/1326_E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02321N3597_S001	2.5484192	18112	1.0007405	False	0.000321488	1.001481548	7_PS_2798	1326	E02113N3823E02873N3483	8.61	23.21	35.97	35972321	36.0	3	2
2_PS_2798/1165_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02270N3527_S001	3.2969646	24069	1.5169817	False	0.18098035	2.301233478	2_PS_2798	1165	E02020N3739E02658N3366	8.71	22.7	35.27	35272270	43.0	3	2
10_PS_2803/1452_E02020N3739E02658N3366-PS-Str_PYes_Hom-M774_E02210N3510_S000	0.68232566	2855	0.19826078	False	-0.7027632	0.039307337	10_PS_2803	1452	E02020N3739E02658N3366	7.74	22.1	35.1	35102210	41.0	1	1
5_PS_2798/1333_E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02314N3423_S000	0.9718215	5282	0.38029906	False	-0.41987476	0.144627375	5_PS_2798	1333	E02020N3739E02658N3366	8.37	23.14	34.23	34222314	9.0	1	1
PS_2798/2605_E02113N3823E02873N3483-PS-Mur_PYes_Hom-M792_E02261N3660_S000	0.5835633	2386	0.16707963	False	-0.7770765	0.027915603	PS_2798	2605	E02113N3823E02873N3483	7.92	22.61	36.6	36602261	13.0	1	1
7_PS_2798/2682_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02184N3638_S000	0.8394912	3859	0.22812404	False	-0.64182895	0.052040578	7_PS_2798	2682	E02020N3739E02658N3366	8.09	21.84	36.38	36382184	39.0	1	1
10_PS_2803/0458_E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02384N3458_S002	5.066137	54935	1.8402098	False	0.26486734	3.386372108	10_PS_2803	0458	E02020N3739E02658N3366	8.95	23.84	34.58	34582384	44.0	4	4
9_PS_2798/1101_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02296N3512_S004	2.5195866	12968	0.9756975	False	-0.0106848	0.951985612	9_PS_2798	1101	E02020N3739E02658N3366	8.61	22.96	35.12	35112296	75.0	3	2
2_PS_2798/0192_E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02284N3476_S005	5.0929604	52089	2.312983	False	0.36417246	5.349890358	2_PS_2798	0192	E02020N3739E02658N3366	8.8	22.84	34.76	34762284	51.0	4	4
9_PS_2798/0598_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02226N3500_S003	3.0816865	19916	1.4805521	False	0.17042369	2.192034521	9_PS_2798	0598	E02020N3739E02658N3366	8.61	22.26	35.0	35002226	44.0	3	2
3_PS_2798/0115_E01577N3897E01966N3571-PS-Mur_PYes_Var-M707_E01694N3658_S000	0.8621319	3713	0.33454943	False	-0.4755397	0.111923321	3_PS_2798	0115	E01577N3897E01966N3571	7.07	16.94	36.58	36581694	16.0	1	1
PS_2798/1738_E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01631N3702_S000	0.92607033	4630	0.302471	False	-0.51931626	0.091488706	PS_2798	1738	E01548N3896E01854N3659	7.32	16.31	37.02	37021630	9.0	1	1
6_PS_2798/2214_E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02425N3440_S003	4.599587	47651	1.966355	False	0.29366192	3.866551986	6_PS_2798	2214	E02020N3739E02658N3366	8.95	24.25	34.4	34402425	48.0	3	3
2_PS_2798/0501_E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02086N3704_S000	2.0127192	10676	0.68240654	False	-0.16595681	0.465678686	2_PS_2798	0501	E02020N3739E02658N3366	8.5	20.86	37.04	37042086	18.0	3	2
4_PS_2798/1298_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02184N3522_S004	5.2196083	38786	2.190069	False	0.3404578	4.796402225	4_PS_2798	1298	E02020N3739E02658N3366	8.61	21.84	35.22	35222184	32.0	4	3
3_PS_2798/2501_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02382N3435_S005	2.509912	10325	0.5865889	False	-0.23166615	0.344086538	3_PS_2798	2501	E02020N3739E02658N3366	8.61	23.82	34.35	34352382	6.0	3	2
10_PS_2803/1606_E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02101N3513_S000	1.9336954	9400	0.6624617	False	-0.17883922	0.438855504	10_PS_2803	1606	E01849N3766E02950N3220	8.24	21.01	35.13	35132101	8.0	2	1
3_PS_2798/0918_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02178N3622_S005	4.080323	42097	1.8983026	False	0.27836543	3.603552761	3_PS_2798	0918	E02020N3739E02658N3366	8.8	21.78	36.22	36222178	45.0	3	3
6_PS_2798/1439_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02230N3451_S004	3.5885296	35373	1.0467098	False	0.01982628	1.095601405	6_PS_2798	1439	E02020N3739E02658N3366	8.61	22.3	34.51	34512230	15.0	3	3
PS_2798/2365_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02342N3454_S001	2.3435874	12610	0.6194308	False	-0.20800722	0.383694516	PS_2798	2365	E02020N3739E02658N3366	8.61	23.42	34.54	34542342	48.0	3	2
4_PS_2798/1652_E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02311N3485_S002	4.8325834	56093	1.7641746	False	0.24654156	3.112312019	4_PS_2798	1652	E02020N3739E02658N3366	8.88	23.11	34.85	34852311	62.0	3	4
10_PS_2803/1589_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02253N3503_S002	5.72231	30307	2.3247645	False	0.36637896	5.40452998	10_PS_2803	1589	E02020N3739E02658N3366	8.8	22.53	35.03	35032253	68.0	4	3
7_PS_2798/2428_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01728N3851_S000	2.0913334	15116	0.9482336	False	-0.023084657	0.89914696	7_PS_2798	2428	E01548N3896E01854N3659	8.24	17.28	38.51	38511728	10.0	3	2
7_PS_2798/1531_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02229N3514_S003	3.0185566	22312	1.3451035	False	0.1287557	1.809303426	7_PS_2798	1531	E02020N3739E02658N3366	8.71	22.29	35.14	35142229	72.0	3	2
10_PS_2803/1565_E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02218N3646_S000	1.5771618	6805	0.5777004	False	-0.23829734	0.333737752	10_PS_2803	1565	E02020N3739E02658N3366	8.5	22.18	36.46	36462218	18.0	2	1
2_PS_2798/1038_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02313N3510_S002	5.6551948	44094	2.4123783	False	0.38244542	5.819569062	2_PS_2798	1038	E02020N3739E02658N3366	8.95	23.13	35.1	35102313	53.0	4	3
2_PS_2798/0828_E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01754N3833_S000	3.8041258	45365	1.9260865	False	0.2846758	3.709809205	2_PS_2798	0828	E01548N3896E01854N3659	8.37	17.54	38.33	38331754	17.0	3	3
