,mse,r2,g,l2n,true,pred,truemax,predmax,id
8254,0.018332636238433602,0.8865540664845797,0.05082896337909948,0.4130270116193488,21364.0,28167.0,8.038534164428711,5.261806964874268,BS_manning003/E01470N3877E01631N3641-BS-M809_E01513N3805_D010_S157D90R270_A012497_S042
8255,0.0026377634469163026,0.9200547952238864,0.04477285623419802,0.1834891396521214,9214.0,7618.0,3.6554360389709473,3.4849348068237305,BS_manning003/E01889N4173E02097N3847-BS-M792_E02025N3917_D010_S292D50R090_A008541_S034
8256,0.0017101460860983273,0.7310600726875436,0.18040017292428667,0.08001018116870719,3228.0,2766.0,2.9418721199035645,1.3598657846450806,BS_manning003/E01889N4173E02097N3847-BS-M774_E02025N3917_D010_S292D50R270_A005608_S028
8257,0.0007260353102471672,0.16909323073336335,0.287979552868601,0.0296130703842654,1459.0,1951.0,1.2753868103027344,1.0603944063186646,BS_manning003/E01470N3877E01631N3641-BS-M732_E01534N3760_D010_S157D90R090_A002108_S017
8258,0.0027482247657335816,0.5626292800321746,0.15352940872639287,0.07960805579259408,3812.0,4222.0,2.261139392852783,3.3003146648406982,BS_manning003/E01446N4259E02038N3783-BS-M754_E02009N3850_D091_S337D50R090_A001972_S039
8259,0.004043292353604245,0.324999659169087,0.20955595520117898,0.07808289077222147,6077.0,7605.0,1.2771157026290894,2.2098755836486816,BS_manning003/E01108N3882E01527N3690-BS-M809_E01477N3760_D010_S067D50R090_A012497_S042
8260,0.0078186932650169,0.8137559173043833,0.10505683391047138,0.2081974106690908,11574.0,9755.0,5.1101789474487305,3.7860310077667236,BS_manning003/E01470N3877E01631N3641-BS-M809_E01538N3782_D010_S247D50R270_A012497_S042
8261,0.006921614511860712,0.9063335767733463,0.04485357412786517,0.27623118409470354,13322.0,10356.0,4.7912678718566895,5.58554220199585,BS_manning003/E01446N4259E02038N3783-BS-M809_E01985N3872_D010_S112D50R090_A006995_S075
8262,0.0009036766518901208,0.719629261234292,0.16443509295144432,0.05692046260632809,2154.0,2274.0,2.427643299102783,1.200181007385254,BS_manning003/E01446N4259E02038N3783-BS-M732_E01923N3850_D010_S337D50R270_A001180_S030
8263,0.0007182040114862979,0.24847329100860305,0.25135595987276416,0.030973275399657246,1680.0,2175.0,1.1960606575012207,1.1890183687210083,BS_manning003/E01889N4173E02097N3847-BS-M754_E01991N3895_D140_S292D70R090_A003524_S022
8264,0.0007495692520111785,0.7462546956589098,0.13410076744009358,0.054492761622952954,2311.0,2401.0,1.8609758615493774,1.7183624505996704,BS_manning003/E01446N4259E02038N3783-BS-M732_E01957N3872_D010_S112D50R090_A001180_S030
8265,0.0008271481843696133,-1.833879109475434,0.5340376824022106,0.01710072588147901,1021.0,1837.0,0.8031973242759705,0.9118751287460327,BS_manning003/E01267N3753E01646N3535-BS-M650_E01551N3692_D041_S112D50R270_A000178_S012
8266,0.010630051923958559,0.596040127211388,0.2670079347037322,0.1631767095718743,6202.0,5101.0,4.507872581481934,2.4879889488220215,BS_manning003/E01267N3753E01646N3535-BS-M792_E01533N3580_D010_S067D30R090_A004781_S062
