Unnamed: 0,mse,r2,g,l2n,true,pred,truemax,predmax,id,eve_id,max_off,wave_period,dominant_period,mean_prob,dzmax,dzmin,count,dmax,lon,lat,Location,LocationCount,max_absdz,event_type,importance,uniform_wt,gridcount,grid_id,max_off_bin,split,Mag
2509,3.2970892994818186,0.3785074716590927,0.2736297715505026,2.979965494305839,146046.0,99609.0,23.064395904541016,16.586456298828125,BS_manning003/E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S112D70R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S112D70R270_A006995_S075,1.06,10,7.5,1.1965799632857879e-09,4.447,-2.61,146046,23.064,15.5157,36.9278,36921551,1188.0,4.447,0.0,1.268374761082935e-09,1.8674136321195144e-05,1960.0,"36.857,15.342","(1.0, 2.0]",test,8.0933
2247,2.7305746496938665,0.4633582192688236,0.2104016146320424,3.048071968159203,158247.0,101438.0,21.40766906738281,16.02599334716797,BS_manning003/E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S112D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S112D50R270_A006995_S075,1.75,16,7.3,3.6394440926203397e-09,4.403,-1.344,158607,21.408,14.7066,37.1526,37151470,237.0,4.403,0.0,6.369027162085594e-09,1.8674136321195144e-05,337.0,"36.857,14.442","(1.0, 2.0]",test,8.0933
12861,2.024586151166148,0.5241281411350511,0.2707525939543015,2.266653991601397,60519.0,78597.0,13.72043800354004,10.39357089996338,BS_manning003/E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S337D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S337D50R270_A006995_S075,4.33,17,8.3,1.3745700619223359e-09,4.47,-1.295,61524,13.72,15.7223,36.4781,36471572,380.0,4.47,0.0,5.951888368123714e-09,1.8674136321195144e-05,380.0,"36.257,15.642","(3.0, 99.0]",test,8.0933
4131,1.9100010068069213,0.6094905472775434,0.1889723863324467,2.7397279246920667,104106.0,82908.0,12.67685890197754,13.27238941192627,BS_manning003/E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S292D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S292D50R270_A006995_S075,2.68,13,10.4,7.979446997579383e-09,4.368,-1.394,104733,12.677,15.2708,37.1526,37151527,1118.0,4.368,0.0,2.138491795351275e-08,1.8674136321195144e-05,2045.0,"36.857,15.042","(2.0, 3.0]",test,8.0933
5324,1.755214406463956,0.6836380572653848,0.0961037899881163,3.3620814305333804,177168.0,116468.0,19.522035598754883,17.876577377319336,BS_manning003/E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S337D70R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S337D70R270_A006995_S075,2.39,16,8.3,6.841985087127807e-10,4.464,-2.593,178199,19.522,15.479,36.7029,36701547,617.0,4.464,0.0,1.635234435823546e-09,1.8674136321195144e-05,617.0,"36.557,15.342","(2.0, 3.0]",test,8.0933
3928,1.6881013251567922,0.4551217298903141,0.2760197661605688,2.1275158567982566,107231.0,72301.0,17.814170837402344,10.396428108215332,BS_manning003/E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S112D30R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S112D30R270_A006995_S075,1.13,26,8.0,6.1362312958624356e-09,3.321,-0.437,107231,17.814,15.2345,36.9278,36921523,927.0,3.321,0.0,6.933941364324551e-09,1.8674136321195144e-05,2045.0,"36.857,15.042","(1.0, 2.0]",test,8.0933
10890,1.5373039417569558,0.6145593383304806,0.1880237467898573,2.433139349684416,114213.0,61244.0,18.45284652709961,15.088380813598633,BS_4-8_manning003/E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S112D90R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S112D90R090_A006995_S075,2.8,14,8.3,3.837820444472601e-10,3.758,-3.759,114214,18.453,15.5157,36.9278,36921551,1188.0,3.759,0.0,1.074589724452328e-09,1.8674136321195144e-05,1960.0,"36.857,15.342","(2.0, 3.0]",test,8.0933
3478,1.447206198367729,0.5554200066664756,0.2091308956381827,2.178906583244385,115436.0,67264.0,18.546602249145508,14.950897216796877,BS_manning003/E01267N3753E01646N3535-BS-M792_E01470N3715_D010_S112D50R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01470N3715_D010_S112D50R270_A004781_S062,1.03,16,7.3,9.09203214780619e-09,3.671,-1.087,115436,18.547,14.7066,37.1526,37151470,237.0,3.671,0.0,9.364793112240376e-09,1.8674136321195144e-05,337.0,"36.857,14.442","(1.0, 2.0]",test,7.928
5429,1.4012963851190856,0.7062858714955944,0.131543736165673,2.763298258092404,129555.0,106727.0,17.722171783447266,11.326876640319824,BS_manning003/E01267N3753E01646N3535-BS-M809_E01488N3647_D010_S202D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01488N3647_D010_S202D50R270_A006995_S075,2.46,16,7.3,5.673692946089579e-09,4.455,-1.296,129575,17.722,14.8835,36.4781,36471488,70.0,4.455,0.0,1.3957284647380365e-08,1.8674136321195144e-05,70.0,"36.257,14.742","(2.0, 3.0]",test,8.0933
8154,1.3616717593472634,0.0219245772338825,0.5878474658207749,1.3686122326465724,86680.0,27436.0,10.379596710205078,10.426225662231444,BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S157D70R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S157D70R270_A006995_S075,2.21,17,8.3,1.498122014455583e-09,4.456,-2.601,86680,10.38,15.0245,37.3774,37371502,919.0,4.456,0.0,3.310849651946838e-09,1.8674136321195144e-05,919.0,"37.157,14.742","(2.0, 3.0]",test,8.0933
11704,1.3555904724328012,0.0053357000731092,0.3198952024200849,1.2180937786846466,46663.0,109752.0,20.71605682373047,11.66466236114502,BS_4-8_manning003/E01267N3753E01646N3535-BS-M809_E01568N3625_D010_S157D70R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01568N3625_D010_S157D70R270_A006995_S075,1.5,14,7.7,3.1998649396261925e-10,3.243,0.172,46663,20.716,15.6856,36.2533,36251568,221.0,3.243,0.0,4.79979740943929e-10,1.8674136321195144e-05,502.0,"35.957,15.642","(1.0, 2.0]",test,8.0933
9780,1.2613245927935997,-0.5576470449220183,0.4974845480437418,0.9194993408558156,21008.0,81081.0,17.321304321289062,9.328105926513672,BS_4-8_manning003/E01267N3753E01646N3535-BS-M792_E01463N3670_D010_S067D50R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01463N3670_D010_S067D50R270_A004781_S062,0.62,16,8.0,2.570143435441456e-09,3.725,-1.04,21008,17.321,14.6377,36.7029,36701463,31.0,3.725,0.0,1.5934889299737027e-09,1.8674136321195144e-05,31.0,"36.557,14.442","(0.3, 1.0]",test,7.928
6734,1.2427502092585756,0.4598744947742454,0.3309359806543124,1.776855371352964,85706.0,45579.0,9.010024070739746,6.502907752990723,BS_manning003/E01267N3753E01646N3535-BS-M809_E01491N3670_D010_S202D30R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01491N3670_D010_S202D30R270_A006995_S075,1.0,12,10.4,2.5714962270626887e-09,3.353,-0.407,85706,9.01,14.9182,36.7029,36701491,152.0,3.353,0.0,2.5714962270626887e-09,1.8674136321195144e-05,152.0,"36.557,14.742","(0.3, 1.0]",test,8.0933
10055,1.2144891452446782,-0.0904318745458385,0.2886864650059766,1.1068660803684705,46982.0,114305.0,15.63857078552246,13.062019348144531,BS_4-8_manning003/E01267N3753E01646N3535-BS-M809_E01568N3625_D010_S337D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01568N3625_D010_S337D50R270_A006995_S075,0.79,21,8.0,1.037427745217826e-09,1.923,0.076,46982,15.639,15.6856,36.2533,36251568,221.0,1.923,0.0,8.195679187220823e-10,1.8674136321195144e-05,502.0,"35.957,15.642","(0.3, 1.0]",test,8.0933
8151,1.1721167844171083,0.6399469876680549,0.1823672728326661,2.16689138070796,104061.0,54286.0,16.00988006591797,12.705628395080566,BS_manning003/E01267N3753E01646N3535-BS-M792_E01498N3715_D010_S292D70R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01498N3715_D010_S292D70R270_A004781_S062,3.25,14,8.3,8.271505489819656e-09,3.689,-2.149,104061,16.01,14.9887,37.1526,37151498,656.0,3.689,0.0,2.6882392841913882e-08,1.8674136321195144e-05,990.0,"36.857,14.742","(3.0, 99.0]",test,7.928
12703,1.122209162166239,0.7172721253903667,0.1455436516746765,2.351485645593071,89090.0,73185.0,15.435388565063477,9.475420951843262,BS_manning003/E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S337D30R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S337D30R270_A006995_S075,3.17,17,8.3,2.370475229548085e-09,3.33,-0.434,89093,15.435,15.5157,36.9278,36921551,1188.0,3.33,0.0,7.514406477667431e-09,1.8674136321195144e-05,1960.0,"36.857,15.342","(3.0, 99.0]",test,8.0933
7396,1.101556368369736,0.7738226999099439,0.075439408559488,3.036060421882065,163257.0,113904.0,18.72819709777832,17.43846893310547,BS_manning003/E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S337D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S337D50R270_A006995_S075,2.59,12,7.5,8.088834040070949e-09,4.366,0.118,163268,18.728,15.2708,37.1526,37151527,1118.0,4.366,0.0,2.095008016378376e-08,1.8674136321195144e-05,2045.0,"36.857,15.042","(2.0, 3.0]",test,8.0933
7435,1.0875073863666,0.7671380784245998,0.0928302418376775,2.776628916429717,135513.0,96391.0,18.873247146606445,15.08241844177246,BS_manning003/E01267N3753E01646N3535-BS-M809_E01498N3715_D010_S292D70R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01498N3715_D010_S292D70R270_A006995_S075,4.14,15,8.3,6.4022253268622874e-09,4.455,-2.609,135537,18.873,14.9887,37.1526,37151498,656.0,4.455,0.0,2.6505212853209872e-08,1.8674136321195144e-05,990.0,"36.857,14.742","(3.0, 99.0]",test,8.0933
7196,1.0733015194099385,0.843119335597774,0.0504783579183927,3.53975827430895,157803.0,140981.0,23.635826110839844,21.490280151367188,BS_manning003/E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S292D70R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S292D70R270_A006995_S075,3.22,18,8.3,1.203965743546786e-09,3.55,2.01,170618,23.636,14.7066,37.1526,37151470,237.0,3.55,0.0,3.876769694220651e-09,1.8674136321195144e-05,337.0,"36.857,14.442","(3.0, 99.0]",test,8.0933
10706,1.0643579192416548,0.6519613296547914,0.1570933670857999,1.893881939066248,73501.0,119924.0,23.818012237548828,14.324231147766112,BS_4-8_manning003/E01267N3753E01646N3535-BS-M809_E01568N3625_D010_S337D70R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01568N3625_D010_S337D70R270_A006995_S075,1.13,19,8.3,2.649580171208369e-10,2.416,-0.819,73812,23.818,15.6856,36.2533,36251568,221.0,2.416,0.0,2.9940255934654567e-10,1.8674136321195144e-05,502.0,"35.957,15.642","(1.0, 2.0]",test,8.0933
9334,1.0528175263329167,0.8242474352840647,0.0649326143434708,3.096682593663772,118797.0,120954.0,21.58094787597656,15.607117652893066,BS_manning003/E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S337D70R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S337D70R270_A006995_S075,2.87,15,8.3,2.3292130012489523e-09,4.444,-2.616,119381,21.581,15.2708,37.1526,37151527,1118.0,4.444,0.0,6.684841313584493e-09,1.8674136321195144e-05,2045.0,"36.857,15.042","(2.0, 3.0]",test,8.0933
11063,1.0471811420998822,0.5137003355006042,0.2797010490289372,1.6479327209300212,71777.0,38820.0,14.743379592895508,13.331462860107422,BS_manning003/E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S112D70R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S112D70R090_A006995_S075,2.92,15,7.1,1.253859562793198e-09,2.59,-4.475,71777,14.743,14.7066,37.1526,37151470,237.0,4.475,0.0,3.6612699233561395e-09,1.8674136321195144e-05,337.0,"36.857,14.442","(2.0, 3.0]",test,8.0933
13082,1.0385900769351395,0.7186236321007924,0.1276433769184497,2.280719514411614,97934.0,69300.0,19.22823715209961,17.184749603271484,BS_manning003/E01267N3753E01646N3535-BS-M809_E01495N3692_D010_S067D90R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01495N3692_D010_S067D90R090_A006995_S075,3.09,12,7.1,5.760892234554471e-10,3.748,-4.018,97934,19.228,14.9532,36.9278,36921495,334.0,4.018,0.0,1.7801157004773311e-09,1.8674136321195144e-05,990.0,"36.857,14.742","(3.0, 99.0]",train,8.0933
7354,1.012505887990595,0.6248392038718147,0.228924220855176,1.794471501521366,56969.0,47439.0,11.186767578125,8.736083030700684,BS_manning003/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S337D30R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S337D30R270_A006995_S075,3.12,18,8.6,1.3343102738931215e-09,3.336,-0.425,56971,11.187,15.3075,37.3774,37371530,1315.0,3.336,0.0,4.163048054546539e-09,1.8674136321195144e-05,1315.0,"37.157,15.042","(3.0, 99.0]",test,8.0933
4467,1.0021636983146311,0.7479703259719711,0.1258428932367967,2.3399219104141613,82941.0,72934.0,19.588119506835938,12.530403137207031,BS_manning003/E01267N3753E01646N3535-BS-M792_E01527N3715_D010_S337D70R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01527N3715_D010_S337D70R270_A004781_S062,3.2,17,8.3,3.0968415551824275e-09,3.684,-2.155,82941,19.588,15.2708,37.1526,37151527,1118.0,3.684,0.0,9.909892976583769e-09,1.8674136321195144e-05,2045.0,"36.857,15.042","(3.0, 99.0]",test,7.928
6931,1.0007669441410711,0.8126935395342254,0.0711971878686977,2.9604420331964274,149832.0,118881.0,25.19742774963379,18.86815452575684,BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S157D90R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S157D90R090_A006995_S075,1.63,16,8.3,4.842429147788306e-10,3.753,-3.754,150578,25.197,15.0245,37.3774,37371502,919.0,3.754,0.0,7.893159510894934e-10,1.8674136321195144e-05,919.0,"37.157,14.742","(1.0, 2.0]",test,8.0933
4819,0.9848130513206432,0.7485055293526649,0.1265172198329928,2.270337471425848,97314.0,73992.0,22.98087310791016,18.67551040649414,BS_manning003/E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S292D70R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S292D70R090_A006995_S075,2.68,11,7.5,2.9218238152953886e-09,2.609,-4.434,97369,22.981,15.2708,37.1526,37151527,1118.0,4.434,0.0,7.830487824991642e-09,1.8674136321195144e-05,2045.0,"36.857,15.042","(2.0, 3.0]",test,8.0933
12129,0.9727708409651336,0.3057835080055663,0.443263294224846,1.313903622803116,61079.0,22514.0,14.321227073669434,11.842144966125488,BS_manning003/E01267N3753E01646N3535-BS-M754_E01551N3692_D010_S112D50R270_A001972_S039,E01267N3753E01646N3535-BS-M754_E01551N3692_D010_S112D50R270_A001972_S039,1.51,22,8.6,2.4835767289764485e-08,2.369,-0.684,61079,14.321,15.5157,36.9278,36921551,1188.0,2.369,0.0,3.750200860754437e-08,1.8674136321195144e-05,1960.0,"36.857,15.342","(1.0, 2.0]",test,7.5435
10885,0.9398732927620974,0.4183628452709533,0.1939991921338495,1.3563261067998735,53177.0,74143.0,12.063304901123049,12.661666870117188,BS_4-8_manning003/E01267N3753E01646N3535-BS-M792_E01516N3647_D010_S022D30R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01516N3647_D010_S022D30R270_A004781_S062,2.95,14,7.3,3.7780417461969594e-09,2.86,-0.268,53177,12.063,15.1631,36.4781,36471516,142.0,2.86,0.0,1.114522315128103e-08,1.8674136321195144e-05,142.0,"36.257,15.042","(2.0, 3.0]",test,7.928
3203,0.9379431682735102,0.1490575536934584,0.5783358738663988,1.175017559747057,66691.0,34635.0,8.953198432922363,6.675067901611328,BS_manning003/E01267N3753E01646N3535-BS-M792_E01544N3647_D010_S157D50R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01544N3647_D010_S157D50R270_A004781_S062,0.96,18,8.3,4.0253291490294635e-09,3.741,-1.054,66691,8.953,15.4427,36.4781,36471544,310.0,3.741,0.0,3.864315983068285e-09,1.8674136321195144e-05,310.0,"36.257,15.342","(0.3, 1.0]",train,7.928
6567,0.933168221323648,0.5414850332089547,0.2916016053783102,1.5275225501658451,43236.0,41843.0,12.95595645904541,12.015931129455566,BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S157D70R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S157D70R090_A006995_S075,3.08,18,8.3,1.638540602567336e-09,2.601,-4.456,43236,12.956,15.0245,37.3774,37371502,919.0,4.456,0.0,5.0467050559073955e-09,1.8674136321195144e-05,919.0,"37.157,14.742","(3.0, 99.0]",test,8.0933
10132,0.9278947412469324,0.81392315303858,0.076662864893341,2.641352100556647,98467.0,95309.0,13.626280784606934,15.046855926513672,BS_4-8_manning003/E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S022D30R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S022D30R270_A006995_S075,3.38,16,8.0,1.506665639814829e-09,3.396,-0.381,99016,13.626,15.1631,36.4781,36471516,142.0,3.396,0.0,5.092529862574122e-09,1.8674136321195144e-05,142.0,"36.257,15.042","(3.0, 99.0]",test,8.0933
8538,0.9139307966607442,0.7883400953285449,0.0837329869646417,2.603928357673935,117213.0,91362.0,16.938640594482422,15.831257820129396,BS_manning003/E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S247D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S247D50R270_A006995_S075,1.79,12,6.9,7.869135560147041e-09,4.36,-1.391,117271,16.939,15.2708,37.1526,37151527,1118.0,4.36,0.0,1.4085752652663205e-08,1.8674136321195144e-05,2045.0,"36.857,15.042","(1.0, 2.0]",test,8.0933
6522,0.900771536643034,-1.8464244879810936,0.5932273775655019,0.5694588431852152,13568.0,44261.0,10.55275535583496,13.420058250427246,BS_manning003/E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S292D70R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S292D70R270_A006995_S075,3.02,11,9.6,2.2844098278155862e-09,4.434,-2.609,13568,10.553,15.2708,37.1526,37151527,1118.0,4.434,0.0,6.8989176800030705e-09,1.8674136321195144e-05,2045.0,"36.857,15.042","(3.0, 99.0]",test,8.0933
6008,0.8814426139110133,0.777987077825371,0.1006413514962368,2.4147060297884018,120956.0,83841.0,18.994110107421875,14.855986595153809,BS_manning003/E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S292D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S292D50R270_A006995_S075,2.3,18,8.3,3.878449138855732e-09,3.057,1.42,121157,18.994,14.7066,37.1526,37151470,237.0,3.057,0.0,8.920433019368183e-09,1.8674136321195144e-05,337.0,"36.857,14.442","(2.0, 3.0]",test,8.0933
11497,0.8738567561684982,0.0775469572645888,0.2839225480273941,1.0209413059999053,41235.0,82005.0,12.568377494812012,9.135896682739258,BS_4-8_manning003/E01267N3753E01646N3535-BS-M792_E01463N3670_D010_S067D30R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01463N3670_D010_S067D30R270_A004781_S062,1.31,14,7.7,1.1901270157598884e-09,2.873,-0.256,41235,12.568,14.6377,36.7029,36701463,31.0,2.873,0.0,1.5590663906454541e-09,1.8674136321195144e-05,31.0,"36.557,14.442","(1.0, 2.0]",test,7.928
4685,0.8733212716210338,0.7399030874216177,0.1232912354524576,2.188753984204869,97185.0,78973.0,14.240671157836914,15.148026466369627,BS_manning003/E01267N3753E01646N3535-BS-M792_E01467N3692_D010_S247D50R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01467N3692_D010_S247D50R270_A004781_S062,2.21,14,7.1,7.038655058756595e-09,3.689,-1.083,97185,14.241,14.672,36.9278,36921467,100.0,3.689,0.0,1.5555427679852076e-08,1.8674136321195144e-05,337.0,"36.857,14.442","(2.0, 3.0]",test,7.928
8432,0.8437380000304578,0.6793760125618329,0.1466564498719285,1.7611855390647535,64765.0,82003.0,18.59085273742676,14.132262229919434,BS_manning003/E01267N3753E01646N3535-BS-M809_E01463N3670_D010_S067D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01463N3670_D010_S067D50R270_A006995_S075,2.04,18,8.0,2.0087160279628568e-09,4.438,-1.327,64820,18.591,14.6377,36.7029,36701463,31.0,4.438,0.0,4.097780697044228e-09,1.8674136321195144e-05,31.0,"36.557,14.442","(2.0, 3.0]",test,8.0933
9258,0.8088027953964695,0.7246560177092182,0.1364908546129803,1.962665111338567,93873.0,66756.0,20.449403762817383,16.10500144958496,BS_manning003/E01267N3753E01646N3535-BS-M792_E01551N3692_D010_S112D70R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01551N3692_D010_S112D70R270_A004781_S062,2.06,10,8.0,1.5686464307292203e-09,3.69,-2.149,93873,20.449,15.5157,36.9278,36921551,1188.0,3.69,0.0,3.2314116473021933e-09,1.8674136321195144e-05,1960.0,"36.857,15.342","(2.0, 3.0]",test,7.928
4822,0.7955191371858235,0.8778880461584884,0.0406400789394648,3.3097697855895176,147769.0,149757.0,24.204986572265625,20.69298553466797,BS_manning003/E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S112D90R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S112D90R090_A006995_S075,2.89,13,7.7,7.845112484955533e-10,3.017,1.748,157792,24.205,15.2345,36.9278,36921523,927.0,3.017,0.0,2.2672375081521484e-09,1.8674136321195144e-05,2045.0,"36.857,15.042","(2.0, 3.0]",test,8.0933
3872,0.7813538894402302,0.8260816418920678,0.0698354639444613,2.518117330257011,113291.0,81359.0,22.173526763916016,19.60441780090332,BS_manning003/E01267N3753E01646N3535-BS-M809_E01491N3670_D010_S067D70R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01491N3670_D010_S067D70R090_A006995_S075,3.56,11,7.5,1.751862658837312e-09,1.641,0.884,113373,22.174,14.9182,36.7029,36701491,152.0,1.641,0.0,6.236631065460831e-09,1.8674136321195144e-05,152.0,"36.557,14.742","(3.0, 99.0]",test,8.0933
1673,0.7706443303319017,0.6666735724942083,0.1944426136107059,1.6803127868605,54566.0,46718.0,11.401061058044434,9.603413581848145,BS_manning003/E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S337D70R270_A003139_S050,E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S337D70R270_A003139_S050,2.51,16,8.6,5.521640073725941e-09,2.987,-1.74,54566,11.401,15.2708,37.1526,37151527,1118.0,2.987,0.0,1.3859316585052112e-08,1.8674136321195144e-05,2045.0,"36.857,15.042","(2.0, 3.0]",test,7.7453
3293,0.7678567510765654,0.6458214000384866,0.2007130888303399,1.681358388459422,78442.0,43992.0,13.112192153930664,11.866267204284668,BS_manning003/E01267N3753E01646N3535-BS-M774_E01498N3715_D010_S292D70R270_A003139_S050,E01267N3753E01646N3535-BS-M774_E01498N3715_D010_S292D70R270_A003139_S050,2.32,14,8.0,1.3818358403537822e-08,3.002,-1.728,78442,13.112,14.9887,37.1526,37151498,656.0,3.002,0.0,3.2058591496207744e-08,1.8674136321195144e-05,990.0,"36.857,14.742","(2.0, 3.0]",test,7.7453
2756,0.7506023538726346,-0.1059446197867213,0.8991216897563046,0.8990812381215043,45578.0,7237.0,4.69352388381958,3.593782424926758,BS_manning003/E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S202D70R270_A003139_S050,E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S202D70R270_A003139_S050,1.47,16,8.0,5.114813570755835e-09,2.984,-1.739,45578,4.694,15.2708,37.1526,37151527,1118.0,2.984,0.0,7.518775949011077e-09,1.8674136321195144e-05,2045.0,"36.857,15.042","(1.0, 2.0]",test,7.7453
11100,0.7430763059582215,0.8642231138905923,0.0523006040111045,2.963033648975025,144230.0,127586.0,22.53990173339844,16.798965454101562,BS_4-8_manning003/E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S112D90R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S112D90R090_A006995_S075,3.52,14,8.3,2.0082388516605715e-10,3.629,2.166,144892,22.54,14.7066,37.1526,37151470,237.0,3.629,0.0,7.069000757845212e-10,1.8674136321195144e-05,337.0,"36.857,14.442","(3.0, 99.0]",test,8.0933
1459,0.7288264281355227,0.713505022707686,0.1330358616079885,1.7952878668150378,65774.0,81888.0,11.668376922607422,13.361992835998535,BS_manning003/E01267N3753E01646N3535-BS-M792_E01527N3715_D010_S292D50R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01527N3715_D010_S292D50R270_A004781_S062,2.92,10,10.4,1.017503347208106e-08,3.616,-1.141,65774,11.668,15.2708,37.1526,37151527,1118.0,3.616,0.0,2.9711097738476697e-08,1.8674136321195144e-05,2045.0,"36.857,15.042","(2.0, 3.0]",test,7.928
13134,0.7265877142951159,0.7225040727850023,0.1434056263887806,1.8634962292586663,86188.0,50485.0,16.081594467163086,14.689732551574709,BS_4-8_manning003/E01267N3753E01646N3535-BS-M792_E01551N3692_D010_S112D90R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01551N3692_D010_S112D90R090_A004781_S062,2.41,14,8.3,4.451387175185108e-10,3.106,-3.107,86188,16.082,15.5157,36.9278,36921551,1188.0,3.107,0.0,1.072784309219611e-09,1.8674136321195144e-05,1960.0,"36.857,15.342","(2.0, 3.0]",test,7.928
9185,0.7175379774646063,-0.0173492808571866,0.8555350850786998,0.8825828465533984,34548.0,6911.0,8.20755672454834,5.000004291534424,BS_manning003/E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S337D50R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S337D50R090_A006995_S075,4.16,17,8.3,1.5677305036645175e-09,1.295,-4.47,34548,8.208,15.7223,36.4781,36471572,380.0,4.47,0.0,6.521758895244393e-09,1.8674136321195144e-05,380.0,"36.257,15.642","(3.0, 99.0]",test,8.0933
3025,0.7111269725941153,0.782135030350621,0.1140249633886947,2.0233661483424785,90183.0,64511.0,22.89535903930664,17.86142921447754,BS_manning003/E01267N3753E01646N3535-BS-M809_E01498N3715_D010_S112D90R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01498N3715_D010_S112D90R270_A006995_S075,3.58,11,8.0,2.52106167565456e-09,3.768,-3.758,90183,22.895,14.9887,37.1526,37151498,656.0,3.768,0.0,9.025400798843324e-09,1.8674136321195144e-05,990.0,"36.857,14.742","(3.0, 99.0]",train,8.0933
10147,0.7019837740691363,0.6939870415087368,0.12332776903677,1.6499809703125337,62942.0,74697.0,11.433961868286133,11.001327514648438,BS_4-8_manning003/E01267N3753E01646N3535-BS-M774_E01519N3670_D010_S022D50R270_A003139_S050,E01267N3753E01646N3535-BS-M774_E01519N3670_D010_S022D50R270_A003139_S050,2.32,18,7.3,1.0017012845677815e-08,2.992,-0.881,62942,11.434,15.1986,36.7029,36701519,388.0,2.992,0.0,2.3239469801972533e-08,1.8674136321195144e-05,388.0,"36.557,15.042","(2.0, 3.0]",test,7.7453
