lat,lon,intensity
37.3253,15.07281,3
37.3253,15.07292,3
37.3253,15.07304,3
37.3253,15.07315,3
37.3253,15.07326,3
37.3253,15.07338,3
37.3253,15.07349,3
37.3253,15.07361,3
37.3253,15.07372,3
37.3253,15.07383,3
37.3253,15.07395,3
37.3253,15.07406,3
37.3253,15.07417,3
37.3253,15.07429,3
37.3253,15.0744,3
37.3253,15.07451,3
37.3253,15.07463,3
37.3253,15.07474,3
37.3253,15.07486,3
37.3253,15.07497,3
37.3253,15.07508,3
37.3253,15.0752,3
37.3253,15.07531,3
37.3253,15.07542,3
37.3253,15.07554,3
37.3253,15.07565,3
37.3253,15.07577,3
37.3253,15.07588,3
37.3253,15.07599,3
37.3253,15.07611,3
37.3253,15.07622,3
37.3253,15.07633,3
37.3253,15.07645,3
37.3253,15.07656,3
37.3253,15.07668,3
37.3253,15.07679,3
37.3253,15.0769,3
37.3253,15.07702,3
37.3253,15.07713,3
37.3253,15.07724,3
37.3253,15.07736,3
37.3253,15.07747,3
37.3253,15.07758,3
37.3253,15.0777,3
37.3253,15.07781,3
37.3253,15.07793,3
37.3253,15.07804,3
37.3253,15.07815,3
37.3253,15.07827,3
37.3253,15.07838,3
37.3253,15.07849,3
37.3253,15.07861,3
37.3253,15.07872,3
37.3253,15.07884,3
37.3253,15.07895,3
37.3253,15.07906,3
37.3253,15.07918,3
37.3253,15.07929,3
37.3253,15.0794,3
37.3253,15.07952,3
37.3253,15.07963,3
37.3253,15.07975,3
37.3253,15.07986,3
37.3253,15.07997,3
37.3253,15.08009,3
37.3253,15.0802,3
37.3253,15.08031,3
37.3253,15.08043,3
37.3253,15.08054,3
37.3253,15.08065,3
37.3253,15.08077,3
37.3253,15.08088,3
37.3253,15.081,3
37.3253,15.08111,3
37.3253,15.08122,3
37.3253,15.08134,3
37.3253,15.08145,3
37.3253,15.08156,3
37.3253,15.08168,3
37.3253,15.08179,3
37.3253,15.08191,3
37.3253,15.08202,3
37.3253,15.08213,3
37.3253,15.08225,3
37.3253,15.08236,3
37.3253,15.08247,3
37.3253,15.08259,3
37.3253,15.0827,3
37.3253,15.08282,3
37.3253,15.08293,3
37.3253,15.08304,3
37.3253,15.08316,3
37.3253,15.08327,3
37.3253,15.08338,3
37.3253,15.0835,3
37.3253,15.08361,3
37.3253,15.08372,3
37.3253,15.08384,3
37.3253,15.08395,3
37.3253,15.08407,3
37.3253,15.08418,3
37.3253,15.08429,3
37.3253,15.08441,3
37.3253,15.08452,3
37.3253,15.08463,3
37.3253,15.08475,3
37.3253,15.08486,3
37.3253,15.08498,3
37.3253,15.08509,3
37.3253,15.0852,3
37.3253,15.08532,3
37.3253,15.08543,3
37.3253,15.08554,3
37.3253,15.08566,3
37.3253,15.08577,3
37.3253,15.08589,3
37.3253,15.086,3
37.3253,15.08611,3
37.3253,15.08623,3
37.3253,15.08634,3
37.3253,15.08645,3
37.3253,15.08657,3
37.3253,15.08668,3
37.3253,15.08679,3
37.3253,15.08691,3
37.3253,15.08702,3
37.3253,15.08714,3
37.3253,15.08725,3
37.3253,15.08736,3
37.3253,15.08748,3
37.3253,15.08759,3
37.3253,15.0877,3
37.3253,15.08782,3
37.3253,15.08793,3
37.3253,15.08805,3
37.3253,15.08816,3
37.3253,15.08827,3
37.3253,15.08839,3
37.3253,15.0885,3
37.3253,15.08861,3
37.3253,15.08873,3
37.3253,15.08884,3
37.3253,15.08896,3
37.3253,15.08907,3
37.3253,15.08918,3
37.3253,15.0893,3
37.3253,15.08941,3
37.3253,15.08952,3
37.3253,15.08964,3
37.3253,15.08975,3
37.3253,15.08986,3
37.3253,15.08998,3
37.3253,15.09009,3
37.3253,15.09021,3
37.3253,15.09032,3
37.3253,15.09043,3
37.3253,15.09055,3
37.3253,15.09066,3
37.3253,15.09077,3
37.3253,15.09089,3
37.3253,15.091,3
37.3253,15.09112,3
37.3253,15.09123,3
37.3253,15.09134,3
37.3253,15.09146,3
37.3253,15.09157,3
37.3253,15.09168,3
37.3253,15.0918,3
37.3253,15.09191,3
37.3253,15.09203,3
37.3253,15.09214,3
37.3253,15.09225,3
37.3253,15.09237,3
37.3253,15.09248,3
37.3253,15.09259,3
37.3253,15.09271,3
37.3253,15.09282,3
37.3253,15.09294,3
37.3253,15.09305,3
37.3253,15.09316,3
37.3253,15.09328,3
37.3253,15.09339,3
37.3253,15.0935,3
37.3253,15.09362,3
37.3253,15.09373,3
37.3253,15.09384,3
37.3253,15.09396,3
37.3253,15.09407,3
37.3253,15.09419,3
37.3253,15.0943,3
37.3253,15.09441,3
37.3253,15.09453,3
37.3253,15.09464,3
37.3253,15.09475,3
37.3253,15.09487,3
37.3253,15.09498,3
37.3253,15.0951,3
37.3253,15.09521,3
37.3253,15.09532,3
37.3253,15.09544,3
37.3253,15.09555,3
37.3253,15.09566,3
37.3253,15.09578,3
37.3253,15.09589,3
37.3253,15.09601,3
37.3253,15.09612,3
37.3253,15.09623,3
37.3253,15.09635,3
37.3253,15.09646,3
37.3253,15.09657,3
37.3253,15.09669,3
37.32539,15.0487,3
37.32539,15.04882,3
37.32539,15.04893,3
37.32539,15.04904,3
37.32539,15.04916,3
37.32539,15.04927,3
37.32539,15.04939,3
37.32539,15.0495,3
37.32539,15.04961,3
37.32539,15.04973,3
37.32539,15.04984,3
37.32539,15.04995,3
37.32539,15.05007,3
37.32539,15.05018,3
37.32539,15.0503,3
37.32539,15.05041,3
37.32539,15.05052,3
37.32539,15.05064,3
37.32539,15.05075,3
37.32539,15.05086,3
37.32539,15.05098,3
37.32539,15.05109,3
37.32539,15.05121,3
37.32539,15.05132,3
37.32539,15.05143,3
37.32539,15.05155,3
37.32539,15.05166,3
37.32539,15.05177,3
37.32539,15.05189,3
37.32539,15.052,3
37.32539,15.05212,3
37.32539,15.05223,3
37.32539,15.05234,3
37.32539,15.05246,3
37.32539,15.05257,3
37.32539,15.05268,3
37.32539,15.0528,3
37.32539,15.05291,3
37.32539,15.05302,3
37.32539,15.05314,3
37.32539,15.05325,3
37.32539,15.05337,3
37.32539,15.05348,3
37.32539,15.05359,3
37.32539,15.05371,3
37.32539,15.05382,3
37.32539,15.05393,3
37.32539,15.05405,3
37.32539,15.05416,3
37.32539,15.05428,3
37.32539,15.05439,3
37.32539,15.0545,3
37.32539,15.05462,3
37.32539,15.05473,3
37.32539,15.05484,3
37.32539,15.05496,3
37.32539,15.05507,3
37.32539,15.05519,3
37.32539,15.0553,3
37.32539,15.05541,3
37.32539,15.05553,3
37.32539,15.05564,3
37.32539,15.05575,3
37.32539,15.05587,3
37.32539,15.05598,3
37.32539,15.05609,3
37.32539,15.05621,3
37.32539,15.05632,3
37.32539,15.05644,3
37.32539,15.05655,3
37.32539,15.05666,3
37.32539,15.05678,3
37.32539,15.05689,3
37.32539,15.057,3
37.32539,15.05712,3
37.32539,15.05723,3
37.32539,15.05735,3
37.32539,15.05746,3
37.32539,15.05757,3
37.32539,15.05769,3
37.32539,15.0578,3
37.32539,15.05791,3
37.32539,15.05803,3
37.32539,15.05814,3
37.32539,15.05826,3
37.32539,15.05837,3
37.32539,15.05848,3
37.32539,15.0586,3
37.32539,15.05871,3
37.32539,15.05882,3
37.32539,15.05894,3
37.32539,15.05905,3
37.32539,15.05916,3
37.32539,15.05928,3
37.32539,15.05939,3
37.32539,15.05951,3
37.32539,15.05962,3
37.32539,15.05973,3
37.32539,15.05985,3
37.32539,15.05996,3
37.32539,15.06007,3
37.32539,15.06019,3
37.32539,15.0603,3
37.32539,15.06042,3
37.32539,15.06053,3
37.32539,15.06064,3
37.32539,15.06076,3
37.32539,15.06087,3
37.32539,15.06098,3
37.32539,15.0611,3
37.32539,15.06121,3
37.32539,15.06133,3
37.32539,15.06144,3
37.32539,15.06155,3
37.32539,15.06167,3
37.32539,15.06178,3
37.32539,15.06189,3
37.32539,15.06201,3
37.32539,15.06212,3
37.32539,15.06223,3
37.32539,15.06235,3
37.32539,15.06246,3
37.32539,15.06258,3
37.32539,15.06269,3
37.32539,15.0628,3
37.32539,15.06292,3
37.32539,15.06303,3
37.32539,15.06314,3
37.32539,15.06326,3
37.32539,15.06337,3
37.32539,15.06349,3
37.32539,15.0636,3
37.32539,15.06371,3
37.32539,15.06383,3
37.32539,15.06394,3
37.32539,15.06405,3
37.32539,15.06417,3
37.32539,15.06428,3
37.32539,15.0644,3
37.32539,15.06451,3
37.32539,15.06462,3
37.32539,15.06474,3
37.32539,15.06485,3
37.32539,15.06496,3
37.32539,15.06508,3
37.32539,15.06519,3
37.32539,15.0653,3
37.32539,15.06542,3
37.32539,15.06553,3
37.32539,15.06565,3
37.32539,15.06576,3
37.32539,15.06587,3
37.32539,15.06599,3
37.32539,15.0661,3
37.32539,15.06621,3
37.32539,15.06633,3
37.32539,15.06644,3
37.32539,15.06656,3
37.32539,15.06667,3
37.32539,15.06678,3
37.32539,15.0669,3
37.32539,15.06701,3
37.32539,15.06712,3
37.32539,15.06724,3
37.32539,15.06735,3
37.32539,15.06747,3
37.32539,15.06758,3
37.32539,15.06769,3
37.32539,15.06781,3
37.32539,15.06792,3
37.32539,15.06803,3
37.32539,15.06815,3
37.32539,15.06826,3
37.32539,15.06837,3
37.32539,15.06849,3
37.32539,15.0686,3
37.32539,15.06872,3
37.32539,15.06883,3
37.32539,15.06894,3
37.32539,15.06906,3
37.32539,15.06917,3
37.32539,15.06928,3
37.32539,15.0694,3
37.32539,15.06951,3
37.32539,15.06963,3
37.32539,15.06974,3
37.32539,15.06985,3
37.32539,15.06997,3
37.32539,15.07008,3
37.32539,15.07019,3
37.32539,15.07031,3
37.32539,15.07042,3
37.32539,15.07054,3
37.32539,15.07065,3
37.32539,15.07076,3
37.32539,15.07088,3
37.32539,15.07099,3
37.32539,15.0711,3
37.32539,15.07122,3
37.32539,15.07133,3
37.32539,15.07144,3
37.32539,15.07156,3
37.32539,15.07167,3
37.32539,15.07179,3
37.32539,15.0719,3
37.32539,15.07201,3
37.32539,15.07213,3
37.32539,15.07224,3
37.32539,15.07235,3
37.32539,15.07247,3
37.32539,15.07258,3
37.32539,15.0727,3
37.32539,15.07281,3
37.32539,15.07292,3
37.32539,15.07304,3
37.32539,15.07315,3
37.32539,15.07326,3
37.32539,15.07338,3
37.32539,15.07349,3
37.32539,15.07361,3
37.32539,15.07372,3
37.32539,15.07383,3
37.32539,15.07395,3
37.32539,15.07406,3
37.32539,15.07417,3
37.32539,15.07429,3
37.32539,15.0744,3
37.32539,15.07451,3
37.32539,15.07463,3
37.32539,15.07474,3
37.32539,15.07486,3
37.32539,15.07497,3
37.32539,15.07508,3
37.32539,15.0752,3
37.32539,15.07531,3
37.32539,15.07542,3
37.32539,15.07554,3
37.32539,15.07565,3
37.32539,15.07577,3
37.32539,15.07588,3
37.32539,15.07599,3
37.32539,15.07611,3
37.32539,15.07622,3
37.32539,15.07633,3
37.32539,15.07645,3
37.32539,15.07656,3
37.32539,15.07668,3
37.32539,15.07679,3
37.32539,15.0769,3
37.32539,15.07702,3
37.32539,15.07713,3
37.32539,15.07724,3
37.32539,15.07736,3
37.32539,15.07747,3
37.32539,15.07758,3
37.32539,15.0777,3
37.32539,15.07781,3
37.32539,15.07793,3
37.32539,15.07804,3
37.32539,15.07815,3
37.32539,15.07827,3
37.32539,15.07838,3
37.32539,15.07849,3
37.32539,15.07861,3
37.32539,15.07872,3
37.32539,15.07884,3
37.32539,15.07895,3
37.32539,15.07906,3
37.32539,15.07918,3
37.32539,15.07929,3
37.32539,15.0794,3
37.32539,15.07952,3
37.32539,15.07963,3
37.32539,15.07975,3
37.32539,15.07986,3
37.32539,15.07997,3
37.32539,15.08009,3
37.32539,15.0802,3
37.32539,15.08031,3
37.32539,15.08043,3
37.32539,15.08054,3
37.32539,15.08065,3
37.32539,15.08077,3
37.32539,15.08088,3
37.32539,15.081,3
37.32539,15.08111,3
37.32539,15.08122,3
37.32539,15.08134,3
37.32539,15.08145,3
37.32539,15.08156,3
37.32539,15.08168,3
37.32539,15.08179,3
37.32539,15.08191,3
37.32539,15.08202,3
37.32539,15.08213,3
37.32539,15.08225,3
37.32539,15.08236,3
37.32539,15.08247,3
37.32539,15.08259,3
37.32539,15.0827,3
37.32539,15.08282,3
37.32539,15.08293,3
37.32539,15.08304,3
37.32539,15.08316,3
37.32539,15.08327,3
37.32539,15.08338,3
37.32539,15.0835,3
37.32539,15.08361,3
37.32539,15.08372,3
37.32539,15.08384,3
37.32539,15.08395,3
37.32539,15.08407,3
37.32539,15.08418,3
37.32539,15.08429,3
37.32539,15.08441,3
37.32539,15.08452,3
37.32539,15.08463,3
37.32539,15.08475,3
37.32539,15.08486,3
37.32539,15.08498,3
37.32539,15.08509,3
37.32539,15.0852,3
37.32539,15.08532,3
37.32539,15.08543,3
37.32539,15.08554,3
37.32539,15.08566,3
37.32539,15.08577,3
37.32539,15.08589,3
37.32539,15.086,3
37.32539,15.08611,3
37.32539,15.08623,3
37.32539,15.08634,3
37.32539,15.08645,3
37.32539,15.08657,3
37.32539,15.08668,3
37.32539,15.08679,3
37.32539,15.08691,3
37.32539,15.08702,3
37.32539,15.08714,3
37.32539,15.08725,3
37.32539,15.08736,3
37.32539,15.08748,3
37.32539,15.08759,3
37.32539,15.0877,3
37.32539,15.08782,3
37.32539,15.08793,3
37.32539,15.08805,3
37.32539,15.08816,3
37.32539,15.08827,3
37.32539,15.08839,3
37.32539,15.0885,3
37.32539,15.08861,3
37.32539,15.08873,3
37.32539,15.08884,3
37.32539,15.08896,3
37.32539,15.08907,3
37.32539,15.08918,3
37.32539,15.0893,3
37.32539,15.08941,3
37.32539,15.08952,3
37.32539,15.08964,3
37.32539,15.08975,3
37.32539,15.08986,3
37.32539,15.08998,3
37.32539,15.09009,3
37.32539,15.09021,3
37.32539,15.09032,3
37.32539,15.09043,3
37.32539,15.09055,3
37.32539,15.09066,3
37.32539,15.09077,3
37.32539,15.09089,3
37.32539,15.091,3
37.32539,15.09112,3
37.32539,15.09123,3
37.32539,15.09134,3
37.32539,15.09146,3
37.32539,15.09157,3
37.32539,15.09168,3
37.32539,15.0918,3
37.32539,15.09191,3
37.32539,15.09203,3
37.32539,15.09214,3
37.32539,15.09225,3
37.32539,15.09237,3
37.32539,15.09248,3
37.32539,15.09259,3
37.32539,15.09271,3
37.32539,15.09282,3
37.32539,15.09294,3
37.32539,15.09305,3
37.32539,15.09316,3
37.32539,15.09328,3
37.32539,15.09339,3
37.32539,15.0935,3
37.32539,15.09362,3
37.32539,15.09373,3
37.32539,15.09384,3
37.32539,15.09396,3
37.32539,15.09407,3
37.32539,15.09419,3
37.32539,15.0943,3
37.32539,15.09441,3
37.32539,15.09453,3
37.32539,15.09464,3
37.32539,15.09475,3
37.32539,15.09487,3
37.32539,15.09498,3
37.32539,15.0951,3
37.32539,15.09521,3
37.32539,15.09532,3
37.32539,15.09544,3
37.32539,15.09555,3
37.32539,15.09566,3
37.32539,15.09578,3
37.32539,15.09589,3
37.32539,15.09601,3
37.32539,15.09612,3
37.32539,15.09623,3
37.32539,15.09635,3
37.32539,15.09646,3
37.32539,15.09657,3
37.32539,15.09669,3
37.32548,15.0487,3
37.32548,15.04882,3
37.32548,15.04893,3
37.32548,15.04904,3
37.32548,15.04916,3
37.32548,15.04927,3
37.32548,15.04939,3
37.32548,15.0495,3
37.32548,15.04961,3
37.32548,15.04973,3
37.32548,15.04984,3
37.32548,15.04995,3
37.32548,15.05007,3
37.32548,15.05018,3
37.32548,15.0503,3
37.32548,15.05041,3
37.32548,15.05052,3
37.32548,15.05064,3
37.32548,15.05075,3
37.32548,15.05086,3
37.32548,15.05098,3
37.32548,15.05109,3
37.32548,15.05121,3
37.32548,15.05132,3
37.32548,15.05143,3
37.32548,15.05155,3
37.32548,15.05166,3
37.32548,15.05177,3
37.32548,15.05189,3
37.32548,15.052,3
37.32548,15.05212,3
37.32548,15.05223,3
37.32548,15.05234,3
37.32548,15.05246,3
37.32548,15.05257,3
37.32548,15.05268,3
37.32548,15.0528,3
37.32548,15.05291,3
37.32548,15.05302,3
37.32548,15.05314,3
37.32548,15.05325,3
37.32548,15.05337,3
37.32548,15.05348,3
37.32548,15.05359,3
37.32548,15.05371,3
37.32548,15.05382,3
37.32548,15.05393,3
37.32548,15.05405,3
37.32548,15.05416,3
37.32548,15.05428,3
37.32548,15.05439,3
37.32548,15.0545,3
37.32548,15.05462,3
37.32548,15.05473,3
37.32548,15.05484,3
37.32548,15.05496,3
37.32548,15.05507,3
37.32548,15.05519,3
37.32548,15.0553,3
37.32548,15.05541,3
37.32548,15.05553,3
37.32548,15.05564,3
37.32548,15.05575,3
37.32548,15.05587,3
37.32548,15.05598,3
37.32548,15.05609,3
37.32548,15.05621,3
37.32548,15.05632,3
37.32548,15.05644,3
37.32548,15.05655,3
37.32548,15.05666,3
37.32548,15.05678,3
37.32548,15.05689,3
37.32548,15.057,3
37.32548,15.05712,3
37.32548,15.05723,3
37.32548,15.05735,3
37.32548,15.05746,3
37.32548,15.05757,3
37.32548,15.05769,3
37.32548,15.0578,3
37.32548,15.05791,3
37.32548,15.05803,3
37.32548,15.05814,3
37.32548,15.05826,3
37.32548,15.05837,3
37.32548,15.05848,3
37.32548,15.0586,3
37.32548,15.05871,3
37.32548,15.05882,3
37.32548,15.05894,3
37.32548,15.05905,3
37.32548,15.05916,3
37.32548,15.05928,3
37.32548,15.05939,3
37.32548,15.05951,3
37.32548,15.05962,3
37.32548,15.05973,3
37.32548,15.05985,3
37.32548,15.05996,3
37.32548,15.06007,3
37.32548,15.06019,3
37.32548,15.0603,3
37.32548,15.06042,3
37.32548,15.06053,3
37.32548,15.06064,3
37.32548,15.06076,3
37.32548,15.06087,3
37.32548,15.06098,3
37.32548,15.0611,3
37.32548,15.06121,3
37.32548,15.06133,3
37.32548,15.06144,3
37.32548,15.06155,3
37.32548,15.06167,3
37.32548,15.06178,3
37.32548,15.06189,3
37.32548,15.06201,3
37.32548,15.06212,3
37.32548,15.06223,3
37.32548,15.06235,3
37.32548,15.06246,3
37.32548,15.06258,3
37.32548,15.06269,3
37.32548,15.0628,3
37.32548,15.06292,3
37.32548,15.06303,3
37.32548,15.06314,3
37.32548,15.06326,3
37.32548,15.06337,3
37.32548,15.06349,3
37.32548,15.0636,3
37.32548,15.06371,3
37.32548,15.06383,3
37.32548,15.06394,3
37.32548,15.06405,3
37.32548,15.06417,3
37.32548,15.06428,3
37.32548,15.0644,3
37.32548,15.06451,3
37.32548,15.06462,3
37.32548,15.06474,3
37.32548,15.06485,3
37.32548,15.06496,3
37.32548,15.06508,3
37.32548,15.06519,3
37.32548,15.0653,3
37.32548,15.06542,3
37.32548,15.06553,3
37.32548,15.06565,3
37.32548,15.06576,3
37.32548,15.06587,3
37.32548,15.06599,3
37.32548,15.0661,3
37.32548,15.06621,3
37.32548,15.06633,3
37.32548,15.06644,3
37.32548,15.06656,3
37.32548,15.06667,3
37.32548,15.06678,3
37.32548,15.0669,3
37.32548,15.06701,3
37.32548,15.06712,3
37.32548,15.06724,3
37.32548,15.06735,3
37.32548,15.06747,3
37.32548,15.06758,3
37.32548,15.06769,3
37.32548,15.06781,3
37.32548,15.06792,3
37.32548,15.06803,3
37.32548,15.06815,3
37.32548,15.06826,3
37.32548,15.06837,3
37.32548,15.06849,3
37.32548,15.0686,3
37.32548,15.06872,3
37.32548,15.06883,3
37.32548,15.06894,3
37.32548,15.06906,3
37.32548,15.06917,3
37.32548,15.06928,3
37.32548,15.0694,3
37.32548,15.06951,3
37.32548,15.06963,3
37.32548,15.06974,3
37.32548,15.06985,3
37.32548,15.06997,3
37.32548,15.07008,3
37.32548,15.07019,3
37.32548,15.07031,3
37.32548,15.07042,3
37.32548,15.07054,3
37.32548,15.07065,3
37.32548,15.07076,3
37.32548,15.07088,3
37.32548,15.07099,3
37.32548,15.0711,3
37.32548,15.07122,3
37.32548,15.07133,3
37.32548,15.07144,3
37.32548,15.07156,3
37.32548,15.07167,3
37.32548,15.07179,3
37.32548,15.0719,3
37.32548,15.07201,3
37.32548,15.07213,3
37.32548,15.07224,3
37.32548,15.07235,3
37.32548,15.07247,3
37.32548,15.07258,3
37.32548,15.0727,3
37.32548,15.07281,3
37.32548,15.07292,3
37.32548,15.07304,3
37.32548,15.07315,3
37.32548,15.07326,3
37.32548,15.07338,3
37.32548,15.07349,3
37.32548,15.07361,3
37.32548,15.07372,3
37.32548,15.07383,3
37.32548,15.07395,3
37.32548,15.07406,3
37.32548,15.07417,3
37.32548,15.07429,3
37.32548,15.0744,3
37.32548,15.07451,3
37.32548,15.07463,3
37.32548,15.07474,3
37.32548,15.07486,3
37.32548,15.07497,3
37.32548,15.07508,3
37.32548,15.0752,3
37.32548,15.07531,3
37.32548,15.07542,3
37.32548,15.07554,3
37.32548,15.07565,3
37.32548,15.07577,3
37.32548,15.07588,3
37.32548,15.07599,3
37.32548,15.07611,3
37.32548,15.07622,3
37.32548,15.07633,3
37.32548,15.07645,3
37.32548,15.07656,3
37.32548,15.07668,3
37.32548,15.07679,3
37.32548,15.0769,3
37.32548,15.07702,3
37.32548,15.07713,3
37.32548,15.07724,3
37.32548,15.07736,3
37.32548,15.07747,3
37.32548,15.07758,3
37.32548,15.0777,3
37.32548,15.07781,3
37.32548,15.07793,3
37.32548,15.07804,3
37.32548,15.07815,3
37.32548,15.07827,3
37.32548,15.07838,3
37.32548,15.07849,3
37.32548,15.07861,3
37.32548,15.07872,3
37.32548,15.07884,3
37.32548,15.07895,3
37.32548,15.07906,3
37.32548,15.07918,3
37.32548,15.07929,3
37.32548,15.0794,3
37.32548,15.07952,3
37.32548,15.07963,3
37.32548,15.07975,3
37.32548,15.07986,3
37.32548,15.07997,3
37.32548,15.08009,3
37.32548,15.0802,3
37.32548,15.08031,3
37.32548,15.08043,3
37.32548,15.08054,3
37.32548,15.08065,3
37.32548,15.08077,3
37.32548,15.08088,3
37.32548,15.081,3
37.32548,15.08111,3
37.32548,15.08122,3
37.32548,15.08134,3
37.32548,15.08145,3
37.32548,15.08156,3
37.32548,15.08168,3
37.32548,15.08179,3
37.32548,15.08191,3
37.32548,15.08202,3
37.32548,15.08213,3
37.32548,15.08225,3
37.32548,15.08236,3
37.32548,15.08247,3
37.32548,15.08259,3
37.32548,15.0827,3
37.32548,15.08282,3
37.32548,15.08293,3
37.32548,15.08304,3
37.32548,15.08316,3
37.32548,15.08327,3
37.32548,15.08338,3
37.32548,15.0835,3
37.32548,15.08361,3
37.32548,15.08372,3
37.32548,15.08384,3
37.32548,15.08395,3
37.32548,15.08407,3
37.32548,15.08418,3
37.32548,15.08429,3
37.32548,15.08441,3
37.32548,15.08452,3
37.32548,15.08463,3
37.32548,15.08475,3
37.32548,15.08486,3
37.32548,15.08498,3
37.32548,15.08509,3
37.32548,15.0852,3
37.32548,15.08532,3
37.32548,15.08543,3
37.32548,15.08554,3
37.32548,15.08566,3
37.32548,15.08577,3
37.32548,15.08589,3
37.32548,15.086,3
37.32548,15.08611,3
37.32548,15.08623,3
37.32548,15.08634,3
37.32548,15.08645,3
37.32548,15.08657,3
37.32548,15.08668,3
37.32548,15.08679,3
37.32548,15.08691,3
37.32548,15.08702,3
37.32548,15.08714,3
37.32548,15.08725,3
37.32548,15.08736,3
37.32548,15.08748,3
37.32548,15.08759,3
37.32548,15.0877,3
37.32548,15.08782,3
37.32548,15.08793,3
37.32548,15.08805,3
37.32548,15.08816,3
37.32548,15.08827,3
37.32548,15.08839,3
37.32548,15.0885,3
37.32548,15.08861,3
37.32548,15.08873,3
37.32548,15.08884,3
37.32548,15.08896,3
37.32548,15.08907,3
37.32548,15.08918,3
37.32548,15.0893,3
37.32548,15.08941,3
37.32548,15.08952,3
37.32548,15.08964,3
37.32548,15.08975,3
37.32548,15.08986,3
37.32548,15.08998,3
37.32548,15.09009,3
37.32548,15.09021,3
37.32548,15.09032,3
37.32548,15.09043,3
37.32548,15.09055,3
37.32548,15.09066,3
37.32548,15.09077,3
37.32548,15.09089,3
37.32548,15.091,3
37.32548,15.09112,3
37.32548,15.09123,3
37.32548,15.09134,3
37.32548,15.09146,3
37.32548,15.09157,3
37.32548,15.09168,3
37.32548,15.0918,3
37.32548,15.09191,3
37.32548,15.09203,3
37.32548,15.09214,3
37.32548,15.09225,3
37.32548,15.09237,3
37.32548,15.09248,3
37.32548,15.09259,3
37.32548,15.09271,3
37.32548,15.09282,3
37.32548,15.09294,3
37.32548,15.09305,3
37.32548,15.09316,3
37.32548,15.09328,3
37.32548,15.09339,3
37.32548,15.0935,3
37.32548,15.09362,3
37.32548,15.09373,3
37.32548,15.09384,3
37.32548,15.09396,3
37.32548,15.09407,3
37.32548,15.09419,3
37.32548,15.0943,3
37.32548,15.09441,3
37.32548,15.09453,3
37.32548,15.09464,3
37.32548,15.09475,3
37.32548,15.09487,3
37.32548,15.09498,3
37.32548,15.0951,3
37.32548,15.09521,3
37.32548,15.09532,3
37.32548,15.09544,3
37.32548,15.09555,3
37.32548,15.09566,3
37.32548,15.09578,3
37.32548,15.09589,3
37.32548,15.09601,3
37.32548,15.09612,3
37.32548,15.09623,3
37.32548,15.09635,3
37.32548,15.09646,3
37.32548,15.09657,3
37.32548,15.09669,3
37.32557,15.04882,3
37.32557,15.04893,3
37.32557,15.04904,3
37.32557,15.04916,3
37.32557,15.04927,3
37.32557,15.04939,3
37.32557,15.0495,3
37.32557,15.04961,3
37.32557,15.04973,3
37.32557,15.04984,3
37.32557,15.04995,3
37.32557,15.05007,3
37.32557,15.05018,3
37.32557,15.0503,3
37.32557,15.05041,3
37.32557,15.05052,3
37.32557,15.05064,3
37.32557,15.05075,3
37.32557,15.05086,3
37.32557,15.05098,3
37.32557,15.05109,3
37.32557,15.05121,3
37.32557,15.05132,3
37.32557,15.05143,3
37.32557,15.05155,3
37.32557,15.05166,3
37.32557,15.05177,3
37.32557,15.05189,3
37.32557,15.052,3
37.32557,15.05212,3
37.32557,15.05223,3
37.32557,15.05234,3
37.32557,15.05246,3
37.32557,15.05257,3
37.32557,15.05268,3
37.32557,15.0528,3
37.32557,15.05291,3
37.32557,15.05302,3
37.32557,15.05314,3
37.32557,15.05325,3
37.32557,15.05337,3
37.32557,15.05348,3
37.32557,15.05359,3
37.32557,15.05371,3
37.32557,15.05382,3
37.32557,15.05393,3
37.32557,15.05405,3
37.32557,15.05416,3
37.32557,15.05428,3
37.32557,15.05439,3
37.32557,15.0545,3
37.32557,15.05462,3
37.32557,15.05473,3
37.32557,15.05484,3
37.32557,15.05496,3
37.32557,15.05507,3
37.32557,15.05519,3
37.32557,15.0553,3
37.32557,15.05541,3
37.32557,15.05553,3
37.32557,15.05564,3
37.32557,15.05575,3
37.32557,15.05587,3
37.32557,15.05598,3
37.32557,15.05609,3
37.32557,15.05621,3
37.32557,15.05632,3
37.32557,15.05644,3
37.32557,15.05655,3
37.32557,15.05666,3
37.32557,15.05678,3
37.32557,15.05689,3
37.32557,15.057,3
37.32557,15.05712,3
37.32557,15.05723,3
37.32557,15.05735,3
37.32557,15.05746,3
37.32557,15.05757,3
37.32557,15.05769,3
37.32557,15.0578,3
37.32557,15.05791,3
37.32557,15.05803,3
37.32557,15.05814,3
37.32557,15.05826,3
37.32557,15.05837,3
37.32557,15.05848,3
37.32557,15.0586,3
37.32557,15.05871,3
37.32557,15.05882,3
37.32557,15.05894,3
37.32557,15.05905,3
37.32557,15.05916,3
37.32557,15.05928,3
37.32557,15.05939,3
37.32557,15.05951,3
37.32557,15.05962,3
37.32557,15.05973,3
37.32557,15.05985,3
37.32557,15.05996,3
37.32557,15.06007,3
37.32557,15.06019,3
37.32557,15.0603,3
37.32557,15.06042,3
37.32557,15.06053,3
37.32557,15.06064,3
37.32557,15.06076,3
37.32557,15.06087,3
37.32557,15.06098,3
37.32557,15.0611,3
37.32557,15.06121,3
