,eid,eve_id,id,mean_prob
33977,33977,E01522N3585E03578N2685-BS-M809_E01895N3445_D010_S247D50R090_A006995_S075,BS_manning003/E01522N3585E03578N2685-BS-M809_E01895N3445_D010_S247D50R090_A006995_S075,4.804109892602034e-10
33978,33978,E01267N3753E01646N3535-BS-M732_E01527N3715_D142_S157D50R090_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01527N3715_D142_S157D50R090_A001180_S030,3.9677296115762345e-08
33979,33979,E01267N3753E01646N3535-BS-M792_E01589N3580_D010_S247D50R270_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01589N3580_D010_S247D50R270_A004781_S062,1.789430090532815e-09
33980,33980,E01522N3585E03578N2685-BS-M754_E01692N3535_D010_S247D50R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01692N3535_D010_S247D50R090_A001972_S039,1.4640495371831474e-09
33981,33981,E01470N3877E01631N3641-BS-M732_E01603N3670_D010_S202D30R270_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01603N3670_D010_S202D30R270_A002108_S017,5.668478530550722e-09
33982,33982,E01964N3926E02184N3685-BS-M754_E02045N3760_D010_S157D50R270_A003524_S022,BS_manning003/E01964N3926E02184N3685-BS-M754_E02045N3760_D010_S157D50R270_A003524_S022,3.200897133166627e-09
33983,33983,E01470N3877E01631N3641-BS-M732_E01559N3737_D010_S337D10R270_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01559N3737_D010_S337D10R270_A002108_S017,2.5242353797159723e-09
33984,33984,E01446N4259E02038N3783-BS-M792_E01923N3850_D010_S337D70R270_A004781_S062,BS_manning003/E01446N4259E02038N3783-BS-M792_E01923N3850_D010_S337D70R270_A004781_S062,5.009737742859128e-10
33985,33985,E01470N3877E01631N3641-BS-M774_E01559N3737_D010_S157D70R270_A005608_S028,BS_manning003/E01470N3877E01631N3641-BS-M774_E01559N3737_D010_S157D70R270_A005608_S028,4.8229632008185046e-09
33986,33986,E01267N3753E01646N3535-BS-M680_E01527N3715_D010_S292D30R270_A000357_S016,BS_manning003/E01267N3753E01646N3535-BS-M680_E01527N3715_D010_S292D30R270_A000357_S016,2.428878709430128e-08
33987,33987,E01267N3753E01646N3535-BS-M732_E01568N3625_D010_S112D30R090_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01568N3625_D010_S112D30R090_A001180_S030,4.082806605496515e-09
33988,33988,E01470N3877E01631N3641-BS-M732_E01538N3782_D115_S292D10R090_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01538N3782_D115_S292D10R090_A002108_S017,1.5848457723240254e-08
33989,33989,E01598N4052E01840N3892-BS-M809_E01735N3917_D010_S292D50R090_A012497_S042,BS_manning003/E01598N4052E01840N3892-BS-M809_E01735N3917_D010_S292D50R090_A012497_S042,1.425801240817574e-09
33990,33990,E01522N3585E03578N2685-BS-M732_E01770N3512_D010_S247D50R090_A001180_S030,BS_manning003/E01522N3585E03578N2685-BS-M732_E01770N3512_D010_S247D50R090_A001180_S030,2.482972532112904e-09
33991,33991,E01108N3882E01527N3690-BS-M809_E01424N3782_D010_S112D50R090_A012497_S042,BS_manning003/E01108N3882E01527N3690-BS-M809_E01424N3782_D010_S112D50R090_A012497_S042,3.584777947888046e-09
33992,33992,E01267N3753E01646N3535-BS-M707_E01523N3692_D168_S202D70R270_A000668_S023,BS_manning003/E01267N3753E01646N3535-BS-M707_E01523N3692_D168_S202D70R270_A000668_S023,2.1791822719923868e-08
33993,33993,E01267N3753E01646N3535-BS-M754_E01502N3737_D010_S022D50R090_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01502N3737_D010_S022D50R090_A001972_S039,4.091607332882493e-08
33994,33994,E01267N3753E01646N3535-BS-M732_E01547N3670_D010_S247D30R090_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D010_S247D30R090_A001180_S030,1.0014642946697496e-08
33995,33995,E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S247D30R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S247D30R090_A006995_S075,1.930318509958401e-09
33996,33996,E01267N3753E01646N3535-BS-M774_E01498N3715_D010_S067D50R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01498N3715_D010_S067D50R270_A003139_S050,4.507460692531567e-08
33997,33997,E01267N3753E01646N3535-BS-M680_E01502N3737_D051_S157D10R090_A000357_S016,BS_manning003/E01267N3753E01646N3535-BS-M680_E01502N3737_D051_S157D10R090_A000357_S016,2.1338244672088172e-08
33998,33998,E01470N3877E01631N3641-BS-M809_E01603N3670_D010_S022D30R270_A012497_S042,BS_manning003/E01470N3877E01631N3641-BS-M809_E01603N3670_D010_S022D30R270_A012497_S042,7.216376633877567e-10
33999,33999,E01470N3877E01631N3641-BS-M774_E01538N3782_D010_S022D10R090_A005608_S028,BS_manning003/E01470N3877E01631N3641-BS-M774_E01538N3782_D010_S022D10R090_A005608_S028,1.0195360055994753e-08
34000,34000,E01470N3877E01631N3641-BS-M680_E01579N3692_D010_S022D30R270_A000638_S009,BS_manning003/E01470N3877E01631N3641-BS-M680_E01579N3692_D010_S022D30R270_A000638_S009,2.7827864574487053e-08
34001,34001,E01470N3877E01631N3641-BS-M732_E01555N3715_D010_S292D30R090_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01555N3715_D010_S292D30R090_A002108_S017,3.0586426819596376e-08
34002,34002,E01267N3753E01646N3535-BS-M732_E01551N3692_D142_S337D50R090_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01551N3692_D142_S337D50R090_A001180_S030,2.4727497707011648e-08
34003,34003,E00979N4372E01586N3827-BS-M809_E01520N3850_D010_S157D50R270_A006995_S075,BS_manning003/E00979N4372E01586N3827-BS-M809_E01520N3850_D010_S157D50R270_A006995_S075,1.868739992879348e-09
34004,34004,E01267N3753E01646N3535-BS-M707_E01572N3647_D115_S247D30R090_A000668_S023,BS_manning003/E01267N3753E01646N3535-BS-M707_E01572N3647_D115_S247D30R090_A000668_S023,7.6809742957144e-09
34005,34005,E01267N3753E01646N3535-BS-M754_E01575N3670_D010_S067D70R090_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01575N3670_D010_S067D70R090_A001972_S039,3.1922155511038405e-09
34006,34006,E01889N4173E02097N3847-BS-M707_E01967N3917_D010_S112D90R270_A001194_S013,BS_manning003/E01889N4173E02097N3847-BS-M707_E01967N3917_D010_S112D90R270_A001194_S013,3.3380938383803466e-08
34007,34007,E01470N3877E01631N3641-BS-M809_E01583N3715_D010_S337D70R270_A012497_S042,BS_manning003/E01470N3877E01631N3641-BS-M809_E01583N3715_D010_S337D70R270_A012497_S042,1.0010046434007235e-09
34008,34008,E01522N3585E03578N2685-BS-M754_E01640N3557_D010_S247D30R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01640N3557_D010_S247D30R090_A001972_S039,1.1157253422162435e-09
34009,34009,E01267N3753E01646N3535-BS-M732_E01519N3670_D010_S067D50R270_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01519N3670_D010_S067D50R270_A001180_S030,1.8364995418620383e-08
34010,34010,E01446N4259E02038N3783-BS-M732_E01975N3827_D076_S337D50R090_A001180_S030,BS_manning003/E01446N4259E02038N3783-BS-M732_E01975N3827_D076_S337D50R090_A001180_S030,1.998643273726085e-08
34011,34011,E01522N3585E03578N2685-BS-M732_E02353N3310_D010_S067D70R270_A001180_S030,BS_manning003/E01522N3585E03578N2685-BS-M732_E02353N3310_D010_S067D70R270_A001180_S030,5.036442909495195e-09
34012,34012,E01267N3753E01646N3535-BS-M707_E01551N3692_D062_S112D30R270_A000668_S023,BS_manning003/E01267N3753E01646N3535-BS-M707_E01551N3692_D062_S112D30R270_A000668_S023,1.6310136691981266e-08
34013,34013,E01470N3877E01631N3641-BS-M732_E01603N3670_D010_S157D50R090_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01603N3670_D010_S157D50R090_A002108_S017,1.447384023418654e-08
34014,34014,E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S337D70R090_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S337D70R090_A001180_S030,9.64607318435008e-09
34015,34015,E01446N4259E02038N3783-BS-M732_E01951N3850_D010_S337D30R090_A001180_S030,BS_manning003/E01446N4259E02038N3783-BS-M732_E01951N3850_D010_S337D30R090_A001180_S030,8.241256163448315e-09
34016,34016,E01267N3753E01646N3535-BS-M707_E01530N3737_D115_S022D30R270_A000668_S023,BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D115_S022D30R270_A000668_S023,2.0584153664083227e-08
34017,34017,E01267N3753E01646N3535-BS-M650_E01530N3737_D010_S292D30R090_A000178_S012,BS_manning003/E01267N3753E01646N3535-BS-M650_E01530N3737_D010_S292D30R090_A000178_S012,5.047874960870453e-08
34018,34018,E01470N3877E01631N3641-BS-M707_E01555N3715_D010_S292D50R270_A001194_S013,BS_manning003/E01470N3877E01631N3641-BS-M707_E01555N3715_D010_S292D50R270_A001194_S013,5.7020724811300065e-08
34019,34019,E01267N3753E01646N3535-BS-M792_E01572N3647_D010_S157D70R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01572N3647_D010_S157D70R090_A004781_S062,1.129627545049685e-09
34020,34020,E01522N3585E03578N2685-BS-M754_E01918N3422_D091_S067D30R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01918N3422_D091_S067D30R090_A001972_S039,3.5786722066277027e-09
34021,34021,E01267N3753E01646N3535-BS-M774_E01547N3670_D010_S022D50R090_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01547N3670_D010_S022D50R090_A003139_S050,7.448489797348023e-09
34022,34022,E01522N3585E03578N2685-BS-M792_E02423N3265_D010_S067D30R090_A004781_S062,BS_manning003/E01522N3585E03578N2685-BS-M792_E02423N3265_D010_S067D30R090_A004781_S062,6.522109321880857e-10
34023,34023,E01267N3753E01646N3535-BS-M774_E01540N3625_D010_S157D50R090_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01540N3625_D010_S157D50R090_A003139_S050,3.184287563490541e-09
34024,34024,E01470N3877E01631N3641-BS-M732_E01579N3692_D010_S247D70R270_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01579N3692_D010_S247D70R270_A002108_S017,3.31620718128686e-09
34025,34025,E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S202D30R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S202D30R090_A006995_S075,4.009365991978484e-09
34026,34026,E01267N3753E01646N3535-BS-M754_E01530N3737_D091_S337D30R270_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D091_S337D30R270_A001972_S039,9.233056991288257e-09
34027,34027,E01889N4173E02097N3847-BS-M792_E02025N3917_D010_S292D30R090_A008541_S034,BS_manning003/E01889N4173E02097N3847-BS-M792_E02025N3917_D010_S292D30R090_A008541_S034,4.149315972776353e-07
34028,34028,E01267N3753E01646N3535-BS-M792_E01575N3670_D010_S247D70R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01575N3670_D010_S247D70R090_A004781_S062,1.448998530115646e-09
34029,34029,E01522N3585E03578N2685-BS-M754_E01644N3580_D010_S247D50R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01644N3580_D010_S247D50R090_A001972_S039,1.6266324740769644e-09
34030,34030,E01470N3877E01631N3641-BS-M754_E01513N3805_D010_S157D70R270_A003524_S022,BS_manning003/E01470N3877E01631N3641-BS-M754_E01513N3805_D010_S157D70R270_A003524_S022,1.6849396832533412e-08
34031,34031,E01267N3753E01646N3535-BS-M732_E01547N3670_D142_S247D50R090_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D142_S247D50R090_A001180_S030,1.3901194586871203e-08
34032,34032,E01446N4259E02038N3783-BS-M732_E01970N3805_D142_S157D30R090_A001180_S030,BS_manning003/E01446N4259E02038N3783-BS-M732_E01970N3805_D142_S157D30R090_A001180_S030,1.6435677197152932e-08
34033,34033,E01522N3585E03578N2685-BS-M754_E01719N3535_D091_S067D30R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01719N3535_D091_S067D30R090_A001972_S039,1.1080433918228946e-09
34034,34034,E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S157D30R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S157D30R090_A004781_S062,1.0819858643617689e-08
34035,34035,E01598N4052E01840N3892-BS-M792_E01769N3940_D010_S112D50R090_A008541_S034,BS_manning003/E01598N4052E01840N3892-BS-M792_E01769N3940_D010_S112D50R090_A008541_S034,1.4338978762344404e-08
34036,34036,E01522N3585E03578N2685-BS-M774_E01963N3378_D010_S247D50R090_A003139_S050,BS_manning003/E01522N3585E03578N2685-BS-M774_E01963N3378_D010_S247D50R090_A003139_S050,6.446037854257979e-10
34037,34037,E01267N3753E01646N3535-BS-M680_E01551N3692_D092_S022D10R270_A000357_S016,BS_manning003/E01267N3753E01646N3535-BS-M680_E01551N3692_D092_S022D10R270_A000357_S016,3.186220491597016e-09
34038,34038,E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S337D50R270_A012497_S042,BS_manning003/E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S337D50R270_A012497_S042,2.437775954485896e-09
34039,34039,E01267N3753E01646N3535-BS-M754_E01616N3580_D010_S067D70R090_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01616N3580_D010_S067D70R090_A001972_S039,1.0578556692770022e-09
34040,34040,E01446N4259E02038N3783-BS-M754_E01880N3917_D010_S292D50R090_A001972_S039,BS_manning003/E01446N4259E02038N3783-BS-M754_E01880N3917_D010_S292D50R090_A001972_S039,3.894896123948986e-09
34041,34041,E01522N3585E03578N2685-BS-M754_E02401N3288_D010_S247D50R270_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E02401N3288_D010_S247D50R270_A001972_S039,3.5792355231994606e-09
34042,34042,E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S067D30R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S067D30R090_A006995_S075,4.5067214932630606e-09
34043,34043,E01522N3585E03578N2685-BS-M754_E01855N3378_D010_S067D30R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01855N3378_D010_S067D30R090_A001972_S039,9.92790111369699e-10
34044,34044,E01522N3585E03578N2685-BS-M754_E01936N3378_D010_S247D50R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01936N3378_D010_S247D50R090_A001972_S039,1.7268558408188747e-09
34045,34045,E01267N3753E01646N3535-BS-M792_E01495N3692_D125_S022D50R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01495N3692_D125_S022D50R090_A004781_S062,1.0478077649585282e-08
34046,34046,E01267N3753E01646N3535-BS-M707_E01530N3737_D010_S112D50R270_A000668_S023,BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D010_S112D50R270_A000668_S023,3.088839673475563e-08
34047,34047,E01470N3877E01631N3641-BS-M809_E01538N3782_D010_S112D30R090_A012497_S042,BS_manning003/E01470N3877E01631N3641-BS-M809_E01538N3782_D010_S112D30R090_A012497_S042,6.161693797427442e-09
34048,34048,E01470N3877E01631N3641-BS-M707_E01555N3715_D010_S202D50R090_A001194_S013,BS_manning003/E01470N3877E01631N3641-BS-M707_E01555N3715_D010_S202D50R090_A001194_S013,6.596160810659254e-08
34049,34049,E01267N3753E01646N3535-BS-M792_E01592N3602_D010_S112D50R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01592N3602_D010_S112D50R090_A004781_S062,2.463414720387241e-09
34050,34050,E01267N3753E01646N3535-BS-M792_E01530N3737_D010_S247D30R270_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01530N3737_D010_S247D30R270_A004781_S062,3.7986517651169875e-09
34051,34051,E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S022D30R270_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S022D30R270_A006995_S075,1.8092554118712391e-09
34052,34052,E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S292D30R090_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S292D30R090_A003139_S050,1.0550820417502118e-08
34053,34053,E01470N3877E01631N3641-BS-M707_E01603N3670_D094_S022D30R090_A001194_S013,BS_manning003/E01470N3877E01631N3641-BS-M707_E01603N3670_D094_S022D30R090_A001194_S013,1.1600188483819796e-08
34054,34054,E01108N3882E01527N3690-BS-M792_E01477N3760_D010_S112D70R270_A008541_S034,BS_manning003/E01108N3882E01527N3690-BS-M792_E01477N3760_D010_S112D70R270_A008541_S034,1.866905470298949e-09
34055,34055,E01522N3585E03578N2685-BS-M754_E01715N3512_D091_S067D30R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01715N3512_D091_S067D30R090_A001972_S039,9.916176390418798e-10
34056,34056,E01267N3753E01646N3535-BS-M732_E01498N3715_D208_S202D30R090_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01498N3715_D208_S202D30R090_A001180_S030,5.561079066988597e-08
34057,34057,E01267N3753E01646N3535-BS-M707_E01530N3737_D062_S157D70R270_A000668_S023,BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D062_S157D70R270_A000668_S023,8.495485027726004e-09
34058,34058,E01267N3753E01646N3535-BS-M754_E01495N3692_D010_S247D10R090_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01495N3692_D010_S247D10R090_A001972_S039,7.593701845414331e-09
34059,34059,E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S337D30R270_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S337D30R270_A001972_S039,1.8971525756913453e-08
34060,34060,E01522N3585E03578N2685-BS-M774_E02272N3310_D010_S022D70R090_A003139_S050,BS_manning003/E01522N3585E03578N2685-BS-M774_E02272N3310_D010_S022D70R090_A003139_S050,9.091956155394941e-10
34061,34061,E01267N3753E01646N3535-BS-M792_E01527N3715_D010_S112D50R270_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01527N3715_D010_S112D50R270_A004781_S062,1.0388108763292284e-08
34062,34062,E01522N3585E03578N2685-BS-M792_E01959N3355_D010_S067D50R090_A004781_S062,BS_manning003/E01522N3585E03578N2685-BS-M792_E01959N3355_D010_S067D50R090_A004781_S062,4.2717160110412014e-10
34063,34063,E01889N4173E02097N3847-BS-M754_E01967N3917_D010_S292D30R090_A003524_S022,BS_manning003/E01889N4173E02097N3847-BS-M754_E01967N3917_D010_S292D30R090_A003524_S022,1.7581644203103397e-08
34064,34064,E01522N3585E03578N2685-BS-M774_E01640N3557_D010_S067D50R270_A003139_S050,BS_manning003/E01522N3585E03578N2685-BS-M774_E01640N3557_D010_S067D50R270_A003139_S050,9.231558407130524e-10
34065,34065,E01267N3753E01646N3535-BS-M732_E01572N3647_D076_S202D50R270_A001180_S030,BS_manning003/E01267N3753E01646N3535-BS-M732_E01572N3647_D076_S202D50R270_A001180_S030,7.615286626367667e-09
34066,34066,E01889N4173E02097N3847-BS-M754_E02002N3940_D010_S292D50R270_A003524_S022,BS_manning003/E01889N4173E02097N3847-BS-M754_E02002N3940_D010_S292D50R270_A003524_S022,7.013371422432105e-08
34067,34067,E01267N3753E01646N3535-BS-M809_E01544N3647_D010_S247D50R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01544N3647_D010_S247D50R090_A006995_S075,1.9549102097271228e-09
34068,34068,E01470N3877E01631N3641-BS-M792_E01534N3760_D010_S112D10R090_A008541_S034,BS_manning003/E01470N3877E01631N3641-BS-M792_E01534N3760_D010_S112D10R090_A008541_S034,4.594409961823505e-09
34069,34069,E01267N3753E01646N3535-BS-M707_E01530N3737_D115_S337D70R180_A000684_S022,BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D115_S337D70R180_A000684_S022,2.9468146225363825e-06
34070,34070,E01522N3585E03578N2685-BS-M732_E01853N3512_D010_S022D70R090_A001180_S030,BS_manning003/E01522N3585E03578N2685-BS-M732_E01853N3512_D010_S022D70R090_A001180_S030,1.671867778532553e-09
34071,34071,E01267N3753E01646N3535-BS-M754_E01551N3692_D091_S337D30R090_A001972_S039,BS_manning003/E01267N3753E01646N3535-BS-M754_E01551N3692_D091_S337D30R090_A001972_S039,2.2011798491723978e-08
34072,34072,E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S112D90R090_A008541_S034,BS_manning003/E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S112D90R090_A008541_S034,6.23021969907354e-10
34073,34073,E01522N3585E03578N2685-BS-M774_E01836N3422_D010_S067D30R090_A003139_S050,BS_manning003/E01522N3585E03578N2685-BS-M774_E01836N3422_D010_S067D30R090_A003139_S050,7.853648502651088e-10
34074,34074,E01267N3753E01646N3535-BS-M792_E01523N3692_D125_S337D50R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01523N3692_D125_S337D50R090_A004781_S062,1.6077075034171952e-08
34075,34075,E01446N4259E02038N3783-BS-M792_E01899N3872_D010_S337D50R090_A004781_S062,BS_manning003/E01446N4259E02038N3783-BS-M792_E01899N3872_D010_S337D50R090_A004781_S062,1.338904123906381e-09
34076,34076,E01267N3753E01646N3535-BS-M809_E01470N3715_D144_S247D70R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01470N3715_D144_S247D70R090_A006995_S075,1.0845219542690536e-09
34077,34077,E01267N3753E01646N3535-BS-M774_E01592N3602_D010_S247D30R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01592N3602_D010_S247D30R270_A003139_S050,8.919287687061974e-10
34078,34078,E01598N4052E01840N3892-BS-M792_E01711N3940_D010_S112D50R270_A008541_S034,BS_manning003/E01598N4052E01840N3892-BS-M792_E01711N3940_D010_S112D50R270_A008541_S034,8.549712449414085e-09
34079,34079,E01267N3753E01646N3535-BS-M774_E01495N3692_D107_S247D70R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01495N3692_D107_S247D70R270_A003139_S050,4.253507666259993e-09
34080,34080,E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S247D10R090_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S247D10R090_A003139_S050,3.9239256707311235e-09
34081,34081,E01108N3882E01527N3690-BS-M809_E01481N3782_D010_S157D50R270_A012497_S042,BS_manning003/E01108N3882E01527N3690-BS-M809_E01481N3782_D010_S157D50R270_A012497_S042,4.160986279442949e-09
34082,34082,E01470N3877E01631N3641-BS-M732_E01587N3737_D010_S157D90R270_A002108_S017,BS_manning003/E01470N3877E01631N3641-BS-M732_E01587N3737_D010_S157D90R270_A002108_S017,2.87728477297011e-09
34083,34083,E01267N3753E01646N3535-BS-M792_E01498N3715_D010_S157D90R270_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01498N3715_D010_S157D90R270_A004781_S062,3.9351574637636856e-09
34084,34084,E01598N4052E01840N3892-BS-M792_E01731N3895_D010_S112D90R270_A008541_S034,BS_manning003/E01598N4052E01840N3892-BS-M792_E01731N3895_D010_S112D90R270_A008541_S034,8.520137510100529e-10
34085,34085,E01267N3753E01646N3535-BS-M707_E01527N3715_D062_S247D10R270_A000668_S023,BS_manning003/E01267N3753E01646N3535-BS-M707_E01527N3715_D062_S247D10R270_A000668_S023,4.1596150904290946e-09
34086,34086,E01446N4259E02038N3783-BS-M707_E01980N3850_D062_S157D10R090_A000668_S023,BS_manning003/E01446N4259E02038N3783-BS-M707_E01980N3850_D062_S157D10R090_A000668_S023,1.6975101007882512e-08
34087,34087,E01267N3753E01646N3535-BS-M680_E01530N3737_D051_S022D10R270_A000357_S016,BS_manning003/E01267N3753E01646N3535-BS-M680_E01530N3737_D051_S022D10R270_A000357_S016,2.966599868721105e-09
34088,34088,E01267N3753E01646N3535-BS-M680_E01502N3737_D051_S157D30R090_A000357_S016,BS_manning003/E01267N3753E01646N3535-BS-M680_E01502N3737_D051_S157D30R090_A000357_S016,5.447722691508253e-08
34089,34089,E01108N3882E01527N3690-BS-M792_E01456N3805_D010_S292D50R270_A008541_S034,BS_manning003/E01108N3882E01527N3690-BS-M792_E01456N3805_D010_S292D50R270_A008541_S034,1.2878439728785425e-08
34090,34090,E01267N3753E01646N3535-BS-M680_E01530N3737_D092_S157D50R270_A000357_S016,BS_manning003/E01267N3753E01646N3535-BS-M680_E01530N3737_D092_S157D50R270_A000357_S016,3.8574201505740886e-08
34091,34091,E01267N3753E01646N3535-BS-M792_E01495N3692_D125_S202D30R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01495N3692_D125_S202D30R090_A004781_S062,6.847269734828825e-09
34092,34092,E01522N3585E03578N2685-BS-M792_E02524N3243_D010_S022D50R270_A004781_S062,BS_manning003/E01522N3585E03578N2685-BS-M792_E02524N3243_D010_S022D50R270_A004781_S062,3.489758751911353e-09
34093,34093,E01470N3877E01631N3641-BS-M680_E01583N3715_D010_S022D70R270_A000638_S009,BS_manning003/E01470N3877E01631N3641-BS-M680_E01583N3715_D010_S022D70R270_A000638_S009,1.4792290877464436e-08
34094,34094,E01446N4259E02038N3783-BS-M774_E01846N3895_D010_S112D50R090_A003139_S050,BS_manning003/E01446N4259E02038N3783-BS-M774_E01846N3895_D010_S112D50R090_A003139_S050,1.2525126144363401e-09
34095,34095,E01267N3753E01646N3535-BS-M792_E01527N3715_D125_S157D10R090_A004781_S062,BS_manning003/E01267N3753E01646N3535-BS-M792_E01527N3715_D125_S157D10R090_A004781_S062,2.9254254015870044e-09
34096,34096,E01267N3753E01646N3535-BS-M809_E01568N3625_D010_S022D30R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01568N3625_D010_S022D30R090_A006995_S075,8.000634274262286e-10
34097,34097,E01522N3585E03578N2685-BS-M774_E02401N3288_D107_S067D50R090_A003139_S050,BS_manning003/E01522N3585E03578N2685-BS-M774_E02401N3288_D107_S067D50R090_A003139_S050,1.4603700664264703e-09
34098,34098,E01470N3877E01631N3641-BS-M707_E01555N3715_D094_S292D10R270_A001194_S013,BS_manning003/E01470N3877E01631N3641-BS-M707_E01555N3715_D094_S292D10R270_A001194_S013,4.1009053414142915e-09
34099,34099,E01964N3926E02184N3685-BS-M732_E02073N3760_D010_S337D50R090_A002108_S017,BS_manning003/E01964N3926E02184N3685-BS-M732_E02073N3760_D010_S337D50R090_A002108_S017,4.6726158840996754e-08
34100,34100,E01267N3753E01646N3535-BS-M809_E01463N3670_D010_S247D50R090_A006995_S075,BS_manning003/E01267N3753E01646N3535-BS-M809_E01463N3670_D010_S247D50R090_A006995_S075,2.440048109232213e-09
34101,34101,E01267N3753E01646N3535-BS-M774_E01519N3670_D010_S247D70R270_A003139_S050,BS_manning003/E01267N3753E01646N3535-BS-M774_E01519N3670_D010_S247D70R270_A003139_S050,2.4874067736187118e-09
34102,34102,E01522N3585E03578N2685-BS-M754_E01872N3467_D010_S247D50R090_A001972_S039,BS_manning003/E01522N3585E03578N2685-BS-M754_E01872N3467_D010_S247D50R090_A001972_S039,2.717599478678477e-09
