,eid,eve_id,id,mean_prob
14290,14290,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02301N3474_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02301N3474_S001,1.952990753170687e-08
14291,14291,E02113N3823E02873N3483-PS-Mur_PNo_Hom-M837_E02287N3633_S000,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M837_E02287N3633_S000,8.051575854649505e-07
14292,14292,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02213N3635_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02213N3635_S001,1.8729068808060343e-08
14293,14293,E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02188N3654_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02188N3654_S000,2.5456596819664373e-06
14294,14294,E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02377N3548_S004,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02377N3548_S004,2.1116388163126625e-07
14295,14295,E01964N3926E02184N3685-PS-Str_PYes_Var-M754_E02083N3755_S000,PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Var-M754_E02083N3755_S000,3.788461206955178e-05
14296,14296,E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02279N3514_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02279N3514_S001,2.8318405496857813e-08
14297,14297,E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01647N3799_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01647N3799_S000,2.8183619304449605e-06
14298,14298,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02152N3510_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02152N3510_S002,1.2809394432806694e-08
14299,14299,E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02191N3680_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02191N3680_S000,9.542718238574378e-07
14300,14300,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02223N3573_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02223N3573_S000,2.008149155650607e-07
14301,14301,E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01734N3775_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01734N3775_S000,1.702571525523352e-07
14302,14302,E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01748N3747_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01748N3747_S000,4.9942740989888736e-08
14303,14303,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02236N3526_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02236N3526_S001,2.8177874587683164e-08
14304,14304,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02144N3668_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02144N3668_S002,1.065807518932135e-08
14305,14305,E02020N3739E02658N3366-PS-Str_PNo_Var-M792_E02175N3668_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M792_E02175N3668_S000,3.725622551763104e-06
14306,14306,E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02534N3432_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02534N3432_S004,5.691750407234183e-09
14307,14307,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M732_E01682N3667_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M732_E01682N3667_S000,2.679179450062886e-07
14308,14308,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02299N3449_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02299N3449_S003,1.5725889649340876e-08
14309,14309,E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01653N3723_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01653N3723_S000,1.1313090429404688e-07
14310,14310,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02441N3439_S002,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02441N3439_S002,2.7839980082952633e-08
14311,14311,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02311N3485_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02311N3485_S003,7.051478918089267e-09
14312,14312,E01849N3766E02950N3220-PS-Mur_PYes_Hom-M824_E02013N3694_S000,PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Hom-M824_E02013N3694_S000,2.489213428611751e-07
14313,14313,E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01714N3716_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01714N3716_S000,7.00175813247363e-08
14314,14314,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02368N3461_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02368N3461_S004,2.792260423278392e-08
14315,14315,E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01692N3840_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01692N3840_S000,1.597602223249356e-07
14316,14316,E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02311N3485_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02311N3485_S000,1.237539764178436e-07
14317,14317,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02202N3553_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02202N3553_S004,1.9388303493145032e-08
14318,14318,E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02146N3723_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02146N3723_S000,1.8372904162186151e-06
14319,14319,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01731N3813_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01731N3813_S000,3.143070711255919e-08
14320,14320,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02094N3692_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02094N3692_S001,3.260598635244245e-08
14321,14321,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02194N3581_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02194N3581_S000,3.289198031761231e-07
14322,14322,E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01631N3702_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01631N3702_S000,3.438016632537512e-07
14323,14323,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02076N3673_S003,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02076N3673_S003,3.0853331020915594e-08
14324,14324,E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02393N3468_S003,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02393N3468_S003,7.124681437745601e-09
14325,14325,E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02326N3457_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02326N3457_S000,1.1126289258666285e-07
14326,14326,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02190N3609_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02190N3609_S004,2.0475851394150053e-08
14327,14327,E01964N3926E02184N3685-PS-Mur_PNo_Hom-M809_E02099N3756_S000,PS_manning003/E01964N3926E02184N3685-PS-Mur_PNo_Hom-M809_E02099N3756_S000,7.785679847848689e-06
14328,14328,E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01669N3676_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01669N3676_S000,1.434465174063194e-08
14329,14329,E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01611N3806_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01611N3806_S000,3.5301946612626307e-06
14330,14330,E01849N3766E02950N3220-PS-Mur_PYes_Var-M861_E02072N3658_S001,PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M861_E02072N3658_S001,8.394711951959494e-08
14331,14331,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02201N3524_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02201N3524_S005,1.8367224358306405e-08
14332,14332,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02213N3635_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02213N3635_S003,1.8729068808060343e-08
14333,14333,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02217N3548_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02217N3548_S002,2.8813126132592812e-08
14334,14334,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02129N3557_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02129N3557_S000,1.778543306445392e-07
14335,14335,E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02209N3537_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02209N3537_S005,1.3726934232703497e-08
14336,14336,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02361N3475_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02361N3475_S004,2.018766948580258e-08
14337,14337,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02178N3622_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02178N3622_S001,3.122555326804168e-08
14338,14338,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02090N3619_S003,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02090N3619_S003,1.960926669169365e-08
14339,14339,E01964N3926E02184N3685-PS-Mur_PYes_Var-M774_E02031N3692_S000,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M774_E02031N3692_S000,4.61054656534373e-06
14340,14340,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02092N3663_S005,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02092N3663_S005,2.0606296451767283e-08
14341,14341,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02129N3665_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02129N3665_S005,3.2717123925703565e-08
14342,14342,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02401N3479_S003,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02401N3479_S003,6.139533167031335e-08
14343,14343,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02274N3465_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02274N3465_S005,1.896632471529476e-08
14344,14344,E01517N3917E01678N3772-PS-Str_PNo_Var-M754_E01573N3832_S000,PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Var-M754_E01573N3832_S000,1.3323012041930329e-05
14345,14345,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01700N3744_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01700N3744_S000,3.9029182568536425e-08
14346,14346,E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02072N3658_S005,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02072N3658_S005,1.3139693033169596e-07
14347,14347,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02282N3451_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02282N3451_S003,9.423351720876238e-09
14348,14348,E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02113N3596_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02113N3596_S000,9.796742379137965e-08
14349,14349,E01577N3897E01966N3571-PS-Mur_PYes_Var-M850_E01752N3690_S000,PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M850_E01752N3690_S000,1.141463298505283e-07
14350,14350,E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02067N3642_S000,PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02067N3642_S000,1.9849790982790773e-07
14351,14351,E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01640N3732_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01640N3732_S000,1.325491477113047e-07
14352,14352,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02201N3524_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02201N3524_S001,2.5748694285516416e-08
14353,14353,E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02144N3587_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02144N3587_S004,2.874765046448221e-08
14354,14354,E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02367N3571_S001,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02367N3571_S001,2.139020943206112e-07
14355,14355,E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02226N3538_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02226N3538_S000,2.5242569369005295e-07
14356,14356,E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01725N3727_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01725N3727_S000,9.421301699926241e-08
14357,14357,E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02184N3552_S005,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02184N3552_S005,6.917764918670318e-09
14358,14358,E01849N3766E02950N3220-PS-Mur_PYes_Var-M792_E02050N3638_S000,PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M792_E02050N3638_S000,3.381021985364453e-07
14359,14359,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02171N3544_S003,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02171N3544_S003,2.7458765428956012e-08
14360,14360,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02287N3501_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02287N3501_S001,2.9280910292824386e-08
14361,14361,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02393N3501_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02393N3501_S004,1.834877796488913e-08
14362,14362,E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01615N3749_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01615N3749_S000,6.405002549454305e-07
14363,14363,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02142N3694_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02142N3694_S001,3.3878500694116985e-08
14364,14364,E01964N3926E02184N3685-PS-Str_PYes_Hom-M774_E01991N3732_S000,PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M774_E01991N3732_S000,5.548558613461701e-06
14365,14365,E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01714N3716_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01714N3716_S000,5.452315996862248e-08
14366,14366,E02113N3823E02873N3483-PS-Mur_PNo_Var-M824_E02200N3695_S000,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M824_E02200N3695_S000,6.8872100990019696e-06
14367,14367,E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01650N3761_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01650N3761_S000,3.4859235804795954e-08
14368,14368,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02296N3512_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02296N3512_S004,2.8542124570390003e-08
14369,14369,E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02263N3578_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02263N3578_S000,2.1786341044401335e-07
14370,14370,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02188N3654_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02188N3654_S002,1.1070900665096393e-08
14371,14371,E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01624N3779_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01624N3779_S000,1.7700314839782125e-07
14372,14372,E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01676N3743_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01676N3743_S000,2.9991584322491934e-08
14373,14373,E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01714N3716_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01714N3716_S000,8.824287320128538e-08
14374,14374,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02328N3482_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02328N3482_S004,1.984618034250372e-08
14375,14375,E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01612N3787_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01612N3787_S000,2.283777943186056e-06
14376,14376,E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02328N3482_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02328N3482_S005,9.389523410352416e-08
14377,14377,E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02561N3423_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02561N3423_S005,3.2502674509253883e-09
14378,14378,E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02279N3514_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02279N3514_S004,2.8318405496857813e-08
14379,14379,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02467N3448_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02467N3448_S005,2.8014323522529453e-08
14380,14380,E01964N3926E02184N3685-PS-Str_PNo_Var-M707_E02074N3729_S000,PS_manning003/E01964N3926E02184N3685-PS-Str_PNo_Var-M707_E02074N3729_S000,0.0001260019122851
14381,14381,E01849N3766E02950N3220-PS-Str_PYes_Hom-M837_E02032N3632_S000,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M837_E02032N3632_S000,3.826172926404864e-08
14382,14382,E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02344N3564_S000,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02344N3564_S000,4.0664453597280295e-06
14383,14383,E02113N3823E02873N3483-PS-Str_PYes_Var-M809_E02218N3671_S000,PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M809_E02218N3671_S000,4.162306917518764e-06
14384,14384,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02218N3525_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02218N3525_S003,1.8862748123471345e-08
14385,14385,E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02272N3440_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02272N3440_S000,6.874177757685157e-08
14386,14386,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01656N3685_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01656N3685_S000,3.6473710283804536e-08
14387,14387,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02210N3611_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02210N3611_S001,3.2417688854643114e-08
14388,14388,E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01676N3743_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M824_E01676N3743_S000,3.929614231031559e-08
14389,14389,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02170N3650_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02170N3650_S002,2.1556827245270887e-08
14390,14390,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02218N3525_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02218N3525_S004,2.7584204455782903e-08
14391,14391,E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02275N3583_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02275N3583_S000,1.5290491508321505e-07
14392,14392,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02377N3471_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02377N3471_S002,2.0368041416856082e-08
14393,14393,E01849N3766E02950N3220-PS-Str_PYes_Var-M824_E02184N3455_S000,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M824_E02184N3455_S000,6.504572104862638e-08
14394,14394,E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02206N3569_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02206N3569_S000,8.0299766537554e-08
14395,14395,E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02085N3646_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02085N3646_S005,3.294740196781887e-09
14396,14396,E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02188N3566_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02188N3566_S001,9.544118670096828e-08
14397,14397,E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02381N3494_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02381N3494_S000,2.1423929815021895e-07
14398,14398,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02467N3448_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02467N3448_S001,2.8014323522529453e-08
14399,14399,E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02155N3547_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02155N3547_S000,1.89608555598514e-07
14400,14400,E02113N3823E02873N3483-PS-Mur_PNo_Var-M809_E02243N3683_S000,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M809_E02243N3683_S000,4.4103986162459904e-06
14401,14401,E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02226N3538_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02226N3538_S000,7.746349119384179e-07
14402,14402,E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02391N3445_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02391N3445_S000,1.957310178105769e-07
14403,14403,E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02308N3607_S003,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02308N3607_S003,2.1471975302968613e-07
14404,14404,E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01667N3857_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01667N3857_S000,1.9139719102537637e-07
14405,14405,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02321N3496_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02321N3496_S000,2.020207164094368e-07
14406,14406,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02120N3675_S003,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02120N3675_S003,2.1203563935897472e-08
14407,14407,E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02260N3540_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02260N3540_S004,1.3859535220333652e-08
14408,14408,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02311N3485_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02311N3485_S005,3.0288227240379813e-08
14409,14409,E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02350N3576_S005,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02350N3576_S005,1.6961946241192092e-07
14410,14410,E01849N3766E02950N3220-PS-Mur_PYes_Var-M774_E02040N3662_S000,PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M774_E02040N3662_S000,3.904638045737873e-07
14411,14411,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02328N3482_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02328N3482_S003,7.036973047685118e-09
14412,14412,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02175N3577_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02175N3577_S005,7.007127536611036e-09
14413,14413,E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02350N3576_S004,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02350N3576_S004,2.1492740295675082e-07
14414,14414,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02178N3622_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02178N3622_S004,3.355384850222573e-09
14415,14415,E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02408N3442_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02408N3442_S002,2.775379071390636e-08
14416,14416,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01779N3815_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01779N3815_S000,3.3540172412691336e-08
14417,14417,E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02255N3441_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02255N3441_S000,4.005691917369753e-07
14418,14418,E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01656N3847_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01656N3847_S000,1.6387693988434356e-06
14419,14419,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02184N3638_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02184N3638_S001,3.2609622055649764e-08
14420,14420,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02408N3442_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02408N3442_S005,2.0174779091982225e-08
14421,14421,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02377N3471_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02377N3471_S001,2.0368041416856082e-08
14422,14422,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02313N3510_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02313N3510_S004,3.241892713069289e-09
14423,14423,E01577N3897E01966N3571-PS-Str_PYes_Var-M774_E01739N3699_S000,PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Var-M774_E01739N3699_S000,1.485586516409047e-07
