eid,s0
5579,3.1799670139075015e-08
5580,1.896303156695552e-08
5581,4.488275318575591e-07
5582,2.1381091122204442e-07
5583,3.921562934116017e-07
5584,1.2850854463208152e-08
5585,9.014436292632824e-06
5586,3.257147745016844e-08
5587,9.415484535493189e-08
5588,6.037196252912726e-07
5589,4.775051778667818e-07
5590,1.354621485319448e-07
5591,1.893127173417428e-08
5592,3.378107867197262e-08
5593,2.0746470328752588e-08
5594,2.386344069682182e-06
5595,1.803559599460774e-06
5596,3.039902473472518e-05
5597,2.9400056317765373e-08
5598,2.0746470328752588e-08
5599,1.5143957989894097e-07
5600,4.951420420082895e-07
5601,1.3487834664712692e-08
5602,3.3452598483029114e-08
5603,1.516315848811258e-05
5604,1.3608297879104512e-08
5605,9.484586616278757e-08
5606,6.917764918670318e-09
5607,3.112642253443849e-07
5608,3.1799670139075015e-08
5609,1.1334181463207877e-07
5610,5.411223060754431e-06
5611,1.3829329779612045e-08
5612,2.181870624833185e-07
5613,2.6796112853964985e-08
5614,6.097210178270861e-08
5615,5.555164423503134e-06
5616,3.4652822302134325e-08
5617,1.8844820747745985e-07
5618,2.0338908817329783e-08
5619,2.8813126132592812e-08
5620,8.345464823098431e-07
5621,3.136877830885189e-08
5622,2.504271735271581e-07
5623,3.1246839015028845e-07
5624,3.89124984042529e-06
5625,1.3202134406858192e-08
5626,1.896954684126468e-08
5627,2.0135654469260595e-08
5628,1.1913343572795511e-05
5629,2.8813126132592812e-08
5630,1.1458894860336387e-06
5631,1.0281528315974733e-08
5632,2.4880653968041104e-07
5633,5.62167195750203e-08
5634,2.0220450399610858e-08
5635,1.0899450886002544e-05
5636,7.340786667484816e-08
5637,7.785679847848689e-06
5638,2.8614018225233773e-08
5639,2.6865586271364035e-09
5640,9.386138181896794e-08
5641,1.453398995695667e-07
5642,2.853311432884229e-07
5643,2.898042448756445e-08
5644,3.294808486701273e-07
5645,2.9176832838822792e-08
5646,1.2542996804799148e-07
5647,4.289401568504785e-07
5648,4.357246281349335e-07
5649,2.5885223309076197e-09
5650,1.3859535220333652e-08
5651,1.9980704975289528e-08
5652,1.0948267897073757e-07
5653,3.0594680173268664e-08
5654,2.6696607250364868e-08
5655,1.5677478481452318e-06
5656,2.8441361545621123e-08
5657,7.144683007962536e-09
5658,2.8633984520831604e-08
5659,6.9028608698535806e-09
5660,7.314898346768627e-09
5661,2.769934905758332e-08
5662,9.484586616278757e-08
5663,2.0844071060075587e-08
5664,1.9833703778147915e-08
5665,5.710909871117838e-09
5666,3.227376406140532e-07
5667,1.9082799634518226e-08
5668,5.7331195551983954e-08
5669,2.630486565250096e-08
5670,6.9511528116646905e-09
5671,1.0731240291605589e-07
5672,1.185186993560219e-07
5673,3.3878500694116985e-08
5674,7.108873623296258e-09
5675,2.8452518303084564e-08
5676,2.9742051206425025e-08
5677,7.031359633116643e-09
5678,6.041317711407061e-08
5679,4.4775692864322095e-06
5680,2.3270994454919696e-08
5681,1.35923682195298e-08
5682,2.0149680086572904e-08
5683,2.847122405821924e-05
5684,1.2000580111355471e-05
5685,3.2355361843418585e-08
5686,1.9768568462515202e-08
5687,2.1480701005777452e-08
5688,7.076268131556218e-09
5689,2.152528263640074e-07
5690,1.415920190559312e-07
5691,4.607498046756065e-07
5692,1.942912148127044e-08
5693,3.120314622123909e-09
5694,2.130707236184552e-07
5695,2.0655758765747763e-08
5696,6.730019045519378e-09
5697,6.759886832571417e-09
5698,7.184215437434436e-06
5699,2.130707236184552e-07
5700,1.7417624650312616e-08
5701,1.2051320388672958e-07
5702,6.626858947762965e-08
5703,6.078601666795752e-08
5704,1.5011106909809126e-06
5705,3.2739580725562115e-08
5706,9.344539584593805e-09
5707,2.788258211867552e-08
5708,1.5889546701636127e-05
5709,4.392621313782208e-06
5710,8.794105616901957e-09
5711,2.225538826445687e-07
5712,4.322509825147169e-07
5713,2.1336037829321853e-07
5714,2.0420595523547264e-08
5715,4.658171670836092e-06
5716,1.3122909568526236e-08
5717,5.710909871117838e-09
5718,5.269919728063157e-08
5719,1.3859535220333652e-08
5720,8.201369359729875e-07
5721,3.698209942097668e-06
5722,2.021612348773757e-08
5723,3.088065323782502e-08
5724,1.999804195999613e-07
5725,4.162306917518764e-06
5726,3.1420400607768945e-08
5727,4.067711767036506e-07
5728,7.108873623296258e-09
5729,4.095565296391243e-07
5730,2.7802888931330197e-08
5731,7.120785422391254e-07
5732,5.6631084379859376e-08
5733,1.784550615942576e-07
5734,5.646542683463775e-09
5735,1.289943573201495e-08
5736,1.085403907128584e-07
5737,1.3497359040376438e-08
5738,1.5806490036621526e-07
5739,9.989040394424864e-06
5740,7.185748531118012e-09
5741,1.2948479458807052e-05
5742,5.26369098459857e-06
5743,1.1025012684932146e-05
5744,2.874214462290868e-08
5745,1.2782840686878632e-08
5746,1.8828795502986425e-08
5747,4.98835422963936e-06
5748,2.2625268928816825e-07
5749,8.291003589373829e-08
5750,1.3433829688859874e-08
5751,2.7856130775899448e-08
5752,4.4643225840274166e-07
5753,2.610970269729368e-06
5754,2.607523517810766e-09
5755,1.996659951524569e-07
5756,2.9280910292824386e-08
5757,1.643494393817756e-07
5758,7.360059180348498e-08
5759,1.4882936489342188e-07
5760,2.339413223209335e-05
5761,6.504572104862638e-08
5762,5.30306109882055e-07
5763,2.3559667010845112e-06
5764,1.441104091489659e-07
5765,4.522825727718883e-07
5766,2.7835128574738184e-08
5767,2.6442274708489364e-08
5768,2.5872119042243808e-09
5769,5.7429858275073165e-09
5770,1.6765076065898525e-07
5771,1.999968699240348e-08
5772,2.792260423278392e-08
5773,7.022074151842507e-09
5774,1.3859535220333652e-08
5775,9.6852674902011e-08
5776,1.0948267897073757e-07
5777,1.3239504613632672e-08
5778,1.025150998838765e-05
5779,7.137717944418821e-09
5780,2.630486565250096e-08
5781,1.9639131803442547e-08
5782,1.1893072348940538e-05
5783,4.821817598168865e-07
5784,3.941297134371249e-07
5785,2.722212022309787e-07
5786,7.0934671546924635e-09
5787,1.347119989563432e-08
5788,2.156392769635746e-07
5789,1.0789323031601735e-05
5790,6.962849478662463e-09
5791,2.839253214011544e-08
5792,1.0242197406106521e-07
5793,2.3119419531124857e-07
5794,2.809105656197687e-08
5795,3.2124238798154726e-08
5796,2.7802888931330197e-08
5797,2.4721177901363426e-07
5798,1.378510919865033e-07
5799,1.0349747463128764e-05
5800,3.049684127846913e-08
5801,1.2098158597872113e-07
5802,1.3864864295836445e-07
5803,1.3995995718561313e-07
5804,3.68637731920376e-05
5805,9.421301699926241e-08
5806,3.843609654358391e-07
5807,2.0174779091982225e-08
5808,2.2666107510957832e-08
5809,2.970307360757016e-07
5810,7.0520854185208965e-09
5811,2.8017389474307845e-08
5812,4.549211500704534e-06
5813,1.8374060989562722e-07
5814,8.145168393394899e-08
5815,2.0128446618196607e-08
5816,8.25864808597053e-08
5817,8.922905088408795e-07
5818,1.3689114061728973e-08
5819,1.999804195999613e-07
5820,6.571309902038626e-08
5821,2.7867703122037112e-08
5822,3.6026304574151744e-05
5823,3.078506358564907e-08
5824,2.1222378050038226e-07
5825,1.499495020840629e-06
5826,1.0144826783391953e-07
5827,1.5192631814152605e-07
5828,4.821817598168865e-07
5829,1.3800350278767612e-08
5830,1.051048455699307e-06
5831,1.1466665196194146e-06
5832,1.185133204132794e-06
5833,3.078506358564907e-08
5834,1.7370072522212778e-08
5835,1.466775283759286e-07
5836,3.943908617002874e-07
5837,8.609761239729821e-06
5838,4.831918625894627e-06
5839,7.084784605123764e-08
5840,5.781950579899906e-09
5841,1.0910359058639492e-05
5842,2.0606296451767283e-08
5843,3.8582760683848025e-08
5844,1.400212098326183e-07
5845,2.0040045170000443e-08
5846,1.3323012041930329e-05
5847,6.832669365731167e-06
5848,5.20602624462228e-08
5849,3.1751877593491504e-08
5850,1.3692738990665629e-07
5851,3.147321819282467e-08
5852,1.3689114061728973e-08
5853,1.960926669169365e-08
5854,2.792260423278392e-08
5855,3.903628624509496e-06
5856,3.168041906674327e-08
5857,4.7466912600950123e-07
5858,1.2032771023108771e-06
5859,2.2318417276607773e-07
5860,3.23816154391681e-08
5861,7.185748531118012e-09
5862,3.5494292549306703e-08
5863,5.64490479096377e-08
5864,7.068689750525315e-09
5865,2.887940779200212e-07
5866,1.6765076065898525e-07
5867,9.415484535493189e-08
5868,2.155781228084532e-07
5869,4.82428271899939e-06
5870,1.110822594930293e-06
5871,2.432009776592552e-06
5872,1.896632471529476e-08
5873,2.026500073052952e-08
5874,6.373547743307613e-08
5875,2.7856130775899448e-08
5876,2.562017312641401e-08
5877,2.0076285724920087e-08
5878,2.8508392171213346e-08
5879,4.240126331777381e-06
5880,1.9865608227973682e-07
5881,1.008334310472041e-05
5882,1.4673257075101552e-08
5883,1.3817252332108236e-08
5884,3.168041906674327e-08
5885,3.0010854231599226e-08
5886,3.1282529892449363e-06
5887,5.4946122872053063e-08
5888,3.110046448597708e-08
5889,1.2560462165458997e-07
5890,7.1539648396140835e-09
5891,2.8616205702473545e-08
5892,5.720262571294793e-08
5893,1.0379105246607768e-08
5894,3.285787890797785e-09
5895,1.103258581599138e-07
5896,1.8367224358306405e-08
5897,1.390075850464393e-07
5898,5.5723761477266964e-08
5899,1.8423079546904227e-08
5900,6.8872100990019696e-06
5901,4.337261209114091e-07
5902,2.906878732381213e-08
5903,1.0621567185980069e-07
5904,2.3929336273894174e-07
5905,2.853311432884229e-07
5906,7.090888710012965e-09
5907,1.549495764483068e-07
5908,1.312406232980759e-07
5909,3.987041137267428e-07
5910,5.7593467180147035e-09
5911,2.852635587844964e-08
5912,3.600836388654703e-07
5913,1.0950611289805657e-05
5914,5.615565892297344e-08
5915,2.721366835904678e-09
5916,5.703590525364531e-09
5917,2.1590294519467183e-05
5918,2.7038752376193995e-06
5919,2.9280910292824386e-08
5920,3.706939220003895e-07
5921,3.3452598483029114e-08
5922,1.9718651086945845e-08
5923,5.793340068701504e-07
5924,2.8011612866748772e-08
5925,5.754610670762569e-09
5926,1.616227400711841e-07
5927,7.902725316745727e-09
5928,3.078674014660348e-08
5929,3.290697219885842e-09
5930,3.177569346873296e-08
5931,1.895836181645464e-08
5932,7.051478918089267e-09
5933,9.405260284331573e-08
5934,7.798177929329545e-09
5935,6.310736996463058e-06
5936,1.0806152416962865e-06
5937,1.7684622258723071e-06
5938,8.716608438891964e-07
5939,3.346510532061843e-07
5940,1.2000580111355471e-05
5941,9.95458796153994e-08
5942,1.3507446278723224e-08
5943,1.2847864846666197e-08
5944,7.110872996496202e-09
5945,1.4039142098347462e-07
5946,2.809105656197687e-08
5947,2.657546408109484e-07
5948,5.331997379769527e-05
5949,2.8393675517377556e-08
5950,1.3726291537816708e-07
5951,1.731861874047978e-06
5952,2.809040752371548e-08
5953,2.2287553413549845e-07
5954,4.372757500282462e-07
5955,1.8625228785410562e-08
5956,2.026934350952537e-08
5957,5.355602187875324e-07
5958,2.8952896685164026e-08
5959,2.0765912156395e-08
5960,2.1610076675354786e-07
5961,2.5872119042243808e-09
5962,4.430712107070643e-06
5963,1.492668881951805e-08
5964,1.095621075968282e-07
5965,1.347874124318423e-08
5966,3.392935054763866e-08
5967,1.0651912104095348e-05
5968,6.100139249065147e-08
5969,2.9942457690932055e-08
5970,2.8102310235505357e-08
5971,1.700551162096121e-07
5972,6.693284040519101e-07
5973,2.0634156235869922e-07
5974,3.763958410290563e-06
5975,1.5811696683392173e-06
5976,1.3516740347814793e-08
5977,2.7488857962526583e-09
5978,9.544118670096828e-08
5979,2.0498770294350428e-08
5980,3.7155500777340186e-08
5981,1.940862938392585e-07
5982,9.723758611013488e-08
5983,1.4139690520085846e-07
5984,1.1147512678800097e-06
5985,1.9554525582552804e-07
5986,2.5872119042243808e-09
5987,1.3701992510059481e-08
5988,2.8861264200446205e-07
5989,6.787190754667549e-06
5990,1.4404353350380608e-07
5991,4.377485237198865e-07
5992,6.9511528116646905e-09
5993,2.0207606192883325e-07
5994,3.0775162619626374e-08
5995,1.9816156671537813e-08
5996,2.0471939876065362e-08
5997,1.2759705883702348e-07
5998,3.1276005830010655e-08
5999,4.365175909398302e-07
6000,3.139640588492642e-07
6001,3.277413152941692e-09
6002,2.6886837036539976e-07
6003,2.079282774356364e-07
6004,2.582151370653085e-06
6005,3.104280602521617e-08
6006,3.0288227240379813e-08
6007,4.9942740989888736e-08
6008,2.615230079964343e-06
6009,1.857596782705857e-08
6010,5.592162579729487e-07
6011,7.063030441379271e-09
6012,2.7177061882834312e-08
6013,3.401879084527101e-09
6014,1.4596730798762477e-07
6015,5.633195641207745e-09
6016,2.735674071213876e-06
6017,3.286464306571008e-08
6018,6.968529399705044e-09
6019,8.007177069355838e-07
6020,1.652115059002542e-06
6021,1.3732798907311772e-06
6022,1.2580885463386806e-05
6023,2.7870144965899632e-08
6024,1.3433829688859874e-08
6025,2.0238307330872789e-07
6026,2.923679455471616e-08
6027,3.2624263502828294e-08
6028,6.308394391812692e-07
6029,5.6041148244073126e-08
6030,1.4235353048492845e-07
6031,6.87132872171781e-07
6032,0.0001332260032618
6033,1.328808588243946e-08
6034,1.5072073303039153e-05
6035,2.6257056880359503e-09
6036,7.068689750525315e-09
6037,3.12539506217288e-05
6038,4.005890370946757e-06
6039,2.024545269397736e-08
6040,3.348751848709638e-08
6041,1.9816156671537813e-08
6042,2.1446114284240017e-07
6043,2.8183619304449605e-06
6044,1.8176280081808613e-08
6045,1.9556403400135882e-08
6046,2.7969620751934404e-09
6047,3.136877830885189e-08
6048,1.2120392577537646e-05
6049,1.5172411077896302e-06
6050,1.54685712401501e-07
6051,2.0782564866166213e-07
6052,1.2948479458807052e-05
6053,1.0444694762572224e-08
6054,9.042728973109845e-08
6055,2.775379071390636e-08
6056,2.0153734296752005e-08
6057,7.081967161143799e-09
6058,1.9084586526312497e-08
6059,2.6004516095434376e-08
6060,1.6607530496902033e-08
6061,1.9444216922529773e-07
6062,1.059829738067796e-05
6063,2.0139266300333324e-08
6064,3.1579965130713775e-08
6065,2.617671488435536e-08
6066,4.3512878948513215e-05
6067,2.786806268392676e-09
6068,8.038865552844331e-09
6069,3.40252468510854e-08
6070,2.018766948580258e-08
6071,8.017720851766763e-07
6072,2.7895042375303543e-08
6073,1.542201814501815e-07
6074,1.347874124318423e-08
6075,3.2176348516930142e-09
6076,5.285606762630023e-05
6077,3.4531437264108364e-06
6078,4.374235989209573e-06
6079,1.032960237444523e-05
6080,1.163726326056368e-05
6081,5.094374262369071e-06
6082,1.8828795502986425e-08
6083,9.458776109518276e-07
6084,1.9556403400135882e-08
6085,3.335458749806349e-09
6086,3.168041906674327e-08
6087,7.814674434067685e-08
6088,2.9575465526213294e-08
6089,5.6021960591937534e-09
6090,6.340153622715082e-08
6091,1.64520863492586e-07
6092,7.098947234852977e-09
6093,2.0378455203095656e-08
6094,5.616834750700359e-09
6095,2.694584990568386e-09
6096,3.1495588242418315e-08
6097,1.8324318227087546e-08
6098,2.3047920403711136e-08
6099,2.9552074814572344e-08
6100,3.3592278499298265e-08
6101,3.175814778886688e-07
6102,2.447352226087943e-07
6103,3.23816154391681e-08
6104,2.7839980082952633e-08
6105,1.3903304815117538e-07
6106,2.8014323522529453e-08
6107,7.836608071739019e-07
6108,1.388181195550117e-06
6109,5.6869224855313596e-09
6110,2.7300791989772733e-08
6111,7.025100319134763e-09
6112,3.277124368877689e-09
6113,3.982043674517581e-06
6114,1.605035615267443e-07
6115,2.4189204104225e-08
6116,1.9876454534789853e-08
6117,2.6723077369609323e-09
6118,3.665950703952888e-07
6119,8.345464823098431e-07
6120,7.228949929314364e-09
6121,2.298341064371457e-05
6122,2.8189700670558884e-08
6123,2.179089053228689e-07
6124,1.8944927938774168e-08
6125,3.093370977598874e-08
6126,8.145168393394899e-08
6127,2.0147048104390654e-08
6128,7.77987187554633e-08
6129,2.8164968792246132e-08
6130,2.721530639244818e-09
6131,1.896632471529476e-08
6132,2.8942586221504334e-08
6133,1.1696218056835254e-05
6134,1.922950790533969e-07
6135,3.283068754609964e-06
6136,1.17140082365822e-07
6137,7.064246931135257e-09
6138,9.014436292632824e-06
6139,6.830955141268308e-09
6140,1.3507446278723224e-08
6141,2.5748694285516416e-08
6142,8.038865552844331e-09
6143,1.119279775684865e-06
6144,1.1301588337307357e-07
6145,8.561123622951666e-07
6146,6.913411148866907e-06
6147,7.130182129802654e-09
6148,2.0021778233662523e-08
6149,3.303403718701985e-09
6150,5.720262571294793e-08
6151,6.89340242619141e-07
6152,4.319126809554593e-06
6153,5.8969664244830986e-08
6154,4.868818178550847e-07
6155,1.514732784265564e-06
6156,1.085425114049895e-06
6157,2.823937966608668e-07
6158,7.123494130251051e-06
6159,2.7521007925327257e-08
6160,1.896303156695552e-08
6161,5.8021732020893857e-08
6162,4.539208194937067e-06
6163,3.581694118938292e-07
6164,3.210992818220938e-09
6165,1.9639131803442547e-08
6166,7.0520854185208965e-09
6167,5.975614472294914e-07
6168,1.3548182521589722e-08
6169,1.3701992510059481e-08
6170,1.3507446278723224e-08
6171,1.0899450886002544e-05
6172,5.6021960591937534e-09
6173,2.9176832838822792e-08
6174,1.806462043460417e-08
6175,9.386138181896794e-08
6176,3.0566919087213127e-06
6177,1.0556745299820642e-08
6178,1.7333736964290233e-08
6179,7.0451733880700565e-09
6180,2.3633267252580687e-06
6181,3.2465132580933407e-09
6182,6.335121344347547e-07
6183,2.78655636250217e-08
6184,1.5099402830345461e-07
6185,7.208912142894866e-08
6186,2.1528441453668725e-07
6187,7.116525488586692e-09
6188,3.799563494897661e-06
6189,1.9457684876742985e-08
6190,3.355384850222573e-09
6191,3.0853331020915594e-08
6192,1.466687835328361e-07
6193,1.3507446278723224e-08
6194,1.0444694762572224e-08
6195,1.4042185960708026e-06
6196,1.0173943495011533e-08
6197,2.194055420757224e-08
6198,3.290697219885842e-09
6199,2.859421630672004e-07
6200,3.489120492723446e-06
6201,1.312878402881813e-07
6202,1.9556403400135882e-08
6203,3.5999965597576905e-07
6204,1.894379427958171e-08
6205,3.078506358564907e-08
6206,1.9084586526312497e-08
6207,2.794013836801066e-08
6208,1.9787647190684284e-08
6209,7.131031358990835e-09
6210,1.984618034250372e-08
6211,1.3516740347814793e-08
6212,1.3859535220333652e-08
6213,3.253155291565418e-09
6214,1.5196652973942597e-07
6215,6.792362318066326e-09
6216,9.985623027184773e-08
6217,7.119379433395154e-08
6218,2.788258211867552e-08
6219,6.504905489721268e-07
6220,1.9607836530117115e-08
6221,5.648049607589457e-09
6222,1.7049267499422876e-05
6223,2.339413223209335e-05
6224,2.8952896685164026e-08
6225,2.8264360399384276e-08
6226,8.394711951959494e-08
6227,2.765348031463186e-09
6228,1.237539764178436e-07
6229,5.6452510342131886e-09
6230,2.8533596239753952e-08
6231,1.92780327753928e-08
6232,7.005362411030674e-09
6233,1.63741283792246e-08
6234,1.484050642330313e-07
6235,7.158276310137342e-09
6236,7.979843418759979e-06
6237,1.453398995695667e-07
6238,2.3973035361643033e-08
6239,2.638889673186828e-07
6240,4.021100138478387e-06
6241,1.893127173417428e-08
6242,4.269770783910923e-07
6243,1.7079129323701355e-05
6244,9.660004657895337e-06
6245,1.3330361691148837e-07
6246,1.945430588166076e-07
6247,2.247344632749005e-07
6248,2.307478162207756e-07
6249,7.814674434067685e-08
6250,2.8179384452012565e-08
6251,2.216982109715409e-07
6252,4.539208194937067e-06
6253,7.123494130251051e-06
6254,8.394711951959494e-08
6255,1.1330270402011934e-05
6256,2.6397108732125715e-09
6257,4.256062779517208e-08
6258,3.2115403084709475e-08
6259,6.787190754667549e-06
6260,7.158276310137342e-09
6261,9.60579582321696e-08
6262,2.1116388163126625e-07
6263,4.339671675137721e-07
6264,1.3237978487201622e-05
6265,2.6395470698800063e-09
6266,1.415920190559312e-07
6267,7.020756588145027e-09
6268,1.8650773634469384e-08
6269,2.037311316064942e-07
6270,1.0444694762572224e-08
6271,5.95982710434455e-08
6272,3.23816154391681e-08
6273,1.1456584765318896e-07
6274,1.3054510218620072e-07
6275,3.929544815280967e-08
6276,9.544118670096828e-08
6277,2.8017389474307845e-08
6278,4.8526164197364586e-08
6279,1.4673257075101552e-08
6280,1.1057914981205037e-07
6281,4.476565126581134e-06
6282,3.088065323782502e-08
6283,3.4226715371353354e-09
6284,8.985668358600334e-08
6285,1.9833703778147915e-08
6286,1.4198693839983028e-07
6287,2.8942586221504334e-08
6288,5.741909453131831e-09
6289,1.92363110333576e-08
6290,3.92282336370028e-07
6291,1.0344077630476798e-08
6292,1.4589649958647376e-07
6293,7.133076787498233e-09
6294,7.158276310137342e-09
6295,1.424852033318172e-07
6296,2.630486565250096e-08
6297,2.9723987277350067e-08
6298,1.0087723126534333e-07
6299,2.8783271832569983e-08
6300,3.0355488531976984e-08
6301,6.325581407978069e-08
6302,3.1721873707441865e-08
6303,3.254599211885433e-09
6304,2.8179384452012565e-08
6305,2.540998513871489e-07
6306,1.966098045692419e-08
6307,3.1270546911858884e-08
6308,1.676860643284934e-07
6309,1.1552483163485616e-07
6310,2.7618231604651432e-08
6311,3.451388273724309e-06
6312,2.0139266300333324e-08
6313,6.188938415645518e-06
6314,3.0955583872074385e-07
6315,5.5723761477266964e-08
6316,3.2657559320659855e-08
6317,1.9289908715389745e-07
6318,2.8664299491343984e-08
6319,1.0998758037804857e-07
6320,6.358638148819149e-08
6321,1.0865555804527236e-07
6322,2.076143211052032e-07
6323,1.1334181463207877e-07
6324,1.2565193803021833e-07
6325,1.0917277813893777e-07
6326,1.71003676986368e-06
6327,3.6351329088369203e-07
6328,1.635908404121734e-07
6329,8.244831374410507e-08
6330,3.226009589549108e-09
6331,1.7684622258723071e-06
6332,3.0553648106932983e-08
6333,1.6950696291944665e-07
6334,2.8122863124311772e-08
6335,2.7629699487134928e-08
6336,9.423351720876238e-09
6337,9.877227484026008e-06
6338,2.7521007925327257e-08
6339,4.1445406540661e-08
6340,9.034294984616902e-09
6341,2.7947146722874456e-08
6342,1.0899403094508083e-05
6343,4.126555063291163e-06
6344,1.379269545032967e-07
6345,3.32365817136826e-08
6346,8.688181247810428e-08
6347,2.6085434721280637e-08
6348,3.098256259547378e-08
6349,3.048979334444496e-08
6350,4.6417770674996843e-07
6351,2.0592854285315224e-08
6352,8.353542128478196e-07
6353,1.1370771700777991e-05
6354,1.1742784027938484e-07
6355,1.9533329125346304e-08
6356,6.914162847331477e-09
6357,3.140342067319576e-08
6358,1.1534516909443454e-05
6359,2.953284854979865e-05
6360,3.4464409131128733e-06
6361,2.84151094198299e-08
6362,3.187890093100677e-09
6363,1.0816950448183626e-08
6364,2.021041088084225e-05
6365,2.9235385189276494e-08
6366,1.422214796859863e-07
6367,3.1717567586905825e-08
6368,1.064568656528207e-05
6369,1.9095008246107186e-08
6370,1.0306548041775557e-08
6371,1.896303156695552e-08
6372,1.8625228785410562e-08
6373,4.600525411273785e-08
6374,2.1806120836117482e-07
6375,2.0146190331520217e-08
6376,2.056615172322427e-07
6377,2.7847633269325836e-08
6378,9.764870978104169e-09
6379,9.65812088780995e-07
6380,5.179875591266969e-07
6381,1.896976374036852e-08
6382,2.145331799727543e-07
6383,7.215568995712204e-08
6384,7.760292468827001e-08
6385,3.149807651132024e-08
6386,3.7712463412658986e-08
6387,2.1046626194491304e-08
6388,1.991739575249829e-07
6389,2.8049859042020363e-08
6390,1.194284635901711e-07
6391,1.4338411078090329e-05
6392,1.5498629004606144e-07
6393,2.8533596239753952e-08
6394,1.5072073303039153e-05
6395,3.233868202620025e-05
6396,1.8625228785410562e-08
6397,3.1195980048892215e-08
6398,1.9533329125346304e-08
6399,2.1492740295675082e-07
6400,2.857464307578982e-07
6401,2.4157248636803283e-08
6402,3.2498502369331795e-08
6403,7.064781932848536e-09
6404,6.8787892152482645e-09
6405,1.1882719245598993e-07
6406,3.0620208909049304e-08
6407,7.020756588145027e-09
6408,1.7991087712926526e-06
6409,2.0123258748825082e-08
6410,2.0115664053602043e-08
6411,2.6085434721280637e-08
6412,1.38843405229706e-05
6413,4.051311887891653e-06
6414,6.678945187504856e-07
6415,2.803566590265006e-07
6416,2.1206052236045496e-05
6417,3.002666554946808e-08
6418,3.157969814780916e-06
6419,1.3732014319795962e-07
6420,8.675444526180684e-08
6421,1.8272069812595915e-08
6422,2.893553878741046e-07
6423,2.8122863124311772e-08
6424,3.3270032489793865e-06
6425,7.005362411030674e-09
6426,2.300413718637773e-08
6427,2.152528263640074e-07
6428,3.241892713069289e-09
6429,1.9980704975289528e-08
6430,1.1039620791620667e-06
6431,5.456259554489813e-08
6432,1.3608297879104512e-08
6433,1.3405177334574672e-08
6434,7.2733869258116814e-09
6435,1.9206555315146263e-08
6436,2.3555185525700898e-07
6437,1.731861874047978e-06
6438,3.166586166898592e-07
6439,1.3434981707230834e-08
6440,5.831640468086769e-07
6441,7.022074151842507e-09
6442,1.0097040014392185e-07
6443,7.798177929329545e-09
6444,9.484586616278757e-08
6445,4.6312787854121926e-08
6446,2.366539739310808e-07
6447,1.3507446278723224e-08
6448,3.7656388793326084e-07
6449,1.3800350278767612e-08
6450,9.600991774089108e-09
6451,2.809105656197687e-08
6452,5.703590525364531e-09
6453,2.116584327644658e-07
6454,1.2099276854580996e-05
6455,4.005691917369753e-07
6456,2.8633984520831604e-08
6457,2.8495373850983133e-08
6458,3.103853930475725e-09
6459,2.1252527216839522e-07
6460,6.871579387436512e-07
6461,2.018586197794617e-08
6462,7.022074151842507e-09
6463,1.3521275972712089e-08
6464,6.14184650486494e-08
6465,1.92363110333576e-08
6466,2.005514896758665e-08
6467,2.5305436086004983e-08
6468,7.0451733880700565e-09
6469,1.9960898933609098e-07
6470,6.830955141268308e-09
6471,7.057748377289533e-09
6472,1.31226490896002e-07
6473,3.800425301245872e-06
6474,2.8405784504085232e-08
6475,3.6762425869479774e-06
6476,2.857178604016891e-07
6477,1.0824035527651725e-07
6478,1.120725817074037e-08
6479,6.623951685817505e-08
6480,6.9948260332630325e-09
6481,2.0147048104390654e-08
6482,2.8495373850983133e-08
6483,1.9607836530117115e-08
6484,5.7929396400725394e-08
6485,4.801996030635211e-08
6486,8.486650260372945e-08
6487,9.441844124359793e-08
6488,2.1556827245270887e-08
6489,8.076247172483913e-08
6490,1.994471494167784e-08
6491,3.348751848709638e-08
6492,2.9387711673397253e-08
6493,1.835996298967274e-08
6494,3.136877830885189e-08
6495,1.2782840686878632e-08
6496,2.254532484940286e-08
6497,3.518386585648383e-07
6498,3.140342067319576e-08
6499,7.483688876008166e-06
6500,2.771000591258108e-08
6501,6.834219335068581e-07
6502,5.647436574097423e-08
6503,1.5196652973942597e-07
6504,1.7795528021202848e-07
6505,3.7155500777340186e-08
6506,1.728140004865712e-07
6507,8.007177069355838e-07
6508,2.22249971961132e-07
6509,3.3878500694116985e-08
6510,9.614369052043992e-06
6511,1.9228779750620503e-08
6512,2.9112198773681988e-08
6513,1.1395471655438367e-05
6514,5.716621119055653e-09
6515,3.6932602028824094e-06
6516,1.0936087089115549e-06
6517,1.8267686535082453e-08
6518,2.1576043916582533e-08
6519,1.2627271377334688e-06
6520,3.380797847854862e-09
6521,2.018766948580258e-08
6522,2.794013836801066e-08
6523,5.7474511754748367e-08
6524,1.2008598082731377e-05
6525,1.698447198931778e-07
6526,2.809040752371548e-08
6527,1.3139693033169596e-07
6528,2.9678278949980176e-08
6529,1.4634052960478582e-07
6530,2.3747739725908786e-07
6531,6.105190182423726e-07
6532,7.564300947046876e-06
6533,1.2061719478152582e-07
6534,1.1176334930850634e-06
6535,3.05299193358261e-08
6536,1.5535744227728886e-08
6537,5.4402225465808566e-08
6538,4.25204477138421e-08
6539,1.485586516409047e-07
6540,2.3818606308477485e-08
6541,1.0022276509891589e-07
6542,2.0245863338826352e-08
6543,2.8393675517377556e-08
6544,4.240126331777381e-06
6545,5.742899691078027e-08
