eid,p84
22165,1.78503253987647e-08
22166,1.16598015079925e-07
22167,5.07222278e-08
22168,4.58019664704457e-08
22169,1.4550232655846308e-09
22170,6.8527602652182546e-09
22171,3.3623188405824e-07
22172,3.942613592233959e-08
22173,8.954609630702717e-05
22174,8.429444329409993e-06
22175,1.13977098296617e-05
22176,3.864390769232568e-07
22177,7.835676033066833e-05
22178,3.4572513481839855e-08
22179,2.4192462100686467e-09
22180,1.91101248e-08
22181,1.4539255465353732e-09
22182,2.753593398289371e-07
22183,5.0939155e-08
22184,0.0
22185,4.38743362831665e-08
22186,0.0
22187,1.41899261319386e-07
22188,1.0316837575402216e-05
22189,2.602442252675261e-06
22190,3.4048010598376536e-09
22191,1.86802547770632e-08
22192,1.95148512e-08
22193,9.46031746031992e-08
22194,4.284386756770437e-07
22195,5.44022428e-08
22196,2.611228522737219e-05
22197,4.8889402061877164e-08
22198,9.892005004498125e-07
22199,3.253694522280777e-07
22200,2.1228363116591055e-07
22201,3.566508875625308e-09
22202,6.56090607735633e-07
22203,9.274868686859414e-09
22204,5.11834803771515e-08
22205,9.56685552407358e-07
22206,1.8606890060178634e-08
22207,2.1839141065748945e-06
22208,4.5980819e-08
22209,5.8372939999999474e-08
22210,8.238303081289939e-09
22211,1.9821961396905674e-08
22212,1.4550741494669365e-07
22213,2.8271258334575246e-07
22214,4.282910696781314e-08
22215,1.40854368932073e-05
22216,5.096843769768339e-07
22217,4.390223607474592e-08
22218,8.07903682719062e-07
22219,2.801498163188644e-07
22220,8.216206381812421e-09
22221,1.4619666232642231e-09
22222,4.80183852e-08
22223,1.23271206736187e-07
22224,2.0066777401689816e-05
22225,6.39583039429616e-07
22226,6.8527602652182546e-09
22227,1.8113770110441845e-06
22228,4.177115996735409e-08
22229,8.92793684211062e-06
22230,3.0357e-08
22231,0.0
22232,1.3193105562997971e-06
22233,3.32492753623454e-07
22234,4.665078463720033e-08
22235,2.946001793724978e-07
22236,4.38743362831665e-08
22237,4.95136334e-08
22238,3.06292216739454e-08
22239,1.4686754128936994e-06
22240,1.35796254189882e-05
22241,1.86802547770632e-08
22242,9.274868686859414e-09
22243,1.851672339284674e-08
22244,5.64125656259328e-08
22245,9.507137174865308e-09
22246,2.5142241695999992e-09
22247,6.511060210728303e-06
22248,1.9692866005080917e-08
22249,4.218231964066452e-08
22250,7.96350891168986e-07
22251,4.62923791855041e-08
22252,1.41329973853037e-06
22253,5.562582506398536e-07
22254,4.68407804e-08
22255,5.00757218250189e-08
22256,1.4376763005818217e-09
22257,5.403553114252035e-06
22258,6.952484125214482e-08
22259,2.643425369200623e-06
22260,7.099659327848847e-08
22261,5.38521774e-08
22262,1.2250794046614708e-07
22263,3.077726466029737e-08
22264,5.43247688e-08
22265,2.0421368609191216e-07
22266,1.20446048510298e-05
22267,2.0721429384118485e-12
22268,1.96695407249942e-07
22269,0.0
22270,0.0
22271,1.07368149737934e-07
22272,8.238303081289939e-09
22273,2.61914110429731e-07
22274,3.850658898971044e-07
22275,1.8657146891150506e-08
22276,3.102287915084812e-08
22277,1.51489832983794e-06
22278,5.12258088e-08
22279,1.4550232655846308e-09
22280,1.6925181423099458e-08
22281,1.87024656e-08
22282,2.20028571428659e-06
22283,4.82768269050984e-08
22284,5.38521774e-08
22285,1.95148512e-08
22286,3.2488997867558164e-07
22287,1.90187615250015e-08
22288,2.689490184967317e-09
22289,3.322839180773003e-08
22290,4.56244386e-08
22291,6.97215815719065e-08
22292,8.533208196457371e-06
22293,9.044814084773724e-09
22294,4.61891344034058e-08
22295,4.7685247e-08
22296,1.9461539033218393e-06
22297,6.999807617804873e-08
22298,1.78538447846871e-08
22299,4.38743362831665e-08
22300,2.59356207315064e-07
22301,1.86802547770632e-08
22302,3.696883852689e-07
22303,2.346711069493055e-07
22304,4.72823822e-08
22305,1.86802547770632e-08
22306,4.96143496e-08
22307,1.4994589116364737e-09
22308,2.13710903503847e-08
22309,2.18883524098196e-08
22310,4.8459987e-08
22311,2.4977297279999993e-09
22312,1.44818207419518e-07
22313,1.1980036945412943e-05
22314,4.250683961249009e-08
22315,2.96907975460443e-07
22316,1.3565324540094692e-05
22317,4.63759364e-08
22318,1.4129969230773474e-07
22319,1.8621520047477765e-06
22320,3.072812448809376e-08
22321,2.1888865677927492e-05
22322,3.23380530973309e-08
22323,4.72823822e-08
22324,6.43224533977693e-08
22325,7.230829839936135e-08
22326,1.49897525277538e-08
22327,7.337036144575669e-08
22328,7.230829839936135e-08
22329,3.865749805981566e-08
22330,5.982431799999947e-08
22331,9.274868686859414e-09
22332,5.954039879999946e-08
22333,3.136189451386315e-08
22334,5.957006199999946e-08
22335,3.06292216739454e-08
22336,6.976893869508657e-06
22337,4.72823822e-08
22338,7.61947240937827e-07
22339,0.0
22340,1.450133426186534e-09
22341,7.165972322270443e-08
22342,4.7723984e-08
22343,1.34960818824443e-07
22344,6.536364289716587e-06
22345,6.000811951599545e-07
22346,4.1751374964590326e-07
22347,1.5341477118803e-05
22348,1.8671095194234445e-07
22349,3.506237734836296e-08
22350,9.274868686859414e-09
22351,5.04045844e-08
22352,4.147439175259559e-08
22353,4.142344190280136e-08
22354,4.115197306277665e-08
22355,4.64214351631575e-08
22356,4.18577319587813e-08
22357,2.782633687602698e-07
22358,4.94846625767406e-07
22359,2.0657582051014332e-07
22360,7.271728510839756e-08
22361,4.77356069698589e-08
22362,4.22427373158748e-07
22363,6.09243589743931e-07
22364,2.27897715687996e-06
22365,1.2312972863048296e-08
22366,3.458735784151218e-08
22367,8.06790123456419e-07
22368,1.554110550663224e-09
22369,4.80881118e-08
22370,1.3122493224000252e-06
22371,9.876592047713685e-07
22372,4.96375918e-08
22373,5.17273059179877e-07
22374,9.56685552407358e-07
22375,4.253489487899991e-08
22376,1.718804156467536e-07
22377,1.84820551718355e-08
22378,7.01355932202857e-07
22379,1.87909470313892e-08
22380,1.1708258881693631e-07
22381,4.408293635574105e-08
22382,6.30156250002017e-06
22383,1.12940909091045e-05
22384,6.981083404454562e-08
22385,5.03526614629629e-08
22386,2.1110968868819245e-05
22387,4.395900529524838e-08
22388,4.4191902612483335e-08
22389,6.614298342549774e-07
22390,1.8677840880374218e-08
22391,5.958223989018868e-06
22392,6.426952448880365e-06
22393,3.3905451621213e-07
22394,1.628889290788866e-07
22395,2.8259586519411977e-07
22396,6.020044462198517e-06
22397,3.3389039999999984e-05
22398,4.718552855773156e-08
22399,5.33331016e-08
22400,4.67710538e-08
22401,5.542002115820118e-08
22402,4.703727712742372e-08
22403,1.40260876862911e-06
22404,9.072387761350702e-09
22405,9.541407034561696e-07
22406,6.101395738405837e-06
22407,1.86826601694123e-08
22408,5.573500534382024e-10
22409,4.395900529524838e-08
22410,3.69298576949899e-07
22411,1.934462569832074e-07
22412,1.8707004479284485e-06
22413,4.5135535932483373e-08
22414,4.407209565365911e-08
22415,5.732754166685013e-06
22416,1.91581661890851e-07
22417,5.163163469076187e-06
22418,4.392746683941588e-08
22419,4.317205778992939e-08
22420,1.86802547770632e-08
22421,4.67013272e-08
22422,3.164109423065231e-08
22423,1.60016646591767e-05
22424,1.80016589934279e-08
22425,9.60465546029205e-07
22426,3.506237734836296e-08
22427,1.86245903016927e-08
22428,1.58893236864761e-05
22429,4.84374516067546e-08
22430,8.605965574519826e-08
22431,5.13032828e-08
22432,4.187675644951458e-08
22433,4.03691842979006e-06
22434,5.302291819457941e-07
22435,4.65076422e-08
22436,5.0435574e-08
22437,3.799724421179565e-06
22438,2.26224457863746e-06
22439,2.823305966688892e-07
22440,9.46031746031992e-08
22441,3.2213685165551886e-07
22442,1.4519421678006233e-09
22443,2.0756575709947486e-06
22444,7.235446611999077e-06
22445,4.78683503157248e-08
22446,1.8430635924010214e-07
22447,1.85735592058179e-08
22448,3.3806195920348e-05
22449,6.650541470838789e-09
22450,7.20441520483596e-07
22451,1.92567648e-08
22452,9.045765970069949e-09
22453,1.8574370934255656e-08
22454,2.2303004049775123e-07
22455,4.9157253e-08
22456,1.45778947368509e-07
22457,1.07936544355497e-06
22458,1.8606890060178634e-08
22459,3.859533493032907e-08
22460,7.182406667778779e-08
22461,2.17055050677359e-07
22462,1.675078954774506e-05
22463,4.63698127720474e-08
22464,4.2850628509671376e-08
22465,2.753593398289371e-07
22466,3.23380530973309e-08
22467,8.97494804792795e-06
22468,2.975149999998807e-06
22469,2.0285678452316144e-07
22470,4.38743362831665e-08
22471,5.12258088e-08
22472,3.3623188405824e-07
22473,6.952484125214482e-08
22474,9.827050575625095e-07
22475,6.56090607735633e-07
22476,7.92965170723385e-06
22477,3.189724416255e-08
22478,7.164507670903237e-08
22479,5.515605485338475e-10
22480,2.3574070132739358e-07
22481,7.074112425579202e-06
22482,9.274868686859414e-09
22483,3.592139311495719e-09
22484,1.9037140801053418e-07
22485,1.851672339284674e-08
22486,2.4088010481869297e-06
22487,1.5039273613859294e-09
22488,5.316450537092273e-07
22489,1.2309914341353255e-07
22490,4.63836838e-08
22491,4.36974573923718e-08
22492,1.86245903016927e-08
22493,3.02955813995511e-08
22494,2.8003867661245154e-07
22495,7.805461783754612e-05
22496,1.75034246575262e-07
22497,5.397479611649965e-08
22498,7.290151335571118e-08
22499,1.45778947368509e-07
22500,1.4720470970246855e-09
22501,4.97288593809972e-06
22502,1.8309897459471525e-07
22503,2.3552779926500557e-05
22504,1.3503010309284282e-08
22505,3.077357806461078e-08
22506,4.65892079340825e-08
22507,1.1449417585395247e-05
22508,4.3906441202194224e-08
22509,9.274868686859414e-09
22510,8.059624125887936e-08
22511,1.40854368932073e-05
22512,5.46346648e-08
22513,2.8417686560453266e-07
22514,1.09887678666654e-05
22515,1.89061411754847e-08
22516,4.99242456e-08
22517,1.76166666666533e-06
22518,4.428890969611675e-08
22519,4.85529558e-08
22520,2.9476847595999746e-08
22521,1.450133426186534e-09
22522,1.7802975126303407e-06
22523,2.2503693881268673e-06
22524,1.23413964453602e-06
22525,4.3906441202194224e-08
22526,1.90521956912643e-08
22527,4.56294520547735e-07
22528,5.4941941747586006e-08
22529,1.80800689904266e-07
22530,4.250683961249009e-08
22531,5.095691828003321e-08
22532,8.004374802963839e-07
22533,3.19425925925779e-07
22534,3.6186128538092344e-09
22535,5.196455555559716e-07
22536,3.826842319969198e-06
22537,2.2671715439999997e-09
22538,2.05617145985653e-06
22539,2.7828667462376e-07
22540,2.86847543072945e-07
22541,2.42201086956716e-07
22542,6.658834886336587e-06
22543,3.0346081354051006e-08
22544,1.3954851282054962e-07
22545,9.174137624075412e-09
22546,3.6606190745452764e-08
22547,8.233386258616462e-08
22548,4.5980819e-08
22549,4.68640226e-08
22550,8.277355234709657e-06
22551,5.54014638360942e-07
22552,1.45893529506602e-07
22553,2.694886856967316e-09
22554,2.8381610040961237e-07
22555,4.12789279891774e-07
22556,2.1040815185354165e-09
22557,2.4505865357641183e-07
22558,3.133641602328561e-07
22559,3.61014825195377e-08
22560,0.0
22561,5.01721624e-08
22562,1.6418437926749545e-07
22563,2.7638253775775276e-06
22564,3.0225994598614652e-05
22565,1.16577314389566e-05
22566,9.274868686859414e-09
22567,1.9170660173054121e-07
22568,1.86802547770632e-08
22569,3.89768115942341e-07
22570,1.05021785836602e-07
22571,2.812593698061676e-07
22572,4.5925555600240666e-07
22573,2.0633407651037388e-05
22574,6.751452814481775e-05
22575,7.101457159420968e-08
22576,3.574521788936456e-08
22577,0.0
22578,2.19625190879092e-06
22579,5.11793244e-08
22580,1.4743199947076406e-08
22581,5.0513048e-08
22582,6.77218031413464e-06
22583,2.0703369766905897e-12
22584,3.839097524232893e-06
22585,2.37002898550914e-07
22586,4.803388e-08
22587,9.611798086250364e-07
22588,5.16131788e-08
22589,1.12940909091045e-05
22590,3.826842319969198e-06
22591,4.718552855773156e-08
22592,2.41297240980906e-07
22593,1.352618232125732e-06
22594,4.87156512e-08
22595,3.863986800920581e-08
22596,4.72823822e-08
22597,2.3926198559999996e-09
22598,4.94846625767406e-07
22599,0.0
22600,2.37276949005865e-07
22601,1.3224366580942689e-07
22602,1.87024656e-08
22603,7.232820703869149e-08
22604,3.902582135844324e-08
22605,5.43247688e-08
22606,2.8381610040961237e-07
22607,1.1735665123305299e-07
22608,5.14349886e-08
22609,2.25166666666793e-07
22610,5.00172144e-08
22611,5.75275308769856e-07
22612,6.323175314662386e-06
22613,4.200941058633405e-08
22614,3.189724416255e-08
22615,3.956021830370294e-08
22616,3.506237734836296e-08
22617,1.02296551724146e-06
22618,1.8764621468912302e-07
22619,1.22638967587831e-06
22620,4.432143180246489e-08
22621,1.16441320277933e-07
22622,3.3623188405824e-07
22623,1.85225281099431e-08
22624,5.275305070335186e-07
22625,1.867045016993718e-08
22626,3.051679138984999e-08
22627,4.68407804e-08
22628,1.8581761644692695e-08
22629,3.799724421179565e-06
22630,1.63356164383487e-07
22631,8.263938851934532e-09
22632,3.049758121755071e-08
22633,5.535286139139284e-07
22634,3.97437612458649e-07
22635,5.515605485338475e-10
22636,5.9228935199999464e-08
22637,4.70034758e-08
22638,2.5975609968960004e-07
22639,4.17283992870019e-05
22640,1.52233333333455e-06
22641,3.2669812428818894e-08
22642,4.52470257664388e-08
22643,4.95136334e-08
22644,3.1507653269328716e-07
22645,4.453824584492261e-08
22646,1.13714714628266e-05
22647,2.0549819982960468e-05
22648,1.07488471392952e-07
22649,3.858315998542506e-07
22650,5.07919544e-08
22651,3.902582135844324e-08
22652,1.45778947368509e-07
22653,3.6606190745452764e-08
22654,2.72708626009183e-07
22655,4.94846625767406e-07
22656,1.89061679755048e-06
22657,1.87600866597051e-08
22658,5.60498639798773e-07
22659,4.383130030655893e-07
22660,7.008091469530393e-08
22661,2.66530976908186e-05
22662,2.694886856967316e-09
22663,4.727068099624766e-08
22664,1.91581661890851e-07
22665,6.000811951599545e-07
22666,1.9558900852995e-07
22667,6.140273109161706e-05
22668,1.1831208831385806e-07
22669,2.280899684868177e-09
22670,1.671176397185817e-05
22671,1.88480713077651e-08
22672,1.00477521757335e-07
22673,4.95136334e-08
22674,9.274868686859414e-09
22675,1.9650400415665404e-08
22676,4.55954769061272e-08
22677,4.1038347414894136e-08
22678,1.7397088844127454e-08
22679,4.1898791428530174e-08
22680,5.16131788e-08
22681,9.817485571560546e-08
22682,1.6262800000009755e-08
22683,5.174244444448583e-07
22684,5.61226993865637e-07
22685,3.42460000000171e-05
22686,3.82082644627875e-05
22687,7.11647401055778e-08
22688,4.96066022e-08
22689,4.94748964e-08
22690,1.86802547770632e-08
22691,3.332086341813832e-07
22692,3.094845226042131e-08
22693,1.304573520629125e-06
22694,1.4592254418030425e-09
22695,1.9012853382453376e-07
22696,2.41297240980906e-07
22697,7.1774447876449e-08
22698,4.84069366225159e-08
22699,1.48069506676403e-08
22700,7.90462581931067e-05
22701,7.248488909009063e-08
22702,9.737607851529922e-06
22703,4.447320163222624e-08
22704,1.4504713461689571e-09
22705,4.39143892252865e-08
22706,2.0713956439088025e-12
22707,4.187675644951458e-08
22708,3.0545382828809e-07
22709,5.0319363e-08
22710,1.8099497206715573e-07
22711,9.274868686859414e-09
22712,5.86657127525696e-05
22713,7.271728510839756e-08
22714,3.61577635328101e-07
22715,1.8291434903026762e-06
22716,6.966303819478559e-08
22717,3.957506266323511e-08
22718,1.01123287671186e-07
22719,4.65076422e-08
22720,4.38743362831665e-08
22721,1.76954724181791e-08
22722,1.3185687828077956e-06
22723,1.6780924147441628e-06
22724,2.774708772888636e-07
22725,5.03658474e-08
22726,1.8537417382070453e-08
22727,6.150348968493179e-05
22728,4.2810344801665446e-07
22729,5.41002623473344e-07
22730,1.86802547770632e-08
22731,6.69567850019284e-06
22732,5.4626648219322e-06
22733,2.31532051282181e-06
22734,4.804687468665903e-07
22735,1.3325454634037363e-07
22736,2.4410673067174335e-06
22737,1.4504713461689571e-09
22738,3.2055380476683616e-07
22739,4.0183681406295684e-08
22740,1.8798410256420732e-07
22741,1.4823044212020014e-09
22742,4.5980819e-08
22743,2.5051914991999995e-09
22744,3.32492753623454e-07
22745,8.31225806453442e-06
22746,0.0
22747,4.50534417999587e-08
22748,8.75873646343886e-07
22749,3.6186128538092344e-09
22750,2.763249172601701e-07
22751,4.07915734675229e-07
22752,2.8337044928786893e-07
22753,1.3774140735712583e-06
22754,8.155262506254627e-08
22755,4.17283992870019e-05
22756,9.48940682730491e-07
22757,1.92963995822424e-07
22758,3.3806195920348e-05
22759,3.136845146442009e-08
22760,1.86802547770632e-08
22761,1.45778947368509e-07
22762,4.240130076928988e-08
22763,0.0
22764,1.62594972067302e-07
22765,1.594759197384015e-09
22766,4.65763023363659e-08
22767,3.52275699160538e-05
22768,0.0
22769,1.304573520629125e-06
22770,2.7828667462376e-07
22771,1.3867510933506277e-07
22772,0.0
22773,7.684314185974496e-09
22774,0.0
22775,6.517182320450201e-07
22776,3.52275699160538e-05
22777,1.4639119778495708e-09
22778,4.96066022e-08
22779,4.2586114955863246e-08
22780,8.145529866847327e-05
22781,1.76954724181791e-08
22782,2.063289601674633e-07
22783,5.5275333333361e-09
22784,1.8671928312024588e-08
22785,6.3547044232338946e-06
22786,5.2774602560577826e-08
22787,1.17218826514518e-07
22788,4.1052670108877266e-07
22789,4.337337091329338e-08
22790,1.8764621468912302e-07
22791,7.835676033066833e-05
22792,2.3552779926500557e-05
22793,4.665491442848913e-08
22794,5.37824508e-08
22795,6.653114376754589e-06
22796,9.727242113440602e-07
22797,4.779091503813691e-09
22798,1.95148512e-08
22799,3.8834559999967424e-08
22800,1.76954724181791e-08
22801,1.4470269213075e-05
22802,7.079025764149723e-08
22803,8.29527777778441e-07
22804,1.2621466429747495e-07
22805,1.8657146891150506e-08
22806,5.83823853294324e-07
22807,1.80808451766819e-08
22808,1.20495145631097e-07
22809,0.0
22810,1.1317135781776344e-05
22811,2.33631832620353e-07
22812,4.21074306761917e-07
22813,3.37464540725407e-07
22814,5.43247688e-08
22815,9.841150640003821e-09
22816,6.417153398059795e-08
22817,4.65326097332985e-07
22818,1.46231444768686e-07
22819,9.56685552407358e-07
22820,4.5005379612483367e-08
22821,4.9222806693154e-07
22822,4.65928636e-08
22823,1.6628674702171676e-05
22824,2.6995932569673154e-09
22825,8.420111386046214e-06
22826,4.63836838e-08
22827,3.3623188405824e-07
22828,9.274868686859414e-09
22829,5.909121319999947e-08
22830,1.5829681369028168e-07
22831,7.077354317987796e-06
22832,9.32651852963242e-07
22833,5.153856581322636e-07
22834,5.0241889e-08
22835,2.83392056718681e-07
22836,2.0708742796324943e-08
22837,2.150836238221252e-05
22838,1.07577940952602e-07
22839,0.0
22840,1.965227366954499e-06
22841,4.9854519e-08
22842,9.274868686859414e-09
22843,1.86802547770632e-08
22844,7.146617432122605e-07
22845,4.946986335330959e-06
22846,5.914051713169494e-07
22847,3.322839180773003e-08
22848,5.05982694e-08
22849,2.75935192387225e-05
22850,1.05301282051341e-06
22851,1.5220155297939336e-09
22852,7.686982456139117e-08
22853,4.863144487355336e-09
22854,1.891272727275e-05
22855,1.55336251189536e-07
22856,9.96199327466417e-08
22857,4.55954769061272e-08
22858,3.93523972694119e-08
22859,9.83680594276183e-08
22860,1.86802547770632e-08
22861,7.17625393321254e-08
22862,4.94846625767406e-07
22863,4.5316304803230866e-08
22864,5.02651312e-08
22865,6.212297023593059e-06
22866,2.3398598044331978e-07
22867,1.89048288e-08
22868,4.58406832637173e-08
22869,0.0
22870,2.0739489001331072e-12
22871,6.929551781407116e-08
22872,1.987837328766066e-07
22873,4.25091337346925e-06
22874,2.620748747304758e-06
22875,7.31857450224264e-07
22876,2.763249172601701e-07
22877,3.32121794871981e-07
22878,2.68423603357014e-07
22879,4.8459987e-08
22880,1.2658872864900386e-07
22881,8.87508524749064e-07
22882,8.11269501354057e-08
22883,4.317205778992939e-08
22884,2.2295464224203335e-05
22885,4.52470257664388e-08
22886,4.52212145710055e-08
22887,0.0
22888,4.98235294e-08
22889,4.54147985374856e-08
22890,5.168261761843103e-07
22891,3.103031863328458e-07
22892,5.2774602560577826e-08
22893,3.6606190745452764e-08
22894,4.0321315105162506e-06
22895,5.04045844e-08
22896,1.456484260341862e-09
22897,4.89325784e-08
22898,5.39064092e-08
22899,1.2045374735073915e-07
22900,7.08517511939913e-08
22901,4.84374516067546e-08
22902,4.93276958e-08
22903,3.051679138984999e-08
22904,1.406326388752525e-07
22905,7.238827167575586e-08
22906,1.8291434903026762e-06
22907,1.87600866597051e-08
22908,3.93523972694119e-08
22909,4.92579692e-08
22910,7.48606076822488e-08
22911,1.4310377713349633e-05
22912,5.10708608e-08
22913,8.74340425532702e-05
22914,9.56685552407358e-07
22915,4.56294520547735e-07
22916,1.4376763005818217e-09
22917,8.01710838343364e-07
22918,3.158701648298489e-08
22919,4.57251548e-08
22920,5.43247688e-08
22921,2.6512556369409e-06
22922,7.049428850349806e-08
22923,2.597820000001676e-07
22924,2.86859485984279e-07
22925,5.403959339716e-09
22926,2.4505865357641183e-07
22927,3.295577994114327e-05
22928,4.187675644951458e-08
22929,5.03526614629629e-08
22930,4.7685247e-08
22931,5.20465692991911e-06
22932,1.85225281099431e-08
22933,3.6036055591219546e-09
22934,2.5181514175999993e-09
22935,1.8671928312024588e-08
22936,1.4548735766237364e-09
22937,3.9128894988271294e-06
22938,2.9777199478467e-06
22939,5.39064092e-08
22940,1.622448022115768e-05
22941,1.86802547770632e-08
22942,2.07764705882831e-07
22943,1.451742582519044e-09
22944,2.066326666668319e-07
22945,2.49991033026913e-06
22946,4.65773688e-08
22947,5.0319363e-08
22948,7.40989270775206e-07
22949,7.524471058817427e-06
22950,5.26900674e-08
22951,2.8477242726712e-07
22952,4.22975460123156e-07
22953,1.6925181423099458e-08
22954,1.95148512e-08
22955,1.79823023708547e-08
22956,1.2797981870434685e-07
22957,4.02802469135617e-06
22958,3.52275699160538e-05
22959,1.86802547770632e-08
22960,4.50534417999587e-08
22961,4.7696742417554755e-08
22962,1.5335212919971091e-09
22963,4.77394788e-08
22964,4.230890654421723e-08
22965,6.170570873787888e-08
22966,9.56685552407358e-07
22967,5.26900674e-08
22968,4.3151221828229763e-08
22969,7.157603113272687e-08
22970,1.7751303057041113e-06
22971,4.06866456167621e-08
22972,9.73152845375693e-07
22973,1.76166666666533e-06
22974,4.3906441202194224e-08
22975,4.16289135524263e-07
22976,4.98235294e-08
22977,1.02457914696542e-06
22978,6.517182320450201e-07
22979,6.03873901591202e-08
22980,4.98622664e-08
22981,5.6840187403269e-08
22982,4.64921474e-08
22983,4.96066022e-08
22984,4.18577319587813e-08
22985,5.087533693764553e-07
22986,4.424772872330723e-06
22987,4.83789460524117e-08
22988,5.0939155e-08
22989,1.65076436362138e-05
22990,5.26900674e-08
22991,3.863986800920581e-08
22992,3.1215849277811376e-08
22993,0.0
22994,5.848211477368811e-09
22995,6.12352054249412e-06
22996,3.624345977622353e-09
22997,4.175451889103525e-06
22998,1.35312483530985e-07
22999,4.78045258486389e-08
23000,7.122848937997119e-09
23001,5.493992929969229e-07
23002,7.153822432559047e-08
23003,1.89642110432043e-08
23004,4.166862962039521e-08
23005,4.98467716e-08
23006,1.89282912e-08
23007,1.4481126252098304e-09
23008,7.431643243235806e-07
23009,5.50612903225311e-06
23010,4.85529558e-08
23011,2.8864497513473315e-06
23012,1.50476281666004e-05
23013,5.12258088e-08
23014,0.000111562496204296
23015,1.4639119778495708e-09
23016,4.7414088e-08
23017,9.274868686859414e-09
23018,2.7041114009673142e-09
23019,6.466203639283022e-08
23020,1.4045520950372059e-05
23021,1.92283032731144e-07
23022,2.8694158075614e-08
23023,1.86615438538779e-08
23024,7.053602266020446e-08
23025,9.274868686859414e-09
23026,4.37967886892757e-07
23027,1.9004886976178035e-05
23028,1.477264184321766e-09
23029,1.45893529506602e-07
23030,4.115197306277665e-08
23031,1.9742126088801306e-08
23032,2.808557036691379e-07
23033,6.999807617804873e-08
23034,4.93431906e-08
23035,1.4402958573995121e-09
23036,9.18720205751803e-07
23037,6.30156250002017e-06
23038,5.38521774e-08
23039,4.6047172827914e-08
23040,3.0346081354051006e-08
23041,7.311521812259496e-08
23042,5.7262681768345647e-08
23043,5.08061403508691e-08
23044,4.77394788e-08
23045,1.40854368932073e-05
23046,5.973956599999946e-08
23047,2.7828667462376e-07
23048,6.199398906153725e-07
23049,4.93431906e-08
23050,4.92889588e-08
23051,3.47191233270886e-09
23052,7.40675366989864e-06
23053,5.00172144e-08
23054,4.1413960272194583e-08
23055,5.39580554448897e-07
23056,2.812593698061676e-07
23057,1.2321108571434521e-06
23058,9.274868686859414e-09
23059,2.5981735920129903e-09
23060,1.86802547770632e-08
23061,1.47414148185981e-07
23062,4.6625719019947424e-08
23063,4.78683503157248e-08
23064,8.58168038111812e-08
23065,1.0104185054515546e-07
23066,3.037023350620313e-08
23067,5.08061403508691e-08
23068,3.194891358023222e-07
23069,8.10434782609344e-06
23070,2.8442091264687274e-07
23071,4.1361026582564555e-08
23072,7.920658859693282e-07
23073,1.5057632371418026e-09
23074,5.30639476039848e-07
23075,9.6094827585957e-08
23076,5.122699904687834e-06
23077,1.855367694503194e-08
23078,2.6002076219262e-06
23079,7.099659327848847e-08
23080,5.57158066990332e-08
23081,2.1446646931730332e-07
23082,1.53073837930036e-05
23083,2.93785204457677e-06
23084,4.84069366225159e-08
23085,5.4941941747586006e-08
23086,1.8657146891150506e-08
23087,1.15707830806265e-07
23088,1.19501479270626e-07
23089,1.4969273758247388e-05
23090,7.1774447876449e-08
23091,2.72708626009183e-07
23092,1.663321844660038e-05
23093,3.090721443423998e-07
23094,4.67710538e-08
23095,5.01411728e-08
23096,3.50768317057768e-07
23097,1.05860841579453e-06
23098,7.271728510839756e-08
23099,1.5029336304722e-09
23100,3.5547053854218295e-09
23101,3.269854093340049e-07
23102,4.03691842979006e-06
23103,3.3623188405824e-07
23104,5.920028320801668e-08
23105,1.8490116835273396e-08
23106,7.838052802831869e-06
23107,5.01411728e-08
23108,4.482966858048336e-08
23109,1.89282912e-08
23110,4.5980819e-08
23111,1.40854368932073e-05
23112,1.867045016993718e-08
23113,1.55458541774774e-05
23114,5.196455555559716e-07
23115,7.227814438938712e-08
23116,8.719038238004971e-09
23117,5.19385696e-08
23118,1.4366425259815748e-07
23119,8.69322033897644e-07
23120,1.5220155297939336e-09
23121,1.3503010309284282e-08
23122,1.9510948296900617e-07
23123,7.049428850349806e-08
23124,1.86802547770632e-08
23125,7.070919721267925e-08
23126,3.7425764386763506e-07
23127,2.343152856e-09
23128,5.094428169195573e-06
23129,1.06095238095266e-07
23130,1.47638501761628e-07
23131,1.492119619337192e-09
23132,1.90187615250015e-08
23133,1.9884166173865748e-07
23134,2.8864497513473315e-06
23135,1.1831208831385806e-07
23136,9.451637249742737e-09
23137,4.72823822e-08
23138,3.8535957492060284e-08
23139,4.99164982e-08
23140,4.337337091329338e-08
23141,3.253694522280777e-07
23142,9.996121453494043e-07
23143,1.16644013281363e-06
23144,4.52603108e-08
23145,2.822138785182051e-07
23146,5.15279574e-08
23147,1.0897517582677727e-05
23148,1.8798410256420732e-07
23149,4.7414088e-08
23150,3.864390769232568e-07
23151,9.72048681541894e-07
23152,4.2586114955863246e-08
23153,5.6077223775256516e-06
23154,1.86802547770632e-08
23155,5.46346648e-08
23156,1.11818877325531e-06
23157,2.8103608626659846e-07
23158,2.89268382856312e-08
23159,1.621998260870866e-07
23160,1.5031672746163719e-09
23161,4.84555354128665e-08
23162,1.0558602234800224e-05
23163,4.63759364e-08
23164,1.88953330810013e-07
23165,4.39143892252865e-08
23166,1.49873427440969e-06
23167,7.050908785060229e-08
23168,0.0
23169,5.61403846154161e-07
23170,4.01457308495733e-06
23171,5.515605485338475e-10
23172,4.38743362831665e-08
23173,0.0
23174,1.95340206185653e-08
23175,4.7696742417554755e-08
23176,7.339892962382641e-08
23177,4.54147985374856e-08
