id	count	dmax	logsum	mean	sd	dzmin	dzmax	hmax
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01544N3647_D010_S067D90R090_A006995_S075	57684	13.489	11.511	1.731	1.759	0.171	0.286	16.771
BS_4-8_manning003_extreme/E00979N4372E01586N3827-BS-M809_E01517N3827_D010_S337D70R090_A006995_S075	18180	5.494	9.641	0.846	0.664	0.078	0.108	6.455
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01817N3467_D010_S067D70R090_A006995_S075	25122	8.24	10.383	1.286	1.255	-0.004	-0.004	8.466
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D144_S067D90R090_A006995_S075	4459	3.424	7.575	0.437	0.471	-1.473	-0.972	5.771
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01754N3422_D010_S247D50R090_A006995_S075	19393	7.105	10.023	1.163	1.03	-0.01	-0.009	8.313
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01585N3557_D010_S067D30R090_A006995_S075	20619	8.248	10.199	1.303	1.187	-0.033	-0.031	8.658
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01867N3445_D010_S067D50R270_A006995_S075	16728	6.764	9.897	1.188	1.14	0.005	0.006	7.465
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01832N3400_D010_S247D30R090_A006995_S075	24411	7.8	10.411	1.361	1.257	-0.007	-0.006	9.116
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M754_E01616N3580_D010_S067D90R090_A001972_S039	8416	5.512	8.828	0.81	0.878	0.001	0.001	7.135
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01824N3355_D010_S067D50R090_A006995_S075	23873	9.354	10.436	1.426	1.409	-0.007	-0.006	10.902
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01762N3467_D010_S067D30R090_A006995_S075	24715	7.012	10.426	1.365	1.252	-0.011	-0.01	7.995
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01905N3355_D010_S067D30R090_A006995_S075	22707	8.167	10.419	1.475	1.368	-0.005	-0.005	9.798
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01846N3895_D010_S112D90R270_A006995_S075	42194	11.617	11.17	1.683	1.684	0.001	0.001	12.908
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01613N3557_D010_S067D50R270_A006995_S075	20630	8.377	10.262	1.387	1.3	0.022	0.023	9.485
BS_4-8_manning003_extreme/E01548N3896E01854N3659-BS-M754_E01619N3760_D010_S157D50R270_A003524_S022	8869	4.908	8.737	0.702	0.77	0.001	0.002	6.534
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01564N3602_D010_S067D10R090_A006995_S075	14389	5.396	9.59	1.016	0.913	-0.029	-0.026	6.361
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01668N3557_D010_S067D70R270_A004781_S062	16462	7.58	9.901	1.212	1.108	0.005	0.005	9.325
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01901N3333_D010_S067D30R090_A006995_S075	21715	8.228	10.351	1.441	1.347	-0.005	-0.004	10.082
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01640N3557_D010_S247D30R090_A006995_S075	24281	7.278	10.295	1.218	1.109	-0.024	-0.022	7.469
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S112D90R270_A006995_S075	73308	21.767	12.179	2.654	2.348	0.546	0.978	25.447
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01895N3445_D010_S247D70R270_A006995_S075	17645	8.547	9.994	1.241	1.265	0.003	0.003	10.497
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01878N3355_D010_S067D50R270_A006995_S075	23482	9.048	10.555	1.633	1.608	0.005	0.006	10.944
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01847N3333_D010_S067D30R090_A006995_S075	18555	7.287	10.06	1.261	1.176	-0.006	-0.005	8.9
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M809_E01442N3715_D010_S247D30R270_A012497_S042	9600	6.787	8.863	0.736	0.789	-0.129	-0.055	7.653
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01633N3512_D010_S067D30R090_A004781_S062	10928	5.405	9.101	0.82	0.825	-0.014	-0.013	6.913
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01886N3400_D010_S067D90R090_A004781_S062	20171	9.502	10.267	1.426	1.418	0.0	0.0	11.077
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M792_E01589N3580_D010_S067D90R270_A004781_S062	16052	6.957	9.866	1.201	1.093	-0.01	-0.007	8.057
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01561N3580_D010_S067D90R270_A006995_S075	20610	8.234	10.271	1.402	1.275	-0.025	-0.019	10.387
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01905N3355_D010_S067D70R090_A006995_S075	35612	12.1	10.993	1.67	1.801	-0.003	-0.003	14.221
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01583N3715_D010_S022D90R090_A012497_S042	61008	16.467	11.695	1.966	1.941	0.507	0.812	21.128
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01798N3512_D010_S247D50R090_A006995_S075	17432	5.131	9.728	0.963	0.803	-0.008	-0.007	6.762
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01575N3670_D010_S202D70R270_A006995_S075	80410	24.263	12.177	2.416	2.626	0.11	0.246	29.501
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M774_E01592N3602_D010_S067D90R090_A003139_S050	15745	8.347	9.765	1.106	1.14	0.005	0.007	8.645
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01874N3333_D010_S247D50R090_A006995_S075	21925	7.171	10.264	1.308	1.202	-0.005	-0.005	8.473
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S157D90R270_A012497_S042	55272	19.706	11.636	2.047	2.057	0.262	0.38	23.888
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01613N3557_D010_S067D30R090_A006995_S075	24089	8.073	10.355	1.304	1.202	-0.031	-0.029	8.564
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01692N3535_D010_S067D50R270_A006995_S075	24211	8.111	10.437	1.408	1.356	0.015	0.017	9.03
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01928N3333_D010_S067D30R090_A006995_S075	19851	7.395	10.187	1.337	1.226	-0.004	-0.004	9.063
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01708N3467_D010_S247D50R090_A006995_S075	19613	7.189	10.059	1.191	1.042	-0.013	-0.012	8.009
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01782N3422_D010_S247D50R090_A006995_S075	23346	8.418	10.343	1.33	1.232	-0.009	-0.008	9.115
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01817N3467_D010_S247D30R090_A006995_S075	19610	6.939	10.009	1.134	0.999	-0.008	-0.007	8.001
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01822N3917_D010_S292D70R090_A006995_S075	39179	10.711	11.057	1.618	1.575	-0.004	-0.003	11.699
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01874N3333_D010_S067D70R090_A003139_S050	12469	6.628	9.446	1.015	1.068	-0.001	-0.001	8.336
BS_4-8_manning003_extreme/E01548N3896E01854N3659-BS-M754_E01595N3782_D010_S337D50R090_A003524_S022	5258	3.035	7.84	0.483	0.51	0.001	0.004	4.079
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01874N3333_D010_S067D50R090_A006995_S075	28813	10.439	10.714	1.561	1.63	-0.005	-0.005	12.513
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M809_E01484N3805_D010_S157D90R270_A012497_S042	8488	2.574	8.43	0.54	0.403	0.062	0.411	3.043
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S022D70R090_A006995_S075	106366	21.51	12.568	2.701	2.458	0.784	1.571	25.737
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01857N3535_D010_S247D50R090_A006995_S075	14069	5.1	9.387	0.848	0.72	-0.004	-0.003	7.105
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M792_E01589N3580_D010_S067D90R090_A004781_S062	20268	9.242	10.167	1.284	1.261	0.007	0.01	9.455
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01762N3467_D010_S067D70R090_A006995_S075	34626	9.408	10.843	1.478	1.469	-0.006	-0.005	9.66
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01847N3333_D010_S067D30R090_A004781_S062	12919	5.448	9.397	0.933	0.904	-0.003	-0.003	6.485
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01794N3490_D010_S247D50R090_A006995_S075	21285	7.938	10.151	1.204	1.068	-0.009	-0.008	9.264
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M792_E01822N3917_D010_S112D90R270_A004781_S062	27909	9.898	10.597	1.434	1.409	0.0	0.0	11.059
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01644N3580_D010_S247D70R090_A004781_S062	18856	6.511	10.036	1.211	1.058	-0.011	-0.01	7.652
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01882N3378_D010_S067D70R090_A006995_S075	34706	11.412	10.932	1.612	1.694	-0.003	-0.003	12.931
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01684N3490_D010_S067D50R090_A006995_S075	24432	8.351	10.381	1.32	1.235	-0.016	-0.014	8.931
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01754N3422_D010_S247D50R090_A004781_S062	12591	5.436	9.255	0.831	0.785	-0.006	-0.006	5.965
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S067D90R090_A006995_S075	49852	12.274	11.313	1.643	1.691	0.12	0.196	15.614
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S292D70R090_A006995_S075	75317	21.159	12.196	2.628	2.343	0.508	0.882	26.163
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01844N3467_D010_S067D30R090_A006995_S075	16463	5.194	9.737	1.028	0.9	-0.007	-0.006	6.186
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01743N3512_D010_S247D30R090_A006995_S075	21737	6.172	10.098	1.118	0.996	-0.012	-0.011	6.638
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01832N3400_D010_S067D30R090_A006995_S075	22650	6.932	10.355	1.387	1.263	-0.007	-0.006	8.132
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01805N3400_D010_S247D50R090_A006995_S075	23921	8.601	10.4	1.373	1.295	-0.008	-0.007	9.479
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01692N3535_D010_S247D30R090_A006995_S075	23345	6.583	10.205	1.159	1.05	-0.017	-0.016	7.079
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01859N3400_D010_S247D70R270_A004781_S062	20723	9.934	10.319	1.462	1.472	0.002	0.002	11.304
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01901N3333_D010_S247D50R090_A006995_S075	21682	7.686	10.238	1.289	1.172	-0.005	-0.005	8.95
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01790N3467_D010_S247D30R090_A006995_S075	23239	6.805	10.267	1.238	1.12	-0.009	-0.008	7.336
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S022D70R090_A006995_S075	96288	25.329	12.453	2.658	2.698	0.157	0.295	32.695
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01932N3355_D010_S067D70R090_A006995_S075	30022	11.358	10.795	1.625	1.745	-0.003	-0.002	13.653
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01664N3535_D010_S067D50R270_A006995_S075	22238	8.834	10.334	1.383	1.289	0.018	0.019	10.906
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01579N3692_D010_S157D90R270_A012497_S042	58475	19.357	11.749	2.166	2.009	0.564	0.827	22.242
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01579N3692_D010_S022D90R090_A012497_S042	61282	17.294	11.701	1.969	1.991	0.422	0.673	21.553
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01770N3512_D010_S067D30R090_A006995_S075	17221	6.041	9.709	0.956	0.823	-0.011	-0.01	6.27
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01824N3355_D010_S247D50R090_A004781_S062	14182	6.128	9.528	0.968	0.912	-0.004	-0.004	7.152
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01739N3490_D010_S247D50R090_A006995_S075	26334	7.63	10.491	1.367	1.276	-0.012	-0.011	8.889
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01805N3400_D010_S067D50R090_A006995_S075	26901	8.348	10.548	1.416	1.374	-0.008	-0.007	8.857
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01928N3333_D010_S247D50R090_A004781_S062	14813	5.845	9.632	1.029	0.936	-0.003	-0.002	6.675
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01909N3378_D010_S247D30R090_A006995_S075	22074	7.433	10.266	1.302	1.175	-0.005	-0.004	8.351
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01863N3422_D010_S247D30R090_A006995_S075	20717	6.865	10.126	1.206	1.075	-0.006	-0.006	7.85
BS_4-8_manning003_extreme/E01517N3917E01678N3772-BS-M774_E01566N3782_D010_S337D30R090_A005608_S028	8191	3.389	8.501	0.6	0.586	-0.002	0.008	4.404
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01813N3445_D010_S067D70R270_A004781_S062	15318	6.305	9.775	1.149	1.09	0.003	0.003	7.243
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01836N3422_D010_S067D70R090_A006995_S075	29809	9.259	10.652	1.418	1.403	-0.004	-0.004	10.34
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S337D70R090_A006995_S075	113349	24.957	12.722	2.956	2.805	1.1	1.961	28.401
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E02116N3333_D010_S202D50R090_A006995_S075	17024	8.629	9.891	1.161	1.12	-0.003	-0.003	9.57
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01905N3355_D010_S247D50R090_A006995_S075	26001	8.619	10.544	1.46	1.4	-0.005	-0.005	10.668
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01859N3400_D010_S067D70R090_A006995_S075	32183	10.46	10.796	1.517	1.544	-0.004	-0.003	11.629
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01579N3692_D010_S067D90R270_A012497_S042	12781	6.833	9.661	1.228	1.175	-1.145	-0.751	9.231
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M809_E01442N3715_D010_S067D70R270_A012497_S042	22108	5.965	9.978	0.975	0.853	0.385	0.702	6.736
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01970N3805_D010_S337D70R090_A006995_S075	55727	17.197	11.678	2.117	2.305	-0.005	-0.005	18.965
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01770N3512_D010_S247D30R090_A006995_S075	17565	5.253	9.766	0.992	0.848	-0.01	-0.009	6.361
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01684N3490_D010_S247D50R090_A006995_S075	22098	7.48	10.221	1.244	1.12	-0.015	-0.014	8.854
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01913N3400_D010_S067D70R090_A006995_S075	24863	10.409	10.525	1.498	1.551	-0.003	-0.003	12.123
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01809N3422_D010_S067D70R090_A006995_S075	31943	9.702	10.755	1.467	1.474	-0.004	-0.004	10.101
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01644N3580_D010_S022D50R090_A006995_S075	40058	12.624	11.083	1.624	1.747	-0.012	-0.009	15.894
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S022D90R090_A006995_S075	94804	25.456	12.439	2.662	2.765	0.167	0.313	34.608
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M792_E01477N3760_D010_S292D10R270_A008541_S034	5527	3.114	7.806	0.444	0.462	0.019	0.03	4.148
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S022D90R090_A006995_S075	94255	22.004	12.422	2.632	2.495	0.623	1.295	25.92
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01840N3445_D010_S247D30R090_A006995_S075	19492	6.563	10.008	1.139	0.996	-0.007	-0.006	7.389
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01963N3378_D010_S067D30R090_A006995_S075	15024	6.384	9.666	1.049	1.024	-0.004	-0.004	7.899
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01715N3512_D010_S067D70R090_A006995_S075	30640	9.046	10.603	1.313	1.269	-0.007	-0.006	9.176
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01882N3378_D010_S247D70R270_A004781_S062	21923	10.428	10.433	1.549	1.615	0.002	0.002	12.07
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01798N3512_D010_S247D30R090_A006995_S075	14455	5.008	9.401	0.837	0.737	-0.008	-0.007	6.042
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01770N3512_D010_S067D70R270_A004781_S062	13842	5.566	9.524	0.989	0.927	0.003	0.003	7.087
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01805N3400_D010_S247D30R090_A006995_S075	21591	7.006	10.199	1.244	1.117	-0.008	-0.007	7.822
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01878N3355_D010_S067D30R090_A006995_S075	23459	8.377	10.468	1.499	1.402	-0.005	-0.005	9.786
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01735N3467_D010_S247D50R090_A006995_S075	22846	7.302	10.285	1.282	1.153	-0.012	-0.011	8.848
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01798N3512_D010_S067D50R090_A006995_S075	16938	6.256	9.718	0.981	0.879	-0.008	-0.007	7.716
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01905N3355_D010_S067D50R090_A006995_S075	31514	10.527	10.823	1.591	1.644	-0.005	-0.005	12.317
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M754_E01827N3940_D010_S112D90R270_A001972_S039	11864	6.017	9.306	0.928	0.971	0.0	0.0	7.205
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01905N3355_D010_S247D30R090_A003139_S050	11391	5.679	9.213	0.88	0.875	-0.002	-0.001	6.503
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M809_E01506N3760_D010_S022D90R090_A012497_S042	429	0.435	4.202	0.153	0.09	-0.831	-0.504	1.133
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S202D10R270_A006995_S075	13430	7.448	9.854	1.418	1.341	-1.7	-0.33	10.575
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E02089N3333_D010_S022D50R090_A004781_S062	10079	6.429	9.153	0.937	1.017	-0.002	-0.002	7.575
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01575N3670_D010_S022D90R090_A006995_S075	92522	26.786	12.407	2.644	2.711	0.23	0.435	33.008
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01828N3378_D010_S067D50R090_A006995_S075	28503	9.713	10.657	1.491	1.49	-0.007	-0.006	10.815
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S022D10R270_A006995_S075	16253	4.266	9.576	0.886	0.71	-1.544	1.014	5.463
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01855N3378_D010_S067D30R090_A006995_S075	23284	7.281	10.43	1.454	1.338	-0.006	-0.006	8.346
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01668N3557_D010_S067D70R270_A006995_S075	21723	7.453	10.327	1.406	1.322	0.005	0.006	9.145
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01981N3333_D010_S067D50R090_A006995_S075	15942	6.87	9.737	1.062	1.066	-0.004	-0.003	8.61
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01863N3422_D010_S067D70R270_A004781_S062	14708	6.321	9.709	1.12	1.086	0.002	0.002	7.072
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01633N3512_D010_S247D50R090_A006995_S075	19419	6.513	10.041	1.182	1.033	-0.019	-0.018	7.346
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01786N3445_D010_S247D30R090_A006995_S075	24277	7.391	10.361	1.301	1.194	-0.009	-0.008	8.31
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01719N3535_D010_S247D30R090_A006995_S075	20941	6.246	10.015	1.068	0.943	-0.015	-0.013	6.59
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01832N3400_D010_S067D30R090_A003139_S050	10181	4.76	8.996	0.793	0.777	-0.002	-0.002	5.699
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01882N3378_D010_S247D30R090_A003139_S050	11867	5.907	9.276	0.9	0.899	-0.002	-0.002	6.499
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01719N3535_D010_S022D30R090_A006995_S075	24403	8.527	10.508	1.5	1.415	-0.014	-0.012	10.027
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01878N3355_D010_S067D50R090_A006995_S075	32597	10.865	10.87	1.613	1.671	-0.006	-0.005	12.493
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01828N3378_D010_S247D50R090_A006995_S075	25082	8.805	10.489	1.433	1.377	-0.007	-0.006	9.764
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01918N3422_D010_S247D30R270_A006995_S075	12849	7.545	9.512	1.053	1.09	0.004	0.004	8.991
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01851N3355_D010_S067D30R090_A006995_S075	21772	7.989	10.347	1.431	1.318	-0.006	-0.006	9.216
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01581N3535_D010_S247D50R090_A006995_S075	17309	5.768	9.803	1.045	0.929	-0.021	-0.02	7.083
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01583N3715_D010_S067D90R270_A012497_S042	8297	8.487	9.226	1.225	1.118	-2.031	-1.439	13.543
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01731N3445_D010_S067D50R090_A006995_S075	22436	7.827	10.273	1.29	1.206	-0.011	-0.011	8.698
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01828N3378_D010_S067D70R090_A003139_S050	11790	5.825	9.311	0.938	0.957	-0.001	-0.001	7.196
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01747N3535_D010_S022D50R090_A006995_S075	39564	11.928	11.103	1.678	1.786	-0.012	-0.011	14.626
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S067D10R270_A006995_S075	9485	7.954	8.995	0.85	0.952	-1.268	-0.192	9.369
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01747N3535_D010_S067D30R090_A006995_S075	17502	6.704	9.756	0.986	0.885	-0.013	-0.012	6.862
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01828N3378_D010_S067D30R090_A003139_S050	8952	4.45	8.796	0.738	0.733	-0.002	-0.002	5.347
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01857N3535_D010_S022D50R090_A006995_S075	54143	15.607	11.571	1.956	2.149	-0.011	-0.01	18.574
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01762N3467_D010_S247D30R090_A006995_S075	24798	6.825	10.385	1.305	1.201	-0.01	-0.01	7.717
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01859N3400_D010_S247D30R090_A006995_S075	24271	7.538	10.407	1.363	1.254	-0.006	-0.006	8.659
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S022D90R090_A012497_S042	60941	15.603	11.686	1.95	1.903	0.59	0.953	21.302
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01923N3310_D010_S067D50R090_A004781_S062	15910	6.159	9.789	1.121	1.036	-0.003	-0.002	7.444
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01990N3378_D010_S202D50R090_A006995_S075	15699	9.005	9.697	1.036	1.036	-0.004	-0.004	11.115
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M774_E01592N3602_D010_S067D90R270_A003139_S050	13208	6.109	9.455	0.967	0.946	-0.007	-0.005	7.221
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01822N3917_D010_S112D90R270_A006995_S075	38758	11.357	11.051	1.625	1.632	0.001	0.001	12.583
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01613N3557_D010_S067D70R090_A006995_S075	31931	10.106	10.687	1.371	1.361	-0.006	-0.005	10.141
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M792_E01564N3602_D010_S067D90R270_A004781_S062	17067	7.534	9.997	1.287	1.178	-0.022	-0.015	9.301
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01840N3445_D010_S067D70R090_A006995_S075	25240	8.41	10.406	1.31	1.288	-0.004	-0.004	9.114
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01664N3535_D010_S067D90R270_A003139_S050	11922	5.289	9.26	0.881	0.89	-0.001	-0.001	6.17
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01613N3557_D010_S067D70R270_A004781_S062	14503	6.38	9.66	1.081	1.044	0.006	0.006	7.355
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01540N3625_D010_S067D90R090_A006995_S075	48636	12.435	11.298	1.659	1.712	0.08	0.122	14.836
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01821N3490_D010_S247D30R090_A006995_S075	16445	4.839	9.639	0.933	0.81	-0.007	-0.007	5.819
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01909N3378_D010_S067D30R090_A006995_S075	20744	7.579	10.271	1.392	1.269	-0.005	-0.005	8.686
