idx,l2n,TRUE,truemax,id,eve_id,max_off,wave_period,dominant_period,mean_prob,dzmax,dzmin,dmax,lon,lat,max_absdz,event_type,Mag,SR
4850,0.1258821748310066,7151,3.782646656036377,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01677N3724_S000,E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01677N3724_S000,0.57,13,8,1.0188320473560633e-07,0.008,0.005,3.783,16.77,37.24,0.008,1,8.09,CL
4851,0.011346704,785,0.517216146,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M754_E02123N3540_S000,E02020N3739E02658N3366-PS-Mur_PYes_Var-M754_E02123N3540_S000,0.09,13,7.7,1.132008585214316e-06,0.001,0.001,0.517,21.23,35.4,0.001,1,7.54,HL
4852,0.001201713,412,0.2368099093437194,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M754_E02170N3650_S000,E02020N3739E02658N3366-PS-Str_PYes_Hom-M754_E02170N3650_S000,0.07,0,8.6,7.767000092595584e-06,0.001,0.001,0.237,21.7,36.5,0.001,1,7.54,HL
4853,0.058246782,4892,1.0880131721496582,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02321N3496_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02321N3496_S000,0.22,13,26.7,3.627262202058054e-07,0.001,0.001,1.088,23.21,34.96,0.001,1,8.24,HL
4854,0.3327680163412814,15160,4.935126781463623,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02109N3622_S005,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02109N3622_S005,1.16,24,12.6,1.9830351966262343e-08,0.002,0.002,4.935,21.09,36.22,0.002,1,8.71,HL
4855,0.6195171695903118,30965,8.076534271240234,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02296N3512_S003,E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02296N3512_S003,1.84,15,7.7,7.108873623296258e-09,0.005,0.005,8.077,22.96,35.12,0.005,1,8.8,HL
4856,0.2463994057615169,13797,4.542545795440674,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01640N3732_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01640N3732_S000,1.04,14,8,4.673398282864879e-08,0.004,-0.002,4.543,16.4,37.32,0.004,1,8.24,CL
4857,0.2654011230361841,17060,2.4469211101531982,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02328N3482_S003,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02328N3482_S003,0.49,13,26.7,3.0219957471988045e-08,0.004,0.002,2.447,23.28,34.82,0.004,1,8.61,HL
4858,0.4130964160964626,28919,3.508943081,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02450N3427_S002,E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02450N3427_S002,0.74,13,26.7,1.3146826500861882e-08,0.007,0.007,3.509,24.5,34.27,0.007,1,8.88,HL
4859,0.6029132424453343,33709,6.329377174377441,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01715N3697_S004,E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01715N3697_S004,2.34,12,8,2.5931088242951635e-09,0.04,0.037,6.329,17.15,36.97,0.04,1,8.61,CL
4860,0.262946908,17435,2.139869451522827,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02337N3493_S001,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02337N3493_S001,0.53,13,26.7,3.108221934189017e-08,0.004,0.004,2.14,23.37,34.93,0.004,1,8.61,HL
4861,0.021164072,1762,0.6762706637382507,PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02287N3633_S000,E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02287N3633_S000,0.21,15,26.7,4.324620271307783e-06,0.001,0.001,0.676,22.87,36.33,0.001,1,8.09,HL
4862,0.2055905527053467,11738,1.854846477508545,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02375N3448_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02375N3448_S005,0.55,13,26.7,7.059339266128615e-09,0.005,0.005,1.855,23.75,34.48,0.005,1,8.8,HL
4863,0.090989236,4781,2.7786030769348145,PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M809_E02110N3553_S000,E01849N3766E02950N3220-PS-Mur_PYes_Var-M809_E02110N3553_S000,0.3,12,8.6,6.697452168055558e-08,0.001,0.001,2.779,21.1,35.53,0.001,1,8.09,HL
4864,0.7407463455350753,38200,8.929512977600098,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02279N3514_S002,E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02279N3514_S002,2.18,11,26.7,2.8318405496857813e-08,0.008,0.007,8.93,22.79,35.14,0.008,1,8.88,HL
4865,0.2457894987941936,12072,4.500536918640137,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02165N3634_S003,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02165N3634_S003,0.9,17,9.6,3.17926861873931e-08,0.002,0.002,4.501,21.65,36.34,0.002,1,8.61,HL
4866,0.094135322,5328,2.393515110015869,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02238N3596_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02238N3596_S000,0.43,11,8,2.1398035915891465e-07,0.001,0.001,2.394,22.38,35.96,0.001,1,8.5,HL
4867,0.028309206,2240,0.7956355214118958,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02497N3409_S000,E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02497N3409_S000,0.2,20,120,1.972484360116465e-07,0.001,0.001,0.796,24.97,34.09,0.001,1,8.5,HL
4868,0.2204576980488195,12587,1.9400638341903689,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02386N3481_S004,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02386N3481_S004,0.49,20,26.7,3.1670435918948944e-08,0.004,0.002,1.94,23.86,34.81,0.004,1,8.61,HL
4869,0.1757313123371621,9809,3.5763134956359863,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02206N3471_S000,E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02206N3471_S000,0.68,17,8,1.0882089783507816e-07,0.002,0.002,3.576,22.06,34.71,0.002,1,8.5,HL
4870,0.014240404,1370,0.5017911195755005,PS_manning003/E02020N3739E02658N3366-PS-Mur_PNo_Hom-M792_E02218N3623_S000,E02020N3739E02658N3366-PS-Mur_PNo_Hom-M792_E02218N3623_S000,0.11,13,26.7,2.667964470813209e-06,0.001,0.001,0.502,22.18,36.23,0.001,1,7.92,HL
4871,0.8517411511820576,38324,8.675132751464844,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02201N3524_S001,E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02201N3524_S001,2.44,22,26.7,5.666993796598007e-09,0.01,0.008,8.675,22.01,35.24,0.01,1,8.95,HL
4872,0.505171352,33149,5.744147300720215,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02408N3442_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02408N3442_S004,1.3,10,26.7,1.3365544930119277e-08,0.008,0.008,5.744,24.08,34.42,0.008,1,8.95,HL
4873,0.071567477,3510,2.579672574996948,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01656N3685_S000,E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01656N3685_S000,0.33,20,7.7,8.291003589373829e-08,0.007,0.005,2.58,16.56,36.85,0.007,1,7.92,CL
4874,0.084463761,5854,2.1570003032684326,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01707N3812_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01707N3812_S000,0.52,17,8,2.136748206451809e-07,0.002,0.002,2.157,17.07,38.12,0.002,1,7.92,CL
4875,0.057138921,2758,1.7266947031021118,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02134N3641_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02134N3641_S000,0.34,19,9.6,3.688896443279725e-07,0.001,0.001,1.727,21.34,36.41,0.001,1,8.24,HL
4876,0.1114006637303039,7535,1.5262967348098757,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02294N3618_S002,E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02294N3618_S002,0.53,15,80,2.159458729986379e-07,0.002,0.001,1.526,22.94,36.18,0.002,1,8.61,HL
4877,0.022966731,1935,0.6177579164505005,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02083N3755_S000,E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02083N3755_S000,0.21,21,26.7,9.877227484026008e-06,0.001,0.001,0.618,20.83,37.55,0.001,1,8.09,HL
4878,0.019408833,1205,0.8471691012382507,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02305N3524_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02305N3524_S000,0.18,15,8,3.86805876483539e-07,0.001,0.001,0.847,23.05,35.24,0.001,1,8.09,HL
4879,0.2589800185299292,12410,4.496360778808594,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02128N3626_S004,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02128N3626_S004,1,12,7.7,1.9768568462515202e-08,0.002,0.002,4.496,21.28,36.26,0.002,1,8.71,HL
4880,0.040622073,2741,1.1392236948013306,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02347N3418_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02347N3418_S000,0.34,15,8,1.5472176906559654e-07,0.001,0.001,1.139,23.47,34.18,0.001,1,8.09,HL
4881,1.0523212018262105,48311,10.485932350158691,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02409N3467_S005,E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02409N3467_S005,3.03,16,26.7,9.407058190442734e-08,0.011,0.011,10.486,24.09,34.67,0.011,1,9.02,HL
4882,0.006213991,612,0.3512508273124695,PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Var-M754_E02048N3750_S000,E01964N3926E02184N3685-PS-Str_PYes_Var-M754_E02048N3750_S000,0.09,19,12.6,2.9968235833961248e-05,0.001,0.001,0.351,20.48,37.5,0.001,1,7.54,HL
4883,0.032569313,2031,1.2959128618240356,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02233N3624_S000,E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02233N3624_S000,0.21,13,80,4.5076602400088e-07,0.001,0.001,1.296,22.33,36.24,0.001,1,8.24,HL
4884,0.3162428777234928,21681,2.308635711669922,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02340N3431_S002,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02340N3431_S002,0.72,14,26.7,2.8392304610611647e-08,0.002,0.002,2.309,23.4,34.31,0.002,1,8.61,HL
4885,0.005957403,674,0.3192073702812195,PS_manning003/E01517N3917E01678N3772-PS-Str_PYes_Hom-M754_E01609N3825_S000,E01517N3917E01678N3772-PS-Str_PYes_Hom-M754_E01609N3825_S000,0.14,19,34.3,1.171803846916142e-05,0.002,0.001,0.319,16.09,38.25,0.002,1,7.54,CL
4886,0.2185077922173807,12516,1.8923321962356567,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02333N3444_S003,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02333N3444_S003,0.55,13,26.7,2.8747664805669426e-08,0.002,0.002,1.892,23.33,34.44,0.002,1,8.61,HL
4887,0.101909663,6951,1.4001269340515137,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02404N3535_S002,E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02404N3535_S002,0.38,18,8,5.615565892297344e-08,0.002,0.002,1.4,24.04,35.35,0.002,1,8.71,HL
4888,0.2512421941411729,12821,4.1124467849731445,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02183N3593_S001,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02183N3593_S001,1.22,17,9.6,1.9639131803442547e-08,0.004,0.004,4.112,21.83,35.93,0.004,1,8.71,HL
4889,0.1965438099575019,11497,2.148224353790283,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02272N3638_S005,E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02272N3638_S005,0.96,11,80,5.7929396400725394e-08,0.005,0.005,2.148,22.72,36.38,0.005,1,8.71,HL
4890,0.2933649881649739,17667,3.911787748336792,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01804N3797_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01804N3797_S000,1.39,24,8,2.5217000786927377e-08,0.013,0.011,3.912,18.04,37.97,0.013,1,8.37,CL
4891,0.5317896154000634,20699,7.637371063232422,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02212N3584_S004,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02212N3584_S004,1.52,18,9.6,7.195088709566441e-09,0.005,0.005,7.637,22.12,35.84,0.005,1,8.8,HL
4892,0.1970202113769846,10500,3.656420946121216,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02095N3592_S002,E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02095N3592_S002,0.82,22,12.6,1.2098158597872113e-07,0.002,0.002,3.656,20.95,35.92,0.002,1,8.71,HL
4893,0.089481747,5875,2.1515462398529053,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02209N3683_S001,E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02209N3683_S001,0.68,23,80,1.1334181463207877e-07,0.001,0.001,2.152,22.09,36.83,0.001,1,8.61,HL
4894,0.360875475,16054,5.865647792816162,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02133N3599_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02133N3599_S004,1.47,19,9.6,2.9109807204912466e-08,0.002,0.002,5.866,21.33,35.99,0.002,1,8.61,HL
4895,0.016108877,1357,0.5453875660896301,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01661N3771_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01661N3771_S000,0.16,20,8.6,6.75453915602872e-07,0.001,0.001,0.545,16.61,37.71,0.001,1,7.54,CL
4896,0.2053226453184305,11847,1.8663922548294067,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02468N3411_S001,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02468N3411_S001,0.4,17,26.7,3.0355488531976984e-08,0.002,0.002,1.866,24.68,34.11,0.002,1,8.61,HL
4897,0.050981035,3563,1.6412454843521118,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02146N3723_S000,E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02146N3723_S000,0.39,16,8.6,3.2135331539588905e-06,0.001,0.001,1.641,21.46,37.23,0.001,1,8.24,HL
4898,0.4754405799493795,19809,7.319687366485596,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02250N3552_S001,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02250N3552_S001,1.43,16,7.7,1.966098045692419e-08,0.004,0.004,7.32,22.5,35.52,0.004,1,8.71,HL
4899,0.013248294,1079,0.4708514511585235,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01633N3827_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01633N3827_S000,0.19,17,8.3,1.6489940522831335e-06,0.004,0.004,0.471,16.33,38.27,0.004,1,7.92,CL
4900,0.6041405611694217,32362,7.598927021026611,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02296N3512_S001,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02296N3512_S001,1.52,16,26.7,2.8542124570390003e-08,0.008,0.008,7.599,22.96,35.12,0.008,1,8.88,HL
4901,0.440693836,30951,3.977959156036377,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02351N3465_S003,E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02351N3465_S003,0.72,15,26.7,9.372529432256817e-08,0.011,0.011,3.978,23.51,34.65,0.011,1,9.02,HL
4902,0.6767573904401459,29671,8.479796409606934,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02171N3606_S005,E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02171N3606_S005,2,19,12.6,5.777645082397968e-09,0.007,0.007,8.48,21.71,36.06,0.007,1,8.95,HL
4903,0.016062802,1124,0.5676015615463257,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02333N3573_S000,E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02333N3573_S000,0.19,15,80,1.7766917605934345e-06,0.001,0.001,0.568,23.33,35.73,0.001,1,8.24,HL
4904,0.4828078279167733,20628,6.593357563018799,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02206N3569_S005,E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02206N3569_S005,1.62,24,12.6,2.8509156559475172e-08,0.005,0.005,6.593,22.06,35.69,0.005,1,8.88,HL
4905,0.5635279769729299,22545,7.289201259613037,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02223N3573_S005,E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02223N3573_S005,1.75,19,9.6,1.3433829688859874e-08,0.007,0.007,7.289,22.23,35.73,0.007,1,8.88,HL
4906,0.056423052,4741,1.1387070417404177,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02365N3499_S000,E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02365N3499_S000,0.25,14,26.7,1.4458048060190374e-07,0.001,0.001,1.139,23.65,34.99,0.001,1,8.37,HL
4907,0.4792596869346175,29452,6.257660388946533,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02361N3475_S001,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02361N3475_S001,1.24,13,26.7,2.816496879224613e-08,0.008,0.008,6.258,23.61,34.75,0.008,1,8.88,HL
4908,0.434500395,30429,5.569477558135986,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02377N3471_S004,E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02377N3471_S004,0.82,13,26.7,2.815195014308033e-08,0.007,0.007,5.569,23.77,34.71,0.007,1,8.88,HL
4909,0.1331347676975318,8060,3.211758136749268,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01652N3742_S000,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01652N3742_S000,0.67,18,7.7,1.4148809376240482e-07,0.005,0.001,3.212,16.52,37.42,0.005,1,8.09,CL
4910,0.4615968957742142,32541,3.671253681182861,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02311N3485_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02311N3485_S004,0.79,11,26.7,1.3608297879104512e-08,0.008,0.008,3.671,23.11,34.85,0.008,1,8.95,HL
4911,0.272614389,13602,4.686694145202637,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02172N3465_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02172N3465_S000,0.89,13,7.7,1.0708235588405397e-07,0.002,0.002,4.687,21.72,34.65,0.002,1,8.5,HL
4912,0.2557975551253311,12452,6.135586261749268,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02085N3646_S005,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02085N3646_S005,0.9,21,7.7,2.9723987277350067e-08,0.002,0.002,6.136,20.85,36.46,0.002,1,8.61,HL
4913,0.4940416650670803,19858,6.555926322937012,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02152N3603_S005,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02152N3603_S005,1.86,12,8,1.992586611879141e-08,0.004,0.004,6.556,21.52,36.03,0.004,1,8.71,HL
4914,0.014322301,895,0.7659382224082947,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01792N3806_S000,E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01792N3806_S000,0.16,19,8,2.512989442437416e-07,0.001,0.001,0.766,17.92,38.06,0.001,1,7.54,CL
4915,0.025886856,1773,0.9261555075645448,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02109N3687_S000,E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02109N3687_S000,0.26,19,9.6,4.054111189996138e-07,0.001,0.001,0.926,21.09,36.87,0.001,1,8.09,HL
4916,0.5356237022951247,29742,6.8008809089660645,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02260N3491_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02260N3491_S005,1.29,16,26.7,6.830955141268308e-09,0.005,0.005,6.801,22.6,34.91,0.005,1,8.8,HL
4917,0.4789118796694834,19378,7.347153186798096,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02263N3578_S004,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02263N3578_S004,1.36,10,24,2.0592854285315224e-08,0.004,0.004,7.347,22.63,35.78,0.004,1,8.71,HL
4918,0.4032833917380913,20400,5.916499137878418,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01673N3781_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01673N3781_S000,1.59,15,8,3.344453661157642e-08,0.008,0.001,5.916,16.73,37.81,0.008,1,8.37,CL
4919,0.1866633347639387,10786,3.712254047393799,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01664N3733_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01664N3733_S000,0.81,14,8,1.3108102775694072e-07,0.004,-0.001,3.712,16.64,37.33,0.004,1,8.09,CL
4920,0.028614062,1394,1.093443512916565,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M707_E01715N3697_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M707_E01715N3697_S000,0.17,13,7.7,5.937495286704729e-07,0.001,0.001,1.093,17.15,36.97,0.001,1,7.07,CL
4921,0.4105981871805189,18281,6.541477680206299,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02212N3584_S003,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02212N3584_S003,1.49,11,7.7,3.048979334444496e-08,0.002,0.002,6.541,22.12,35.84,0.002,1,8.61,HL
4922,0.000918227,396,0.2322322726249694,PS_manning003/E02020N3739E02658N3366-PS-Mur_PNo_Hom-M754_E02156N3661_S000,E02020N3739E02658N3366-PS-Mur_PNo_Hom-M754_E02156N3661_S000,0.07,0,8.6,7.929651146891064e-06,0.001,0.001,0.232,21.56,36.61,0.001,1,7.54,HL
4923,0.02547147,1674,0.8581965565681458,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M809_E02048N3750_S000,E01964N3926E02184N3685-PS-Mur_PYes_Var-M809_E02048N3750_S000,0.23,21,12.6,3.389980092112912e-06,0.001,0.001,0.858,20.48,37.5,0.001,1,8.09,HL
4924,0.1832227781119123,9635,4.594457149505615,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02079N3631_S005,E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02079N3631_S005,0.63,22,8.6,8.145168393394899e-08,0.002,0.002,4.594,20.79,36.31,0.002,1,8.61,HL
4925,0.0395233,1699,1.795619249343872,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M754_E02029N3599_S000,E01849N3766E02950N3220-PS-Str_PYes_Var-M754_E02029N3599_S000,0.23,20,8,5.359535977590843e-07,0.001,0.001,1.796,20.29,35.99,0.001,1,7.54,HL
4926,0.3316003519046504,17059,5.081188678741455,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02184N3638_S005,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02184N3638_S005,1.12,22,7.7,2.1106870143136617e-08,0.004,0.002,5.081,21.84,36.38,0.004,1,8.71,HL
4927,0.081621629,5907,1.1725742816925049,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02426N3465_S004,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02426N3465_S004,0.35,15,80,3.197820531591985e-08,0.002,0.002,1.173,24.26,34.65,0.002,1,8.61,HL
4928,0.04782204,2348,1.679771900177002,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02268N3554_S000,E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02268N3554_S000,0.29,17,9.6,3.9963845395743453e-07,0.001,0.001,1.68,22.68,35.54,0.001,1,8.24,HL
4929,0.3562753812890931,23920,5.003368854522705,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02335N3468_S002,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02335N3468_S002,0.78,13,26.7,7.0642469311352575e-09,0.007,0.007,5.003,23.35,34.68,0.007,1,8.8,HL
4930,0.051011184,2712,1.900325059890747,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01616N3730_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01616N3730_S000,0.34,14,8,5.127319116845127e-07,0.001,-0.002,1.9,16.16,37.3,0.002,1,7.54,CL
4931,0.3109479786757584,15895,5.106007099151611,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02152N3603_S005,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02152N3603_S005,1.25,20,12.6,1.992586611879141e-08,0.002,0.002,5.106,21.52,36.03,0.002,1,8.71,HL
4932,0.038278078,2021,1.8554309606552124,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01774N3873_S000,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01774N3873_S000,0.28,30,8.3,1.090320873974714e-07,-0.001,-0.001,1.855,17.74,38.73,0.001,1,7.92,CL
4933,0.5066139220416644,20014,7.679798603057861,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02243N3539_S005,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02243N3539_S005,1.76,11,7.7,1.9206555315146263e-08,0.004,0.004,7.68,22.43,35.39,0.004,1,8.71,HL
4934,0.013528877,1032,0.5572483539581299,PS_manning003/E01548N3896E01854N3659-PS-Str_PNo_Var-M792_E01668N3838_S000,E01548N3896E01854N3659-PS-Str_PNo_Var-M792_E01668N3838_S000,0.18,19,8.6,7.064096796030231e-07,0.004,0.004,0.557,16.68,38.38,0.004,1,7.92,CL
