id	count	dmax	logsum	mean	sd	dzmin	dzmax	hmax
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01946N3827_D010_S337D70R090_A006995_S075	125608	17.562	11.972	1.26	1.289	-0.005	-0.005	18.883
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01544N3647_D010_S067D90R090_A006995_S075	140575	18.685	12.021	1.183	1.229	0.036	0.071	20.068
BS_4-8_manning003_extreme/E00979N4372E01586N3827-BS-M809_E01517N3827_D010_S337D70R090_A006995_S075	223970	14.985	12.572	1.288	1.2	0.177	0.468	16.37
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01817N3467_D010_S067D70R090_A006995_S075	90018	10.23	11.409	1.001	1.055	-0.004	-0.004	12.201
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D144_S067D90R090_A006995_S075	292239	8.993	12.99	1.499	1.258	-0.133	1.808	8.348
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01754N3422_D010_S247D50R090_A006995_S075	52447	4.68	10.811	0.945	0.953	-0.008	-0.008	5.496
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01585N3557_D010_S067D30R090_A006995_S075	56718	9.157	10.879	0.935	1.033	-0.026	-0.022	11.548
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01867N3445_D010_S067D50R270_A006995_S075	69558	7.322	11.119	0.97	1.007	0.005	0.005	8.43
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01832N3400_D010_S247D30R090_A006995_S075	71261	6.278	11.141	0.967	0.982	-0.006	-0.006	6.719
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M754_E01616N3580_D010_S067D90R090_A001972_S039	13667	7.178	9.444	0.924	0.87	0.0	0.0	10.558
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01824N3355_D010_S067D50R090_A006995_S075	77632	11.677	11.275	1.015	1.112	-0.006	-0.005	13.271
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01762N3467_D010_S067D30R090_A006995_S075	76864	7.284	11.226	0.977	1.012	-0.009	-0.008	8.687
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01905N3355_D010_S067D30R090_A006995_S075	76495	9.616	11.259	1.015	1.058	-0.004	-0.004	11.533
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01846N3895_D010_S112D90R270_A006995_S075	126880	14.983	11.877	1.134	1.192	0.001	0.001	16.513
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01613N3557_D010_S067D50R270_A006995_S075	62742	7.478	10.995	0.95	1.024	0.019	0.021	8.549
BS_4-8_manning003_extreme/E01548N3896E01854N3659-BS-M754_E01619N3760_D010_S157D50R270_A003524_S022	26751	6.285	10.166	0.973	0.914	0.0	0.003	8.397
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01564N3602_D010_S067D10R090_A006995_S075	19959	4.138	9.813	0.916	0.836	-0.02	-0.017	6.619
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01668N3557_D010_S067D70R270_A004781_S062	50813	7.363	10.716	0.887	0.988	0.005	0.005	8.081
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01901N3333_D010_S067D30R090_A006995_S075	69013	7.668	11.127	0.985	1.026	-0.004	-0.004	9.508
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01640N3557_D010_S247D30R090_A006995_S075	86832	7.192	11.393	1.021	1.029	-0.02	-0.018	7.649
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S112D90R270_A006995_S075	401308	13.7	14.039	3.117	1.692	-3.762	3.749	16.807
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01895N3445_D010_S247D70R270_A006995_S075	65752	11.427	11.081	0.987	1.097	0.003	0.003	13.037
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01878N3355_D010_S067D50R270_A006995_S075	69393	9.57	11.141	0.993	1.094	0.005	0.005	11.502
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01847N3333_D010_S067D30R090_A006995_S075	56494	7.989	10.866	0.927	0.998	-0.005	-0.005	10.158
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M809_E01442N3715_D010_S247D30R270_A012497_S042	267957	9.625	12.913	1.514	1.045	0.555	1.588	10.808
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01633N3512_D010_S067D30R090_A004781_S062	21279	6.546	9.863	0.902	0.903	-0.011	-0.009	9.034
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01886N3400_D010_S067D90R090_A004781_S062	54326	12.547	10.842	0.941	1.144	0.0	0.0	14.106
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M792_E01589N3580_D010_S067D90R270_A004781_S062	26552	4.806	10.14	0.954	0.911	-0.004	-0.003	6.416
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01561N3580_D010_S067D90R270_A006995_S075	42460	5.944	10.59	0.935	0.975	-0.011	-0.007	7.117
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01905N3355_D010_S067D70R090_A006995_S075	106033	13.921	11.725	1.166	1.205	-0.003	-0.003	15.32
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01583N3715_D010_S022D90R090_A012497_S042	195109	15.192	12.475	1.342	1.292	0.196	0.319	16.943
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01798N3512_D010_S247D50R090_A006995_S075	80784	7.67	11.244	0.946	0.99	-0.008	-0.007	8.207
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01575N3670_D010_S202D70R270_A006995_S075	185690	18.169	12.435	1.354	1.34	0.028	0.054	19.513
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M774_E01592N3602_D010_S067D90R090_A003139_S050	24225	11.037	10.094	0.998	1.151	0.002	0.003	12.815
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01874N3333_D010_S247D50R090_A006995_S075	52168	5.154	10.806	0.945	0.945	-0.005	-0.005	7.384
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S157D90R270_A012497_S042	299079	13.116	13.04	1.54	1.292	0.253	0.393	14.1
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01613N3557_D010_S067D30R090_A006995_S075	70058	8.995	11.098	0.942	1.032	-0.024	-0.021	11.459
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01692N3535_D010_S067D50R270_A006995_S075	94308	10.339	11.541	1.09	1.072	0.013	0.014	13.365
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01928N3333_D010_S067D30R090_A006995_S075	58705	6.567	10.929	0.95	0.999	-0.004	-0.004	7.799
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01708N3467_D010_S247D50R090_A006995_S075	51075	4.877	10.779	0.94	0.952	-0.011	-0.01	5.849
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01782N3422_D010_S247D50R090_A006995_S075	74021	5.596	11.167	0.956	0.981	-0.008	-0.007	6.282
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01817N3467_D010_S247D30R090_A006995_S075	74425	6.76	11.188	0.97	0.994	-0.007	-0.006	7.346
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01822N3917_D010_S292D70R090_A006995_S075	131586	13.341	11.934	1.158	1.183	-0.002	-0.001	14.912
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01874N3333_D010_S067D70R090_A003139_S050	27659	6.313	10.121	0.898	0.926	-0.001	-0.001	7.323
BS_4-8_manning003_extreme/E01548N3896E01854N3659-BS-M754_E01595N3782_D010_S337D50R090_A003524_S022	27150	5.999	10.133	0.927	0.919	-0.002	0.001	8.066
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01874N3333_D010_S067D50R090_A006995_S075	88922	10.123	11.462	1.069	1.098	-0.005	-0.005	11.743
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M809_E01484N3805_D010_S157D90R270_A012497_S042	350158	9.887	13.349	1.792	1.251	1.19	2.006	12.396
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S022D70R090_A006995_S075	332623	19.617	13.241	1.692	1.497	0.184	0.386	20.8
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01857N3535_D010_S247D50R090_A006995_S075	42686	4.389	10.599	0.939	0.908	-0.005	-0.004	4.964
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M792_E01589N3580_D010_S067D90R090_A004781_S062	40437	12.931	10.529	0.924	1.189	0.003	0.004	14.487
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01762N3467_D010_S067D70R090_A006995_S075	108190	10.934	11.684	1.096	1.104	-0.005	-0.005	12.452
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01847N3333_D010_S067D30R090_A004781_S062	29979	5.729	10.196	0.893	0.918	-0.003	-0.003	7.5
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01794N3490_D010_S247D50R090_A006995_S075	90788	7.702	11.421	1.005	1.014	-0.008	-0.007	9.575
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M792_E01822N3917_D010_S112D90R270_A004781_S062	78244	10.926	11.237	0.97	1.09	0.0	0.0	12.546
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01644N3580_D010_S247D70R090_A004781_S062	63092	6.348	10.984	0.934	0.993	-0.009	-0.008	7.095
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01882N3378_D010_S067D70R090_A006995_S075	110120	16.416	11.762	1.165	1.247	-0.003	-0.003	17.924
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01684N3490_D010_S067D50R090_A006995_S075	61705	9.9	11.009	0.979	1.074	-0.013	-0.012	11.807
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01754N3422_D010_S247D50R090_A004781_S062	21973	3.367	9.951	0.955	0.823	-0.005	-0.005	4.412
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S067D90R090_A006995_S075	156320	17.898	12.167	1.231	1.223	0.028	0.053	19.289
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S292D70R090_A006995_S075	220760	13.044	13.09	2.192	1.396	-4.453	2.606	15.898
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01844N3467_D010_S067D30R090_A006995_S075	55152	6.328	10.826	0.912	0.965	-0.006	-0.006	7.178
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01743N3512_D010_S247D30R090_A006995_S075	85266	7.463	11.357	1.004	1.009	-0.011	-0.01	8.703
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01832N3400_D010_S067D30R090_A006995_S075	77916	8.164	11.255	0.991	1.036	-0.006	-0.006	10.663
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01805N3400_D010_S247D50R090_A006995_S075	73460	6.167	11.157	0.953	0.98	-0.007	-0.006	7.533
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01692N3535_D010_S247D30R090_A006995_S075	89169	7.002	11.404	1.006	1.019	-0.015	-0.013	8.081
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01859N3400_D010_S247D70R270_A004781_S062	52817	12.907	10.814	0.941	1.16	0.002	0.002	14.464
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01901N3333_D010_S247D50R090_A006995_S075	53661	5.675	10.834	0.945	0.95	-0.004	-0.004	7.467
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01790N3467_D010_S247D30R090_A006995_S075	84987	7.095	11.367	1.017	1.018	-0.008	-0.007	7.784
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S022D70R090_A006995_S075	131626	15.479	11.886	1.103	1.22	0.037	0.076	17.374
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01932N3355_D010_S067D70R090_A006995_S075	90729	11.47	11.493	1.081	1.137	-0.002	-0.002	13.068
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01664N3535_D010_S067D50R270_A006995_S075	78377	10.11	11.285	1.015	1.054	0.015	0.016	13.37
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01579N3692_D010_S157D90R270_A012497_S042	269485	12.553	12.926	1.524	1.214	0.487	0.702	13.296
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01579N3692_D010_S022D90R090_A012497_S042	185645	15.437	12.411	1.322	1.277	0.158	0.262	17.215
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01770N3512_D010_S067D30R090_A006995_S075	63545	7.249	10.955	0.901	0.986	-0.009	-0.009	9.957
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01824N3355_D010_S247D50R090_A004781_S062	24104	3.697	10.038	0.949	0.839	-0.003	-0.003	4.375
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01739N3490_D010_S247D50R090_A006995_S075	99174	7.542	11.539	1.035	1.028	-0.01	-0.01	9.565
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01805N3400_D010_S067D50R090_A006995_S075	92013	10.221	11.478	1.049	1.094	-0.007	-0.006	12.091
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01928N3333_D010_S247D50R090_A004781_S062	23636	3.674	10.022	0.953	0.835	-0.002	-0.002	5.272
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01909N3378_D010_S247D30R090_A006995_S075	59088	5.893	10.937	0.952	0.966	-0.004	-0.004	6.433
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01863N3422_D010_S247D30R090_A006995_S075	68956	6.201	11.102	0.961	0.982	-0.005	-0.005	6.764
BS_4-8_manning003_extreme/E01517N3917E01678N3772-BS-M774_E01566N3782_D010_S337D30R090_A005608_S028	51931	5.283	10.766	0.913	1.001	-0.013	-0.009	6.894
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01813N3445_D010_S067D70R270_A004781_S062	38248	6.67	10.461	0.913	0.996	0.002	0.002	7.709
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01836N3422_D010_S067D70R090_A006995_S075	101352	11.907	11.599	1.076	1.118	-0.004	-0.003	13.345
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S337D70R090_A006995_S075	477588	17.113	14.143	2.904	1.763	1.065	2.164	17.81
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E02116N3333_D010_S202D50R090_A006995_S075	24318	3.506	10.058	0.96	0.826	-0.003	-0.003	4.277
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01905N3355_D010_S247D50R090_A006995_S075	71785	7.064	11.139	0.959	0.992	-0.004	-0.004	9.199
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01859N3400_D010_S067D70R090_A006995_S075	108613	14.383	11.725	1.138	1.195	-0.003	-0.003	16.008
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01579N3692_D010_S067D90R270_A012497_S042	94932	6.569	11.488	1.027	0.996	-0.333	-0.164	7.584
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M809_E01442N3715_D010_S067D70R270_A012497_S042	362974	9.59	13.49	1.99	1.242	-1.428	2.526	11.792
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01970N3805_D010_S337D70R090_A006995_S075	148524	17.897	12.167	1.295	1.303	-0.005	-0.004	19.396
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01770N3512_D010_S247D30R090_A006995_S075	69782	6.547	11.09	0.939	0.974	-0.009	-0.008	7.132
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01684N3490_D010_S247D50R090_A006995_S075	59622	5.201	10.93	0.936	0.962	-0.013	-0.012	7.049
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01913N3400_D010_S067D70R090_A006995_S075	80749	13.905	11.334	1.035	1.174	-0.003	-0.003	15.533
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01809N3422_D010_S067D70R090_A006995_S075	102419	11.605	11.624	1.091	1.123	-0.004	-0.004	13.269
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01644N3580_D010_S022D50R090_A006995_S075	41104	6.151	10.586	0.963	0.961	-0.009	-0.005	8.29
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S022D90R090_A006995_S075	120315	16.048	11.803	1.111	1.224	0.04	0.081	17.754
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M792_E01477N3760_D010_S292D10R270_A008541_S034	66359	5.419	10.998	0.9	0.959	0.524	0.623	5.977
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S022D90R090_A006995_S075	231434	19.33	12.704	1.422	1.368	0.127	0.287	21.046
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01840N3445_D010_S247D30R090_A006995_S075	69950	6.489	11.116	0.961	0.985	-0.006	-0.006	7.143
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01963N3378_D010_S067D30R090_A006995_S075	39571	6.305	10.492	0.91	0.958	-0.003	-0.003	8.341
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01715N3512_D010_S067D70R090_A006995_S075	110780	11.766	11.707	1.096	1.125	-0.006	-0.006	13.042
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01882N3378_D010_S247D70R270_A004781_S062	52752	13.358	10.816	0.944	1.187	0.002	0.002	14.915
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01798N3512_D010_S247D30R090_A006995_S075	52447	5.928	10.8	0.934	0.953	-0.008	-0.007	6.57
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01770N3512_D010_S067D70R270_A004781_S062	42187	6.371	10.567	0.921	0.968	0.003	0.003	7.428
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01805N3400_D010_S247D30R090_A006995_S075	57483	5.632	10.902	0.944	0.955	-0.007	-0.006	5.934
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01878N3355_D010_S067D30R090_A006995_S075	78423	10.214	11.294	1.025	1.077	-0.005	-0.004	11.954
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01735N3467_D010_S247D50R090_A006995_S075	75787	5.66	11.186	0.952	0.987	-0.01	-0.009	6.824
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01798N3512_D010_S067D50R090_A006995_S075	63869	8.303	11.002	0.939	0.997	-0.008	-0.007	10.703
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01905N3355_D010_S067D50R090_A006995_S075	105250	12.551	11.703	1.149	1.168	-0.005	-0.004	13.863
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M754_E01827N3940_D010_S112D90R270_A001972_S039	23988	4.392	9.987	0.906	0.882	0.0	0.0	6.524
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01905N3355_D010_S247D30R090_A003139_S050	15918	3.994	9.571	0.901	0.763	-0.001	-0.001	5.175
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M809_E01506N3760_D010_S022D90R090_A012497_S042	1824	0.625	5.581	0.145	0.14	-2.075	-1.367	2.229
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S202D10R270_A006995_S075	83276	9.416	11.328	0.998	1.019	-0.042	0.008	11.836
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E02089N3333_D010_S022D50R090_A004781_S062	19781	5.004	9.79	0.903	0.845	-0.002	-0.002	7.209
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01575N3670_D010_S022D90R090_A006995_S075	213407	19.706	12.61	1.404	1.383	0.062	0.12	21.268
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01828N3378_D010_S067D50R090_A006995_S075	95742	12.636	11.54	1.073	1.144	-0.006	-0.006	14.204
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S022D10R270_A006995_S075	208132	9.846	12.393	1.158	1.075	0.006	1.313	10.839
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01855N3378_D010_S067D30R090_A006995_S075	80302	9.865	11.303	1.01	1.069	-0.005	-0.005	11.838
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01668N3557_D010_S067D70R270_A006995_S075	101030	9.99	11.641	1.125	1.084	0.007	0.007	12.822
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01981N3333_D010_S067D50R090_A006995_S075	39490	5.911	10.54	0.957	0.961	-0.003	-0.003	7.344
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01863N3422_D010_S067D70R270_A004781_S062	36809	6.57	10.428	0.918	1.005	0.002	0.002	7.79
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01633N3512_D010_S247D50R090_A006995_S075	44427	5.127	10.652	0.952	0.947	-0.016	-0.014	5.816
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01786N3445_D010_S247D30R090_A006995_S075	77035	6.672	11.236	0.984	1.0	-0.008	-0.007	7.268
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01719N3535_D010_S247D30R090_A006995_S075	84344	6.83	11.335	0.992	1.008	-0.013	-0.012	7.392
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01832N3400_D010_S067D30R090_A003139_S050	18264	4.015	9.719	0.911	0.829	-0.002	-0.002	6.027
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01882N3378_D010_S247D30R090_A003139_S050	17212	4.037	9.661	0.911	0.788	-0.002	-0.001	5.218
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01719N3535_D010_S022D30R090_A006995_S075	31994	4.522	10.304	0.933	0.914	-0.01	-0.008	5.704
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01878N3355_D010_S067D50R090_A006995_S075	106941	13.735	11.729	1.16	1.195	-0.005	-0.005	15.071
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01828N3378_D010_S247D50R090_A006995_S075	73300	6.087	11.158	0.956	0.982	-0.006	-0.006	7.534
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01918N3422_D010_S247D30R270_A006995_S075	42093	8.063	10.578	0.933	1.021	0.004	0.004	10.971
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01851N3355_D010_S067D30R090_A006995_S075	69001	9.629	11.124	0.982	1.054	-0.005	-0.005	11.736
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01581N3535_D010_S247D50R090_A006995_S075	33790	5.109	10.384	0.957	0.917	-0.018	-0.017	6.43
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01583N3715_D010_S067D90R270_A012497_S042	90953	6.639	11.413	0.995	0.985	-0.647	-0.299	7.852
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01731N3445_D010_S067D50R090_A006995_S075	68668	8.132	11.105	0.968	1.029	-0.01	-0.009	10.982
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01828N3378_D010_S067D70R090_A003139_S050	25414	7.624	10.063	0.923	0.961	-0.001	-0.001	10.696
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01747N3535_D010_S022D50R090_A006995_S075	54969	7.295	10.877	0.963	1.01	-0.009	-0.008	10.389
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S067D10R270_A006995_S075	242079	10.298	12.689	1.339	1.08	0.017	1.326	11.391
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01747N3535_D010_S067D30R090_A006995_S075	65230	7.335	10.99	0.909	0.99	-0.011	-0.01	10.478
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01828N3378_D010_S067D30R090_A003139_S050	17249	4.096	9.643	0.894	0.814	-0.002	-0.002	6.408
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01857N3535_D010_S022D50R090_A006995_S075	88754	12.796	11.42	1.027	1.146	-0.009	-0.008	14.363
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01762N3467_D010_S247D30R090_A006995_S075	83977	6.816	11.345	1.007	1.013	-0.009	-0.008	7.347
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01859N3400_D010_S247D30R090_A006995_S075	74675	6.421	11.197	0.976	0.99	-0.005	-0.005	7.017
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S022D90R090_A012497_S042	199889	14.993	12.513	1.359	1.296	0.235	0.378	16.676
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01923N3310_D010_S067D50R090_A004781_S062	37947	5.554	10.494	0.952	0.957	-0.002	-0.002	6.287
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01990N3378_D010_S202D50R090_A006995_S075	22520	3.173	9.987	0.965	0.809	-0.004	-0.003	3.931
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M774_E01592N3602_D010_S067D90R270_A003139_S050	18123	4.184	9.732	0.93	0.797	-0.003	-0.002	5.579
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01822N3917_D010_S112D90R270_A006995_S075	117888	13.145	11.705	1.028	1.121	0.001	0.001	14.855
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01613N3557_D010_S067D70R090_A006995_S075	89086	13.713	11.418	1.021	1.152	-0.008	-0.008	15.429
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M792_E01564N3602_D010_S067D90R270_A004781_S062	26035	4.581	10.121	0.955	0.899	-0.008	-0.005	6.244
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01840N3445_D010_S067D70R090_A006995_S075	87923	10.331	11.393	1.009	1.065	-0.004	-0.003	12.189
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01664N3535_D010_S067D90R270_A003139_S050	17527	3.777	9.684	0.916	0.773	-0.0	-0.0	4.565
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01613N3557_D010_S067D70R270_A004781_S062	26876	5.121	10.139	0.942	0.913	0.006	0.006	6.165
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01540N3625_D010_S067D90R090_A006995_S075	101684	18.521	11.601	1.074	1.259	0.02	0.037	20.077
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01821N3490_D010_S247D30R090_A006995_S075	59527	5.947	10.936	0.943	0.967	-0.007	-0.006	6.449
