eve_id,id,max_off,wave_period,dominant_period,mean_prob,dzmax,dzmin,count,dmax,lon,lat,Location,LocationCount,max_absdz,event_type,importance,uniform_wt,gridcount,grid_id
E01964N3926E02184N3685-PS-Str_PYes_Hom-M792_E02033N3761_S000,PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M792_E02033N3761_S000,0.18,19,26.7,8.044025980719022e-06,0.001,0.001,1347,0.557,20.33,37.61,37612032,27.0,0.001,1.0,1.4479246765294238e-06,1.8674136321195144e-05,107.0,"37.457,20.142"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02272N3440_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02272N3440_S000,0.48,17,8.0,1.424721293201083e-07,0.001,0.001,7768,3.2,22.72,34.4,34402272,27.0,0.001,1.0,6.838662207365198e-08,1.8674136321195144e-05,85.0,"34.157,22.542"
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02515N3431_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02515N3431_S001,0.61,15,26.7,7.063590725773581e-09,0.005,0.004,22617,2.342,25.15,34.31,34312515,35.0,0.005,1.0,4.308790342721884e-09,1.8674136321195144e-05,137.0,"34.157,24.942"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02090N3619_S005,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02090N3619_S005,0.81,20,12.6,2.87054430475798e-08,0.002,0.002,9879,3.941,20.9,36.19,36192090,63.0,0.002,1.0,2.325140886853964e-08,1.8674136321195144e-05,148.0,"35.957,20.742"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M774_E02076N3673_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M774_E02076N3673_S000,0.18,20,9.6,1.2193333959257664e-06,0.001,0.001,1191,0.773,20.76,36.73,36722076,49.0,0.001,1.0,2.1948001126663794e-07,1.8674136321195144e-05,167.0,"36.557,20.742"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02233N3624_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02233N3624_S002,0.9,11,26.7,1.8913621717267352e-08,0.002,0.002,13067,3.98,22.33,36.24,36242233,26.0,0.002,1.0,1.7022259545540617e-08,1.8674136321195144e-05,150.0,"35.957,22.242"
E02020N3739E02658N3366-PS-Str_PYes_Var-M754_E02309N3460_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M754_E02309N3460_S000,0.09,16,8.0,1.3172027234045947e-06,0.001,0.001,571,0.357,23.09,34.6,34602309,75.0,0.001,1.0,1.1854824510641352e-07,1.8674136321195144e-05,267.0,"34.457,22.842"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02220N3597_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02220N3597_S003,1.49,15,7.7,2.021875546991984e-08,0.002,0.002,19944,6.615,22.2,35.97,35972220,55.0,0.002,1.0,3.012594565018056e-08,1.8674136321195144e-05,197.0,"35.957,21.942"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02156N3574_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02156N3574_S004,0.9,18,9.6,2.8179384452012565e-08,0.002,0.002,13420,4.809,21.56,35.74,35742156,87.0,0.002,1.0,2.5361446006811307e-08,1.8674136321195144e-05,356.0,"35.657,21.342"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02229N3514_S005,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02229N3514_S005,1.43,17,9.6,6.856568140512544e-09,0.005,0.005,17707,5.548,22.29,35.14,35142229,121.0,0.005,1.0,9.804892440932938e-09,1.8674136321195144e-05,521.0,"35.057,22.242"
E01517N3917E01678N3772-PS-Str_PNo_Hom-M732_E01587N3805_S000,PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Hom-M732_E01587N3805_S000,0.13,78,8.0,1.4521011864510177e-05,0.001,0.001,686,0.471,15.87,38.05,38041587,32.0,0.001,1.0,1.887731542386323e-06,1.8674136321195144e-05,131.0,"37.757,15.642"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M707_E01778N3834_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M707_E01778N3834_S000,0.1,16,8.6,1.7035789583832091e-06,0.001,0.001,510,0.426,17.78,38.34,38341778,32.0,0.001,1.0,1.7035789583832093e-07,1.8674136321195144e-05,172.0,"38.057,17.742"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02076N3673_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02076N3673_S002,0.91,17,7.7,3.0853331020915594e-08,0.002,0.002,13135,3.555,20.76,36.73,36722076,49.0,0.002,1.0,2.8076531229033192e-08,1.8674136321195144e-05,167.0,"36.557,20.742"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02220N3597_S005,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02220N3597_S005,0.68,12,7.7,3.110875655443902e-08,0.002,0.002,11247,3.921,22.2,35.97,35972220,55.0,0.002,1.0,2.1153954457018536e-08,1.8674136321195144e-05,197.0,"35.957,21.942"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02344N3478_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02344N3478_S000,0.35,13,8.0,1.9717964067459174e-07,0.002,0.002,4070,1.705,23.44,34.78,34782344,127.0,0.002,1.0,6.90128742361071e-08,1.8674136321195144e-05,517.0,"34.757,23.142"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02121N3611_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02121N3611_S000,0.44,20,7.5,1.1034198048132153e-07,0.001,0.001,4251,2.082,21.21,36.11,36112121,70.0,0.001,1.0,4.855047141178147e-08,1.8674136321195144e-05,315.0,"35.957,21.042"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01755N3814_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01755N3814_S000,0.4,15,8.0,1.884692610229323e-07,0.001,0.001,2110,1.515,17.55,38.14,38141755,56.0,0.001,1.0,7.538770440917292e-08,1.8674136321195144e-05,132.0,"38.057,17.442"
E02113N3823E02873N3483-PS-Str_PNo_Hom-M774_E02148N3750_S000,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M774_E02148N3750_S000,0.06,0,60.0,1.1219957949311518e-05,0.001,0.001,330,0.139,21.48,37.5,37502148,11.0,0.001,1.0,6.731974769586911e-07,1.8674136321195144e-05,12.0,"37.457,21.342"
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02134N3641_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02134N3641_S004,1.48,21,7.7,7.314898346768627e-09,0.004,0.004,19869,6.453,21.34,36.41,36402134,86.0,0.004,1.0,1.0826049553217568e-08,1.8674136321195144e-05,350.0,"36.257,21.042"
E01548N3896E01854N3659-PS-Str_PNo_Hom-M754_E01634N3808_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PNo_Hom-M754_E01634N3808_S000,0.1,0,34.3,3.057623774298517e-06,0.002,0.001,555,0.324,16.34,38.08,38081634,32.0,0.002,1.0,3.0576237742985175e-07,1.8674136321195144e-05,85.0,"38.057,16.242"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02183N3593_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02183N3593_S000,0.48,16,8.0,1.8544968169976006e-07,0.001,0.001,7379,2.899,21.83,35.93,35932183,113.0,0.001,1.0,8.901584721588483e-08,1.8674136321195144e-05,486.0,"35.657,21.642"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02277N3489_S002,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02277N3489_S002,2.32,19,26.7,7.902725316745727e-09,0.01,0.01,42271,9.229,22.77,34.89,34892277,10.0,0.01,1.0,1.8334322734850085e-08,1.8674136321195144e-05,320.0,"34.757,22.542"
E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02293N3602_S002,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02293N3602_S002,0.76,14,80.0,5.7781957265295123e-08,0.002,0.002,9274,1.788,22.93,36.02,36022293,69.0,0.002,1.0,4.39142875216243e-08,1.8674136321195144e-05,191.0,"35.957,22.842"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02359N3451_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02359N3451_S003,1.43,13,80.0,2.7870144965899632e-08,0.008,0.008,29526,8.359,23.59,34.51,34512359,91.0,0.008,1.0,3.985430730123647e-08,1.8674136321195144e-05,442.0,"34.457,23.442"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02140N3614_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02140N3614_S000,0.36,13,7.7,3.445824550765833e-07,0.001,0.001,2608,2.042,21.4,36.14,36142140,89.0,0.001,1.0,1.2404968382757e-07,1.8674136321195144e-05,290.0,"35.957,21.342"
E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01623N3797_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01623N3797_S000,0.13,19,8.6,3.055092223076039e-06,0.001,0.001,795,0.363,16.23,37.97,37971623,30.0,0.001,1.0,3.971619889998851e-07,1.8674136321195144e-05,122.0,"37.757,15.942"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02297N3425_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02297N3425_S000,0.22,13,8.0,1.3488016054708836e-07,0.001,0.001,1778,1.269,22.97,34.25,34252297,12.0,0.001,1.0,2.967363532035944e-08,1.8674136321195144e-05,70.0,"34.157,22.842"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02253N3503_S002,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02253N3503_S002,1.3,16,7.7,6.845958278485367e-09,0.005,0.005,18846,6.514,22.53,35.03,35032253,124.0,0.005,1.0,8.899745762030978e-09,1.8674136321195144e-05,659.0,"34.757,22.242"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02227N3634_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02227N3634_S000,0.14,25,26.7,1.0614040568994442e-06,0.001,0.001,1320,0.614,22.27,36.34,36342227,20.0,0.001,1.0,1.485965679659222e-07,1.8674136321195144e-05,154.0,"36.257,22.242"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02210N3510_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02210N3510_S000,0.37,16,7.7,1.7768522091173377e-07,0.001,0.001,6975,2.768,22.1,35.1,35102210,92.0,0.001,1.0,6.57435317373415e-08,1.8674136321195144e-05,321.0,"35.057,21.942"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02239N3505_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02239N3505_S003,1.63,23,7.7,2.7802888931330194e-08,0.008,0.007,32338,8.805,22.39,35.05,35042239,111.0,0.008,1.0,4.531870895806821e-08,1.8674136321195144e-05,659.0,"34.757,22.242"
E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01766N3824_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01766N3824_S000,0.33,17,8.6,5.133469851611971e-07,0.001,0.001,1751,1.508,17.66,38.24,38241766,46.0,0.001,1.0,1.6940450510319506e-07,1.8674136321195144e-05,132.0,"38.057,17.442"
E02020N3739E02658N3366-PS-Str_PNo_Hom-M754_E02175N3668_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M754_E02175N3668_S000,0.07,0,26.7,8.573216649950927e-06,0.001,0.001,387,0.193,21.75,36.68,36682175,58.0,0.001,1.0,6.001251654965649e-07,1.8674136321195144e-05,218.0,"36.557,21.642"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01748N3747_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01748N3747_S000,1.16,13,8.0,2.369702377680333e-08,0.014,0.011,12723,3.576,17.48,37.47,37471748,30.0,0.014,1.0,2.748854758109186e-08,1.8674136321195144e-05,169.0,"37.457,17.442"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02232N3550_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02232N3550_S005,1.58,16,7.7,2.9112198773681988e-08,0.002,0.002,17792,7.445,22.32,35.5,35502232,84.0,0.002,1.0,4.5997274062417546e-08,1.8674136321195144e-05,449.0,"35.357,22.242"
E01849N3766E02950N3220-PS-Str_PYes_Var-M861_E02099N3565_S004,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M861_E02099N3565_S004,1.0,24,9.6,2.4957290355441534e-08,0.002,0.002,14875,6.068,20.99,35.65,35652099,28.0,0.002,1.0,2.4957290355441534e-08,1.8674136321195144e-05,75.0,"35.357,20.742"
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02313N3510_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02313N3510_S001,1.05,13,26.7,2.00210584039469e-08,0.004,0.004,23320,5.427,23.13,35.1,35102313,85.0,0.004,1.0,2.1022111324144246e-08,1.8674136321195144e-05,396.0,"35.057,22.842"
E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02022N3645_S000,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02022N3645_S000,0.44,21,8.6,1.1434873187559245e-07,0.001,0.001,5397,2.724,20.22,36.45,36452022,16.0,0.001,1.0,5.031344202526068e-08,1.8674136321195144e-05,53.0,"36.257,20.142"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02122N3652_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02122N3652_S000,0.72,19,7.7,2.0242702943916945e-07,0.001,0.001,7255,3.348,21.22,36.52,36522122,79.0,0.001,1.0,1.45747461196202e-07,1.8674136321195144e-05,350.0,"36.257,21.042"
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02229N3514_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02229N3514_S005,1.28,13,7.7,1.8910122294346124e-08,0.004,0.004,20947,7.056,22.29,35.14,35142229,121.0,0.004,1.0,2.4204956536763038e-08,1.8674136321195144e-05,521.0,"35.057,22.242"
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02242N3492_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02242N3492_S001,1.58,13,7.7,2.76393323902107e-08,0.002,0.002,18888,6.77,22.42,34.92,34922242,103.0,0.002,1.0,4.367014517653291e-08,1.8674136321195144e-05,659.0,"34.757,22.242"
E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01813N3845_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01813N3845_S000,0.58,14,8.3,2.2564726920867089e-07,0.001,0.001,4624,2.671,18.13,38.45,38451813,23.0,0.001,1.0,1.308754161410291e-07,1.8674136321195144e-05,78.0,"38.357,18.042"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02425N3440_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02425N3440_S004,0.43,58,26.7,2.7773939801532063e-08,0.004,0.004,10971,1.956,24.25,34.4,34402425,93.0,0.004,1.0,1.1942794114658787e-08,1.8674136321195144e-05,224.0,"34.157,24.042"
E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02230N3611_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02230N3611_S000,0.14,21,9.6,3.365917730779072e-06,0.001,0.001,1039,0.553,22.3,36.11,36112230,18.0,0.001,1.0,4.712284823090701e-07,1.8674136321195144e-05,150.0,"35.957,22.242"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01661N3771_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01661N3771_S000,0.14,22,8.6,6.75453915602872e-07,0.001,0.001,1234,0.487,16.61,37.71,37711661,30.0,0.001,1.0,9.456354818440209e-08,1.8674136321195144e-05,75.0,"37.457,16.542"
E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02287N3633_S000,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02287N3633_S000,0.16,13,80.0,8.051575854649505e-07,0.001,0.001,1689,0.605,22.87,36.33,36332287,63.0,0.001,1.0,1.288252136743921e-07,1.8674136321195144e-05,69.0,"36.257,22.842"
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02350N3576_S001,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02350N3576_S001,0.46,14,80.0,2.1492740295675082e-07,0.002,0.002,7160,1.393,23.5,35.76,35762350,68.0,0.002,1.0,9.886660536010538e-08,1.8674136321195144e-05,192.0,"35.657,23.442"
E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02066N3753_S000,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02066N3753_S000,0.14,16,26.7,1.4708275285587673e-05,0.001,0.001,1169,0.496,20.66,37.53,37532066,36.0,0.001,1.0,2.0591585399822742e-06,1.8674136321195144e-05,174.0,"37.457,20.442"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02274N3465_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02274N3465_S001,1.14,16,26.7,1.896632471529476e-08,0.004,0.004,26019,5.662,22.74,34.65,34652274,67.0,0.004,1.0,2.1621610175436023e-08,1.8674136321195144e-05,158.0,"34.457,22.542"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02218N3525_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02218N3525_S001,1.2,21,7.7,1.8862748123471345e-08,0.004,0.004,17225,6.357,22.18,35.25,35252218,112.0,0.004,1.0,2.2635297748165613e-08,1.8674136321195144e-05,321.0,"35.057,21.942"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02275N3583_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02275N3583_S003,0.75,14,80.0,1.8281667816081772e-08,0.004,0.002,13817,5.637,22.75,35.83,35832275,28.0,0.004,1.0,1.371125086206133e-08,1.8674136321195144e-05,169.0,"35.657,22.542"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02159N3533_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02159N3533_S000,0.42,20,7.7,1.415920190559312e-07,0.001,0.001,5021,2.586,21.59,35.33,35332159,72.0,0.001,1.0,5.94686480034911e-08,1.8674136321195144e-05,156.0,"35.057,21.342"
E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01804N3797_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01804N3797_S000,0.78,18,8.9,2.958891451576013e-08,0.001,0.001,8455,2.765,18.04,37.97,37971804,40.0,0.001,1.0,2.30793533222929e-08,1.8674136321195144e-05,162.0,"37.757,17.742"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02184N3552_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02184N3552_S004,0.67,16,7.7,2.794013836801066e-08,0.002,0.002,10478,4.2,21.84,35.52,35522184,118.0,0.002,1.0,1.8719892706567144e-08,1.8674136321195144e-05,388.0,"35.357,21.642"
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01793N3787_S002,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01793N3787_S002,1.84,37,8.3,2.563378518919695e-09,0.053,0.045,34167,6.004,17.93,37.87,37861793,44.0,0.053,1.0,4.716616474812239e-09,1.8674136321195144e-05,162.0,"37.757,17.742"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01644N3837_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01644N3837_S000,0.56,13,8.0,6.469887829836834e-08,0.011,0.008,5903,1.647,16.44,38.37,38361644,19.0,0.011,1.0,3.6231371847086275e-08,1.8674136321195144e-05,54.0,"38.357,16.242"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02226N3538_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02226N3538_S001,1.56,11,8.0,2.8747121160712506e-08,0.002,0.002,17371,6.94,22.26,35.38,35382226,133.0,0.002,1.0,4.484550901071151e-08,1.8674136321195144e-05,449.0,"35.357,22.242"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02515N3431_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02515N3431_S005,1.19,14,80.0,5.679695014228743e-09,0.011,0.011,25290,5.434,25.15,34.31,34312515,35.0,0.011,1.0,6.758837066932204e-09,1.8674136321195144e-05,137.0,"34.157,24.942"
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01770N3767_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01770N3767_S000,0.8,21,8.0,9.723758611013487e-08,0.004,0.004,9805,3.143,17.7,37.67,37671770,29.0,0.004,1.0,7.77900688881079e-08,1.8674136321195144e-05,169.0,"37.457,17.442"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02218N3525_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02218N3525_S004,1.18,15,26.7,6.873406559406669e-09,0.007,0.005,29538,6.809,22.18,35.25,35252218,112.0,0.007,1.0,8.11061974009987e-09,1.8674136321195144e-05,321.0,"35.057,21.942"
E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02510N3490_S000,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02510N3490_S000,0.08,14,60.0,6.646073817342086e-06,0.001,0.001,887,0.447,25.1,34.9,34902510,2.0,0.001,1.0,5.31685905387367e-07,1.8674136321195144e-05,8.0,"34.757,24.942"
E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01682N3667_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01682N3667_S000,0.23,16,7.7,2.030162223456432e-07,0.001,0.001,1432,1.647,16.82,36.67,36671682,24.0,0.001,1.0,4.669373113949794e-08,1.8674136321195144e-05,111.0,"36.557,16.542"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02250N3552_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02250N3552_S000,0.49,19,7.7,1.3493981556941878e-07,0.001,0.001,5610,2.875,22.5,35.52,35522250,75.0,0.001,1.0,6.61205096290152e-08,1.8674136321195144e-05,449.0,"35.357,22.242"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02328N3482_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02328N3482_S001,0.81,13,26.7,2.809040752371548e-08,0.008,0.008,25896,5.385,23.28,34.82,34822328,129.0,0.008,1.0,2.275323009420954e-08,1.8674136321195144e-05,517.0,"34.757,23.142"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02155N3547_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02155N3547_S000,0.4,16,8.6,8.359462452540993e-08,0.001,0.001,4859,2.913,21.55,35.47,35472155,71.0,0.001,1.0,3.343784981016397e-08,1.8674136321195144e-05,265.0,"35.357,21.342"
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01673N3781_S005,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01673N3781_S005,1.68,26,8.0,2.6988438772908037e-09,0.05,0.043,26667,5.415,16.73,37.81,37811673,38.0,0.05,1.0,4.53405771384855e-09,1.8674136321195144e-05,102.0,"37.757,16.542"
E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02187N3749_S000,PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02187N3749_S000,0.1,0,60.0,1.2305581387467449e-05,0.001,0.001,529,0.245,21.87,37.49,37492187,4.0,0.001,1.0,1.230558138746745e-06,1.8674136321195144e-05,11.0,"37.457,21.642"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02144N3668_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02144N3668_S000,0.58,19,7.7,2.1768590349572497e-07,0.001,0.001,4912,2.834,21.44,36.68,36682144,46.0,0.001,1.0,1.2625782402752049e-07,1.8674136321195144e-05,257.0,"36.557,21.342"
E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02053N3710_S000,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02053N3710_S000,0.28,19,26.7,3.246853328598778e-06,0.001,0.001,2027,0.823,20.53,37.1,37102053,29.0,0.001,1.0,9.09118932007658e-07,1.8674136321195144e-05,104.0,"36.857,20.442"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01646N3818_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01646N3818_S000,0.27,23,13.3,1.5677478481452318e-06,0.005,0.004,1778,0.762,16.46,38.18,38181646,23.0,0.005,1.0,4.2329191899921263e-07,1.8674136321195144e-05,85.0,"38.057,16.242"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02351N3465_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02351N3465_S004,0.52,13,26.7,3.062162207326369e-08,0.004,0.002,12494,2.366,23.51,34.65,34652351,124.0,0.004,1.0,1.592324347809712e-08,1.8674136321195144e-05,442.0,"34.457,23.442"
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02226N3659_S005,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02226N3659_S005,0.73,19,80.0,2.155781228084532e-07,0.002,0.002,6874,1.734,22.26,36.59,36592226,68.0,0.002,1.0,1.5737202965017083e-07,1.8674136321195144e-05,232.0,"36.557,22.242"
E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02072N3658_S002,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02072N3658_S002,1.52,19,12.6,1.3139693033169596e-07,0.001,0.001,17557,4.691,20.72,36.58,36582072,48.0,0.001,1.0,1.9972333410417787e-07,1.8674136321195144e-05,102.0,"36.557,20.442"
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02337N3493_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02337N3493_S001,0.62,12,26.7,3.108221934189017e-08,0.004,0.002,18807,2.241,23.37,34.93,34932337,127.0,0.004,1.0,1.9270975991971908e-08,1.8674136321195144e-05,517.0,"34.757,23.142"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02106N3725_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02106N3725_S000,0.32,18,9.6,4.868818178550847e-07,0.001,0.001,2250,1.274,21.06,37.25,37252106,30.0,0.001,1.0,1.5580218171362711e-07,1.8674136321195144e-05,98.0,"37.157,21.042"
