eve_id,id,max_off,mean_prob,dzmax,dzmin,max,lon,lat,Location,LocationCount,max_absdz,event_type,importance,uniform_wt,gridcount,grid_id
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02183N3593_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02183N3593_S001,0.97,1.9639131803442547e-08,0.004,0.004,4.139,21.83,35.93,35932183,113.0,0.004,1.0,1.904995784933927e-08,1.8674136321195144e-05,412.0,"35.717,21.732"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02219N3560_S003,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02219N3560_S003,1.1,1.9607836530117115e-08,0.004,0.004,3.917,22.19,35.6,35602219,119.0,0.004,1.0,2.1568620183128828e-08,1.8674136321195144e-05,406.0,"35.387,22.062"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02359N3451_S005,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02359N3451_S005,0.53,3.0264081596600485e-08,0.002,0.002,2.168,23.59,34.51,34512359,91.0,0.002,1.0,1.6039963246198257e-08,1.8674136321195144e-05,439.0,"34.397,23.382"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02243N3584_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02243N3584_S000,0.34,1.400990661533527e-07,0.001,0.001,1.511,22.43,35.84,35842243,30.0,0.001,1.0,4.7633682492139926e-08,1.8674136321195144e-05,272.0,"35.717,22.392"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02321N3496_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02321N3496_S002,0.68,3.07560658432688e-08,0.004,0.004,2.24,23.21,34.96,34962321,132.0,0.004,1.0,2.0914124773422784e-08,1.8674136321195144e-05,523.0,"34.727,23.052"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02245N3515_S005,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02245N3515_S005,1.34,2.8102310235505353e-08,0.008,0.007,5.285,22.45,35.15,35152245,130.0,0.008,1.0,3.765709571557718e-08,1.8674136321195144e-05,367.0,"35.057,22.392"
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02201N3596_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02201N3596_S002,0.88,3.0010854231599226e-08,0.002,0.002,3.817,22.01,35.96,35962201,46.0,0.002,1.0,2.6409551723807317e-08,1.8674136321195144e-05,412.0,"35.717,21.732"
E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02225N3486_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02225N3486_S000,0.55,1.3804655356357097e-07,0.002,0.002,2.35,22.25,34.86,34862225,71.0,0.002,1.0,7.592560445996404e-08,1.8674136321195144e-05,466.0,"34.727,22.062"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02171N3606_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02171N3606_S000,0.47,1.2357546044093665e-07,0.001,0.001,1.983,21.71,36.06,36062171,104.0,0.001,1.0,5.8080466407240224e-08,1.8674136321195144e-05,372.0,"36.047,21.402"
E02113N3823E02873N3483-PS-Mur_PYes_Hom-M824_E02218N3695_S000,PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M824_E02218N3695_S000,0.2,6.992719026399438e-06,0.001,0.001,0.948,22.18,36.95,36952218,28.0,0.001,1.0,1.3985438052798877e-06,1.8674136321195144e-05,219.0,"36.707,22.062"
