eve_id,id,max_off,mean_prob,dzmax,dzmin,dmax,lon,lat,Location,LocationCount,max_absdz,event_type,importance,uniform_wt,gridcount,grid_id
E01964N3926E02184N3685-PS-Str_PYes_Hom-M792_E02033N3761_S000,PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M792_E02033N3761_S000,0.17,8.044025980719022e-06,0.001,0.001,0.769,20.33,37.61,37612032,27.0,0.001,1.0,1.367484416722234e-06,1.8674136321195144e-05,142.0,"37.367,20.082"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02272N3440_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02272N3440_S000,0.47,1.424721293201083e-07,0.001,0.001,1.692,22.72,34.4,34402272,27.0,0.001,1.0,6.69619007804509e-08,1.8674136321195144e-05,230.0,"34.397,22.392"
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02515N3431_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02515N3431_S001,0.71,7.063590725773581e-09,0.004,0.004,3.832,25.15,34.31,34312515,35.0,0.004,1.0,5.0151494152992425e-09,1.8674136321195144e-05,137.0,"34.067,25.032"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02090N3619_S005,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02090N3619_S005,0.64,2.87054430475798e-08,0.002,0.002,3.225,20.9,36.19,36192090,63.0,0.002,1.0,1.8371483550451072e-08,1.8674136321195144e-05,232.0,"36.047,20.742"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M774_E02076N3673_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M774_E02076N3673_S000,0.15,1.2193333959257664e-06,0.001,0.001,0.989,20.76,36.73,36722076,49.0,0.001,1.0,1.8290000938886495e-07,1.8674136321195144e-05,252.0,"36.707,20.742"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02233N3624_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02233N3624_S002,0.81,1.8913621717267352e-08,0.002,0.002,3.065,22.33,36.24,36242233,26.0,0.002,1.0,1.5320033590986555e-08,1.8674136321195144e-05,190.0,"36.047,22.062"
E02020N3739E02658N3366-PS-Str_PYes_Var-M754_E02309N3460_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M754_E02309N3460_S000,0.05,1.3172027234045947e-06,0.001,0.001,0.498,23.09,34.6,34602309,75.0,0.001,1.0,6.586013617022973e-08,1.8674136321195144e-05,491.0,"34.397,23.052"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02220N3597_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02220N3597_S003,1.13,2.021875546991984e-08,0.004,0.004,4.373,22.2,35.97,35972220,55.0,0.004,1.0,2.2847193681009415e-08,1.8674136321195144e-05,373.0,"35.717,22.062"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02156N3574_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02156N3574_S004,0.59,2.8179384452012565e-08,0.004,0.002,3.79,21.56,35.74,35742156,87.0,0.004,1.0,1.662583682668741e-08,1.8674136321195144e-05,416.0,"35.717,21.402"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02229N3514_S005,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02229N3514_S005,0.98,6.856568140512544e-09,0.005,0.005,4.492,22.29,35.14,35142229,121.0,0.005,1.0,6.719436777702293e-09,1.8674136321195144e-05,720.0,"35.057,22.062"
E01517N3917E01678N3772-PS-Str_PNo_Hom-M732_E01587N3805_S000,PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Hom-M732_E01587N3805_S000,0.16,1.4521011864510177e-05,0.001,-0.001,1.07,15.87,38.05,38041587,32.0,0.001,1.0,2.3233618983216283e-06,1.8674136321195144e-05,149.0,"38.027,15.792"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M707_E01778N3834_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M707_E01778N3834_S000,0.05,1.7035789583832091e-06,0.001,0.001,0.364,17.78,38.34,38341778,32.0,0.001,1.0,8.517894791916047e-08,1.8674136321195144e-05,172.0,"38.027,17.772"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02076N3673_S002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02076N3673_S002,0.92,3.0853331020915594e-08,0.004,0.002,4.447,20.76,36.73,36722076,49.0,0.004,1.0,2.8385064539242346e-08,1.8674136321195144e-05,252.0,"36.707,20.742"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02220N3597_S005,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02220N3597_S005,0.68,3.110875655443902e-08,0.002,0.002,2.578,22.2,35.97,35972220,55.0,0.002,1.0,2.1153954457018536e-08,1.8674136321195144e-05,373.0,"35.717,22.062"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02344N3478_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02344N3478_S000,0.31,1.9717964067459174e-07,0.002,0.002,1.118,23.44,34.78,34782344,127.0,0.002,1.0,6.112568860912344e-08,1.8674136321195144e-05,385.0,"34.727,23.382"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02121N3611_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02121N3611_S000,0.39,1.1034198048132153e-07,0.001,0.001,1.947,21.21,36.11,36112121,70.0,0.001,1.0,4.3033372387715394e-08,1.8674136321195144e-05,417.0,"36.047,21.072"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01755N3814_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01755N3814_S000,0.17,1.884692610229323e-07,0.001,0.001,1.223,17.55,38.14,38141755,56.0,0.001,1.0,3.203977437389849e-08,1.8674136321195144e-05,173.0,"38.027,17.442"
E02113N3823E02873N3483-PS-Str_PNo_Hom-M774_E02148N3750_S000,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M774_E02148N3750_S000,0.08,1.1219957949311518e-05,0.001,0.001,0.423,21.48,37.5,37502148,11.0,0.001,1.0,8.975966359449214e-07,1.8674136321195144e-05,19.0,"37.367,21.402"
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02134N3641_S004,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02134N3641_S004,1.0,7.314898346768627e-09,0.005,0.005,4.608,21.34,36.41,36402134,86.0,0.005,1.0,7.314898346768627e-09,1.8674136321195144e-05,372.0,"36.377,21.072"
E01548N3896E01854N3659-PS-Str_PNo_Hom-M754_E01634N3808_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PNo_Hom-M754_E01634N3808_S000,0.12,3.057623774298517e-06,0.005,0.004,0.997,16.34,38.08,38081634,32.0,0.005,1.0,3.6691485291582205e-07,1.8674136321195144e-05,115.0,"38.027,16.122"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02183N3593_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02183N3593_S000,0.35,1.8544968169976006e-07,0.001,0.001,1.815,21.83,35.93,35932183,113.0,0.001,1.0,6.490738859491602e-08,1.8674136321195144e-05,412.0,"35.717,21.732"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02277N3489_S002,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02277N3489_S002,1.74,7.902725316745727e-09,0.01,0.01,8.249,22.77,34.89,34892277,10.0,0.01,1.0,1.3750742051137565e-08,1.8674136321195144e-05,574.0,"34.727,22.722"
E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02293N3602_S002,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02293N3602_S002,0.76,5.7781957265295123e-08,0.004,0.002,2.151,22.93,36.02,36022293,69.0,0.004,1.0,4.39142875216243e-08,1.8674136321195144e-05,216.0,"35.717,22.722"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02359N3451_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02359N3451_S003,1.5,2.7870144965899632e-08,0.008,0.008,5.734,23.59,34.51,34512359,91.0,0.008,1.0,4.1805217448849445e-08,1.8674136321195144e-05,439.0,"34.397,23.382"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02140N3614_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02140N3614_S000,0.23,3.445824550765833e-07,0.001,0.001,1.336,21.4,36.14,36142140,89.0,0.001,1.0,7.925396466761417e-08,1.8674136321195144e-05,417.0,"36.047,21.072"
E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01623N3797_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01623N3797_S000,0.11,3.055092223076039e-06,0.002,0.002,0.884,16.23,37.97,37971623,30.0,0.002,1.0,3.360601445383643e-07,1.8674136321195144e-05,96.0,"37.697,16.122"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02297N3425_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02297N3425_S000,0.3,1.3488016054708836e-07,0.001,0.001,1.473,22.97,34.25,34252297,12.0,0.001,1.0,4.046404816412651e-08,1.8674136321195144e-05,73.0,"34.067,22.722"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02253N3503_S002,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02253N3503_S002,1.04,6.845958278485367e-09,0.005,0.005,4.142,22.53,35.03,35032253,124.0,0.005,1.0,7.1197966096247815e-09,1.8674136321195144e-05,523.0,"34.727,22.392"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02227N3634_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02227N3634_S000,0.12,1.0614040568994442e-06,0.001,0.001,0.652,22.27,36.34,36342227,20.0,0.001,1.0,1.273684868279333e-07,1.8674136321195144e-05,190.0,"36.047,22.062"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02210N3510_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02210N3510_S000,0.28,1.7768522091173377e-07,0.001,0.001,1.748,22.1,35.1,35102210,92.0,0.001,1.0,4.9751861855285457e-08,1.8674136321195144e-05,720.0,"35.057,22.062"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02239N3505_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02239N3505_S003,1.13,2.7802888931330194e-08,0.008,0.007,6.082,22.39,35.05,35042239,111.0,0.008,1.0,3.1417264492403116e-08,1.8674136321195144e-05,466.0,"34.727,22.062"
E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01766N3824_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01766N3824_S000,0.18,5.133469851611971e-07,0.001,0.001,1.118,17.66,38.24,38241766,46.0,0.001,1.0,9.240245732901548e-08,1.8674136321195144e-05,173.0,"38.027,17.442"
E02020N3739E02658N3366-PS-Str_PNo_Hom-M754_E02175N3668_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M754_E02175N3668_S000,0.06,8.573216649950927e-06,0.001,0.001,0.463,21.75,36.68,36682175,58.0,0.001,1.0,5.143929989970556e-07,1.8674136321195144e-05,293.0,"36.377,21.732"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01748N3747_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01748N3747_S000,0.55,2.369702377680333e-08,0.022,0.018,2.68,17.48,37.47,37471748,30.0,0.022,1.0,1.3033363077241833e-08,1.8674136321195144e-05,211.0,"37.367,17.442"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02232N3550_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02232N3550_S005,0.79,2.9112198773681988e-08,0.002,0.002,3.998,22.32,35.5,35502232,84.0,0.002,1.0,2.2998637031208773e-08,1.8674136321195144e-05,406.0,"35.387,22.062"
E01849N3766E02950N3220-PS-Str_PYes_Var-M861_E02099N3565_S004,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M861_E02099N3565_S004,0.72,2.4957290355441534e-08,0.004,0.002,4.251,20.99,35.65,35652099,28.0,0.004,1.0,1.7969249055917903e-08,1.8674136321195144e-05,75.0,"35.387,20.742"
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02313N3510_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02313N3510_S001,1.01,2.00210584039469e-08,0.004,0.004,4.504,23.13,35.1,35102313,85.0,0.004,1.0,2.022126898798637e-08,1.8674136321195144e-05,217.0,"35.057,23.052"
E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02022N3645_S000,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02022N3645_S000,0.38,1.1434873187559245e-07,0.001,0.001,2.501,20.22,36.45,36452022,16.0,0.001,1.0,4.3452518112725134e-08,1.8674136321195144e-05,138.0,"36.377,20.082"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02122N3652_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02122N3652_S000,0.6,2.0242702943916945e-07,0.002,0.001,2.231,21.22,36.52,36522122,79.0,0.002,1.0,1.2145621766350165e-07,1.8674136321195144e-05,372.0,"36.377,21.072"
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02229N3514_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02229N3514_S005,0.88,1.8910122294346124e-08,0.004,0.004,4.178,22.29,35.14,35142229,121.0,0.004,1.0,1.664090761902459e-08,1.8674136321195144e-05,720.0,"35.057,22.062"
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02242N3492_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02242N3492_S001,0.9,2.76393323902107e-08,0.002,0.002,3.752,22.42,34.92,34922242,103.0,0.002,1.0,2.487539915118963e-08,1.8674136321195144e-05,523.0,"34.727,22.392"
E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01813N3845_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01813N3845_S000,0.38,2.2564726920867089e-07,0.001,0.001,1.853,18.13,38.45,38451813,23.0,0.001,1.0,8.574596229929494e-08,1.8674136321195144e-05,108.0,"38.357,18.102"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02425N3440_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02425N3440_S004,0.69,2.7773939801532063e-08,0.004,0.002,3.658,24.25,34.4,34402425,93.0,0.004,1.0,1.916401846305712e-08,1.8674136321195144e-05,536.0,"34.397,24.042"
E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02230N3611_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02230N3611_S000,0.12,3.365917730779072e-06,0.001,0.001,0.89,22.3,36.11,36112230,18.0,0.001,1.0,4.0391012769348864e-07,1.8674136321195144e-05,190.0,"36.047,22.062"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01661N3771_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01661N3771_S000,0.13,6.75453915602872e-07,0.002,0.001,1.002,16.61,37.71,37711661,30.0,0.002,1.0,8.780900902837336e-08,1.8674136321195144e-05,171.0,"37.697,16.452"
E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02287N3633_S000,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02287N3633_S000,0.2,8.051575854649505e-07,0.001,0.001,1.116,22.87,36.33,36332287,63.0,0.001,1.0,1.610315170929901e-07,1.8674136321195144e-05,243.0,"36.047,22.722"
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02350N3576_S001,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02350N3576_S001,0.53,2.1492740295675082e-07,0.004,0.002,2.581,23.5,35.76,35762350,68.0,0.004,1.0,1.1391152356707794e-07,1.8674136321195144e-05,138.0,"35.717,23.382"
E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02066N3753_S000,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02066N3753_S000,0.14,1.4708275285587673e-05,0.001,0.001,0.755,20.66,37.53,37532066,36.0,0.001,1.0,2.0591585399822742e-06,1.8674136321195144e-05,222.0,"37.367,20.412"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02274N3465_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02274N3465_S001,0.96,1.896632471529476e-08,0.004,0.004,4.49,22.74,34.65,34652274,67.0,0.004,1.0,1.820767172668297e-08,1.8674136321195144e-05,200.0,"34.397,22.722"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02218N3525_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02218N3525_S001,0.8,1.8862748123471345e-08,0.004,0.004,4.396,22.18,35.25,35252218,112.0,0.004,1.0,1.5090198498777077e-08,1.8674136321195144e-05,720.0,"35.057,22.062"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02275N3583_S003,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02275N3583_S003,0.82,1.8281667816081772e-08,0.004,0.004,3.28,22.75,35.83,35832275,28.0,0.004,1.0,1.4990967609187053e-08,1.8674136321195144e-05,216.0,"35.717,22.722"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02159N3533_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02159N3533_S000,0.26,1.415920190559312e-07,0.001,0.001,1.644,21.59,35.33,35332159,72.0,0.001,1.0,3.681392495454211e-08,1.8674136321195144e-05,260.0,"35.057,21.402"
E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01804N3797_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01804N3797_S000,1.02,2.958891451576013e-08,0.001,0.001,3.66,18.04,37.97,37971804,40.0,0.001,1.0,3.018069280607533e-08,1.8674136321195144e-05,204.0,"37.697,17.772"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02184N3552_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02184N3552_S004,0.54,2.794013836801066e-08,0.002,0.002,2.895,21.84,35.52,35522184,118.0,0.002,1.0,1.5087674718725757e-08,1.8674136321195144e-05,484.0,"35.387,21.732"
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01793N3787_S002,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01793N3787_S002,1.91,2.563378518919695e-09,0.077,0.06,6.1,17.93,37.87,37861793,44.0,0.077,1.0,4.896052971136617e-09,1.8674136321195144e-05,204.0,"37.697,17.772"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01644N3837_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01644N3837_S000,0.6,6.469887829836834e-08,0.016,0.008,3.252,16.44,38.37,38361644,19.0,0.016,1.0,3.8819326979021006e-08,1.8674136321195144e-05,66.0,"38.357,16.122"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02226N3538_S001,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02226N3538_S001,0.75,2.8747121160712506e-08,0.002,0.002,3.564,22.26,35.38,35382226,133.0,0.002,1.0,2.1560340870534378e-08,1.8674136321195144e-05,720.0,"35.057,22.062"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02515N3431_S005,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02515N3431_S005,1.1,5.679695014228743e-09,0.011,0.01,3.999,25.15,34.31,34312515,35.0,0.011,1.0,6.247664515651618e-09,1.8674136321195144e-05,137.0,"34.067,25.032"
E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01770N3767_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01770N3767_S000,0.62,9.723758611013487e-08,0.004,0.004,2.746,17.7,37.67,37671770,29.0,0.004,1.0,6.028730338828363e-08,1.8674136321195144e-05,211.0,"37.367,17.442"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02218N3525_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02218N3525_S004,0.96,6.873406559406669e-09,0.007,0.005,4.611,22.18,35.25,35252218,112.0,0.007,1.0,6.5984702970304025e-09,1.8674136321195144e-05,720.0,"35.057,22.062"
E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02510N3490_S000,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02510N3490_S000,0.1,6.646073817342086e-06,0.001,0.001,0.535,25.1,34.9,34902510,2.0,0.001,1.0,6.646073817342086e-07,1.8674136321195144e-05,5.0,"34.727,25.032"
E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01682N3667_S000,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01682N3667_S000,0.19,2.030162223456432e-07,0.001,0.001,1.033,16.82,36.67,36671682,24.0,0.001,1.0,3.857308224567221e-08,1.8674136321195144e-05,58.0,"36.377,16.782"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02250N3552_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02250N3552_S000,0.3,1.3493981556941878e-07,0.001,0.001,1.579,22.5,35.52,35522250,75.0,0.001,1.0,4.048194467082563e-08,1.8674136321195144e-05,404.0,"35.387,22.392"
E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02328N3482_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02328N3482_S001,1.22,2.809040752371548e-08,0.008,0.008,3.837,23.28,34.82,34822328,129.0,0.008,1.0,3.4270297178932885e-08,1.8674136321195144e-05,523.0,"34.727,23.052"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02155N3547_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02155N3547_S000,0.35,8.359462452540993e-08,0.001,0.001,1.838,21.55,35.47,35472155,71.0,0.001,1.0,2.9258118583893474e-08,1.8674136321195144e-05,304.0,"35.387,21.402"
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01673N3781_S005,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01673N3781_S005,1.4,2.6988438772908037e-09,0.077,0.062,5.334,16.73,37.81,37811673,38.0,0.077,1.0,3.778381428207125e-09,1.8674136321195144e-05,171.0,"37.697,16.452"
E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02187N3749_S000,PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02187N3749_S000,0.12,1.2305581387467449e-05,0.001,0.001,0.636,21.87,37.49,37492187,4.0,0.001,1.0,1.4766697664960939e-06,1.8674136321195144e-05,4.0,"37.367,21.732"
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02144N3668_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02144N3668_S000,0.54,2.1768590349572497e-07,0.002,0.002,1.691,21.44,36.68,36682144,46.0,0.002,1.0,1.175503878876915e-07,1.8674136321195144e-05,268.0,"36.377,21.402"
E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02053N3710_S000,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02053N3710_S000,0.25,3.246853328598778e-06,0.001,0.001,1.119,20.53,37.1,37102053,29.0,0.001,1.0,8.117133321496945e-07,1.8674136321195144e-05,137.0,"37.037,20.412"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01646N3818_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01646N3818_S000,0.25,1.5677478481452318e-06,0.01,0.007,1.636,16.46,38.18,38181646,23.0,0.01,1.0,3.9193696203630795e-07,1.8674136321195144e-05,98.0,"38.027,16.452"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02351N3465_S004,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02351N3465_S004,0.53,3.062162207326369e-08,0.004,0.002,2.897,23.51,34.65,34652351,124.0,0.004,1.0,1.6229459698829756e-08,1.8674136321195144e-05,439.0,"34.397,23.382"
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02226N3659_S005,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02226N3659_S005,0.79,2.155781228084532e-07,0.004,0.002,2.255,22.26,36.59,36592226,68.0,0.004,1.0,1.7030671701867805e-07,1.8674136321195144e-05,225.0,"36.377,22.062"
E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02072N3658_S002,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02072N3658_S002,1.47,1.3139693033169596e-07,0.002,0.002,5.368,20.72,36.58,36582072,48.0,0.002,1.0,1.9315348758759306e-07,1.8674136321195144e-05,187.0,"36.377,20.412"
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02337N3493_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02337N3493_S001,0.63,3.108221934189017e-08,0.004,0.002,2.647,23.37,34.93,34932337,127.0,0.004,1.0,1.9581798185390807e-08,1.8674136321195144e-05,523.0,"34.727,23.052"
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02106N3725_S000,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02106N3725_S000,0.29,4.868818178550847e-07,0.001,0.001,1.297,21.06,37.25,37252106,30.0,0.001,1.0,1.4119572717797454e-07,1.8674136321195144e-05,208.0,"37.037,20.742"
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02242N3492_S000,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02242N3492_S000,0.39,8.26660686048534e-08,0.001,0.001,1.959,22.42,34.92,34922242,103.0,0.001,1.0,3.223976675589283e-08,1.8674136321195144e-05,523.0,"34.727,22.392"
E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02375N3448_S001,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02375N3448_S001,1.19,1.337830556524116e-08,0.008,0.008,5.16,23.75,34.48,34472375,109.0,0.008,1.0,1.592018362263698e-08,1.8674136321195144e-05,596.0,"34.397,23.712"
E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01746N3766_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01746N3766_S000,0.63,2.5620173126414012e-08,0.027,0.021,5.143,17.46,37.66,37651746,40.0,0.027,1.0,1.6140709069640827e-08,1.8674136321195144e-05,211.0,"37.367,17.442"
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01714N3860_S000,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01714N3860_S000,0.27,1.471533030251171e-07,0.002,0.001,1.356,17.14,38.6,38601714,13.0,0.002,1.0,3.973139181678162e-08,1.8674136321195144e-05,86.0,"38.357,17.112"
