idx,eve_id,MIH,P05,P16,P50,P84,P95,Pmean
2,E01267N3753E01646N3535-BS-M707_E01527N3715_D010_S067D50R090_A000668_S023,0.5966263,1.983399735554771e-06,3.4630299604762023e-06,6.76473916927896e-06,1.4884863567533361e-05,2.6204179730470177e-05,9.128519058373429e-06
5,E01267N3753E01646N3535-BS-M754_E01527N3715_D010_S067D50R090_A001972_S039,1.1444283,5.109612042995131e-07,9.929371122879755e-07,2.2345533430334582e-06,6.753650015825636e-06,1.3207303990515929e-05,3.7828167453825913e-06
6,E01267N3753E01646N3535-BS-M754_E01502N3737_D172_S247D30R090_A001972_S039,0.4074173,1.4453835671289571e-06,2.7515224973355585e-06,6.188091289656949e-06,1.8932715760254744e-05,3.6219011855387176e-05,1.062586821210029e-05
8,E01267N3753E01646N3535-BS-M754_E01527N3715_D091_S067D50R090_A001972_S039,0.6958122,8.403969668862439e-07,1.6331207349089844e-06,3.675253299133154e-06,1.1107980294692027e-05,2.1722545901680603e-05,6.221739913628615e-06
9,E01267N3753E01646N3535-BS-M774_E01502N3737_D107_S247D30R090_A003139_S050,1.0727081,1.0520336968048842e-07,3.441623706710297e-07,9.349745950805826e-07,3.498683956752038e-06,6.840410191749485e-06,1.8655298909156508e-06
11,E01267N3753E01646N3535-BS-M774_E01502N3737_D010_S247D30R090_A003139_S050,1.1413765,9.887404095279196e-08,3.2345660063442346e-07,8.78723910503818e-07,3.288193352279428e-06,6.42887199798859e-06,1.7532943991551753e-06
12,E01267N3753E01646N3535-BS-M774_E01527N3715_D107_S067D50R090_A003139_S050,0.8789215,1.2923670288350673e-07,4.318236675408448e-07,1.1426241594191949e-06,4.196307243012215e-06,7.993034634034772e-06,2.276846140158514e-06
14,E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S067D50R090_A003139_S050,1.361103,8.345357901160022e-08,2.788467188820396e-07,7.378405162085148e-07,2.7097322219473186e-06,5.161438913952724e-06,1.4702553919705824e-06
16,E01267N3753E01646N3535-BS-M754_E01527N3715_D172_S067D50R090_A001972_S039,0.58441925,1.0005804264702858e-06,1.9444009269418093e-06,4.375773186162327e-06,1.3225211535051772e-05,2.5862961313217113e-05,7.407631656776761e-06
20,E01267N3753E01646N3535-BS-M792_E01498N3715_D010_S067D50R090_A004781_S062,1.8127708,0.0,0.0,1.1800209725104817e-07,1.3826554715089637e-06,4.155464636517273e-06,8.593053416792695e-07
21,E01267N3753E01646N3535-BS-M792_E01498N3715_D125_S067D50R090_A004781_S062,1.0727081,0.0,0.0,1.9941189614906462e-07,2.336551262372011e-06,7.022325042116423e-06,1.452141203818824e-06
22,E01267N3753E01646N3535-BS-M792_E01502N3737_D125_S247D30R090_A004781_S062,1.460289,0.0,0.0,1.4830374969994617e-07,1.7257584494078426e-06,5.109222360515691e-06,1.066722841629432e-06
23,E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S247D30R090_A004781_S062,1.9943542,0.0,0.0,1.0858970505118131e-07,1.26362011338173e-06,3.7410311626766696e-06,7.810666889964685e-07
26,E01267N3753E01646N3535-BS-M792_E01527N3715_D010_S067D50R090_A004781_S062,1.5930405,0.0,0.0,1.3645731939673642e-07,1.6010518609243222e-06,4.686384697877686e-06,9.77830527020625e-07
27,E01267N3753E01646N3535-BS-M809_E01498N3715_D010_S067D50R090_A006995_S075,2.1866188,0.0,0.0,7.544402560148892e-09,6.953497342694152e-07,2.5518204663633896e-06,4.904750616308099e-07
29,E01267N3753E01646N3535-BS-M774_E01498N3715_D107_S067D50R090_A003139_S050,0.7400627,1.5191779935082904e-07,4.985296495104686e-07,1.3396245987491171e-06,5.045241104586528e-06,1.0268587575918168e-05,2.704053352205616e-06
34,E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S067D50R090_A006995_S075,1.847866,0.0,0.0,9.066082003183388e-09,8.684000054826351e-07,3.0766585420373036e-06,5.80389482079918e-07
36,E01108N3882E01527N3690-BS-M774_E01506N3760_D010_S247D30R090_A005608_S028,0.87434006,0.0,0.0,7.669665337102138e-07,5.787072510236393e-06,7.574224319906944e-06,2.2887765485403186e-06
42,E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S247D30R090_A006995_S075,1.7929344,0.0,0.0,9.178190130956421e-09,8.682112131833986e-07,3.2182908083339426e-06,5.981713501024287e-07
44,E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S247D30R090_A006995_S075,2.5757217,0.0,0.0,6.38884737257611e-09,6.043532383883899e-07,2.240220400932963e-06,4.163811605473873e-07
45,E01267N3753E01646N3535-BS-M680_E01527N3715_D010_S067D50R090_A000357_S016,0.30365372,8.115460211564342e-07,1.340571183366064e-06,2.5459210589685665e-06,4.7634713652037915e-06,7.780327554674631e-06,3.1031651517022e-06
47,E01267N3753E01646N3535-BS-M754_E01498N3715_D172_S067D50R090_A001972_S039,0.21210098,2.807755711464463e-06,5.154542751958736e-06,1.1882463007598506e-05,3.591350172393069e-05,7.285820504686372e-05,2.0410855891045902e-05
50,E01470N3877E01631N3641-BS-M792_E01534N3760_D010_S202D30R090_A008541_S034,1.3626289,0.0,0.0,1.3297593814599398e-08,1.9070688449769752e-06,5.614792115021976e-06,1.1431752487270758e-06
56,E01267N3753E01646N3535-BS-M680_E01502N3737_D051_S247D30R090_A000357_S016,0.032043457,7.737047477945412e-06,1.2506076948381776e-05,2.38971936753249e-05,4.464696279649327e-05,7.228731543284847e-05,2.9406553796262194e-05
65,E01108N3882E01527N3690-BS-M809_E01474N3737_D010_S247D30R090_A012497_S042,1.6174545,0.0,0.0,1.241013841855268e-09,1.8714744941647486e-06,2.8628087329836228e-06,6.630677961532065e-07
70,E01267N3753E01646N3535-BS-M707_E01502N3737_D220_S247D30R090_A000668_S023,0.048828125,2.517225852886843e-05,4.227851355410163e-05,8.184684794867594e-05,0.00017847546980041598,0.00031488591655353987,0.00011154052198964857
76,E01267N3753E01646N3535-BS-M680_E01502N3737_D092_S247D30R090_A000357_S016,0.025939941,9.557529377823265e-06,1.5448683516055897e-05,2.9520063208931167e-05,5.5152131323276e-05,8.929609684609212e-05,3.6325743458271165e-05
92,E01470N3877E01631N3641-BS-M774_E01538N3782_D010_S022D30R270_A005608_S028,0.31586075,4.8591295997050357e-08,1.0068411915607388e-06,3.829339116068027e-06,1.027321995692751e-05,2.0499152299993643e-05,6.3356052462274535e-06
94,E01470N3877E01631N3641-BS-M754_E01603N3670_D010_S247D10R090_A003524_S022,0.54932404,9.273432830155676e-07,2.0275455766064877e-06,5.144902649832221e-06,1.2721462820407633e-05,2.4642985441663453e-05,7.880890370517434e-06
196,E01889N4173E02097N3847-BS-M774_E01996N3917_D010_S292D30R090_A005608_S028,0.5661087,0.0,0.0,3.0191519626873916e-08,8.293936110324839e-06,4.5030235980428416e-05,5.833656963021497e-06
293,E01267N3753E01646N3535-BS-M774_E01502N3737_D010_S292D50R090_A003139_S050,2.4383926,3.2435533156571843e-08,1.0761107712056214e-07,3.8235840276489724e-07,1.471528227334861e-06,3.0491804186559566e-06,8.206918872610329e-07
301,E01470N3877E01631N3641-BS-M680_E01534N3760_D010_S202D30R090_A000638_S009,0.077819824,2.8994031060861362e-06,4.750003339374037e-06,9.807423362880322e-06,1.9296786642077157e-05,2.8679418154398807e-05,1.2108580997160003e-05
366,E01470N3877E01631N3641-BS-M774_E01534N3760_D010_S337D30R090_A005608_S028,1.3504219,6.341984283331746e-09,1.1595056508519399e-07,6.38012284831762e-07,2.477059421073111e-06,5.4337525890697695e-06,1.4818843094719787e-06
368,E01267N3753E01646N3535-BS-M732_E01527N3715_D076_S337D50R090_A001180_S030,1.124588,6.721856623916302e-07,1.3125742654480483e-06,3.6619983766342886e-06,1.0533051432000083e-05,1.978372998820479e-05,6.1115724080428115e-06
378,E01267N3753E01646N3535-BS-M680_E01527N3715_D051_S067D50R090_A000357_S016,0.20752335,1.18747585886287e-06,1.96155963535625e-06,3.7252598340482867e-06,6.970038793984436e-06,1.1384383515375285e-05,4.540634304952847e-06
551,E01267N3753E01646N3535-BS-M809_E01498N3715_D010_S292D50R270_A006995_S075,3.3798752,0.0,0.0,3.877925261990201e-09,4.1213025092908437e-07,1.6115659634944587e-06,3.173140803225783e-07
683,E01267N3753E01646N3535-BS-M774_E01502N3737_D107_S112D50R270_A003139_S050,1.260395,4.7838441694451965e-08,1.7651355454190737e-07,6.875453326293408e-07,2.706349763533229e-06,6.693997835849592e-06,1.5877316434747353e-06
695,E01470N3877E01631N3641-BS-M774_E01559N3737_D010_S112D30R090_A005608_S028,1.2252998,1.026856842836146e-08,1.5253111318921032e-07,7.530643473627771e-07,2.7170809171100524e-06,6.33091392115841e-06,1.6332076645873368e-06
843,E01470N3877E01631N3641-BS-M774_E01559N3737_D010_S247D50R270_A005608_S028,0.63630295,1.4673069585561937e-08,3.0615979539690067e-07,1.512908201662949e-06,5.133046835066344e-06,1.1255455159748113e-05,3.1449941019090646e-06
1011,E01267N3753E01646N3535-BS-M774_E01498N3715_D107_S247D10R090_A003139_S050,0.86060715,2.2388830172452055e-08,9.958709428374329e-08,7.359395550605716e-07,3.74474088895556e-06,1.0215142181452357e-05,2.325299092364426e-06
1014,E01267N3753E01646N3535-BS-M774_E01551N3692_D107_S247D50R090_A003139_S050,1.361103,4.700441790897786e-08,1.794789056643111e-07,6.404140229725968e-07,2.3982232618938736e-06,5.665584042309348e-06,1.470255391970585e-06
1128,E01889N4173E02097N3847-BS-M732_E02014N3872_D010_S337D30R090_A002108_S017,0.12512589,3.592715925758703e-05,4.540179571490588e-05,8.940185836634653e-05,0.00011582155214324801,0.00012834559694892,8.42279445817888e-05
1197,E01267N3753E01646N3535-BS-M754_E01527N3715_D091_S337D70R090_A001972_S039,1.2527657,1.1154944886667577e-07,3.683386182395422e-07,1.4494888512218377e-06,5.741850102953444e-06,1.3264477641501473e-05,3.4556841212444877e-06
1226,E01470N3877E01631N3641-BS-M792_E01555N3715_D010_S337D50R270_A008541_S034,1.8722801,0.0,0.0,8.335316674383962e-09,1.190566705193639e-06,3.798001427834151e-06,8.319928367984056e-07
1285,E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S337D30R090_A003139_S050,2.534523,2.027051521928253e-08,8.199634385037344e-08,3.304826870589312e-07,1.306837876063985e-06,3.0426529409141214e-06,7.8956435778146e-07
1457,E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S067D50R090_A006995_S075,4.0390625,0.0,0.0,2.6009068463315827e-09,3.7563597385102543e-07,1.4484775966620922e-06,2.655274561097009e-07
1482,E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S157D50R090_A008541_S034,1.8890686,0.0,0.0,6.175047614185492e-09,1.1467288155372563e-06,4.251486218931716e-06,8.245987634753968e-07
1487,E01470N3877E01631N3641-BS-M774_E01534N3760_D010_S337D70R090_A005608_S028,2.009613,1.6825760248440303e-09,1.864749657879552e-08,3.0502845902897143e-07,1.7536077345506594e-06,3.987597356588475e-06,9.957982083004709e-07
1490,E01267N3753E01646N3535-BS-M754_E01498N3715_D172_S022D30R090_A001972_S039,0.15411758,1.4719244601078117e-06,3.523651591933053e-06,1.2613736073411095e-05,4.8499957370242034e-05,0.00010439072302072484,2.8089998150303975e-05
1651,E01470N3877E01631N3641-BS-M774_E01583N3715_D010_S202D70R270_A005608_S028,2.7786674,3.078883821332138e-09,4.946157936483437e-08,3.1586002248246017e-07,1.2054821401766256e-06,2.439965601790374e-06,7.20190197926292e-07
1699,E01267N3753E01646N3535-BS-M707_E01530N3737_D010_S067D50R270_A000668_S023,0.6118851,1.0749350846086043e-06,2.1579878963898186e-06,5.732554365747037e-06,1.3965257950409021e-05,2.9977198767008377e-05,8.900877877687863e-06
1716,E01470N3877E01631N3641-BS-M774_E01538N3782_D010_S292D30R270_A005608_S028,0.72327805,1.5267990095530667e-08,1.404243321845464e-07,1.0565563117259883e-06,4.291702179391064e-06,1.1164108076359121e-05,2.766804584733814e-06
1838,E01108N3882E01527N3690-BS-M680_E01506N3760_D010_S247D30R090_A000638_S009,0.033569336,1.1143811828779452e-05,1.7603709261580014e-05,2.7490775411013267e-05,3.8374759041097e-05,4.526482399837566e-05,2.8069892180433185e-05
1898,E01267N3753E01646N3535-BS-M680_E01527N3715_D092_S067D50R090_A000357_S016,0.13428116,1.8351715778695237e-06,3.0314708835841716e-06,5.757162064895363e-06,1.0771770218231729e-05,1.7593870985292762e-05,7.017273622664088e-06
2052,E01267N3753E01646N3535-BS-M774_E01527N3715_D107_S292D50R090_A003139_S050,1.7944603,4.3564726706237336e-08,1.4024876299776062e-07,4.820221154932057e-07,1.964251719826179e-06,4.352375094352459e-06,1.115192698761481e-06
2096,E01267N3753E01646N3535-BS-M792_E01530N3737_D010_S202D50R090_A004781_S062,1.835659,0.0,0.0,7.690636828233297e-08,1.277013284527794e-06,4.596959158018416e-06,8.485909592577928e-07
2187,E01470N3877E01631N3641-BS-M754_E01583N3715_D010_S337D50R270_A003524_S022,1.7242699,1.4054866295528544e-07,3.8836814960204835e-07,1.3754054722363363e-06,4.194852929471679e-06,8.344775238662871e-06,2.510722095844586e-06
2209,E01108N3882E01527N3690-BS-M792_E01509N3782_D010_S112D50R270_A008541_S034,1.5594711,0.0,0.0,5.164923583962587e-08,2.3759638379104785e-06,4.4299615054363104e-06,9.988794480899344e-07
2330,E01598N4052E01840N3892-BS-M792_E01715N3962_D010_S292D50R090_A008541_S034,0.44709015,2.8429905984930826e-10,2.2377118925613964e-07,2.382599844789027e-06,8.712210436430651e-06,1.902667707132704e-05,4.821026645123642e-06
3222,E01470N3877E01631N3641-BS-M774_E01583N3715_D010_S202D70R090_A005608_S028,1.4770737,3.242140573065208e-09,3.870351561603037e-08,3.848059840001223e-07,2.0738886905467606e-06,5.425080224595914e-06,1.3548200233863313e-06
3797,E01267N3753E01646N3535-BS-M732_E01551N3692_D010_S247D70R090_A001180_S030,1.1215363,1.1466308662405682e-07,4.4178951072153417e-07,2.6330070439197815e-06,1.0636540341479357e-05,2.3790190828944566e-05,6.128201995081246e-06
3803,E01470N3877E01631N3641-BS-M732_E01555N3715_D010_S202D50R270_A002108_S017,1.4785995,5.388314592475984e-07,1.104276752995402e-06,2.8706473574243227e-06,7.466150014766257e-06,1.4970785639624968e-05,4.6483182168099245e-06
3868,E01470N3877E01631N3641-BS-M774_E01587N3737_D010_S022D70R090_A005608_S028,2.3620949,2.019793075840737e-09,2.5585245393215064e-08,2.7408589849386217e-07,1.2742361117976584e-06,3.608568108192922e-06,8.472009421710091e-07
3993,E01267N3753E01646N3535-BS-M792_E01519N3670_D125_S247D30R090_A004781_S062,2.0263977,0.0,0.0,5.998461073798669e-08,1.0613533629515453e-06,3.660281048594693e-06,7.687156532403319e-07
4034,E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S292D30R090_A006995_S075,4.0741577,0.0,0.0,2.931400723444207e-09,3.8029777260775466e-07,1.3244660185575312e-06,2.6324017617017794e-07
4367,E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S112D10R090_A003139_S050,1.6174545,7.406143825192433e-09,4.0699200950598663e-08,3.5393867907338527e-07,1.8947234849505902e-06,5.235260713746204e-06,1.2372335820125603e-06
4670,E01267N3753E01646N3535-BS-M792_E01498N3715_D125_S067D90R270_A004781_S062,1.6769676,0.0,0.0,3.930078333919316e-09,9.660889437610447e-07,4.8898684707354446e-06,9.2889309947324e-07
4926,E01470N3877E01631N3641-BS-M774_E01579N3692_D010_S337D30R090_A005608_S028,2.0065613,5.23559637083836e-09,7.333619339556849e-08,4.337712884448448e-07,1.6241804465803006e-06,3.662568613481026e-06,9.973126785497835e-07
5087,E01470N3877E01631N3641-BS-M650_E01559N3737_D010_S337D50R090_A000318_S006,0.091552734,2.55854088142448e-07,4.689010234149281e-07,1.28361487172514e-06,3.0085654463930268e-06,5.330418760453416e-06,1.8093903282748186e-06
5220,E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S202D50R270_A006995_S075,0.65003586,0.0,0.0,2.0180000471415544e-08,2.17573552919929e-06,8.665242957855344e-06,1.6498812706934156e-06
5528,E01267N3753E01646N3535-BS-M792_E01495N3692_D010_S247D70R090_A004781_S062,3.2425423,0.0,0.0,1.159649640830256e-08,5.89516085466811e-07,2.1959528862332053e-06,4.804019462383575e-07
5809,E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S202D50R090_A012497_S042,2.0691223,0.0,0.0,2.9957276870456935e-11,7.838994163650341e-07,2.372296288313313e-06,5.183270175441494e-07
6356,E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S067D30R090_A006995_S075,1.8646507,0.0,0.0,6.230376674224036e-09,7.09999839032259e-07,2.8007752931061387e-06,5.751650916137204e-07
6375,E01267N3753E01646N3535-BS-M650_E01502N3737_D072_S247D30R090_A000178_S012,0.0076293945,6.626544257634062e-06,1.0093363994988683e-05,1.8801771863201564e-05,3.2826259344136336e-05,4.866690692902786e-05,2.1712683939297752e-05
6502,E01446N4259E02038N3783-BS-M809_E01985N3872_D010_S112D50R090_A006995_S075,1.0574493,0.0,0.0,9.443349054593543e-11,3.2082225435778312e-06,7.024828830710113e-06,1.4033616752894978e-06
6531,E01267N3753E01646N3535-BS-M792_E01547N3670_D010_S022D90R090_A004781_S062,7.029831,0.0,0.0,4.942746236185928e-09,2.5830096630760074e-07,1.0897294728916846e-06,2.215876358450444e-07
6568,E01889N4173E02097N3847-BS-M754_E02025N3917_D140_S292D30R090_A003524_S022,0.17853165,3.1696022097523393e-06,5.46829948999216e-06,4.5928099007155296e-05,6.882567328930097e-05,8.162720732697439e-05,4.001715637995842e-05
6587,E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S157D50R270_A006995_S075,4.979019,0.0,0.0,3.5722109987192605e-09,3.308107989926128e-07,1.0638004400096219e-06,2.1540026071261988e-07
6925,E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S112D30R090_A006995_S075,1.5747299,0.0,0.0,5.693544708330848e-09,9.326065875227722e-07,3.426646281006312e-06,6.810577424694157e-07
7347,E01889N4173E02097N3847-BS-M754_E02025N3917_D010_S292D30R090_A003524_S022,0.25787735,2.305057772302425e-06,3.976759670945807e-06,3.340069654727766e-05,5.005270145929344e-05,5.936247397274673e-05,2.9102029603352986e-05
7544,E01470N3877E01631N3641-BS-M650_E01559N3737_D010_S337D30R090_A000318_S006,0.08087158,2.2592059250142048e-07,4.6628843540674063e-07,1.3764525626878487e-06,3.3994727555594604e-06,6.521805024181352e-06,2.04836645242639e-06
7691,E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S247D70R090_A006995_S075,3.7735558,0.0,0.0,1.2111786630810211e-09,3.229946282185164e-07,1.4172602526329604e-06,2.8420991964477884e-07
7832,E01267N3753E01646N3535-BS-M650_E01502N3737_D010_S247D30R090_A000178_S012,0.010681152,4.73324603125205e-06,7.209545913199689e-06,1.34298374223459e-05,2.3447328761516303e-05,3.4762077354234546e-05,1.550906039224203e-05
7918,E01267N3753E01646N3535-BS-M809_E01544N3647_D010_S292D50R270_A006995_S075,1.1169586,0.0,0.0,1.0727641093589984e-08,1.257617724091249e-06,4.877438059987534e-06,9.60180610716538e-07
8047,E01267N3753E01646N3535-BS-M600_E01530N3737_D010_S112D50R090_A000056_S006,0.024414062,2.206500991417641e-09,4.015445162464135e-09,9.665297314858255e-09,2.009925662802403e-08,3.3949436819100244e-08,1.247072084843068e-08
8639,E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S067D70R270_A006995_S075,2.8412285,0.0,0.0,1.3387712747859744e-09,2.7054042141860403e-07,1.5351922884632208e-06,3.7747122087966165e-07
9000,E01889N4173E02097N3847-BS-M754_E01930N4007_D010_S292D30R090_A003524_S022,0.1525917,4.496977203000386e-06,7.6681278855299e-06,6.592507798776241e-05,9.739413382021342e-05,0.00011255084803326497,5.674493811482614e-05
9288,E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S202D50R270_A006995_S075,7.6203537,0.0,0.0,1.974778516373575e-09,1.8232481142247752e-07,7.318786862002812e-07,1.407391353360786e-07
9678,E01598N4052E01840N3892-BS-M792_E01702N3895_D010_S112D50R090_A008541_S034,0.8148308,9.427780510210636e-11,5.7912240996105875e-08,8.110914327604522e-07,3.2655433815003394e-06,8.331826438485365e-06,1.975714573029826e-06
9840,E01267N3753E01646N3535-BS-M732_E01551N3692_D142_S022D50R090_A001180_S030,0.84534836,8.423202335049991e-07,1.646408162058521e-06,4.678013050267935e-06,1.386130935260067e-05,2.7377880232318392e-05,8.130377151516618e-06
10566,E01522N3585E03578N2685-BS-M774_E01857N3535_D010_S022D70R090_A003139_S050,1.896698,5.942360553415139e-09,9.031827838874228e-08,6.327337302495385e-07,2.25359752493786e-06,3.7969239747871515e-06,1.1431880931361775e-06
10635,E01889N4173E02097N3847-BS-M774_E02020N3895_D010_S337D30R090_A005608_S028,0.2532997,0.0,0.0,6.376419722905286e-08,1.652470988627299e-05,9.521873867912516e-05,1.2247291041845998e-05
11408,E01108N3882E01527N3690-BS-M774_E01509N3782_D010_S112D90R270_A005608_S028,1.0421906,0.0,0.0,1.501336848763168e-08,3.187459439003907e-06,9.44741648716333e-06,1.9201564711650016e-06
11528,E01889N4173E02097N3847-BS-M732_E02043N3872_D010_S337D30R090_A002108_S017,0.12207031,3.736691777431803e-05,4.9061335596770436e-05,9.579570202527057e-05,0.000123910127569796,0.000139239246060385,9.009982911083297e-05
11771,E01470N3877E01631N3641-BS-M650_E01555N3715_D010_S067D50R090_A000318_S006,0.14648819,1.4216326044473453e-07,2.8273658786207854e-07,8.371458392537799e-07,1.919117250467452e-06,3.1297627623041195e-06,1.1308394992573583e-06
12189,E01267N3753E01646N3535-BS-M650_E01502N3737_D103_S247D30R090_A000178_S012,0.0061035156,8.283180322042578e-06,1.2616704993735854e-05,2.3502214829001952e-05,4.103282418017042e-05,6.0833633661284826e-05,2.7140854924122223e-05
12369,E01598N4052E01840N3892-BS-M809_E01735N3917_D010_S112D50R090_A012497_S042,1.135273,0.0,0.0,6.909763543656632e-11,1.5760994917469846e-06,5.621398908458483e-06,1.086727340575915e-06
12442,E01470N3877E01631N3641-BS-M650_E01534N3760_D059_S202D30R090_A000318_S006,0.03967285,1.066074923769419e-06,1.7589919910903599e-06,3.516109911727947e-06,6.763110846454647e-06,9.01247700040376e-06,4.175516289520843e-06
13145,E01889N4173E02097N3847-BS-M680_E02014N3872_D010_S337D30R090_A000638_S009,0.0579834,1.9628722403802538e-05,2.2030808972827102e-05,2.5371491881693483e-05,2.897978132214434e-05,3.185484758867528e-05,2.546576697181811e-05
13469,E01380N4178E01687N3892-BS-M792_E01652N3940_D010_S157D50R270_A008541_S034,0.12665176,0.0,0.0,6.65529213616835e-08,4.072165032129192e-05,8.41705158917562e-05,1.845115712142547e-05
13854,E01470N3877E01631N3641-BS-M680_E01579N3692_D010_S202D50R090_A000638_S009,0.33264542,3.8951779369431735e-07,7.417088707870796e-07,1.9629649446714176e-06,4.972359474113748e-06,7.792208410474551e-06,2.83270890093342e-06
13921,E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S157D70R270_A003139_S050,0.68665695,1.3938257052693167e-08,9.869733880417274e-08,8.011873947700604e-07,4.279565182270675e-06,1.2156588553650237e-05,2.9143650621715315e-06
13967,E01470N3877E01631N3641-BS-M680_E01538N3782_D141_S022D30R270_A000638_S009,0.03967285,5.840742174685357e-06,9.645289992559524e-06,1.9094116494046916e-05,3.838859209781321e-05,5.8052833123739524e-05,2.3751448209259678e-05
14049,E01267N3753E01646N3535-BS-M754_E01575N3670_D010_S337D30R090_A001972_S039,0.83008957,3.1892408664654724e-07,7.404834761223618e-07,2.6213494907557503e-06,8.62221227211957e-06,1.8417839689727797e-05,5.215295666381807e-06
14367,E01889N4173E02097N3847-BS-M707_E01996N3917_D010_S292D30R090_A001194_S013,0.1388588,4.981992208692698e-05,5.651571700636707e-05,6.773980605417475e-05,7.709295701601781e-05,8.486859857876937e-05,6.733338056373732e-05
15248,E01267N3753E01646N3535-BS-M600_E01530N3737_D010_S022D90R090_A000056_S006,0.022888184,1.6367610789359293e-10,8.950207589134649e-10,5.990147437589653e-09,2.5561111526091017e-08,5.1014247963393746e-08,1.3302101729795592e-08
15318,E01470N3877E01631N3641-BS-M650_E01534N3760_D010_S292D50R090_A000318_S006,0.05340576,3.7092555365404164e-07,7.926193749108572e-07,2.1937446690893544e-06,5.249937830403843e-06,8.633175566394044e-06,3.101812078448412e-06
15694,E01267N3753E01646N3535-BS-M600_E01530N3737_D010_S022D70R090_A000056_S006,0.032043457,1.6058007685594532e-10,8.020164461663823e-10,5.074016683072364e-09,1.7452629802318593e-08,3.41332948307541e-08,9.501501413479808e-09
15965,E01267N3753E01646N3535-BS-M600_E01530N3737_D010_S337D50R090_A000056_S006,0.022888184,2.0973739771546618e-09,4.065154757063227e-09,1.0134809570551556e-08,2.1661107751020498e-08,3.61966195965386e-08,1.3302101729795577e-08
16048,E01267N3753E01646N3535-BS-M707_E01523N3692_D010_S202D50R270_A000668_S023,1.4465561,5.252152932249325e-07,9.797013537704045e-07,2.4440565607544506e-06,6.277886118680856e-06,1.1275050009277104e-05,3.765021315299725e-06
16053,E01267N3753E01646N3535-BS-M707_E01523N3692_D010_S247D50R270_A000668_S023,0.9720001,6.277787364039498e-07,1.3034406986956293e-06,3.4769683246660036e-06,9.172057389496192e-06,1.7790092123294498e-05,5.603203693370851e-06
16077,E01267N3753E01646N3535-BS-M650_E01527N3715_D041_S067D50R090_A000178_S012,0.09460449,5.288069797975575e-07,8.053530845581204e-07,1.5176361650122581e-06,2.624921888703288e-06,3.90520906903578e-06,1.7510229316464472e-06
16118,E01470N3877E01631N3641-BS-M707_E01555N3715_D010_S067D50R270_A001194_S013,0.59815216,9.673339016403993e-07,2.129159716527668e-06,5.796985069523009e-06,1.56315873227098e-05,2.815842959005421e-05,9.105232605490931e-06
16203,E01267N3753E01646N3535-BS-M650_E01527N3715_D010_S067D50R090_A000178_S012,0.11291504,4.430544826640297e-07,6.747552658578331e-07,1.2715329631600935e-06,2.1992588106120437e-06,3.2719318198842663e-06,1.4670732209519396e-06
16254,E01267N3753E01646N3535-BS-M680_E01551N3692_D010_S157D50R090_A000357_S016,0.44709015,2.8725225298180346e-07,5.841843289906479e-07,1.4791394608892367e-06,3.460920901379262e-06,6.691406686376778e-06,2.1076009885002726e-06
16272,E01889N4173E02097N3847-BS-M754_E01991N3895_D140_S337D30R090_A003524_S022,0.12207031,4.104585482700956e-06,7.009532116502986e-06,5.928529566384035e-05,8.845126779459803e-05,0.00010294857735655,5.1428792403551734e-05
16278,E01889N4173E02097N3847-BS-M732_E02020N3895_D010_S337D30R090_A002108_S017,0.09765625,4.7561290247791704e-05,6.1841207571882e-05,0.0001185361980633,0.0001549370863631,0.0001716205407185,0.0001126247840819838
16312,E01470N3877E01631N3641-BS-M680_E01555N3715_D075_S292D50R270_A000638_S009,0.30823135,3.7442439888074185e-07,7.331491994080674e-07,2.0359117214793553e-06,5.340008042432252e-06,8.639586646755864e-06,3.057079177989963e-06
16356,E01889N4173E02097N3847-BS-M680_E02043N3872_D010_S337D30R090_A000638_S009,0.045776367,2.5608826688524608e-05,2.8777517424167046e-05,3.3608070760545204e-05,3.8385210698229825e-05,4.177498062965626e-05,3.362435224916877e-05
16443,E01267N3753E01646N3535-BS-M680_E01551N3692_D010_S022D30R090_A000357_S016,0.70191574,1.2797475976025247e-07,2.800867759650393e-07,9.177196624763471e-07,2.4128038908274397e-06,4.14778296263528e-06,1.342451220838468e-06
16476,E01267N3753E01646N3535-BS-M680_E01551N3692_D051_S337D50R270_A000357_S016,0.44861603,2.7174725275200037e-07,5.531883581710757e-07,1.4576104627899483e-06,3.5687351553625788e-06,6.1065328602838e-06,2.1004323944660073e-06
