id	count	max	logsum	mean	sd	dzmin	dzmax
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02245N3515_S001	34456	8.197	10.691	1.276	1.209	0.01	0.01
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01669N3676_S000	5241	2.976	7.603	0.382	0.384	0.008	0.011
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02301N3474_S004	20474	4.496	9.741	0.83	0.651	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02097N3634_S005	21694	6.67	10.263	1.321	1.163	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02253N3481_S003	20966	7.939	10.276	1.384	1.206	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02377N3471_S003	35088	10.636	10.91	1.559	1.557	0.005	0.005
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M809_E02072N3658_S000	2604	1.464	6.785	0.339	0.278	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02555N3408_S002	13028	1.998	9.199	0.759	0.53	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02152N3645_S000	3173	2.007	7.186	0.416	0.362	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02434N3452_S001	15870	2.1	9.363	0.734	0.573	0.007	0.007
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01815N3826_S000	2241	1.882	6.701	0.362	0.294	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02090N3619_S002	10222	4.022	8.894	0.713	0.638	0.002	0.004
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M824_E01774N3710_S000	18888	4.192	9.748	0.906	0.682	0.013	0.014
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02128N3626_S002	19467	6.629	10.064	1.206	1.032	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02301N3474_S001	16614	5.505	9.635	0.921	0.701	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02328N3482_S002	37218	9.795	10.85	1.385	1.373	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02146N3630_S000	7267	2.822	8.254	0.529	0.499	0.001	0.001
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M792_E02048N3695_S000	1339	0.791	5.725	0.228	0.172	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02368N3461_S003	25322	6.074	10.129	0.989	0.842	0.008	0.01
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02226N3538_S002	40387	9.689	10.935	1.389	1.294	0.01	0.011
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02363N3584_S005	9043	1.601	8.718	0.676	0.408	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02189N3468_S002	19381	7.568	10.123	1.286	1.126	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02253N3503_S003	25648	7.969	10.427	1.316	1.167	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02294N3487_S003	33792	8.495	10.727	1.348	1.293	0.007	0.008
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02243N3708_S000	1280	0.455	5.291	0.154	0.118	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01729N3832_S000	18405	4.35	9.693	0.88	0.65	0.011	0.018
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01637N3770_S000	1217	0.575	5.258	0.157	0.118	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M809_E02008N3644_S000	4149	2.054	7.362	0.379	0.362	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M880_E02373N3559_S004	10621	1.836	9.003	0.765	0.481	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02125N3584_S000	1890	1.326	6.376	0.31	0.256	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02342N3454_S005	17463	2.113	9.488	0.756	0.588	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02461N3461_S005	10579	1.717	8.971	0.744	0.463	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M809_E02218N3695_S000	1356	0.526	5.438	0.169	0.126	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02220N3597_S001	14996	5.451	9.558	0.944	0.818	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02171N3606_S004	13316	5.009	9.335	0.85	0.672	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02235N3576_S001	16749	6.385	9.736	1.01	0.859	0.002	0.002
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M837_E02013N3694_S000	4507	1.861	7.356	0.347	0.281	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02217N3548_S000	7201	3.095	8.322	0.571	0.555	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02321N3496_S005	16243	3.637	9.512	0.832	0.583	0.004	0.004
PS_manning003/E01964N3926E02184N3685-PS-Str_PNo_Hom-M754_E02091N3733_S000	826	0.471	4.777	0.143	0.094	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M754_E02156N3661_S000	397	0.241	3.478	0.079	0.046	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02260N3540_S005	13336	5.267	9.345	0.858	0.774	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02375N3448_S003	23933	2.625	9.868	0.807	0.64	0.005	0.005
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M824_E02259N3628_S000	2144	1.013	6.311	0.256	0.206	0.001	0.001
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M774_E02048N3695_S000	1299	0.905	5.861	0.27	0.199	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02247N3606_S004	13153	5.139	9.329	0.856	0.749	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01708N3793_S000	2327	0.942	6.367	0.25	0.206	0.002	0.002
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M774_E02053N3710_S000	958	0.61	5.199	0.188	0.13	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02256N3567_S000	2352	1.721	6.715	0.35	0.303	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02305N3524_S002	16229	5.52	9.617	0.925	0.734	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02321N3496_S004	45221	10.211	11.159	1.552	1.548	0.013	0.013
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02545N3421_S004	26581	2.558	10.041	0.863	0.671	0.007	0.007
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01742N3823_S000	7918	2.638	8.332	0.525	0.413	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02106N3725_S000	1742	0.694	5.838	0.196	0.152	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02361N3475_S003	14794	2.1	9.351	0.778	0.561	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02129N3665_S000	1476	0.832	5.763	0.215	0.17	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02220N3597_S004	21798	7.641	10.226	1.266	1.092	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02342N3454_S003	27665	4.769	10.09	0.871	0.686	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02171N3544_S003	14435	4.75	9.502	0.928	0.747	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02293N3602_S000	1410	0.7	5.643	0.199	0.146	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02348N3591_S003	9488	1.812	8.704	0.635	0.379	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M809_E02348N3529_S000	1557	0.622	5.743	0.2	0.157	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02289N3573_S000	3215	2.007	7.165	0.402	0.353	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02122N3652_S003	12795	4.751	9.318	0.87	0.785	0.004	0.004
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M774_E02011N3740_S000	1241	0.755	5.75	0.252	0.179	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02383N3566_S004	16826	2.568	9.462	0.764	0.572	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02183N3593_S003	16552	5.482	9.749	1.036	0.879	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02245N3515_S002	27819	7.594	10.389	1.169	1.027	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02184N3552_S005	15135	5.686	9.605	0.98	0.868	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M880_E02367N3571_S003	14243	3.05	9.333	0.794	0.529	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02335N3600_S005	4968	1.165	7.493	0.361	0.266	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02188N3654_S000	3098	2.753	7.146	0.41	0.381	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02128N3626_S002	10741	4.149	8.975	0.736	0.608	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01690N3715_S005	42817	8.89	11.139	1.607	1.263	0.028	0.031
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02483N3431_S002	33032	6.805	10.42	1.015	0.819	0.01	0.01
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M809_E01806N3778_S000	11715	3.676	9.001	0.692	0.559	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M880_E02335N3587_S005	17376	3.125	9.557	0.814	0.586	0.004	0.004
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Hom-M824_E01773N3729_S000	13121	3.754	9.196	0.751	0.634	0.01	0.011
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02254N3467_S003	28011	2.796	10.107	0.875	0.677	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M792_E02127N3724_S000	1336	0.791	5.581	0.198	0.149	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02377N3548_S003	6018	1.207	7.843	0.423	0.259	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01749N3728_S000	5854	2.509	7.869	0.447	0.422	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02434N3452_S004	9098	1.522	8.709	0.665	0.403	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02189N3538_S000	2744	2.009	6.977	0.39	0.34	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02165N3634_S004	18954	6.036	10.006	1.169	0.996	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02212N3584_S004	21525	7.626	10.26	1.327	1.153	0.005	0.005
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M809_E02235N3671_S000	1152	0.537	5.16	0.15	0.113	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02287N3526_S005	17518	5.594	9.786	1.015	0.81	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M792_E02226N3707_S000	469	0.232	3.838	0.097	0.055	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02387N3554_S005	4838	1.049	7.34	0.318	0.227	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02243N3539_S004	14693	5.445	9.485	0.895	0.801	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02194N3513_S001	21921	7.766	10.266	1.311	1.105	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01770N3767_S000	2880	1.935	7.065	0.406	0.359	0.001	0.002
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01674N3762_S000	2015	0.706	6.054	0.211	0.168	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02113N3596_S001	14339	5.035	9.464	0.899	0.764	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02335N3468_S004	37591	10.526	10.935	1.492	1.477	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02159N3618_S005	12395	4.356	9.244	0.835	0.744	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M792_E02142N3694_S000	1209	0.631	5.409	0.184	0.134	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02175N3577_S002	27221	6.405	10.259	1.048	0.901	0.008	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02417N3454_S001	14636	2.072	9.331	0.771	0.559	0.004	0.004
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M837_E02080N3562_S000	8561	5.375	8.64	0.661	0.676	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02209N3537_S002	19021	6.851	10.055	1.223	1.048	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02140N3655_S003	8196	3.074	8.457	0.574	0.547	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02304N3498_S004	34969	5.239	10.529	1.069	0.758	0.011	0.011
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M680_E01598N3702_S000	880	0.69	5.21	0.207	0.14	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M809_E02332N3558_S000	982	0.636	5.245	0.192	0.131	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02409N3467_S003	10992	1.812	9.002	0.739	0.488	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02189N3538_S003	24146	8.305	10.371	1.321	1.159	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02250N3552_S001	16997	6.648	9.922	1.199	1.055	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02173N3683_S000	6034	2.662	7.899	0.446	0.416	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02351N3465_S005	17272	2.425	9.476	0.755	0.59	0.005	0.005
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M792_E01840N3808_S000	3337	2.248	7.335	0.459	0.404	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02092N3679_S000	1989	1.275	6.304	0.274	0.225	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02301N3474_S004	23661	7.78	10.258	1.204	1.035	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02152N3603_S002	21708	6.861	10.233	1.28	1.085	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02105N3701_S003	13700	3.911	9.248	0.758	0.574	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02164N3503_S003	16602	6.112	9.854	1.146	0.992	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M754_E02297N3425_S000	790	0.491	4.832	0.158	0.101	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02375N3448_S001	33388	7.2	10.537	1.128	0.985	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02425N3440_S004	12486	2.024	9.145	0.75	0.507	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02165N3634_S002	10298	4.327	8.941	0.742	0.651	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02309N3460_S003	26844	6.358	10.101	0.907	0.767	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02313N3510_S002	39471	8.607	10.906	1.381	1.225	0.013	0.013
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M809_E02263N3611_S000	1123	0.531	5.196	0.16	0.122	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02342N3454_S005	19745	6.069	9.807	0.92	0.745	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M809_E02272N3638_S000	1609	0.732	5.717	0.188	0.148	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01690N3715_S001	34526	7.584	10.647	1.218	1.023	0.039	0.042
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02318N3471_S005	23929	6.554	10.158	1.078	0.916	0.005	0.005
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01687N3753_S004	42295	8.465	11.145	1.637	1.207	0.034	0.039
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02254N3467_S004	26968	3.594	10.043	0.853	0.668	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02139N3548_S002	17312	6.721	9.907	1.159	1.029	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02175N3577_S001	17227	6.717	9.864	1.116	0.955	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02139N3548_S002	20299	7.519	10.191	1.314	1.152	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02097N3634_S004	8830	3.345	8.653	0.648	0.518	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M707_E01605N3720_S000	919	0.662	5.2	0.196	0.138	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02375N3448_S004	35863	8.064	10.659	1.187	0.995	0.007	0.007
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M680_E01837N3853_S000	571	0.422	4.24	0.12	0.077	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01742N3823_S000	19490	4.503	9.791	0.917	0.686	0.014	0.021
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02226N3538_S003	17937	6.693	9.865	1.073	0.882	0.005	0.005
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01782N3777_S000	11814	3.443	9.013	0.695	0.566	0.01	0.011
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02220N3597_S005	16979	5.893	9.766	1.026	0.859	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02384N3458_S004	10983	2.669	8.962	0.71	0.445	0.007	0.007
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M754_E02259N3628_S000	541	0.262	4.05	0.104	0.066	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M774_E02238N3596_S000	809	0.556	4.843	0.156	0.108	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01744N3804_S000	2261	1.433	6.57	0.315	0.268	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02333N3444_S002	17920	3.965	9.61	0.832	0.611	0.004	0.005
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02226N3659_S003	9354	2.061	8.734	0.664	0.402	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M732_E01669N3676_S000	927	0.707	5.189	0.192	0.141	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02255N3441_S000	13149	3.611	9.256	0.796	0.531	0.002	0.002
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Hom-M809_E01840N3808_S000	4368	2.27	7.508	0.417	0.386	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02253N3503_S004	17978	5.896	9.85	1.054	0.863	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02194N3581_S005	16683	6.221	9.754	1.032	0.881	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M850_E02318N3569_S000	4171	1.027	7.098	0.29	0.204	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01720N3803_S000	15086	4.535	9.483	0.871	0.694	0.013	0.018
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02384N3458_S002	18890	6.164	9.939	1.097	0.87	0.007	0.007
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01779N3815_S005	17421	3.694	9.573	0.825	0.608	0.031	0.034
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02349N3441_S000	1290	0.681	5.551	0.199	0.152	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PNo_Var-M809_E01622N3816_S000	2680	1.303	6.722	0.309	0.256	0.004	0.005
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M861_E02054N3653_S005	14103	5.842	9.331	0.8	0.682	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02129N3525_S000	10438	4.496	9.012	0.786	0.72	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02393N3468_S001	17692	2.12	9.503	0.757	0.592	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02391N3445_S002	17495	2.169	9.483	0.751	0.593	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02195N3500_S002	13142	5.521	9.361	0.884	0.813	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02235N3576_S003	18345	5.568	9.794	0.977	0.755	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02168N3560_S002	22562	7.821	10.36	1.399	1.23	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02268N3554_S002	16350	6.141	9.787	1.089	0.962	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02206N3471_S005	16606	6.208	9.759	1.043	0.893	0.002	0.002
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Var-M680_E01823N3868_S000	737	0.558	4.764	0.158	0.106	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02534N3432_S003	31733	3.81	10.33	0.965	0.707	0.008	0.008
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M707_E02003N3766_S000	378	0.299	3.427	0.079	0.056	0.001	0.001
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Hom-M809_E01632N3846_S000	2586	0.865	6.501	0.257	0.21	0.01	0.011
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M837_E02435N3522_S000	2836	0.775	6.564	0.25	0.184	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02425N3440_S003	35428	7.948	10.676	1.222	1.118	0.008	0.008
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M774_E01796N3749_S000	1361	1.356	6.049	0.311	0.232	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02245N3515_S004	32353	7.512	10.67	1.33	1.238	0.008	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02328N3482_S004	40777	9.509	10.963	1.415	1.159	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02171N3606_S000	5126	2.797	7.874	0.513	0.468	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02061N3684_S000	6466	2.843	8.004	0.463	0.378	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02344N3478_S004	25546	5.161	9.987	0.851	0.69	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02219N3560_S001	16979	6.623	9.878	1.149	1.0	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02188N3566_S004	30797	8.962	10.699	1.439	1.379	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02194N3581_S000	2420	1.264	6.612	0.307	0.252	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02335N3468_S001	13004	3.046	9.232	0.786	0.508	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02359N3451_S002	24563	3.131	9.892	0.804	0.639	0.007	0.007
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M680_E01615N3702_S000	650	0.482	4.54	0.143	0.098	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M809_E02226N3707_S000	639	0.291	4.325	0.117	0.075	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01646N3818_S000	640	0.384	4.398	0.125	0.076	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M732_E01956N3699_S000	1455	1.114	6.003	0.277	0.206	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02235N3464_S000	4548	2.752	7.784	0.528	0.494	0.001	0.001
