id	count	max	logsum	mean	sd	dzmin	dzmax
BS_manning003/E01470N3877E01631N3641-BS-M680_E01583N3715_D075_S112D50R090_A000638_S009	1005	0.741	5.376	0.214	0.156	0.001	0.002
BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D125_S157D50R090_A004781_S062	1643	4.116	7.054	0.704	0.741	-2.413	-1.872
BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D010_S292D70R270_A001972_S039	16365	11.249	9.81	1.113	1.276	-0.176	-0.074
BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D125_S067D50R090_A004781_S062	14182	4.532	9.279	0.756	0.596	-0.097	0.042
BS_manning003/E01267N3753E01646N3535-BS-M754_E01547N3670_D091_S292D50R270_A001972_S039	9211	4.804	8.842	0.751	0.803	-0.016	0.114
BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D010_S112D70R270_A001180_S030	6091	4.84	8.512	0.817	0.814	-0.097	-0.039
BS_manning003/E01470N3877E01631N3641-BS-M774_E01587N3737_D010_S067D30R270_A005608_S028	7731	4.037	8.404	0.578	0.53	-0.016	0.291
BS_manning003/E01267N3753E01646N3535-BS-M680_E01527N3715_D010_S247D50R090_A000357_S016	3715	3.8	7.811	0.664	0.67	0.018	0.242
BS_manning003/E01964N3926E02184N3685-BS-M707_E02040N3737_D094_S337D30R090_A001194_S013	792	0.567	4.87	0.163	0.114	0.001	0.001
BS_manning003/E01522N3585E03578N2685-BS-M754_E01872N3467_D010_S247D30R090_A001972_S039	3537	2.331	7.485	0.503	0.439	-0.001	-0.001
BS_manning003/E01446N4259E02038N3783-BS-M792_E01970N3805_D010_S292D50R270_A004781_S062	5536	3.017	7.84	0.459	0.454	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01530N3737_D010_S067D90R270_A004781_S062	35271	9.931	10.743	1.313	1.14	0.381	0.785
BS_manning003/E01446N4259E02038N3783-BS-M809_E01980N3850_D010_S247D70R270_A006995_S075	5206	2.447	7.72	0.433	0.415	-0.007	-0.005
BS_manning003/E01108N3882E01527N3690-BS-M809_E01477N3760_D010_S247D30R090_A012497_S042	13237	4.002	9.209	0.754	0.612	-0.007	0.01
BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D172_S292D50R270_A001972_S039	17833	2.793	9.16	0.533	0.423	0.776	1.051
BS_manning003/E01267N3753E01646N3535-BS-M680_E01530N3737_D010_S202D70R270_A000357_S016	1214	1.345	5.815	0.275	0.211	-0.013	-0.007
BS_manning003/E01267N3753E01646N3535-BS-M774_E01523N3692_D010_S157D70R090_A003139_S050	33348	12.974	10.795	1.462	1.454	-2.99	1.742
BS_manning003/E01267N3753E01646N3535-BS-M754_E01592N3602_D091_S292D50R090_A001972_S039	3898	2.009	7.285	0.374	0.369	0.005	0.007
BS_manning003/E01267N3753E01646N3535-BS-M774_E01551N3692_D107_S067D50R270_A003139_S050	15696	5.312	9.642	0.981	0.91	-0.227	0.645
BS_manning003/E01267N3753E01646N3535-BS-M809_E01467N3692_D010_S067D50R090_A006995_S075	6214	9.736	9.084	1.418	1.445	-2.978	-1.24
BS_manning003/E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S067D30R090_A006995_S075	57809	14.866	11.48	1.675	1.7	0.022	0.106
BS_manning003/E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S022D50R090_A006995_S075	42318	11.82	11.198	1.725	1.491	-4.423	1.334
BS_manning003/E01267N3753E01646N3535-BS-M792_E01495N3692_D125_S292D70R090_A004781_S062	3941	4.629	7.89	0.677	0.705	-1.508	-0.82
BS_manning003/E01598N4052E01840N3892-BS-M809_E01798N3940_D010_S292D50R090_A012497_S042	19114	6.501	9.919	1.063	0.923	-0.005	-0.005
BS_manning003/E01446N4259E02038N3783-BS-M754_E01970N3805_D010_S337D70R090_A001972_S039	12941	7.145	9.535	1.069	1.152	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M707_E01551N3692_D115_S112D30R090_A000668_S023	1715	1.773	6.37	0.34	0.301	-0.43	-0.071
BS_manning003/E01470N3877E01631N3641-BS-M774_E01559N3737_D010_S202D50R270_A005608_S028	24533	8.901	10.212	1.109	1.087	0.344	0.918
BS_manning003/E01267N3753E01646N3535-BS-M774_E01575N3670_D010_S067D90R090_A003139_S050	26678	10.199	10.475	1.327	1.426	0.066	0.144
BS_manning003/E01470N3877E01631N3641-BS-M774_E01534N3760_D010_S202D50R270_A005608_S028	3579	3.785	7.443	0.477	0.542	-0.451	1.704
BS_manning003/E01267N3753E01646N3535-BS-M792_E01488N3647_D010_S202D30R090_A004781_S062	3785	5.087	7.865	0.688	0.695	-2.874	0.222
BS_manning003/E01522N3585E03578N2685-BS-M792_E01848N3490_D010_S022D50R090_A004781_S062	14283	6.905	9.611	1.045	1.069	-0.004	-0.004
BS_manning003/E01889N4173E02097N3847-BS-M774_E01967N3917_D010_S112D50R270_A005608_S028	5195	2.962	7.942	0.541	0.507	0.001	0.001
BS_manning003/E01108N3882E01527N3690-BS-M732_E01506N3760_D010_S157D50R270_A002108_S017	1049	0.709	5.404	0.211	0.144	-0.019	-0.01
BS_manning003/E01446N4259E02038N3783-BS-M792_E02009N3850_D010_S292D30R090_A004781_S062	4877	2.954	7.829	0.515	0.487	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M707_E01583N3715_D010_S157D70R270_A001194_S013	8229	6.475	8.948	0.934	1.081	0.004	0.008
BS_manning003/E01267N3753E01646N3535-BS-M809_E01495N3692_D010_S202D50R090_A006995_S075	30947	5.644	10.424	1.088	0.759	0.599	1.313
BS_manning003/E01267N3753E01646N3535-BS-M707_E01502N3737_D062_S292D50R090_A000668_S023	334	0.275	3.261	0.075	0.049	0.014	0.036
BS_manning003/E01108N3882E01527N3690-BS-M774_E01506N3760_D010_S292D50R090_A005608_S028	13323	8.375	9.55	1.054	1.154	0.051	0.091
BS_manning003/E01522N3585E03578N2685-BS-M774_E01882N3378_D010_S247D50R090_A003139_S050	13128	6.799	9.47	0.987	1.026	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M680_E01530N3737_D010_S112D50R270_A000357_S016	1107	1.189	5.65	0.256	0.207	0.001	0.002
BS_manning003/E01470N3877E01631N3641-BS-M707_E01555N3715_D010_S157D90R090_A001194_S013	5255	5.816	8.322	0.782	0.793	-0.101	-0.037
BS_manning003/E01470N3877E01631N3641-BS-M650_E01555N3715_D059_S112D90R270_A000318_S006	1019	0.93	5.478	0.234	0.172	0.005	0.021
BS_manning003/E01267N3753E01646N3535-BS-M754_E01568N3625_D010_S067D50R270_A001972_S039	6670	4.684	8.561	0.783	0.831	0.01	0.01
BS_manning003/E01446N4259E02038N3783-BS-M754_E01946N3827_D010_S337D50R270_A001972_S039	7794	5.475	8.722	0.787	0.865	0.001	0.001
BS_manning003/E01889N4173E02097N3847-BS-M707_E01996N3917_D010_S292D30R090_A001194_S013	949	0.887	5.301	0.21	0.147	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M680_E01587N3737_D010_S157D50R270_A000638_S009	1854	2.339	6.701	0.438	0.392	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M792_E01538N3782_D010_S022D30R270_A008541_S034	3620	0.951	6.824	0.254	0.208	-0.117	0.134
BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D010_S337D10R270_A001972_S039	9443	5.211	8.927	0.798	0.852	0.019	0.034
BS_manning003/E01267N3753E01646N3535-BS-M707_E01551N3692_D115_S337D70R270_A000668_S023	2478	2.117	7.09	0.484	0.39	-0.141	-0.069
BS_manning003/E01470N3877E01631N3641-BS-M809_E01513N3805_D010_S157D50R090_A012497_S042	9943	5.395	8.827	0.686	0.663	-0.231	-0.056
BS_manning003/E01470N3877E01631N3641-BS-M707_E01534N3760_D010_S292D30R090_A001194_S013	1374	1.246	6.046	0.307	0.217	-0.005	-0.004
BS_manning003/E01267N3753E01646N3535-BS-M754_E01470N3715_D172_S067D50R090_A001972_S039	207	0.138	2.447	0.051	0.035	-0.143	-0.007
BS_manning003/E01267N3753E01646N3535-BS-M754_E01527N3715_D010_S202D50R090_A001972_S039	3382	7.327	8.396	1.309	1.122	-2.346	0.707
BS_manning003/E01470N3877E01631N3641-BS-M707_E01587N3737_D178_S337D30R090_A001194_S013	1740	1.34	6.206	0.284	0.24	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M707_E01527N3715_D115_S067D70R270_A000668_S023	4995	1.686	7.574	0.39	0.282	0.213	0.484
BS_manning003/E01267N3753E01646N3535-BS-M732_E01551N3692_D010_S292D30R090_A001180_S030	2991	3.359	7.559	0.641	0.613	-1.116	0.028
BS_manning003/E01964N3926E02184N3685-BS-M732_E01988N3760_D010_S157D90R270_A002108_S017	3380	3.043	7.576	0.577	0.531	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D010_S112D90R270_A000668_S023	3768	5.5	7.934	0.74	0.775	0.01	0.03
BS_manning003/E01470N3877E01631N3641-BS-M707_E01559N3737_D010_S202D10R090_A001194_S013	762	0.729	4.84	0.165	0.114	0.005	0.011
BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D091_S337D50R090_A001972_S039	11841	4.553	9.136	0.784	0.68	-0.275	0.156
BS_manning003/E01108N3882E01527N3690-BS-M792_E01477N3760_D010_S247D30R090_A008541_S034	8024	3.484	8.455	0.586	0.539	-0.014	-0.005
BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D115_S112D70R270_A000668_S023	1620	1.359	6.211	0.307	0.23	0.019	0.054
BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D010_S067D50R270_A001972_S039	12651	5.017	9.236	0.811	0.777	-0.036	-0.024
BS_manning003/E01470N3877E01631N3641-BS-M774_E01559N3737_D010_S112D10R090_A005608_S028	9154	3.348	8.637	0.615	0.513	0.019	0.091
BS_manning003/E01267N3753E01646N3535-BS-M774_E01527N3715_D107_S112D70R270_A003139_S050	25923	5.296	10.432	1.308	0.837	0.932	1.618
BS_manning003/E01267N3753E01646N3535-BS-M792_E01551N3692_D010_S067D30R270_A004781_S062	21228	8.481	10.351	1.474	1.433	-0.347	2.747
BS_manning003/E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S022D30R270_A006995_S075	56606	13.977	11.715	2.162	2.131	0.001	0.024
BS_manning003/E01267N3753E01646N3535-BS-M680_E01551N3692_D010_S247D70R090_A000357_S016	3781	3.632	7.771	0.627	0.583	-0.045	-0.002
BS_manning003/E01267N3753E01646N3535-BS-M754_E01544N3647_D091_S067D30R270_A001972_S039	7332	4.373	8.603	0.743	0.794	-0.005	-0.001
BS_manning003/E01889N4173E02097N3847-BS-M707_E01967N3917_D010_S112D70R270_A001194_S013	1454	1.374	6.194	0.336	0.25	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M774_E01568N3625_D010_S067D50R270_A003139_S050	13028	6.439	9.513	1.039	1.078	0.011	0.013
BS_manning003/E01889N4173E02097N3847-BS-M754_E01996N3917_D010_S112D70R090_A003524_S022	2415	2.488	6.996	0.452	0.397	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M680_E01579N3692_D010_S337D70R270_A000638_S009	1456	2.289	6.27	0.362	0.272	-0.007	-0.002
BS_manning003/E01522N3585E03578N2685-BS-M792_E02497N3243_D010_S067D70R090_A004781_S062	9335	4.484	8.859	0.754	0.754	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M754_E01559N3737_D010_S337D70R090_A003524_S022	18802	9.73	10.059	1.242	1.349	0.079	0.153
BS_manning003/E01522N3585E03578N2685-BS-M754_E02545N3220_D010_S067D50R270_A001972_S039	4854	3.292	7.945	0.581	0.566	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M754_E01603N3670_D010_S067D70R270_A003524_S022	7233	3.867	8.501	0.68	0.673	-0.043	-0.022
BS_manning003/E01267N3753E01646N3535-BS-M680_E01551N3692_D010_S157D50R090_A000357_S016	2543	2.911	7.258	0.558	0.496	0.002	0.011
BS_manning003/E01267N3753E01646N3535-BS-M809_E01561N3580_D010_S247D30R090_A006995_S075	21444	7.247	10.208	1.265	1.13	-0.025	-0.024
BS_manning003/E01267N3753E01646N3535-BS-M774_E01544N3647_D010_S202D50R090_A003139_S050	16464	7.755	9.808	1.104	1.065	0.034	0.047
BS_manning003/E01470N3877E01631N3641-BS-M809_E01603N3670_D010_S337D30R090_A012497_S042	36545	10.465	10.873	1.443	1.351	0.027	0.065
BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S112D10R090_A004781_S062	28693	8.265	10.404	1.15	0.971	0.127	0.98
BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D010_S157D30R270_A000668_S023	1330	1.509	5.971	0.294	0.226	-0.042	-0.011
BS_manning003/E01267N3753E01646N3535-BS-M809_E01564N3602_D010_S292D50R270_A006995_S075	15570	7.725	9.629	0.976	1.011	-0.025	-0.01
BS_manning003/E01267N3753E01646N3535-BS-M732_E01498N3715_D010_S292D50R270_A001180_S030	15459	2.887	8.96	0.504	0.389	-0.507	1.861
BS_manning003/E01470N3877E01631N3641-BS-M707_E01538N3782_D010_S112D50R090_A001194_S013	1196	1.112	5.737	0.258	0.182	-0.001	-0.001
BS_manning003/E01446N4259E02038N3783-BS-M732_E01904N3895_D010_S292D50R270_A001180_S030	2005	1.618	6.652	0.386	0.306	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M809_E01555N3715_D010_S292D30R090_A012497_S042	1761	3.766	6.621	0.426	0.405	-1.896	0.208
BS_manning003/E01267N3753E01646N3535-BS-M774_E01495N3692_D010_S292D50R270_A003139_S050	15800	10.124	9.901	1.262	1.57	-0.018	0.41
BS_manning003/E01446N4259E02038N3783-BS-M732_E01970N3805_D142_S157D50R090_A001180_S030	2356	2.1	6.923	0.43	0.357	0.001	0.001
BS_manning003/E01446N4259E02038N3783-BS-M707_E01890N3962_D010_S112D50R270_A000668_S023	1446	1.438	6.15	0.324	0.23	0.001	0.001
BS_manning003/E01108N3882E01527N3690-BS-M809_E01506N3760_D010_S112D30R270_A012497_S042	21318	8.13	10.295	1.388	1.316	-0.323	-0.262
BS_manning003/E01964N3926E02184N3685-BS-M754_E02022N3782_D010_S337D50R090_A003524_S022	6627	3.909	8.416	0.682	0.673	-0.001	-0.001
BS_manning003/E01470N3877E01631N3641-BS-M774_E01555N3715_D010_S022D50R270_A005608_S028	12577	5.303	9.271	0.845	0.81	-0.483	1.675
BS_manning003/E01267N3753E01646N3535-BS-M809_E01568N3625_D010_S292D30R090_A006995_S075	13956	5.442	9.371	0.842	0.755	0.056	0.117
BS_manning003/E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S157D30R090_A006995_S075	11339	6.795	9.219	0.889	0.837	0.068	0.205
BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D125_S247D50R270_A004781_S062	11633	4.613	9.059	0.738	0.708	-0.314	-0.246
BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D091_S112D10R090_A001972_S039	3986	3.518	7.581	0.492	0.497	-0.75	0.497
BS_manning003/E01267N3753E01646N3535-BS-M732_E01498N3715_D142_S292D30R270_A001180_S030	3941	1.303	7.094	0.305	0.22	0.298	0.715
BS_manning003/E01446N4259E02038N3783-BS-M774_E01946N3827_D010_S157D70R090_A003139_S050	15735	8.566	9.814	1.162	1.185	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01547N3670_D010_S112D50R270_A001972_S039	11130	6.077	9.283	0.967	1.006	-0.161	-0.06
BS_manning003/E01470N3877E01631N3641-BS-M809_E01579N3692_D010_S157D50R270_A012497_S042	42454	15.563	11.137	1.617	1.689	0.115	0.362
BS_manning003/E01108N3882E01527N3690-BS-M754_E01474N3737_D010_S112D50R090_A003524_S022	636	0.409	4.463	0.135	0.08	-0.152	-0.007
BS_manning003/E01470N3877E01631N3641-BS-M707_E01587N3737_D094_S112D10R090_A001194_S013	2768	1.758	6.998	0.395	0.328	0.004	0.008
BS_manning003/E01522N3585E03578N2685-BS-M809_E02138N3310_D010_S202D50R270_A006995_S075	12204	7.334	9.457	1.049	1.136	0.002	0.002
BS_manning003/E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S157D10R090_A008541_S034	17385	4.249	9.624	0.87	0.731	0.098	0.379
BS_manning003/E01446N4259E02038N3783-BS-M809_E01962N3895_D010_S292D50R090_A006995_S075	14234	5.15	9.385	0.837	0.738	-0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M707_E01547N3670_D062_S247D70R270_A000668_S023	3331	3.44	7.715	0.673	0.633	0.005	0.021
BS_manning003/E01446N4259E02038N3783-BS-M707_E01985N3872_D010_S112D50R090_A000668_S023	1205	1.2	5.895	0.301	0.223	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M707_E01555N3715_D010_S157D30R270_A001194_S013	5375	4.514	8.196	0.675	0.739	-0.065	-0.018
BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S157D50R090_A006995_S075	8527	11.722	9.47	1.521	1.605	-4.238	-2.941
BS_manning003/E01267N3753E01646N3535-BS-M707_E01502N3737_D168_S337D70R090_A000668_S023	156	0.083	1.995	0.041	0.018	-0.054	-0.011
BS_manning003/E01598N4052E01840N3892-BS-M774_E01759N3895_D010_S292D50R090_A005608_S028	11260	5.146	9.16	0.845	0.844	-0.002	-0.002
BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D208_S112D50R270_A001180_S030	2764	1.521	6.728	0.302	0.285	0.001	0.059
BS_manning003/E01522N3585E03578N2685-BS-M754_E01876N3490_D091_S247D50R090_A001972_S039	2999	2.25	7.175	0.435	0.371	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M792_E01513N3805_D010_S292D10R090_A008541_S034	2879	2.644	7.261	0.494	0.454	-0.016	-0.011
BS_manning003/E01267N3753E01646N3535-BS-M774_E01495N3692_D107_S202D50R270_A003139_S050	1443	1.307	5.962	0.268	0.23	-0.236	0.707
BS_manning003/E01446N4259E02038N3783-BS-M707_E01970N3805_D010_S337D50R270_A000668_S023	2153	3.041	7.076	0.549	0.489	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M707_E01523N3692_D010_S022D30R270_A000668_S023	11171	2.452	8.646	0.509	0.402	-0.105	1.069
BS_manning003/E01522N3585E03578N2685-BS-M732_E01640N3557_D076_S067D50R090_A001180_S030	2919	2.011	7.221	0.468	0.411	-0.001	-0.001
BS_manning003/E01446N4259E02038N3783-BS-M792_E01928N3872_D010_S202D50R090_A004781_S062	5891	2.242	7.763	0.399	0.299	0.001	0.001
BS_manning003/E01964N3926E02184N3685-BS-M707_E02032N3827_D010_S337D30R090_A001194_S013	820	0.674	4.966	0.174	0.123	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01495N3692_D091_S202D50R090_A001972_S039	748	0.497	4.865	0.172	0.108	-0.253	0.176
BS_manning003/E01446N4259E02038N3783-BS-M809_E01875N3895_D010_S112D30R090_A006995_S075	27510	8.957	10.498	1.317	1.277	-0.004	-0.002
BS_manning003/E01267N3753E01646N3535-BS-M707_E01551N3692_D010_S022D50R090_A000668_S023	10674	7.354	9.335	1.062	1.162	0.002	0.059
BS_manning003/E01267N3753E01646N3535-BS-M774_E01498N3715_D010_S067D50R090_A003139_S050	13381	9.365	9.433	0.934	0.983	-0.529	0.01
BS_manning003/E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S292D10R270_A006995_S075	31696	9.493	10.753	1.475	1.077	1.225	1.31
BS_manning003/E01267N3753E01646N3535-BS-M732_E01527N3715_D076_S022D70R090_A001180_S030	538	0.823	4.678	0.198	0.145	-0.996	-0.507
BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D220_S292D30R090_A000668_S023	789	0.568	4.862	0.163	0.116	-0.056	-0.014
BS_manning003/E01446N4259E02038N3783-BS-M754_E01980N3850_D010_S337D70R090_A001972_S039	5568	3.739	8.205	0.657	0.666	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01491N3670_D010_S067D50R090_A001972_S039	4707	6.36	8.478	1.021	1.15	0.071	0.167
BS_manning003/E01470N3877E01631N3641-BS-M707_E01579N3692_D094_S157D30R270_A001194_S013	2281	1.908	6.837	0.408	0.323	-0.036	-0.014
BS_manning003/E01522N3585E03578N2685-BS-M754_E01882N3378_D091_S247D50R090_A001972_S039	4400	3.359	7.877	0.599	0.543	-0.001	0.001
BS_manning003/E01446N4259E02038N3783-BS-M754_E01875N3895_D010_S292D50R090_A001972_S039	7012	4.296	8.341	0.598	0.597	0.001	0.001
BS_manning003/E01889N4173E02097N3847-BS-M732_E01973N3940_D010_S112D50R090_A002108_S017	980	0.877	5.347	0.213	0.156	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01537N3602_D010_S067D30R270_A004781_S062	8691	5.106	8.885	0.831	0.866	0.027	0.031
BS_manning003/E01522N3585E03578N2685-BS-M774_E01770N3512_D010_S202D50R090_A003139_S050	7971	5.106	8.588	0.673	0.698	-0.002	-0.002
BS_manning003/E01470N3877E01631N3641-BS-M680_E01559N3737_D010_S337D50R090_A000638_S009	1424	1.558	6.121	0.319	0.258	0.001	0.002
BS_manning003/E01267N3753E01646N3535-BS-M732_E01575N3670_D010_S157D30R090_A001180_S030	2760	2.271	7.229	0.499	0.435	0.014	0.034
BS_manning003/E01267N3753E01646N3535-BS-M732_E01502N3737_D076_S067D30R270_A001180_S030	1264	1.018	5.852	0.274	0.197	-0.089	-0.036
BS_manning003/E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S157D30R270_A006995_S075	35822	14.72	10.967	1.617	1.571	0.892	2.525
BS_manning003/E01267N3753E01646N3535-BS-M732_E01498N3715_D208_S292D50R090_A001180_S030	565	0.612	4.509	0.159	0.119	-0.524	-0.256
BS_manning003/E01267N3753E01646N3535-BS-M707_E01502N3737_D062_S157D30R090_A000668_S023	204	0.101	2.313	0.045	0.027	-0.007	0.011
BS_manning003/E01108N3882E01527N3690-BS-M809_E01445N3737_D010_S247D70R090_A012497_S042	18159	5.845	9.688	0.888	0.847	0.234	0.362
BS_manning003/E01470N3877E01631N3641-BS-M680_E01579N3692_D075_S022D30R090_A000638_S009	2059	1.689	6.627	0.366	0.316	0.001	0.001
BS_manning003/E01598N4052E01840N3892-BS-M792_E01798N3940_D010_S292D70R270_A008541_S034	11417	4.992	9.11	0.792	0.786	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S112D50R090_A001180_S030	4157	2.224	7.378	0.385	0.378	-0.016	0.018
BS_manning003/E01522N3585E03578N2685-BS-M732_E02524N3243_D076_S247D50R270_A001180_S030	2061	1.586	6.598	0.355	0.283	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D010_S112D30R090_A001972_S039	5428	7.639	8.64	1.041	1.115	-1.559	-0.192
BS_manning003/E01889N4173E02097N3847-BS-M732_E02014N3872_D010_S112D30R270_A002108_S017	1179	1.076	5.704	0.254	0.185	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M774_E01544N3647_D107_S112D30R090_A003139_S050	10809	4.518	8.978	0.733	0.64	0.016	0.019
BS_manning003/E01267N3753E01646N3535-BS-M680_E01527N3715_D010_S157D50R270_A000357_S016	7559	6.307	8.533	0.672	0.695	-0.007	0.687
BS_manning003/E01470N3877E01631N3641-BS-M754_E01538N3782_D140_S337D50R270_A003524_S022	1634	0.926	5.994	0.245	0.198	-0.03	-0.019
BS_manning003/E01522N3585E03578N2685-BS-M754_E01821N3490_D091_S247D30R090_A001972_S039	5503	2.915	8.024	0.554	0.52	-0.001	-0.001
BS_manning003/E01446N4259E02038N3783-BS-M707_E02004N3827_D062_S292D50R090_A000668_S023	777	0.6	4.825	0.159	0.112	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M732_E01523N3692_D010_S022D10R090_A001180_S030	2210	3.081	7.228	0.623	0.603	-0.555	-0.019
BS_manning003/E01267N3753E01646N3535-BS-M650_E01551N3692_D041_S247D50R270_A000178_S012	1644	2.061	6.545	0.423	0.333	-0.005	-0.002
BS_manning003/E01522N3585E03578N2685-BS-M732_E01692N3535_D010_S247D50R090_A001180_S030	3181	2.789	7.421	0.525	0.487	-0.001	-0.001
BS_manning003/E01470N3877E01631N3641-BS-M809_E01534N3760_D010_S022D50R270_A012497_S042	16722	1.416	8.969	0.47	0.329	0.649	1.337
BS_manning003/E01446N4259E02038N3783-BS-M792_E01904N3895_D010_S112D50R090_A004781_S062	13340	5.683	9.355	0.866	0.776	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01502N3737_D091_S157D70R270_A001972_S039	1006	0.571	5.199	0.179	0.12	-0.211	0.834
BS_manning003/E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S067D30R270_A003139_S050	11415	4.712	9.063	0.756	0.73	-0.321	-0.117
BS_manning003/E01522N3585E03578N2685-BS-M774_E02348N3288_D010_S247D50R090_A003139_S050	7673	4.876	8.578	0.692	0.7	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01572N3647_D010_S202D50R090_A004781_S062	46427	13.596	11.405	1.934	1.97	0.021	0.048
BS_manning003/E01446N4259E02038N3783-BS-M732_E01885N3940_D010_S112D50R090_A001180_S030	2794	2.171	7.114	0.439	0.388	0.001	0.001
BS_manning003/E01380N4178E01687N3892-BS-M809_E01648N3917_D010_S337D50R270_A012497_S042	2234	0.881	6.306	0.245	0.191	-0.004	-0.002
BS_manning003/E01267N3753E01646N3535-BS-M707_E01502N3737_D168_S247D50R270_A000668_S023	340	0.247	3.268	0.074	0.05	-0.034	-0.021
BS_manning003/E01446N4259E02038N3783-BS-M774_E01880N3917_D010_S292D30R090_A003139_S050	9901	4.224	8.822	0.685	0.649	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01523N3692_D125_S112D70R090_A004781_S062	20170	3.864	9.673	0.787	0.649	-0.964	0.762
BS_manning003/E01470N3877E01631N3641-BS-M792_E01583N3715_D010_S202D30R270_A008541_S034	19363	8.31	10.164	1.34	1.352	-0.263	-0.208
BS_manning003/E01446N4259E02038N3783-BS-M792_E01970N3805_D010_S247D50R090_A004781_S062	3932	1.946	7.262	0.362	0.34	0.005	0.005
BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S022D50R270_A001180_S030	1947	1.034	6.181	0.248	0.206	0.068	0.327
BS_manning003/E01267N3753E01646N3535-BS-M732_E01575N3670_D142_S247D50R270_A001180_S030	5699	2.615	8.11	0.584	0.574	-0.016	-0.011
BS_manning003/E01470N3877E01631N3641-BS-M707_E01583N3715_D094_S022D70R090_A001194_S013	2287	1.79	6.759	0.377	0.313	0.018	0.034
BS_manning003/E01446N4259E02038N3783-BS-M792_E01946N3827_D010_S157D90R270_A004781_S062	26131	11.941	10.662	1.634	1.735	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M707_E01583N3715_D010_S112D50R090_A001194_S013	2273	2.518	6.794	0.392	0.342	0.004	0.007
BS_manning003/E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S022D10R090_A003139_S050	4050	4.085	8.124	0.833	0.737	-0.816	0.68
BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D168_S247D50R270_A000668_S023	1145	0.908	5.673	0.253	0.179	-0.031	-0.019
BS_manning003/E01470N3877E01631N3641-BS-M809_E01559N3737_D010_S292D50R090_A012497_S042	41567	12.79	11.094	1.582	1.402	0.239	0.369
