id	count	dmax	logsum	mean	sd	dzmin	dzmax	hmax
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02268N3554_S000	6409	1.22	8.027	0.478	0.295	0.001	0.001	1.302
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02306N3593_S002	13523	2.442	9.299	0.808	0.58	0.004	0.004	2.586
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M792_E02165N3722_S000	2649	0.746	6.304	0.206	0.124	0.001	0.001	0.804
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02449N3516_S003	7255	1.499	8.331	0.572	0.352	0.004	0.004	1.654
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01721N3784_S000	6154	1.179	7.937	0.455	0.265	0.001	0.001	1.219
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M774_E02122N3652_S000	2536	0.62	6.291	0.213	0.127	0.001	0.001	0.696
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02515N3431_S001	28690	3.373	10.21	0.947	0.737	0.008	0.008	3.528
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02076N3673_S003	33661	3.917	10.355	0.934	0.79	0.004	0.005	4.126
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02232N3550_S004	29198	4.071	10.224	0.944	0.841	0.004	0.004	4.819
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01725N3727_S003	130553	5.318	11.775	0.996	0.972	0.062	0.077	5.795
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02133N3599_S003	67602	6.127	11.087	0.967	0.969	0.004	0.004	10.565
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02268N3554_S003	26402	5.067	10.11	0.931	0.84	0.005	0.007	6.239
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02333N3444_S002	10035	1.99	8.869	0.708	0.471	0.002	0.002	2.04
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02253N3579_S000	4895	1.02	7.458	0.354	0.229	0.001	0.001	1.088
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02306N3593_S002	13067	2.246	9.177	0.74	0.517	0.001	0.002	2.329
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01783N3758_S003	186656	6.766	12.229	1.096	0.977	0.047	0.059	7.535
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02147N3521_S003	30438	3.983	10.27	0.948	0.858	0.002	0.002	4.393
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M754_E02144N3668_S000	1461	0.378	5.222	0.126	0.077	0.001	0.001	0.426
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02288N3555_S000	4542	0.981	7.351	0.343	0.218	0.001	0.001	1.053
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M754_E02040N3586_S000	4428	0.858	7.167	0.293	0.194	0.001	0.001	0.908
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02204N3672_S003	13070	2.371	9.184	0.745	0.532	0.002	0.002	2.422
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02116N3637_S002	112866	5.407	11.7	1.068	0.96	0.005	0.007	5.937
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M792_E02271N3415_S000	5879	1.205	7.901	0.459	0.273	0.001	0.001	1.257
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Hom-M732_E01573N3832_S000	3155	0.842	6.699	0.257	0.16	-0.002	0.001	0.919
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02133N3599_S003	46546	4.109	10.706	0.959	0.852	0.004	0.005	4.988
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02226N3538_S004	156952	6.381	12.13	1.18	0.993	0.011	0.013	8.621
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02260N3540_S000	7781	1.902	8.541	0.658	0.417	0.001	0.002	2.252
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02390N3422_S003	10741	2.303	8.927	0.701	0.504	0.002	0.002	2.496
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01673N3781_S000	12221	2.137	9.076	0.715	0.495	0.01	0.014	2.206
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02292N3463_S002	43918	4.493	10.608	0.921	0.861	0.004	0.005	5.097
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02409N3467_S004	112188	5.714	11.592	0.965	0.916	0.01	0.011	6.073
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02226N3538_S004	18538	3.925	9.728	0.905	0.737	0.004	0.004	4.837
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M824_E02093N3745_S000	6422	1.253	8.051	0.488	0.292	0.001	0.001	1.326
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02304N3498_S000	7648	1.665	8.474	0.626	0.383	0.002	0.002	1.807
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02242N3492_S000	8688	1.563	8.479	0.554	0.354	0.001	0.001	1.707
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01632N3683_S000	12400	2.517	9.117	0.734	0.561	0.007	0.007	2.713
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02335N3468_S003	9438	2.108	8.804	0.706	0.474	0.004	0.004	2.148
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02296N3512_S005	65631	6.286	11.036	0.946	0.929	0.004	0.004	9.108
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02260N3491_S005	62128	4.75	10.921	0.89	0.864	0.005	0.007	5.885
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M837_E02200N3695_S000	5730	0.962	7.779	0.417	0.257	0.002	0.002	1.016
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02335N3468_S000	5012	0.951	7.494	0.358	0.218	0.001	0.001	0.986
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02092N3663_S002	30566	3.666	10.271	0.945	0.808	0.005	0.005	4.526
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02280N3610_S003	11678	2.026	9.075	0.748	0.496	0.004	0.004	2.185
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02239N3477_S005	32497	5.343	10.372	0.983	0.895	0.004	0.004	6.519
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02129N3525_S004	24352	4.346	10.088	0.988	0.825	0.002	0.002	4.898
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M837_E02465N3496_S000	3506	0.832	6.867	0.274	0.169	0.001	0.002	0.868
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02260N3540_S001	24807	5.389	10.099	0.98	0.906	0.004	0.004	6.564
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Hom-M774_E01797N3730_S000	5867	1.436	7.869	0.446	0.289	0.001	0.001	1.497
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02444N3464_S004	21437	3.53	9.835	0.871	0.74	0.004	0.004	3.81
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02202N3553_S002	65898	5.399	10.998	0.907	0.917	0.01	0.011	6.139
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02632N3448_S002	5309	1.124	7.756	0.44	0.273	0.001	0.001	1.215
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02451N3450_S001	11098	2.321	9.016	0.742	0.536	0.004	0.004	2.531
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01754N3833_S000	3215	0.848	6.73	0.26	0.157	0.001	0.001	0.922
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02182N3695_S000	3865	0.718	6.973	0.276	0.173	0.001	0.001	0.745
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02137N3572_S001	26980	3.717	10.194	0.991	0.853	0.004	0.004	4.402
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02194N3581_S004	18714	3.144	9.677	0.852	0.686	0.002	0.002	3.302
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02097N3634_S003	21841	3.579	9.927	0.937	0.763	0.002	0.002	3.847
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02152N3603_S005	24285	3.415	10.04	0.944	0.753	0.002	0.004	4.179
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M732_E01613N3768_S000	3011	0.732	6.516	0.224	0.141	0.001	0.001	0.809
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02305N3524_S001	13442	2.866	9.247	0.772	0.554	0.002	0.004	3.568
PS_manning003/E01517N3917E01678N3772-PS-Str_PYes_Hom-M774_E01573N3832_S000	8522	1.603	8.513	0.584	0.393	-0.005	0.004	1.892
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02435N3522_S004	7945	1.522	8.505	0.622	0.383	0.004	0.004	1.703
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M774_E02226N3500_S000	3469	0.781	6.965	0.305	0.178	0.001	0.001	0.855
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M774_E02048N3750_S000	4287	0.973	7.099	0.282	0.203	0.001	0.001	1.064
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02279N3514_S000	7439	1.52	8.358	0.573	0.346	0.001	0.001	1.625
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02350N3576_S005	14592	2.168	9.353	0.791	0.555	0.005	0.005	2.319
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02159N3618_S002	35041	3.994	10.424	0.961	0.874	0.004	0.004	5.008
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01633N3827_S000	20765	3.279	9.86	0.922	0.67	0.01	0.016	3.377
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02253N3527_S002	56543	5.621	10.822	0.886	0.956	0.005	0.005	7.288
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Var-M774_E01573N3832_S000	5324	1.209	7.599	0.375	0.254	-0.004	0.001	1.324
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02194N3581_S005	66399	6.172	11.106	1.002	0.923	0.008	0.008	8.26
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01676N3743_S000	10081	2.127	8.802	0.659	0.451	0.005	0.005	2.301
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02133N3599_S003	217338	6.675	12.631	1.407	1.16	0.007	0.008	6.735
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01621N3673_S000	8271	2.127	8.513	0.602	0.395	0.004	0.005	2.264
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02245N3515_S000	6241	1.249	7.979	0.467	0.295	0.001	0.001	1.466
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02164N3503_S000	17218	2.507	9.561	0.824	0.593	0.002	0.002	2.771
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02236N3526_S002	86312	8.046	11.295	0.931	0.995	0.01	0.01	11.077
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02467N3448_S005	45725	4.427	10.631	0.905	0.874	0.01	0.01	4.681
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M732_E01683N3810_S000	2803	0.697	6.478	0.232	0.143	0.001	0.001	0.79
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M732_E02015N3756_S000	1851	0.535	5.671	0.156	0.105	0.001	0.001	0.581
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M754_E01806N3778_S000	4869	1.215	7.61	0.414	0.272	0.001	0.001	1.415
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02287N3526_S002	33781	5.718	10.379	0.953	0.881	0.004	0.004	7.663
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02189N3538_S003	26841	3.219	10.135	0.939	0.756	0.004	0.004	3.827
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01734N3775_S003	237109	6.867	12.562	1.204	0.995	0.031	0.04	7.37
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02342N3454_S002	24810	3.703	10.028	0.913	0.727	0.004	0.004	3.975
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02367N3571_S004	19225	2.711	9.679	0.831	0.638	0.007	0.007	2.748
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02191N3680_S001	15935	2.397	9.444	0.793	0.556	0.001	0.002	2.448
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M792_E02204N3672_S000	2986	0.61	6.559	0.236	0.136	0.001	0.001	0.679
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02180N3508_S001	29485	4.718	10.255	0.964	0.883	0.002	0.002	5.537
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02092N3679_S002	21738	2.789	9.795	0.825	0.609	0.002	0.004	2.835
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02441N3439_S002	8632	1.961	8.625	0.645	0.439	0.004	0.004	1.991
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02125N3584_S002	33598	4.123	10.396	0.974	0.88	0.002	0.002	5.107
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02279N3514_S003	91385	5.696	11.34	0.92	0.865	0.008	0.008	6.14
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M824_E02066N3753_S000	6899	1.346	8.074	0.465	0.295	0.001	0.001	1.472
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02471N3437_S002	10444	2.23	8.916	0.713	0.481	0.002	0.002	2.295
PS_manning003/E01517N3917E01678N3772-PS-Str_PYes_Hom-M754_E01562N3822_S000	6890	1.42	8.131	0.493	0.324	-0.007	0.001	1.611
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02264N3453_S000	11244	1.82	8.9	0.652	0.446	0.001	0.001	1.918
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02391N3445_S003	12209	3.031	9.307	0.902	0.664	0.002	0.002	3.209
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02133N3599_S001	32953	4.382	10.352	0.95	0.854	0.005	0.005	5.597
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02309N3460_S001	16210	2.309	9.439	0.776	0.56	0.002	0.002	2.522
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02144N3668_S000	8458	1.617	8.576	0.627	0.4	0.001	0.001	1.961
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01656N3685_S000	5851	1.293	7.802	0.418	0.262	0.002	0.004	1.505
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M792_E02148N3750_S000	2835	0.683	6.414	0.215	0.129	0.001	0.001	0.755
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02193N3666_S000	5983	1.216	7.883	0.443	0.275	0.001	0.001	1.347
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02326N3457_S005	93013	8.333	11.411	0.971	0.96	0.005	0.005	11.046
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02260N3540_S003	16283	3.639	9.586	0.894	0.704	0.002	0.002	4.3
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Hom-M774_E01573N3832_S000	8522	1.603	8.513	0.584	0.393	-0.005	0.004	1.892
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02451N3450_S002	49521	5.731	10.709	0.903	0.897	0.01	0.01	6.467
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02164N3695_S000	3904	0.709	6.952	0.267	0.169	0.001	0.001	0.774
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02129N3557_S000	8907	2.11	8.692	0.669	0.471	0.001	0.001	2.599
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02218N3671_S002	15042	2.431	9.377	0.785	0.541	0.004	0.004	2.484
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02632N3448_S003	5363	1.048	7.712	0.417	0.264	0.001	0.001	1.167
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Var-M707_E01981N3745_S000	2032	0.484	5.892	0.178	0.107	0.001	0.001	0.529
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02305N3524_S004	11014	2.676	9.045	0.769	0.541	0.002	0.002	3.363
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M754_E02112N3526_S000	2610	0.574	6.354	0.22	0.127	0.001	0.001	0.595
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02152N3603_S002	27666	3.922	10.17	0.944	0.784	0.004	0.004	4.433
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M792_E02152N3645_S000	3251	0.745	6.759	0.265	0.17	0.001	0.001	0.8
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M774_E02243N3633_S000	2321	0.637	6.028	0.178	0.109	0.001	0.001	0.706
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01720N3803_S004	190529	6.283	12.251	1.098	1.005	0.043	0.057	7.118
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02223N3473_S001	13698	2.757	9.364	0.851	0.625	0.002	0.002	3.439
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01727N3708_S000	7473	1.444	8.283	0.529	0.324	0.001	0.001	1.556
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02305N3524_S005	36201	4.066	10.427	0.933	0.811	0.004	0.004	4.707
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02095N3592_S000	8815	1.669	8.592	0.611	0.395	0.001	0.001	1.837
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Var-M792_E01717N3678_S000	16603	2.938	9.585	0.876	0.674	0.005	0.007	3.011
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02142N3536_S003	44031	5.129	10.608	0.919	0.929	0.002	0.002	7.025
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01639N3751_S000	10114	2.074	8.814	0.665	0.463	0.007	0.01	2.11
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02279N3514_S001	26877	3.722	10.098	0.904	0.782	0.002	0.002	4.013
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01680N3686_S000	5442	1.33	7.711	0.41	0.261	0.001	0.001	1.401
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02391N3445_S004	13900	3.237	9.386	0.857	0.68	0.004	0.004	3.453
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M754_E02110N3553_S000	2336	0.55	6.156	0.201	0.113	0.001	0.001	0.598
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02175N3668_S002	50332	4.328	10.737	0.915	0.852	0.004	0.004	4.785
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02243N3539_S002	154502	5.948	12.123	1.191	0.993	0.008	0.01	7.433
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02087N3577_S004	18560	2.843	9.714	0.892	0.642	0.002	0.002	3.174
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02296N3512_S004	32314	5.679	10.337	0.955	0.875	0.004	0.004	7.457
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01629N3721_S000	11726	2.276	9.083	0.751	0.544	0.007	0.008	2.469
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02194N3513_S002	43934	5.091	10.643	0.954	0.926	0.005	0.005	6.265
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02358N3562_S002	10955	2.163	9.023	0.757	0.52	0.002	0.002	2.417
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02260N3491_S003	156156	6.433	12.004	1.046	0.927	0.013	0.013	8.917
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02164N3590_S004	34659	3.884	10.38	0.929	0.832	0.004	0.004	4.179
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M707_E01787N3864_S000	3630	0.789	7.035	0.312	0.191	0.001	0.001	0.848
PS_manning003/E02020N3739E02658N3366-PS-Mur_PNo_Var-M774_E02100N3712_S000	3164	0.751	6.655	0.245	0.149	0.001	0.001	0.824
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02284N3476_S001	25272	3.82	10.068	0.933	0.806	0.004	0.004	4.047
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02029N3599_S000	14404	2.286	9.256	0.727	0.52	0.001	0.001	2.353
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01699N3763_S000	17502	2.992	9.683	0.917	0.714	0.021	0.027	4.074
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02245N3515_S005	36463	5.34	10.469	0.966	0.899	0.002	0.002	6.517
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02483N3431_S004	6953	1.803	8.312	0.585	0.395	0.002	0.002	1.836
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01736N3737_S000	32777	4.324	10.384	0.987	0.867	0.021	0.03	5.563
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02190N3609_S001	23105	3.075	9.951	0.908	0.713	0.004	0.004	3.339
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M732_E01998N3637_S000	3123	0.666	6.696	0.259	0.157	0.001	0.001	0.737
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02313N3510_S000	2794	0.831	6.5	0.238	0.139	0.001	0.001	0.9
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02393N3501_S005	15903	2.461	9.385	0.749	0.583	0.002	0.002	2.518
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M824_E02244N3659_S000	4377	0.837	7.245	0.32	0.192	0.001	0.001	0.908
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02267N3478_S002	19608	3.807	9.784	0.905	0.748	0.004	0.004	4.327
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02094N3692_S000	11893	2.204	8.952	0.649	0.471	0.001	0.001	2.28
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02120N3675_S004	50716	4.089	10.818	0.984	0.82	0.001	0.002	4.363
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02467N3448_S005	70590	4.824	11.058	0.899	0.877	0.007	0.007	5.057
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02375N3448_S002	15328	2.417	9.404	0.791	0.593	0.004	0.004	2.574
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02377N3471_S001	51147	5.632	10.716	0.881	0.912	0.01	0.01	7.324
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02125N3584_S001	23401	3.522	10.002	0.943	0.753	0.002	0.002	3.876
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01783N3758_S002	301837	7.287	12.981	1.439	1.111	0.016	0.021	7.486
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02210N3510_S005	42824	5.853	10.594	0.932	0.897	0.004	0.004	8.333
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02105N3673_S001	38191	4.218	10.519	0.969	0.891	0.004	0.004	5.356
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02183N3593_S001	21872	3.264	9.919	0.929	0.76	0.002	0.002	3.928
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02578N3424_S003	8533	1.754	8.635	0.659	0.398	0.001	0.001	1.975
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02118N3568_S000	8453	1.66	8.517	0.591	0.386	0.001	0.001	1.761
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M809_E02176N3736_S000	2419	0.695	6.13	0.189	0.114	0.001	0.001	0.768
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M792_E02104N3649_S000	5443	1.135	7.693	0.403	0.259	0.001	0.001	1.266
PS_manning003/E02872N3705E03360N3467-PS-Str_PYes_Var-M850_E03209N3503_S000	2932	0.588	6.543	0.236	0.132	0.001	0.001	0.632
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02152N3603_S004	111797	6.343	11.642	1.018	0.93	0.005	0.007	7.478
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M850_E02200N3695_S000	7365	1.46	8.331	0.563	0.349	0.001	0.001	1.517
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Var-M792_E02048N3695_S000	9915	1.767	8.634	0.567	0.392	0.001	0.001	1.846
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02129N3665_S004	34228	3.559	10.395	0.955	0.761	0.004	0.005	3.673
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Hom-M792_E01598N3815_S000	11886	2.028	8.95	0.648	0.473	-0.001	0.007	2.08
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01756N3795_S002	144335	5.488	11.94	1.062	0.954	0.04	0.053	6.865
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02309N3460_S005	16729	3.165	9.569	0.856	0.625	0.002	0.004	4.327
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02217N3548_S002	29792	3.66	10.238	0.938	0.781	0.002	0.002	3.925
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02316N3447_S004	30172	3.137	10.214	0.904	0.716	0.002	0.004	3.873
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01636N3789_S000	8352	1.647	8.43	0.549	0.363	0.002	0.008	1.688
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M774_E02103N3738_S000	3380	0.848	6.815	0.269	0.159	0.001	0.001	0.92
