id	count	max	logsum	mean	sd	dzmin	dzmax
BS_manning003/E01548N3896E01854N3659-BS-M707_E01696N3715_D094_S202D10R090_A001194_S013	4743	0.976	7.467	0.369	0.253	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01575N3670_D010_S157D50R270_A001972_S039	6727	1.545	8.23	0.558	0.357	-0.027	-0.019
BS_manning003/E01470N3877E01631N3641-BS-M792_E01534N3760_D010_S247D50R090_A008541_S034	51384	6.356	10.479	0.692	0.755	-2.062	0.602
BS_manning003/E01267N3753E01646N3535-BS-M774_E01498N3715_D107_S112D30R270_A003139_S050	20618	3.367	9.71	0.799	0.729	-0.004	1.057
BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D010_S112D10R090_A001972_S039	14015	3.816	9.16	0.678	0.59	-0.7	0.887
BS_manning003/E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S022D30R090_A001972_S039	10397	2.882	9.004	0.783	0.573	-0.002	0.018
BS_manning003/E01470N3877E01631N3641-BS-M680_E01559N3737_D075_S202D70R090_A000638_S009	4468	1.166	7.455	0.387	0.256	-0.007	-0.002
BS_manning003/E01964N3926E02184N3685-BS-M680_E01998N3805_D010_S337D30R090_A000638_S009	2473	0.577	6.297	0.219	0.13	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S067D30R270_A006995_S075	203853	11.821	12.95	2.065	1.504	-0.413	3.347
BS_manning003/E01267N3753E01646N3535-BS-M809_E01491N3670_D010_S112D50R270_A006995_S075	34841	4.597	10.378	0.922	0.981	-0.085	-0.013
BS_manning003/E01446N4259E02038N3783-BS-M732_E02004N3827_D010_S202D50R090_A001180_S030	3254	0.707	6.86	0.293	0.171	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M732_E01502N3737_D076_S067D50R090_A001180_S030	8986	2.961	8.71	0.675	0.557	-1.186	0.007
BS_manning003/E01522N3585E03578N2685-BS-M754_E01762N3467_D010_S067D30R090_A001972_S039	8369	2.317	8.717	0.73	0.514	-0.001	-0.001
BS_manning003/E01470N3877E01631N3641-BS-M707_E01534N3760_D010_S112D30R090_A001194_S013	9446	1.984	8.77	0.682	0.494	0.008	0.082
BS_manning003/E01267N3753E01646N3535-BS-M732_E01527N3715_D010_S022D30R090_A001180_S030	17344	3.703	9.675	0.917	0.79	-0.01	0.014
BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D091_S157D70R270_A001972_S039	2015	0.784	6.255	0.258	0.177	-0.512	-0.222
BS_manning003/E01074N3655E02165N3000-BS-M792_E01877N3198_D010_S067D50R090_A004781_S062	16192	3.197	9.58	0.894	0.708	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01544N3647_D010_S337D50R270_A004781_S062	30489	3.83	10.283	0.959	0.834	-0.094	-0.062
BS_manning003/E01470N3877E01631N3641-BS-M792_E01579N3692_D010_S202D30R090_A008541_S034	79903	5.638	11.212	0.926	0.933	0.034	0.083
BS_manning003/E01889N4173E02097N3847-BS-M732_E01967N3917_D010_S112D70R090_A002108_S017	5334	1.164	7.7	0.414	0.282	0.001	0.001
BS_manning003/E01108N3882E01527N3690-BS-M809_E01449N3760_D010_S247D10R090_A012497_S042	11860	2.231	9.072	0.734	0.528	-0.756	-0.022
BS_manning003/E01470N3877E01631N3641-BS-M754_E01534N3760_D140_S112D70R270_A003524_S022	23311	4.416	9.814	0.785	0.712	0.164	0.507
BS_manning003/E01267N3753E01646N3535-BS-M774_E01516N3647_D010_S292D50R090_A003139_S050	8014	1.771	8.543	0.64	0.4	-0.007	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M732_E01527N3715_D076_S247D50R090_A001180_S030	11958	2.43	9.161	0.796	0.597	-0.045	0.027
BS_manning003/E01470N3877E01631N3641-BS-M732_E01555N3715_D010_S202D70R090_A002108_S017	12575	2.52	9.218	0.801	0.604	-0.037	-0.011
BS_manning003/E01446N4259E02038N3783-BS-M792_E02004N3827_D010_S337D70R270_A004781_S062	40419	5.376	10.572	0.965	0.935	0.002	0.002
BS_manning003/E01267N3753E01646N3535-BS-M809_E01495N3692_D010_S112D90R270_A006995_S075	53003	5.184	10.741	0.872	1.0	-0.571	-0.211
BS_manning003/E01267N3753E01646N3535-BS-M792_E01467N3692_D010_S067D90R270_A004781_S062	22068	3.988	9.889	0.893	0.87	-0.78	-0.196
BS_manning003/E01267N3753E01646N3535-BS-M809_E01484N3625_D010_S247D30R090_A006995_S075	14096	2.676	9.364	0.828	0.616	-0.013	0.001
BS_manning003/E01267N3753E01646N3535-BS-M774_E01502N3737_D010_S067D90R090_A003139_S050	126535	15.762	12.115	1.443	1.21	-2.517	2.509
BS_manning003/E01522N3585E03578N2685-BS-M774_E02192N3310_D010_S022D70R090_A003139_S050	11972	3.255	9.232	0.853	0.695	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M732_E01559N3737_D010_S022D10R270_A002108_S017	9416	2.91	8.926	0.799	0.607	0.007	0.011
BS_manning003/E01470N3877E01631N3641-BS-M809_E01559N3737_D010_S292D30R090_A012497_S042	59808	6.424	10.917	0.921	0.958	-1.901	-1.391
BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S112D30R090_A006995_S075	80332	7.44	11.332	1.039	1.042	-3.313	-1.446
BS_manning003/E01598N4052E01840N3892-BS-M774_E01793N3917_D010_S112D30R090_A005608_S028	9486	2.109	8.764	0.674	0.456	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M732_E01544N3647_D076_S247D30R090_A001180_S030	4994	0.996	7.535	0.375	0.249	-0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S067D50R090_A006995_S075	154457	16.459	12.151	1.226	1.21	-0.019	-0.007
BS_manning003/E01446N4259E02038N3783-BS-M792_E01885N3940_D010_S292D50R090_A004781_S062	32617	4.479	10.332	0.941	0.905	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D010_S157D30R270_A001180_S030	19166	4.391	9.793	0.935	0.856	-0.23	-0.071
BS_manning003/E01267N3753E01646N3535-BS-M754_E01495N3692_D010_S292D50R090_A001972_S039	4983	1.089	7.453	0.346	0.223	-0.004	0.019
BS_manning003/E01267N3753E01646N3535-BS-M792_E01530N3737_D010_S337D70R270_A004781_S062	98379	9.543	11.554	1.059	1.12	-1.64	-0.713
BS_manning003/E01267N3753E01646N3535-BS-M774_E01502N3737_D107_S067D70R270_A003139_S050	138653	5.52	11.883	1.044	0.79	-0.517	1.673
BS_manning003/E01470N3877E01631N3641-BS-M680_E01583N3715_D075_S337D50R270_A000638_S009	2430	0.517	6.215	0.205	0.119	-0.002	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M774_E01495N3692_D010_S112D90R270_A003139_S050	9209	2.224	8.808	0.726	0.503	-0.185	-0.054
BS_manning003/E01267N3753E01646N3535-BS-M774_E01519N3670_D010_S067D90R270_A003139_S050	15839	3.795	9.584	0.917	0.763	-0.053	-0.019
BS_manning003/E01267N3753E01646N3535-BS-M792_E01530N3737_D010_S022D10R090_A004781_S062	40025	4.925	10.597	0.999	0.912	-1.092	-0.01
BS_manning003/E01267N3753E01646N3535-BS-M732_E01551N3692_D076_S067D70R270_A001180_S030	9044	2.368	8.85	0.771	0.542	-0.039	-0.01
BS_manning003/E01108N3882E01527N3690-BS-M774_E01481N3782_D010_S112D70R090_A005608_S028	20781	3.696	9.923	0.982	0.838	-0.497	-0.124
BS_manning003/E01522N3585E03578N2685-BS-M707_E01692N3535_D010_S067D50R090_A000668_S023	5572	2.016	8.181	0.641	0.407	0.001	0.001
BS_manning003/E01889N4173E02097N3847-BS-M774_E02020N3895_D010_S292D30R090_A005608_S028	6712	1.507	8.156	0.519	0.318	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M680_E01587N3737_D075_S112D50R090_A000638_S009	2369	0.592	6.105	0.189	0.124	0.001	0.002
BS_manning003/E01267N3753E01646N3535-BS-M707_E01502N3737_D010_S337D70R090_A000668_S023	3316	0.347	5.606	0.082	0.061	-1.38	0.78
BS_manning003/E01470N3877E01631N3641-BS-M707_E01587N3737_D010_S112D70R090_A001194_S013	4000	0.983	7.189	0.331	0.202	0.001	0.004
BS_manning003/E01108N3882E01527N3690-BS-M809_E01442N3715_D010_S247D50R270_A012497_S042	211480	12.334	12.794	1.703	1.16	0.996	2.097
BS_manning003/E01267N3753E01646N3535-BS-M707_E01502N3737_D010_S292D50R090_A000668_S023	8120	1.579	8.054	0.388	0.347	-1.374	0.399
BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D010_S337D70R270_A001180_S030	5665	1.158	7.789	0.426	0.278	-0.014	-0.008
BS_manning003/E01470N3877E01631N3641-BS-M707_E01555N3715_D010_S247D30R270_A001194_S013	6483	1.683	8.231	0.579	0.38	-0.018	0.001
BS_manning003/E01267N3753E01646N3535-BS-M707_E01527N3715_D062_S292D50R090_A000668_S023	5343	1.189	7.632	0.386	0.272	-0.123	0.011
BS_manning003/E01108N3882E01527N3690-BS-M809_E01442N3715_D010_S067D50R090_A012497_S042	34850	4.748	10.315	0.866	1.015	-2.422	-1.447
BS_manning003/E01267N3753E01646N3535-BS-M809_E01498N3715_D010_S337D10R270_A006995_S075	5462	1.854	8.15	0.634	0.528	-1.695	0.541
BS_manning003/E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S067D70R090_A003139_S050	75782	5.881	11.142	0.91	0.924	-1.579	0.665
BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D010_S247D70R090_A001180_S030	8068	2.49	8.616	0.684	0.482	-0.005	-0.004
BS_manning003/E01446N4259E02038N3783-BS-M732_E02009N3850_D076_S292D50R270_A001180_S030	3244	0.707	6.788	0.273	0.169	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M774_E01534N3760_D010_S112D10R090_A005608_S028	17944	3.058	9.524	0.763	0.616	0.08	0.62
BS_manning003/E01446N4259E02038N3783-BS-M809_E01846N3895_D010_S112D50R270_A006995_S075	102170	11.61	11.591	1.058	1.11	0.001	0.002
BS_manning003/E01522N3585E03578N2685-BS-M754_E01840N3445_D091_S067D50R090_A001972_S039	10540	2.419	9.033	0.795	0.607	-0.001	-0.001
BS_manning003/E01470N3877E01631N3641-BS-M650_E01583N3715_D059_S337D50R090_A000318_S006	1555	0.319	5.315	0.13	0.071	0.001	0.001
BS_manning003/E01522N3585E03578N2685-BS-M774_E01853N3512_D010_S022D50R090_A003139_S050	13791	3.525	9.391	0.869	0.705	-0.002	-0.002
BS_manning003/E01522N3585E03578N2685-BS-M774_E01928N3333_D010_S067D50R090_A003139_S050	20418	4.57	9.848	0.927	0.861	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01575N3670_D091_S022D50R090_A001972_S039	11765	2.312	9.133	0.787	0.59	0.005	0.014
BS_manning003/E01267N3753E01646N3535-BS-M809_E01491N3670_D010_S247D10R090_A006995_S075	27894	6.066	10.198	0.962	0.921	-0.018	0.01
BS_manning003/E01267N3753E01646N3535-BS-M732_E01502N3737_D010_S292D70R270_A001180_S030	75978	6.598	11.015	0.8	0.725	-1.057	1.839
BS_manning003/E01522N3585E03578N2685-BS-M754_E01836N3422_D010_S067D70R090_A001972_S039	15916	4.491	9.565	0.896	0.813	0.001	0.001
BS_manning003/E01598N4052E01840N3892-BS-M732_E01774N3962_D010_S247D50R090_A002108_S017	3232	0.67	6.771	0.27	0.157	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M732_E01583N3715_D010_S292D50R090_A002108_S017	7106	1.651	8.354	0.597	0.385	0.014	0.024
BS_manning003/E01470N3877E01631N3641-BS-M754_E01534N3760_D140_S292D70R270_A003524_S022	13290	2.556	9.223	0.762	0.602	-0.274	-0.195
BS_manning003/E01470N3877E01631N3641-BS-M792_E01555N3715_D010_S337D70R090_A008541_S034	223983	10.413	12.605	1.331	1.045	0.436	0.736
BS_manning003/E01267N3753E01646N3535-BS-M680_E01523N3692_D051_S022D50R270_A000357_S016	1302	0.286	4.975	0.11	0.063	-0.007	-0.001
BS_manning003/E01470N3877E01631N3641-BS-M707_E01579N3692_D094_S157D50R090_A001194_S013	3308	0.734	6.723	0.251	0.158	0.002	0.002
BS_manning003/E01267N3753E01646N3535-BS-M732_E01527N3715_D076_S022D90R090_A001180_S030	18771	3.966	9.598	0.785	0.734	0.08	0.381
BS_manning003/E01470N3877E01631N3641-BS-M732_E01587N3737_D010_S022D70R270_A002108_S017	13307	3.27	9.278	0.804	0.658	-0.014	-0.007
BS_manning003/E01108N3882E01527N3690-BS-M792_E01506N3760_D010_S112D10R090_A008541_S034	21843	2.942	9.705	0.751	0.611	-0.422	0.77
BS_manning003/E01267N3753E01646N3535-BS-M732_E01527N3715_D010_S247D30R270_A001180_S030	9644	3.655	8.999	0.839	0.64	-0.132	0.001
BS_manning003/E01598N4052E01840N3892-BS-M809_E01702N3895_D010_S292D70R090_A012497_S042	55464	5.968	10.871	0.949	0.991	0.001	0.004
BS_manning003/E01267N3753E01646N3535-BS-M774_E01575N3670_D107_S337D30R270_A003139_S050	9465	2.229	8.769	0.68	0.481	-0.027	-0.018
BS_manning003/E01470N3877E01631N3641-BS-M774_E01583N3715_D010_S157D10R270_A005608_S028	13503	2.346	9.254	0.773	0.572	-0.034	-0.005
BS_manning003/E01108N3882E01527N3690-BS-M792_E01509N3782_D010_S022D90R090_A008541_S034	2809	0.776	6.374	0.208	0.182	-1.423	-0.761
BS_manning003/E01964N3926E02184N3685-BS-M732_E01998N3805_D010_S157D50R090_A002108_S017	5898	1.414	7.976	0.493	0.343	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M680_E01523N3692_D010_S157D50R090_A000357_S016	1796	0.358	5.574	0.146	0.087	0.004	0.01
BS_manning003/E01267N3753E01646N3535-BS-M792_E01544N3647_D010_S022D30R090_A004781_S062	17930	3.519	9.7	0.91	0.766	-0.005	0.01
BS_manning003/E01964N3926E02184N3685-BS-M707_E01998N3805_D010_S337D70R090_A001194_S013	5247	1.516	8.037	0.589	0.363	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01470N3715_D010_S067D30R090_A004781_S062	62397	12.022	11.184	1.153	1.155	-2.792	0.32
BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D010_S112D90R090_A001972_S039	7734	2.588	8.508	0.64	0.455	0.094	0.553
BS_manning003/E01446N4259E02038N3783-BS-M732_E02009N3850_D010_S337D30R090_A001180_S030	5330	1.357	7.937	0.525	0.344	0.001	0.001
BS_manning003/E01889N4173E02097N3847-BS-M754_E02020N3895_D010_S337D30R090_A003524_S022	3700	0.76	7.023	0.303	0.177	-0.001	-0.001
BS_manning003/E01470N3877E01631N3641-BS-M754_E01583N3715_D010_S202D70R270_A003524_S022	30695	8.687	10.328	0.996	1.063	0.011	0.024
BS_manning003/E01964N3926E02184N3685-BS-M707_E01998N3805_D010_S157D90R270_A001194_S013	5144	1.49	8.005	0.582	0.356	0.001	0.001
BS_manning003/E01446N4259E02038N3783-BS-M754_E02004N3827_D091_S292D50R090_A001972_S039	4519	0.879	7.294	0.325	0.205	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M707_E01575N3670_D168_S202D50R090_A000668_S023	3136	0.623	6.675	0.252	0.15	0.001	0.002
BS_manning003/E01446N4259E02038N3783-BS-M809_E01957N3872_D010_S112D50R270_A006995_S075	28582	3.569	10.226	0.966	0.777	-0.002	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S067D50R270_A001180_S030	21694	3.258	9.596	0.678	0.604	-0.043	0.747
BS_manning003/E01446N4259E02038N3783-BS-M774_E01985N3872_D010_S337D50R090_A003139_S050	11881	2.698	9.214	0.845	0.681	-0.002	-0.002
BS_manning003/E01267N3753E01646N3535-BS-M792_E01547N3670_D010_S157D30R090_A004781_S062	23572	5.401	9.961	0.899	0.803	-0.576	0.13
BS_manning003/E01470N3877E01631N3641-BS-M754_E01534N3760_D010_S337D50R270_A003524_S022	35611	4.954	10.365	0.891	0.965	-0.188	-0.069
BS_manning003/E01598N4052E01840N3892-BS-M792_E01682N3940_D010_S247D70R090_A008541_S034	6943	1.531	8.276	0.566	0.376	0.004	0.005
BS_manning003/E01267N3753E01646N3535-BS-M707_E01527N3715_D010_S157D30R270_A000668_S023	10247	2.148	8.78	0.634	0.467	-0.092	0.069
BS_manning003/E01522N3585E03578N2685-BS-M707_E01857N3535_D010_S022D50R090_A000668_S023	4190	1.155	7.545	0.451	0.261	0.001	0.001
BS_manning003/E01446N4259E02038N3783-BS-M707_E01951N3850_D010_S337D70R090_A000668_S023	4019	1.1	7.461	0.432	0.246	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D062_S337D10R270_A000668_S023	16849	3.146	9.535	0.821	0.714	0.036	0.323
BS_manning003/E01470N3877E01631N3641-BS-M754_E01603N3670_D010_S247D50R090_A003524_S022	15913	3.213	9.575	0.905	0.737	-0.002	0.001
BS_manning003/E01470N3877E01631N3641-BS-M707_E01559N3737_D094_S337D70R180_A001205_S012	1524	0.319	5.253	0.125	0.068	-0.005	0.001
BS_manning003/E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S067D70R270_A008541_S034	54630	5.755	10.9	0.992	1.001	-1.162	0.436
BS_manning003/E01446N4259E02038N3783-BS-M732_E02009N3850_D010_S157D90R270_A001180_S030	5892	1.472	8.083	0.55	0.377	0.001	0.001
BS_manning003/E01598N4052E01840N3892-BS-M792_E01798N3940_D010_S112D10R090_A008541_S034	8129	1.902	8.667	0.715	0.457	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S067D10R270_A006995_S075	61319	8.518	10.932	0.912	1.021	0.04	0.042
BS_manning003/E01598N4052E01840N3892-BS-M754_E01798N3940_D010_S112D30R090_A003524_S022	5925	1.35	7.882	0.447	0.275	-0.001	-0.001
BS_manning003/E01470N3877E01631N3641-BS-M754_E01583N3715_D010_S202D30R090_A003524_S022	23461	3.989	9.996	0.935	0.813	0.001	0.014
BS_manning003/E01470N3877E01631N3641-BS-M707_E01555N3715_D094_S247D30R270_A001194_S013	6233	1.333	8.054	0.505	0.332	-0.033	-0.011
BS_manning003/E01267N3753E01646N3535-BS-M774_E01544N3647_D107_S067D50R090_A003139_S050	22648	3.688	9.953	0.928	0.829	0.005	0.021
BS_manning003/E01267N3753E01646N3535-BS-M774_E01502N3737_D107_S202D30R090_A003139_S050	12608	3.567	9.335	0.898	0.795	-1.98	-0.735
BS_manning003/E01470N3877E01631N3641-BS-M707_E01579N3692_D010_S247D70R090_A001194_S013	6374	1.633	8.137	0.536	0.36	-0.001	-0.001
BS_manning003/E01522N3585E03578N2685-BS-M732_E02353N3310_D010_S022D70R090_A001180_S030	6150	1.546	8.189	0.585	0.401	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01572N3647_D091_S067D70R090_A001972_S039	15786	3.507	9.545	0.885	0.747	0.002	0.008
BS_manning003/E01522N3585E03578N2685-BS-M754_E01918N3422_D010_S202D50R090_A001972_S039	5430	1.36	7.824	0.46	0.314	-0.001	0.001
BS_manning003/E01522N3585E03578N2685-BS-M732_E01836N3422_D010_S067D50R090_A001180_S030	8335	2.425	8.735	0.746	0.565	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01572N3647_D010_S337D30R090_A001972_S039	6028	1.342	7.928	0.46	0.288	0.014	0.022
BS_manning003/E01889N4173E02097N3847-BS-M754_E02014N3872_D010_S112D90R090_A003524_S022	5415	1.252	7.709	0.411	0.286	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M732_E01534N3760_D010_S337D10R270_A002108_S017	10327	2.696	9.005	0.788	0.612	0.01	0.016
BS_manning003/E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S247D70R270_A003139_S050	36356	4.947	10.383	0.888	0.902	0.047	0.192
BS_manning003/E01470N3877E01631N3641-BS-M792_E01603N3670_D010_S337D70R270_A008541_S034	17021	2.884	9.605	0.872	0.692	-0.121	-0.063
BS_manning003/E01470N3877E01631N3641-BS-M774_E01534N3760_D010_S022D90R090_A005608_S028	133870	10.403	11.777	0.973	0.859	0.599	1.147
BS_manning003/E01470N3877E01631N3641-BS-M754_E01559N3737_D140_S112D50R270_A003524_S022	17423	3.591	9.517	0.78	0.645	0.109	0.44
BS_manning003/E01470N3877E01631N3641-BS-M680_E01579N3692_D075_S022D50R090_A000638_S009	2841	0.615	6.573	0.252	0.146	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D010_S022D50R270_A001972_S039	123902	4.995	11.706	0.979	0.717	-0.687	2.392
BS_manning003/E01267N3753E01646N3535-BS-M707_E01551N3692_D168_S337D50R090_A000668_S023	3658	0.732	6.94	0.282	0.172	0.001	0.004
BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D168_S067D10R090_A000668_S023	6688	1.53	8.167	0.527	0.349	-0.304	-0.098
BS_manning003/E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S157D90R090_A006995_S075	93684	4.265	11.495	1.048	0.789	-3.759	3.75
BS_manning003/E01470N3877E01631N3641-BS-M792_E01579N3692_D010_S157D30R270_A008541_S034	35593	4.476	10.469	0.989	0.962	-0.228	-0.129
BS_manning003/E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S292D30R090_A004781_S062	41441	4.635	10.466	0.847	0.832	0.077	0.381
BS_manning003/E01267N3753E01646N3535-BS-M792_E01568N3625_D010_S292D50R270_A004781_S062	24275	3.609	10.0	0.907	0.817	-0.013	-0.002
BS_manning003/E01470N3877E01631N3641-BS-M792_E01583N3715_D010_S067D90R270_A008541_S034	57318	5.681	10.826	0.878	0.958	-0.394	-0.161
BS_manning003/E01964N3926E02184N3685-BS-M754_E01993N3782_D010_S337D50R270_A003524_S022	8783	2.099	8.699	0.683	0.481	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D125_S067D10R270_A004781_S062	117893	5.222	11.688	1.01	0.862	-0.607	2.035
BS_manning003/E01446N4259E02038N3783-BS-M754_E02009N3850_D091_S112D50R270_A001972_S039	4944	1.019	7.518	0.372	0.242	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M707_E01527N3715_D010_S157D50R270_A000668_S023	11907	2.374	9.034	0.704	0.527	-0.03	0.243
BS_manning003/E01470N3877E01631N3641-BS-M732_E01583N3715_D010_S112D10R090_A002108_S017	4259	1.11	7.503	0.426	0.254	0.007	0.011
BS_manning003/E01267N3753E01646N3535-BS-M792_E01527N3715_D010_S247D50R090_A004781_S062	129590	7.117	11.951	1.195	1.068	-0.312	0.068
BS_manning003/E01522N3585E03578N2685-BS-M792_E01743N3512_D010_S247D50R090_A004781_S062	50373	5.449	10.767	0.941	0.97	-0.005	-0.005
BS_manning003/E01267N3753E01646N3535-BS-M774_E01502N3737_D107_S022D70R090_A003139_S050	7330	3.323	8.734	0.847	0.701	-1.673	-0.614
BS_manning003/E01267N3753E01646N3535-BS-M792_E01519N3670_D010_S067D70R270_A004781_S062	47899	7.154	10.677	0.905	1.021	-0.101	-0.031
BS_manning003/E01522N3585E03578N2685-BS-M754_E01817N3467_D091_S067D30R090_A001972_S039	10139	2.377	8.975	0.78	0.581	-0.001	-0.001
BS_manning003/E01108N3882E01527N3690-BS-M809_E01452N3782_D010_S112D30R270_A012497_S042	76269	6.272	11.126	0.891	0.911	-0.249	0.771
BS_manning003/E01267N3753E01646N3535-BS-M792_E01516N3647_D010_S157D50R090_A004781_S062	25728	3.697	10.076	0.923	0.774	0.074	0.159
BS_manning003/E01470N3877E01631N3641-BS-M792_E01603N3670_D010_S337D50R090_A008541_S034	19023	3.449	9.745	0.897	0.735	0.059	0.085
BS_manning003/E01889N4173E02097N3847-BS-M754_E01920N3962_D010_S292D50R090_A003524_S022	7751	1.787	8.544	0.663	0.439	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M650_E01555N3715_D010_S337D50R270_A000318_S006	1680	0.371	5.486	0.143	0.083	-0.001	0.001
BS_manning003/E01522N3585E03578N2685-BS-M792_E02138N3310_D010_S022D50R090_A004781_S062	16408	3.884	9.585	0.886	0.791	-0.001	-0.001
BS_manning003/E01470N3877E01631N3641-BS-M774_E01555N3715_D010_S292D50R270_A005608_S028	45924	3.246	10.372	0.696	0.613	0.249	1.18
BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D010_S157D10R090_A000668_S023	10056	2.275	8.969	0.781	0.592	-0.005	0.15
BS_manning003/E01267N3753E01646N3535-BS-M809_E01498N3715_D010_S292D70R090_A006995_S075	93451	6.65	11.493	1.049	1.034	-1.626	-0.373
BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D076_S112D30R090_A001180_S030	15805	3.23	9.523	0.865	0.748	-1.083	0.164
BS_manning003/E01267N3753E01646N3535-BS-M754_E01502N3737_D010_S067D30R090_A001972_S039	23981	4.626	9.973	0.894	0.902	-1.786	0.207
BS_manning003/E01108N3882E01527N3690-BS-M792_E01477N3760_D010_S157D90R270_A008541_S034	4241	1.59	7.303	0.35	0.346	-1.405	-0.857
BS_manning003/E01522N3585E03578N2685-BS-M792_E02342N3265_D010_S067D50R090_A004781_S062	21113	3.827	9.875	0.921	0.848	0.001	0.001
BS_manning003/E01446N4259E02038N3783-BS-M809_E02004N3827_D010_S202D50R270_A006995_S075	13293	2.722	9.26	0.791	0.589	0.002	0.002
BS_manning003/E01267N3753E01646N3535-BS-M707_E01527N3715_D115_S067D30R270_A000668_S023	5991	1.543	7.917	0.458	0.289	-0.001	0.076
BS_manning003/E01889N4173E02097N3847-BS-M754_E02014N3872_D010_S337D30R090_A003524_S022	4935	1.054	7.552	0.386	0.259	-0.001	-0.001
BS_manning003/E01108N3882E01527N3690-BS-M809_E01477N3760_D010_S157D70R270_A012497_S042	7165	1.857	8.312	0.568	0.448	-1.438	2.514
BS_manning003/E01889N4173E02097N3847-BS-M754_E02025N3917_D010_S292D50R090_A003524_S022	5191	1.19	7.766	0.454	0.302	0.001	0.001
BS_manning003/E01380N4178E01687N3892-BS-M809_E01590N3917_D010_S292D50R270_A012497_S042	18228	3.061	9.538	0.761	0.604	0.01	0.01
BS_manning003/E01267N3753E01646N3535-BS-M754_E01495N3692_D172_S247D30R270_A001972_S039	4877	1.037	7.451	0.353	0.245	-0.167	-0.074
BS_manning003/E01267N3753E01646N3535-BS-M732_E01502N3737_D142_S247D10R270_A001180_S030	14161	3.062	9.07	0.613	0.545	-0.425	0.736
BS_manning003/E01470N3877E01631N3641-BS-M754_E01534N3760_D010_S157D50R090_A003524_S022	31831	4.196	10.341	0.974	0.908	-0.137	0.004
BS_manning003/E01522N3585E03578N2685-BS-M754_E02326N3310_D010_S067D50R090_A001972_S039	9995	2.216	8.93	0.756	0.564	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M809_E01519N3670_D010_S112D10R090_A006995_S075	18611	3.844	9.74	0.912	0.814	-0.04	-0.033
BS_manning003/E01522N3585E03578N2685-BS-M774_E01743N3512_D010_S022D50R090_A003139_S050	10591	2.341	9.025	0.785	0.593	-0.002	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S022D10R270_A004781_S062	74758	7.204	11.079	0.867	0.761	-0.001	1.028
BS_manning003/E01267N3753E01646N3535-BS-M754_E01519N3670_D010_S112D10R090_A001972_S039	3770	0.824	7.101	0.322	0.196	-0.01	-0.005
BS_manning003/E01470N3877E01631N3641-BS-M732_E01579N3692_D115_S292D50R090_A002108_S017	6897	1.503	8.232	0.545	0.34	0.001	0.005
