id	count	dmax	logsum	mean	sd	dzmin	dzmax	hmax
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M732_E01806N3778_S000	825	0.565	4.968	0.173	0.114	0.001	0.001	0.716
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M850_E02280N3610_S000	2604	0.864	6.521	0.26	0.192	0.002	0.002	1.03
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02441N3439_S004	18845	2.217	9.575	0.764	0.599	0.004	0.004	2.399
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01727N3708_S001	29242	5.255	10.262	0.979	0.799	0.04	0.05	5.866
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02076N3673_S005	11608	3.646	9.07	0.749	0.587	0.001	0.001	4.434
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02262N3515_S002	37237	7.477	10.74	1.239	1.042	0.01	0.011	8.212
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02268N3554_S002	32912	8.548	10.665	1.302	1.279	0.007	0.008	9.627
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02377N3471_S001	32064	9.644	10.669	1.341	1.294	0.005	0.005	10.895
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02284N3476_S002	18394	6.078	9.935	1.122	0.913	0.004	0.004	7.047
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02304N3498_S001	27767	6.459	10.297	1.068	0.903	0.005	0.007	7.446
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02158N3474_S000	3471	2.752	7.432	0.486	0.441	0.001	0.001	2.896
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01600N3777_S000	8161	2.928	8.395	0.542	0.457	-0.004	0.001	3.217
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02212N3482_S000	4850	2.78	7.862	0.535	0.501	0.001	0.001	3.319
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01772N3748_S000	5527	2.594	7.851	0.464	0.441	0.004	0.004	2.884
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01782N3777_S000	8247	3.029	8.435	0.558	0.519	0.004	0.004	3.401
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02482N3444_S004	22213	5.164	9.851	0.854	0.689	0.007	0.008	6.542
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02467N3425_S001	23447	5.686	9.969	0.911	0.77	0.005	0.005	7.254
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02349N3553_S000	2165	0.755	6.203	0.228	0.176	0.001	0.001	0.818
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02116N3637_S001	10054	4.163	8.849	0.693	0.651	0.002	0.002	4.61
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M754_E02086N3704_S000	649	0.383	4.466	0.133	0.083	0.001	0.001	0.415
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02318N3471_S001	26292	7.3	10.311	1.143	0.992	0.005	0.007	8.515
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02401N3455_S004	15099	2.097	9.353	0.764	0.561	0.004	0.004	2.286
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02237N3564_S002	18108	6.072	9.886	1.086	0.937	0.002	0.002	7.176
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02253N3527_S005	33329	7.051	10.552	1.147	0.994	0.007	0.007	8.138
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01735N3756_S000	1329	1.212	5.98	0.297	0.214	0.001	0.001	1.353
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02175N3577_S004	14387	5.106	9.5	0.929	0.788	0.002	0.002	6.296
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02173N3683_S004	7996	4.355	8.427	0.571	0.516	0.004	0.004	5.803
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01804N3797_S000	3354	2.271	7.328	0.454	0.388	0.001	0.001	2.542
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M774_E02054N3653_S000	1883	1.353	6.498	0.352	0.274	0.001	0.001	1.512
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02417N3454_S003	15076	3.731	9.405	0.806	0.559	0.005	0.005	4.027
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02316N3447_S002	11435	2.614	9.023	0.725	0.453	0.002	0.002	2.867
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M680_E01747N3699_S000	706	0.479	4.635	0.145	0.1	0.001	0.001	0.542
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02335N3468_S001	36964	8.978	10.751	1.263	1.112	0.007	0.008	10.364
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M707_E01766N3824_S000	672	0.548	4.626	0.15	0.101	0.001	0.001	0.626
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02194N3581_S005	20247	7.734	10.225	1.362	1.183	0.005	0.005	8.325
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M754_E02284N3476_S000	650	0.422	4.525	0.14	0.09	0.001	0.001	0.522
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02105N3673_S003	16729	5.879	9.837	1.118	0.942	0.004	0.004	6.883
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02226N3538_S002	24045	7.98	10.408	1.377	1.245	0.005	0.005	8.908
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02335N3468_S003	50247	10.41	11.381	1.744	1.521	0.013	0.013	12.064
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02204N3672_S004	8682	2.357	8.506	0.57	0.385	0.002	0.004	2.377
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M809_E02235N3671_S000	1152	0.538	5.168	0.152	0.113	0.001	0.001	0.584
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M774_E01658N3666_S000	2522	1.793	6.831	0.367	0.321	0.005	0.007	1.979
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Var-M824_E01773N3729_S000	18439	4.352	9.722	0.904	0.674	0.011	0.014	4.805
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02219N3560_S004	25322	7.668	10.45	1.365	1.2	0.01	0.01	8.351
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02253N3481_S004	36107	8.408	10.756	1.299	1.183	0.008	0.008	9.47
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02401N3455_S001	9821	2.181	8.818	0.687	0.414	0.005	0.005	2.35
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02253N3503_S001	17958	6.734	9.898	1.107	0.919	0.004	0.004	7.324
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02243N3584_S000	2390	1.645	6.617	0.312	0.284	0.001	0.001	1.939
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02174N3531_S004	14516	4.972	9.513	0.932	0.776	0.002	0.002	6.076
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02126N3687_S001	13430	4.39	9.241	0.768	0.598	0.001	0.001	4.509
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M792_E01817N3788_S000	9577	3.729	8.717	0.637	0.591	0.001	0.001	4.155
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02184N3522_S004	17533	6.947	9.975	1.225	1.072	0.002	0.002	7.9
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M792_E02293N3602_S000	611	0.331	4.353	0.126	0.074	0.001	0.001	0.357
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02280N3610_S002	10279	1.679	8.909	0.72	0.427	0.005	0.005	1.779
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02534N3432_S003	18998	2.342	9.602	0.778	0.611	0.005	0.005	2.409
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01772N3748_S000	892	0.658	5.174	0.197	0.138	0.001	0.001	0.844
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02201N3596_S001	18774	4.697	9.797	0.957	0.731	0.002	0.004	5.441
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02090N3619_S002	12944	4.815	9.266	0.816	0.693	0.002	0.002	5.17
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02253N3481_S000	5904	2.44	7.866	0.442	0.408	0.001	0.001	3.079
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01645N3675_S000	4258	2.784	7.588	0.463	0.436	0.005	0.007	2.89
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02393N3468_S005	48515	10.649	11.334	1.724	1.445	0.011	0.013	12.256
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02170N3650_S002	9022	3.635	8.698	0.664	0.593	0.002	0.002	3.926
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M824_E02218N3671_S000	1845	0.685	6.019	0.222	0.17	0.001	0.001	0.89
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02159N3618_S004	8152	3.252	8.494	0.599	0.474	0.002	0.002	3.806
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M850_E02276N3623_S000	2330	0.865	6.34	0.243	0.188	0.001	0.001	1.025
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Var-M754_E02057N3724_S000	800	0.527	4.925	0.171	0.117	0.001	0.001	0.542
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02183N3593_S002	19440	6.378	10.04	1.179	0.975	0.007	0.008	6.813
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02337N3493_S005	25242	3.792	9.953	0.833	0.662	0.005	0.005	4.472
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02171N3606_S002	25156	7.293	10.283	1.162	1.024	0.007	0.008	8.353
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02243N3539_S005	14475	5.373	9.516	0.937	0.789	0.002	0.002	6.795
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02212N3482_S003	16890	6.041	9.745	1.011	0.832	0.004	0.004	6.943
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02190N3609_S003	11062	3.916	9.013	0.742	0.583	0.002	0.002	4.315
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02233N3624_S001	13803	3.094	9.312	0.802	0.528	0.001	0.001	3.995
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02326N3457_S003	20317	2.335	9.684	0.79	0.621	0.002	0.004	2.531
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01701N3725_S000	22621	7.607	10.13	1.109	0.939	0.001	0.008	8.241
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02140N3655_S001	13756	4.636	9.34	0.827	0.694	0.004	0.005	5.257
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02206N3569_S005	15664	5.869	9.651	0.992	0.843	0.002	0.002	6.947
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02236N3526_S001	35268	6.49	10.597	1.135	0.922	0.01	0.011	7.144
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M792_E02320N3583_S000	1045	0.515	5.144	0.163	0.113	0.001	0.001	0.546
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02245N3574_S002	18117	6.89	9.981	1.192	1.044	0.002	0.004	7.62
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02276N3623_S001	8381	2.011	8.44	0.552	0.332	0.002	0.002	2.223
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02467N3448_S003	13135	1.977	9.212	0.763	0.516	0.007	0.007	2.081
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02188N3654_S000	2257	1.364	6.518	0.3	0.251	0.001	0.001	1.61
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02193N3666_S000	2157	1.201	6.376	0.272	0.221	0.001	0.001	1.352
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02148N3497_S003	19831	7.379	10.151	1.292	1.115	0.002	0.004	8.348
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M774_E02142N3536_S000	1734	1.079	6.114	0.26	0.205	0.001	0.001	1.21
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02217N3548_S004	13725	5.757	9.431	0.908	0.797	0.002	0.002	7.018
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01716N3841_S000	9880	3.138	8.714	0.616	0.48	0.007	0.007	3.412
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02301N3474_S000	1460	0.891	5.828	0.232	0.178	0.001	0.001	1.106
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02184N3552_S002	17646	6.339	9.923	1.156	0.98	0.002	0.002	7.324
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M774_E02154N3709_S000	713	0.358	4.561	0.133	0.087	0.001	0.001	0.391
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02113N3596_S001	13780	5.002	9.344	0.829	0.694	0.002	0.002	5.408
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02272N3440_S000	11956	2.618	9.094	0.745	0.466	0.002	0.002	3.316
PS_manning003/E03207N3695E03590N3419-PS-Str_PYes_Var-M824_E03291N3459_S000	320	0.269	3.172	0.071	0.044	0.001	0.001	0.314
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02212N3482_S005	16257	5.505	9.634	0.94	0.751	0.004	0.004	6.638
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01782N3777_S000	5581	2.543	7.826	0.448	0.446	0.002	0.002	2.742
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02230N3451_S000	4450	2.595	7.745	0.519	0.48	0.001	0.001	3.073
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M732_E01799N3874_S000	778	0.654	4.997	0.189	0.123	0.001	0.001	0.734
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02287N3526_S001	34528	5.969	10.507	1.059	0.801	0.011	0.013	6.787
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02434N3452_S004	23107	6.372	10.056	1.008	0.847	0.007	0.007	7.425
PS_manning003/E01517N3917E01678N3772-PS-Mur_PNo_Hom-M732_E01550N3812_S000	534	0.261	4.041	0.105	0.061	0.001	0.001	0.275
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M732_E02029N3745_S000	461	0.327	3.836	0.098	0.066	0.001	0.001	0.342
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02247N3453_S000	7843	3.407	8.475	0.611	0.6	0.001	0.001	3.993
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01647N3799_S000	3326	1.577	6.986	0.325	0.276	0.001	0.001	1.692
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M824_E02127N3724_S000	2641	1.386	6.668	0.298	0.247	0.001	0.001	1.505
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02306N3593_S005	7478	1.324	8.291	0.533	0.311	0.002	0.004	1.418
PS_manning003/E02020N3739E02658N3366-PS-Mur_PNo_Hom-M824_E02450N3491_S000	1825	0.688	5.939	0.207	0.166	0.001	0.001	0.723
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02279N3514_S003	28022	6.043	10.346	1.111	0.957	0.007	0.007	6.894
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02268N3554_S002	13918	5.019	9.398	0.867	0.716	0.002	0.004	6.558
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01703N3706_S003	34031	6.125	10.59	1.168	0.915	0.048	0.059	6.847
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02482N3417_S002	11254	1.833	9.023	0.737	0.479	0.002	0.002	2.037
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01780N3796_S005	32671	5.767	10.599	1.227	1.006	0.027	0.03	6.772
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Var-M824_E02236N3646_S000	1701	0.951	5.969	0.229	0.18	0.001	0.001	1.173
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02277N3598_S000	1376	0.99	5.827	0.246	0.183	0.001	0.001	1.117
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M707_E01692N3696_S000	746	0.495	4.755	0.154	0.101	0.001	0.001	0.546
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02235N3671_S000	1885	0.885	6.015	0.217	0.175	0.001	0.001	1.086
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02210N3510_S000	6626	3.147	8.244	0.574	0.574	0.001	0.001	3.784
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02318N3471_S004	28321	7.318	10.385	1.143	1.032	0.007	0.007	8.132
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02218N3525_S002	41325	7.991	11.032	1.496	1.01	0.01	0.011	8.594
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02254N3467_S000	3423	2.22	7.319	0.441	0.389	0.001	0.001	2.551
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02133N3599_S002	20737	7.558	10.249	1.362	1.184	0.005	0.007	8.313
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02257N3592_S000	2116	1.312	6.45	0.299	0.25	0.001	0.001	1.541
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02280N3610_S003	6821	1.755	8.072	0.47	0.294	0.002	0.002	1.909
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02144N3587_S004	42994	9.947	11.106	1.548	1.467	0.011	0.013	11.217
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02076N3673_S000	2028	1.119	6.32	0.274	0.235	0.001	0.001	1.166
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02164N3590_S003	19665	6.958	10.073	1.205	1.015	0.004	0.005	8.255
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Hom-M774_E01806N3778_S000	2290	1.924	6.8	0.391	0.322	0.001	0.001	2.066
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02389N3541_S003	15384	2.877	9.454	0.83	0.578	0.001	0.001	2.925
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02188N3566_S001	16907	6.664	9.867	1.14	0.989	0.002	0.002	7.045
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01634N3808_S000	8616	2.852	8.485	0.562	0.425	0.001	0.004	3.062
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M837_E02047N3601_S000	4627	1.949	7.536	0.405	0.379	0.001	0.001	2.437
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M774_E01990N3669_S000	3077	2.176	7.186	0.429	0.384	0.001	0.001	2.393
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01761N3882_S000	2223	0.884	6.405	0.272	0.211	0.001	0.001	1.013
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02361N3475_S001	28678	5.095	10.16	0.901	0.711	0.005	0.007	6.679
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01667N3857_S000	1210	0.685	5.583	0.219	0.146	0.008	0.01	0.74
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02450N3427_S001	15390	2.108	9.356	0.751	0.56	0.007	0.007	2.358
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02188N3566_S001	23742	7.165	10.321	1.279	1.135	0.005	0.007	8.243
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02361N3475_S003	20415	3.749	9.693	0.794	0.62	0.004	0.005	3.986
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01690N3715_S000	21486	6.017	9.957	0.982	0.782	0.001	0.011	6.874
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02373N3537_S000	1734	0.648	5.817	0.193	0.161	0.001	0.001	0.687
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02512N3415_S003	2382	0.792	6.348	0.239	0.187	0.002	0.002	0.855
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M824_E01773N3729_S000	12418	3.761	9.114	0.731	0.634	0.008	0.01	4.105
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02326N3457_S001	36179	9.654	10.837	1.407	1.403	0.005	0.005	11.586
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01772N3748_S003	36282	6.085	10.752	1.288	1.003	0.028	0.031	7.24
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M837_E02259N3628_S000	2641	1.402	6.714	0.312	0.253	0.001	0.001	1.813
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02250N3552_S005	26194	7.799	10.444	1.311	1.214	0.005	0.005	8.618
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M774_E02230N3611_S000	719	0.389	4.642	0.143	0.093	0.001	0.001	0.42
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02384N3458_S001	15504	2.117	9.384	0.767	0.562	0.004	0.005	2.2
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02570N3414_S005	7514	1.368	8.346	0.56	0.333	0.002	0.002	1.471
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M707_E01632N3683_S000	577	0.553	4.32	0.129	0.096	0.001	0.001	0.636
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01697N3782_S002	34762	6.72	10.68	1.251	0.99	0.039	0.042	7.514
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02260N3491_S000	3748	2.305	7.449	0.458	0.405	0.001	0.001	3.003
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02254N3467_S002	22485	8.571	10.359	1.403	1.217	0.002	0.002	9.857
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M754_E02047N3601_S000	1626	1.361	6.211	0.306	0.24	0.001	0.001	1.534
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02140N3614_S004	14589	4.946	9.463	0.883	0.762	0.004	0.004	5.841
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M754_E02172N3465_S000	1403	1.197	5.978	0.281	0.217	0.001	0.001	1.337
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01645N3675_S000	870	0.63	5.106	0.188	0.13	0.001	0.001	0.883
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02434N3452_S004	11262	1.803	9.023	0.736	0.487	0.004	0.004	2.011
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M792_E02349N3553_S000	517	0.313	4.038	0.108	0.064	0.001	0.001	0.34
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02401N3455_S002	16208	2.053	9.414	0.757	0.563	0.007	0.007	2.298
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02126N3687_S001	11669	3.132	9.068	0.743	0.487	0.004	0.004	3.204
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01727N3708_S000	4940	2.6	7.636	0.419	0.404	0.007	0.008	2.879
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Hom-M732_E01717N3678_S000	972	0.942	5.306	0.206	0.148	0.001	0.001	1.062
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M824_E02031N3692_S000	2839	1.187	6.772	0.307	0.248	0.001	0.001	1.379
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02144N3587_S005	23292	7.933	10.391	1.398	1.241	0.004	0.005	8.875
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02184N3638_S002	7791	3.08	8.396	0.568	0.422	0.002	0.002	3.807
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M837_E02101N3513_S000	5383	2.914	7.898	0.5	0.504	0.001	0.001	3.67
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M792_E02284N3647_S000	807	0.414	4.741	0.141	0.093	0.001	0.001	0.438
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M809_E02389N3541_S000	1329	0.52	5.455	0.175	0.134	0.001	0.001	0.558
PS_manning003/E01964N3926E02184N3685-PS-Str_PNo_Hom-M809_E02078N3742_S000	3599	0.87	6.826	0.256	0.201	0.001	0.001	0.948
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M837_E01762N3719_S000	24808	5.894	10.2	1.085	0.912	0.008	0.014	6.741
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02158N3474_S000	8810	3.06	8.574	0.601	0.542	0.001	0.001	3.861
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02306N3593_S000	1235	0.589	5.422	0.182	0.129	0.001	0.001	0.62
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02227N3438_S000	8280	3.004	8.454	0.567	0.442	0.001	0.001	3.577
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M774_E01762N3719_S000	1529	1.125	5.995	0.262	0.203	0.001	0.001	1.289
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01710N3774_S004	32902	6.757	10.564	1.176	0.956	0.042	0.047	7.831
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01677N3724_S000	1523	0.781	5.783	0.212	0.165	0.002	0.004	1.062
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02247N3606_S000	3576	2.142	7.292	0.41	0.363	0.001	0.001	2.824
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01626N3760_S000	692	0.417	4.532	0.133	0.083	0.001	0.001	0.476
