,Train_size,Depth,Site,True,Pred,Bias,Pred_high,Pred_low
0,225,0.5,2,0.00012444345106132386,0.00021477878573937834,9.033533467805448e-05,0.00044568231369203186,9.925545388856804e-05
1,529,0.5,2,0.00012444345106132386,0.0001621108045442533,3.766735348292944e-05,0.0002735250245239705,8.087949909063054e-05
2,892,0.5,2,0.00012444345106132386,0.00015925458213050808,3.481113106918422e-05,0.00025364732364988317,7.861062233955503e-05
3,1658,0.5,2,0.00012444345106132386,0.0001536916020990748,2.924815103775094e-05,0.0002360172245835536,9.064685443231868e-05
4,3454,0.5,2,0.00012444345106132386,0.00013370482329872098,9.26137223739712e-06,0.0002093142198999905,8.87093193963749e-05
5,7071,0.5,2,0.00012444345106132386,0.0001320930116661781,7.64956060485424e-06,0.000202838100789079,8.841854137623871e-05
