ID	Source_Region	Type	Mag	lon	lat	SlipModel	Scaling	RuptureModel	Rigidity	Depth	Strike	Dip	Rake	Length	Area	Slip	Location	LocationCount
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02335N3600_S004	E02113N3823E02873N3483	PS	8.71	23.35	36.0	S004	Str	PNo	Hom								36002335	50.0
E01548N3896E01854N3659-PS-Str_PNo_Var-M809_E01633N3827_S000	E01548N3896E01854N3659	PS	8.09	16.33	38.27	S000	Str	PNo	Var								38271632	26.0
E02020N3739E02658N3366-PS-Mur_PNo_Hom-M850_E02191N3680_S000	E02020N3739E02658N3366	PS	8.5	21.91	36.8	S000	Mur	PNo	Hom								36792191	60.0
E01517N3917E01678N3772-PS-Str_PNo_Hom-M774_E01573N3832_S000	E01517N3917E01678N3772	PS	7.74	15.73	38.32	S000	Str	PNo	Hom								38321573	19.0
E01577N3897E01966N3571-PS-Str_PYes_Var-M792_E01806N3778_S000	E01577N3897E01966N3571	PS	7.92	18.06	37.78	S000	Str	PYes	Var								37781805	42.0
E02020N3739E02658N3366-PS-Str_PNo_Hom-M850_E02207N3659_S000	E02020N3739E02658N3366	PS	8.5	22.07	36.59	S000	Str	PNo	Hom								36592207	43.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02348N3591_S005	E02113N3823E02873N3483	PS	8.71	23.48	35.91	S005	Mur	PNo	Hom								35902348	40.0
E02113N3823E02873N3483-PS-Str_PYes_Hom-M850_E02218N3671_S000	E02113N3823E02873N3483	PS	8.5	22.18	36.71	S000	Str	PYes	Hom								36712218	52.0
E01517N3917E01678N3772-PS-Mur_PYes_Hom-M754_E01562N3822_S000	E01517N3917E01678N3772	PS	7.54	15.62	38.22	S000	Mur	PYes	Hom								38221562	12.0
E01577N3897E01966N3571-PS-Mur_PYes_Var-M732_E01836N3866_S000	E01577N3897E01966N3571	PS	7.32	18.36	38.66	S000	Mur	PYes	Var								38651836	8.0
E01517N3917E01678N3772-PS-Mur_PNo_Var-M792_E01609N3825_S000	E01517N3917E01678N3772	PS	7.92	16.09	38.25	S000	Mur	PNo	Var								38251609	26.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02193N3666_S002	E02020N3739E02658N3366	PS	8.61	21.93	36.66	S002	Str	PYes	Hom								36652193	52.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02367N3571_S004	E02113N3823E02873N3483	PS	8.71	23.67	35.71	S004	Mur	PNo	Hom								35712367	54.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02383N3566_S004	E02113N3823E02873N3483	PS	8.71	23.83	35.66	S004	Mur	PNo	Hom								35652383	40.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02308N3607_S003	E02113N3823E02873N3483	PS	8.71	23.08	36.07	S003	Str	PNo	Hom								36072308	68.0
E02113N3823E02873N3483-PS-Str_PYes_Hom-M850_E02340N3543_S000	E02113N3823E02873N3483	PS	8.5	23.4	35.43	S000	Str	PYes	Hom								35432340	44.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02350N3576_S001	E02113N3823E02873N3483	PS	8.71	23.5	35.76	S001	Mur	PNo	Hom								35762350	68.0
E01517N3917E01678N3772-PS-Mur_PNo_Var-M792_E01598N3815_S000	E01517N3917E01678N3772	PS	7.92	15.98	38.15	S000	Mur	PNo	Var								38151598	28.0
E01548N3896E01854N3659-PS-Mur_PNo_Var-M809_E01633N3827_S000	E01548N3896E01854N3659	PS	8.09	16.33	38.27	S000	Mur	PNo	Var								38271632	26.0
E01577N3897E01966N3571-PS-Str_PYes_Var-M732_E01836N3866_S000	E01577N3897E01966N3571	PS	7.32	18.36	38.66	S000	Str	PYes	Var								38651836	8.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02308N3607_S001	E02113N3823E02873N3483	PS	8.71	23.08	36.07	S001	Str	PNo	Hom								36072308	68.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3600_S001	E02113N3823E02873N3483	PS	8.71	23.35	36.0	S001	Mur	PNo	Hom								36002335	50.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02243N3633_S005	E02113N3823E02873N3483	PS	8.61	22.43	36.33	S005	Mur	PNo	Hom								36332243	65.0
E01517N3917E01678N3772-PS-Str_PYes_Var-M792_E01609N3825_S000	E01517N3917E01678N3772	PS	7.92	16.09	38.25	S000	Str	PYes	Var								38251609	26.0
E01517N3917E01678N3772-PS-Str_PNo_Var-M809_E01609N3825_S000	E01517N3917E01678N3772	PS	8.09	16.09	38.25	S000	Str	PNo	Var								38251609	26.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02191N3680_S001	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S001	Str	PYes	Hom								36792191	60.0
E02020N3739E02658N3366-PS-Mur_PNo_Hom-M861_E02218N3646_S002	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S002	Mur	PNo	Hom								36462218	42.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02182N3695_S000	E02020N3739E02658N3366	PS	8.5	21.82	36.95	S000	Str	PYes	Hom								36952182	39.0
E01517N3917E01678N3772-PS-Str_PYes_Hom-M774_E01575N3795_S000	E01517N3917E01678N3772	PS	7.74	15.75	37.95	S000	Str	PYes	Hom								37951575	30.0
E01517N3917E01678N3772-PS-Str_PYes_Var-M774_E01587N3805_S000	E01517N3917E01678N3772	PS	7.74	15.87	38.05	S000	Str	PYes	Var								38041587	32.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02193N3666_S005	E02020N3739E02658N3366	PS	8.61	21.93	36.66	S005	Str	PYes	Hom								36652193	52.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01755N3814_S001	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S001	Str	PYes	Var								38141755	56.0
E01517N3917E01678N3772-PS-Str_PNo_Var-M809_E01632N3846_S000	E01517N3917E01678N3772	PS	8.09	16.32	38.46	S000	Str	PNo	Var								38461632	15.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02218N3646_S001	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S001	Str	PYes	Var								36462218	42.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01755N3814_S002	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S002	Str	PYes	Hom								38141755	56.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02287N3633_S004	E02113N3823E02873N3483	PS	8.61	22.87	36.33	S004	Str	PNo	Hom								36332287	63.0
E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02191N3680_S004	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S004	Str	PNo	Var								36792191	60.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02306N3593_S003	E02113N3823E02873N3483	PS	8.61	23.06	35.93	S003	Str	PNo	Hom								35932306	68.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02348N3591_S001	E02113N3823E02873N3483	PS	8.71	23.48	35.91	S001	Mur	PNo	Hom								35902348	40.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02377N3548_S005	E02113N3823E02873N3483	PS	8.61	23.77	35.48	S005	Mur	PNo	Hom								35472377	40.0
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02207N3659_S002	E02020N3739E02658N3366	PS	8.61	22.07	36.59	S002	Str	PNo	Hom								36592207	43.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02335N3600_S001	E02113N3823E02873N3483	PS	8.71	23.35	36.0	S001	Str	PNo	Hom								36002335	50.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01755N3814_S001	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S001	Str	PYes	Hom								38141755	56.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02226N3659_S005	E02113N3823E02873N3483	PS	8.61	22.26	36.59	S005	Mur	PNo	Hom								36592226	68.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02335N3600_S005	E02113N3823E02873N3483	PS	8.71	23.35	36.0	S005	Str	PNo	Hom								36002335	50.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02320N3583_S005	E02113N3823E02873N3483	PS	8.71	23.2	35.83	S005	Str	PNo	Hom								35832320	84.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02255N3645_S003	E02113N3823E02873N3483	PS	8.61	22.55	36.45	S003	Mur	PNo	Hom								36452255	55.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02321N3597_S004	E02113N3823E02873N3483	PS	8.71	23.21	35.97	S004	Mur	PNo	Hom								35972321	64.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02308N3607_S004	E02113N3823E02873N3483	PS	8.71	23.08	36.07	S004	Str	PNo	Hom								36072308	68.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01812N3865_S000	E01548N3896E01854N3659	PS	7.54	18.12	38.65	S000	Str	PYes	Var								38651812	17.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02276N3623_S001	E02113N3823E02873N3483	PS	8.61	22.76	36.23	S001	Mur	PNo	Hom								36222276	63.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02377N3548_S002	E02113N3823E02873N3483	PS	8.61	23.77	35.48	S002	Str	PNo	Hom								35472377	40.0
E01517N3917E01678N3772-PS-Str_PYes_Hom-M754_E01562N3822_S000	E01517N3917E01678N3772	PS	7.54	15.62	38.22	S000	Str	PYes	Hom								38221562	12.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01755N3814_S005	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S005	Str	PYes	Hom								38141755	56.0
E01517N3917E01678N3772-PS-Str_PNo_Hom-M754_E01562N3822_S000	E01517N3917E01678N3772	PS	7.54	15.62	38.22	S000	Str	PNo	Hom								38221562	12.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02350N3576_S001	E02113N3823E02873N3483	PS	8.71	23.5	35.76	S001	Str	PNo	Hom								35762350	68.0
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02191N3680_S002	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S002	Str	PNo	Hom								36792191	60.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M861_E01755N3814_S002	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S002	Mur	PYes	Hom								38141755	56.0
E02020N3739E02658N3366-PS-Mur_PNo_Var-M861_E02218N3646_S003	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S003	Mur	PNo	Var								36462218	42.0
E01517N3917E01678N3772-PS-Mur_PNo_Hom-M754_E01563N3803_S000	E01517N3917E01678N3772	PS	7.54	15.63	38.03	S000	Mur	PNo	Hom								38031563	16.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01755N3814_S004	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S004	Str	PYes	Var								38141755	56.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02348N3591_S002	E02113N3823E02873N3483	PS	8.71	23.48	35.91	S002	Mur	PNo	Hom								35902348	40.0
E01548N3896E01854N3659-PS-Str_PNo_Hom-M792_E01611N3806_S000	E01548N3896E01854N3659	PS	7.92	16.11	38.06	S000	Str	PNo	Hom								38061611	34.0
E01964N3926E02184N3685-PS-Str_PYes_Hom-M850_E02088N3719_S000	E01964N3926E02184N3685	PS	8.5	20.88	37.19	S000	Str	PYes	Hom								37192088	47.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02320N3583_S002	E02113N3823E02873N3483	PS	8.71	23.2	35.83	S002	Str	PNo	Hom								35832320	84.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02335N3587_S004	E02113N3823E02873N3483	PS	8.61	23.35	35.87	S004	Mur	PNo	Hom								35862335	56.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3600_S002	E02113N3823E02873N3483	PS	8.71	23.35	36.0	S002	Mur	PNo	Hom								36002335	50.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02308N3607_S003	E02113N3823E02873N3483	PS	8.71	23.08	36.07	S003	Mur	PNo	Hom								36072308	68.0
E02113N3823E02873N3483-PS-Str_PYes_Hom-M850_E02226N3659_S000	E02113N3823E02873N3483	PS	8.5	22.26	36.59	S000	Str	PYes	Hom								36592226	68.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01755N3814_S004	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S004	Str	PYes	Hom								38141755	56.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02335N3587_S003	E02113N3823E02873N3483	PS	8.71	23.35	35.87	S003	Str	PNo	Hom								35862335	56.0
E02113N3823E02873N3483-PS-Str_PYes_Hom-M850_E02259N3628_S000	E02113N3823E02873N3483	PS	8.5	22.59	36.28	S000	Str	PYes	Hom								36282259	76.0
E01548N3896E01854N3659-PS-Mur_PYes_Var-M861_E01755N3814_S005	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S005	Mur	PYes	Var								38141755	56.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02320N3583_S003	E02113N3823E02873N3483	PS	8.71	23.2	35.83	S003	Mur	PNo	Hom								35832320	84.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01755N3814_S002	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S002	Str	PYes	Var								38141755	56.0
E01517N3917E01678N3772-PS-Mur_PNo_Hom-M754_E01562N3822_S000	E01517N3917E01678N3772	PS	7.54	15.62	38.22	S000	Mur	PNo	Hom								38221562	12.0
E01577N3897E01966N3571-PS-Str_PYes_Var-M824_E01694N3658_S000	E01577N3897E01966N3571	PS	8.24	16.94	36.58	S000	Str	PYes	Var								36581694	28.0
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02191N3680_S005	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S005	Str	PNo	Hom								36792191	60.0
E01517N3917E01678N3772-PS-Str_PNo_Hom-M774_E01585N3824_S000	E01517N3917E01678N3772	PS	7.74	15.85	38.24	S000	Str	PNo	Hom								38241585	16.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02335N3600_S004	E02113N3823E02873N3483	PS	8.61	23.35	36.0	S004	Str	PNo	Hom								36002335	50.0
E02113N3823E02873N3483-PS-Mur_PYes_Hom-M850_E02236N3646_S000	E02113N3823E02873N3483	PS	8.5	22.36	36.46	S000	Mur	PYes	Hom								36462236	69.0
E01517N3917E01678N3772-PS-Mur_PYes_Var-M792_E01620N3835_S000	E01517N3917E01678N3772	PS	7.92	16.2	38.35	S000	Mur	PYes	Var								38351620	25.0
E01517N3917E01678N3772-PS-Mur_PYes_Hom-M754_E01587N3805_S000	E01517N3917E01678N3772	PS	7.54	15.87	38.05	S000	Mur	PYes	Hom								38041587	32.0
E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02191N3680_S003	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S003	Str	PNo	Var								36792191	60.0
E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02188N3566_S003	E02020N3739E02658N3366	PS	9.02	21.88	35.66	S003	Str	PYes	Var								35652188	132.0
E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01812N3865_S000	E01548N3896E01854N3659	PS	7.54	18.12	38.65	S000	Mur	PYes	Var								38651812	17.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02320N3583_S001	E02113N3823E02873N3483	PS	8.71	23.2	35.83	S001	Str	PNo	Hom								35832320	84.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01755N3814_S005	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S005	Str	PYes	Var								38141755	56.0
E02020N3739E02658N3366-PS-Str_PNo_Hom-M850_E02182N3695_S000	E02020N3739E02658N3366	PS	8.5	21.82	36.95	S000	Str	PNo	Hom								36952182	39.0
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01755N3814_S003	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S003	Str	PYes	Var								38141755	56.0
E01964N3926E02184N3685-PS-Mur_PYes_Hom-M850_E02071N3714_S000	E01964N3926E02184N3685	PS	8.5	20.71	37.14	S000	Mur	PYes	Hom								37142071	6.0
E02020N3739E02658N3366-PS-Str_PNo_Hom-M861_E02191N3680_S001	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S001	Str	PNo	Hom								36792191	60.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02188N3566_S003	E02020N3739E02658N3366	PS	9.02	21.88	35.66	S003	Str	PYes	Hom								35652188	132.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01633N3827_S000	E01548N3896E01854N3659	PS	8.09	16.33	38.27	S000	Mur	PYes	Hom								38271632	26.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02350N3576_S003	E02113N3823E02873N3483	PS	8.71	23.5	35.76	S003	Mur	PNo	Hom								35762350	68.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02335N3600_S002	E02113N3823E02873N3483	PS	8.61	23.35	36.0	S002	Mur	PNo	Hom								36002335	50.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02226N3659_S002	E02113N3823E02873N3483	PS	8.61	22.26	36.59	S002	Mur	PNo	Hom								36592226	68.0
E01517N3917E01678N3772-PS-Mur_PNo_Var-M792_E01620N3835_S000	E01517N3917E01678N3772	PS	7.92	16.2	38.35	S000	Mur	PNo	Var								38351620	25.0
E01517N3917E01678N3772-PS-Str_PYes_Hom-M754_E01587N3805_S000	E01517N3917E01678N3772	PS	7.54	15.87	38.05	S000	Str	PYes	Hom								38041587	32.0
E01548N3896E01854N3659-PS-Mur_PYes_Var-M861_E01755N3814_S004	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S004	Mur	PYes	Var								38141755	56.0
E01577N3897E01966N3571-PS-Mur_PYes_Var-M850_E01752N3690_S000	E01577N3897E01966N3571	PS	8.5	17.52	36.9	S000	Mur	PYes	Var								36901752	36.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02191N3680_S002	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S002	Str	PYes	Hom								36792191	60.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02308N3607_S005	E02113N3823E02873N3483	PS	8.71	23.08	36.07	S005	Mur	PNo	Hom								36072308	68.0
E01517N3917E01678N3772-PS-Str_PYes_Hom-M774_E01585N3824_S000	E01517N3917E01678N3772	PS	7.74	15.85	38.24	S000	Str	PYes	Hom								38241585	16.0
E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02193N3666_S002	E02020N3739E02658N3366	PS	8.61	21.93	36.66	S002	Str	PNo	Var								36652193	52.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02244N3659_S001	E02113N3823E02873N3483	PS	8.61	22.44	36.59	S001	Str	PNo	Hom								36592244	62.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02311N3485_S005	E02020N3739E02658N3366	PS	9.02	23.11	34.85	S005	Str	PYes	Hom								34852311	133.0
E02020N3739E02658N3366-PS-Str_PNo_Hom-M850_E02204N3672_S000	E02020N3739E02658N3366	PS	8.5	22.04	36.72	S000	Str	PNo	Hom								36722204	57.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M861_E01755N3814_S001	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S001	Mur	PYes	Hom								38141755	56.0
E01548N3896E01854N3659-PS-Mur_PYes_Var-M861_E01755N3814_S002	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S002	Mur	PYes	Var								38141755	56.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02243N3633_S004	E02113N3823E02873N3483	PS	8.61	22.43	36.33	S004	Str	PNo	Hom								36332243	65.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02320N3583_S004	E02113N3823E02873N3483	PS	8.71	23.2	35.83	S004	Str	PNo	Hom								35832320	84.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02293N3602_S002	E02113N3823E02873N3483	PS	8.61	22.93	36.02	S002	Mur	PNo	Hom								36022293	69.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02191N3680_S003	E02020N3739E02658N3366	PS	8.61	21.91	36.8	S003	Str	PYes	Hom								36792191	60.0
E01517N3917E01678N3772-PS-Str_PNo_Var-M792_E01609N3825_S000	E01517N3917E01678N3772	PS	7.92	16.09	38.25	S000	Str	PNo	Var								38251609	26.0
E01517N3917E01678N3772-PS-Mur_PNo_Hom-M774_E01573N3832_S000	E01517N3917E01678N3772	PS	7.74	15.73	38.32	S000	Mur	PNo	Hom								38321573	19.0
E01517N3917E01678N3772-PS-Str_PYes_Var-M809_E01632N3846_S000	E01517N3917E01678N3772	PS	8.09	16.32	38.46	S000	Str	PYes	Var								38461632	15.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01755N3814_S003	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S003	Str	PYes	Hom								38141755	56.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02243N3633_S001	E02113N3823E02873N3483	PS	8.61	22.43	36.33	S001	Str	PNo	Hom								36332243	65.0
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02182N3695_S000	E02020N3739E02658N3366	PS	8.5	21.82	36.95	S000	Mur	PYes	Hom								36952182	39.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02401N3455_S004	E02020N3739E02658N3366	PS	9.02	24.01	34.55	S004	Str	PYes	Hom								34542401	111.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M850_E02218N3671_S000	E02113N3823E02873N3483	PS	8.5	22.18	36.71	S000	Mur	PNo	Hom								36712218	52.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3600_S004	E02113N3823E02873N3483	PS	8.71	23.35	36.0	S004	Mur	PNo	Hom								36002335	50.0
E02020N3739E02658N3366-PS-Mur_PNo_Hom-M861_E02218N3646_S004	E02020N3739E02658N3366	PS	8.61	22.18	36.46	S004	Mur	PNo	Hom								36462218	42.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02373N3559_S003	E02113N3823E02873N3483	PS	8.71	23.73	35.59	S003	Str	PNo	Hom								35592373	42.0
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02328N3482_S005	E02020N3739E02658N3366	PS	9.02	23.28	34.82	S005	Mur	PYes	Hom								34822328	129.0
E01517N3917E01678N3772-PS-Mur_PYes_Hom-M754_E01563N3803_S000	E01517N3917E01678N3772	PS	7.54	15.63	38.03	S000	Mur	PYes	Hom								38031563	16.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02276N3623_S003	E02113N3823E02873N3483	PS	8.61	22.76	36.23	S003	Str	PNo	Hom								36222276	63.0
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M861_E01755N3814_S003	E01548N3896E01854N3659	PS	8.61	17.55	38.14	S003	Mur	PYes	Hom								38141755	56.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02383N3566_S003	E02113N3823E02873N3483	PS	8.71	23.83	35.66	S003	Mur	PNo	Hom								35652383	40.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M837_E02200N3695_S000	E02113N3823E02873N3483	PS	8.37	22.0	36.95	S000	Str	PNo	Hom								36952200	38.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02276N3623_S001	E02113N3823E02873N3483	PS	8.61	22.76	36.23	S001	Str	PNo	Hom								36222276	63.0
E01517N3917E01678N3772-PS-Str_PYes_Var-M774_E01575N3795_S000	E01517N3917E01678N3772	PS	7.74	15.75	37.95	S000	Str	PYes	Var								37951575	30.0
E01517N3917E01678N3772-PS-Mur_PYes_Hom-M774_E01573N3832_S000	E01517N3917E01678N3772	PS	7.74	15.73	38.32	S000	Mur	PYes	Hom								38321573	19.0
E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02207N3659_S004	E02020N3739E02658N3366	PS	8.61	22.07	36.59	S004	Str	PNo	Var								36592207	43.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02308N3607_S001	E02113N3823E02873N3483	PS	8.71	23.08	36.07	S001	Mur	PNo	Hom								36072308	68.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01644N3837_S000	E01548N3896E01854N3659	PS	8.09	16.44	38.37	S000	Str	PYes	Hom								38361644	19.0
E01517N3917E01678N3772-PS-Str_PYes_Hom-M774_E01573N3832_S000	E01517N3917E01678N3772	PS	7.74	15.73	38.32	S000	Str	PYes	Hom								38321573	19.0
E02020N3739E02658N3366-PS-Str_PNo_Hom-M850_E02191N3680_S000	E02020N3739E02658N3366	PS	8.5	21.91	36.8	S000	Str	PNo	Hom								36792191	60.0
E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02204N3672_S001	E02020N3739E02658N3366	PS	8.61	22.04	36.72	S001	Str	PNo	Var								36722204	57.0
E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01633N3827_S000	E01548N3896E01854N3659	PS	8.09	16.33	38.27	S000	Str	PYes	Hom								38271632	26.0
E01577N3897E01966N3571-PS-Str_PYes_Var-M850_E01717N3678_S000	E01577N3897E01966N3571	PS	8.5	17.17	36.78	S000	Str	PYes	Var								36781717	32.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M850_E02173N3709_S000	E02113N3823E02873N3483	PS	8.5	21.73	37.09	S000	Str	PNo	Hom								37092173	40.0
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02344N3478_S005	E02020N3739E02658N3366	PS	9.02	23.44	34.78	S005	Mur	PYes	Hom								34782344	127.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02236N3646_S005	E02113N3823E02873N3483	PS	8.61	22.36	36.46	S005	Str	PNo	Hom								36462236	69.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02218N3671_S003	E02113N3823E02873N3483	PS	8.61	22.18	36.71	S003	Str	PNo	Hom								36712218	52.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02333N3573_S005	E02113N3823E02873N3483	PS	8.61	23.33	35.73	S005	Mur	PNo	Hom								35722333	60.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02350N3576_S004	E02113N3823E02873N3483	PS	8.71	23.5	35.76	S004	Str	PNo	Hom								35762350	68.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02276N3623_S004	E02113N3823E02873N3483	PS	8.61	22.76	36.23	S004	Mur	PNo	Hom								36222276	63.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02259N3628_S003	E02113N3823E02873N3483	PS	8.61	22.59	36.28	S003	Str	PNo	Hom								36282259	76.0
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3587_S005	E02113N3823E02873N3483	PS	8.71	23.35	35.87	S005	Mur	PNo	Hom								35862335	56.0
E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02138N3737_S000	E02113N3823E02873N3483	PS	8.24	21.38	37.37	S000	Str	PNo	Hom								37362138	29.0
E01577N3897E01966N3571-PS-Str_PYes_Var-M824_E01717N3678_S000	E01577N3897E01966N3571	PS	8.24	17.17	36.78	S000	Str	PYes	Var								36781717	32.0
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02204N3672_S000	E02020N3739E02658N3366	PS	8.5	22.04	36.72	S000	Str	PYes	Hom								36722204	57.0
