,mse,r2,g,l2n,true,pred,truemax,predmax,id
10815,0.003565448438687698,0.7725839226798645,0.0868359639673274,0.1258274770840659,9195.0,11464.0,3.5437722206115723,2.854687452316284,BS_manning003/E01267N3753E01646N3535-BS-M754_E01592N3602_D010_S067D70R270_A001972_S039
10816,0.0009427386006183575,0.9638997551606081,0.018660492816436225,0.1626559444937979,12731.0,11208.0,3.114718198776245,2.808612823486328,BS_manning003/E01267N3753E01646N3535-BS-M774_E01589N3580_D010_S247D30R090_A003139_S050
10817,0.5775486794740585,0.8704314528017205,0.029730719926584603,3.4130367230929863,460526.0,419345.0,19.088966369628906,14.521547317504883,BS_manning003/E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S247D70R270_A006995_S075
10818,0.004294080912019505,0.9256585488542414,0.03985189283638224,0.24283574458556656,22038.0,17447.0,3.3945071697235107,3.5847887992858887,BS_manning003/E01267N3753E01646N3535-BS-M774_E01547N3670_D107_S292D50R270_A003139_S050
10819,0.000845925638495927,0.923930612104499,0.04366697140309095,0.10594180162017021,8425.0,7428.0,2.1787919998168945,1.5074717998504639,BS_manning003/E01267N3753E01646N3535-BS-M732_E01551N3692_D010_S022D50R090_A001180_S030
10820,0.001548619097786522,0.744370923522682,0.10993747034585521,0.07810921363072053,7070.0,7492.0,1.7881443500518799,1.5547844171524048,BS_manning003/E01267N3753E01646N3535-BS-M732_E01527N3715_D076_S157D50R090_A001180_S030
10821,0.00672569030462838,0.9540561406226205,0.020754515300373755,0.3906055551731628,48248.0,53152.0,4.328707218170166,4.474188327789307,BS_manning003/E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S202D50R090_A006995_S075
10822,0.0003214746416426999,0.8670901742334944,0.06638999096077025,0.04931313711667871,4700.0,4414.0,1.1345410346984863,1.002562403678894,BS_manning003/E01446N4259E02038N3783-BS-M707_E01946N3827_D062_S157D30R090_A000668_S023
10823,0.0010668550569560872,-5.246943060510316,0.5942770786737606,0.013078846349525587,2284.0,3662.0,0.5620332956314087,0.9546298980712891,BS_manning003/E01964N3926E02184N3685-BS-M707_E02073N3760_D010_S157D50R090_A001194_S013
10824,0.006448300160541602,0.9521843556856128,0.02471223954002677,0.3735817414018765,45110.0,33384.0,6.222066402435303,6.816739082336426,BS_manning003/E01267N3753E01646N3535-BS-M774_E01575N3670_D107_S247D70R270_A003139_S050
10825,0.0005319625914133768,0.9497628804200186,0.024708298359131686,0.10346059364931381,9265.0,9009.0,2.32323956489563,1.6400272846221924,BS_manning003/E01446N4259E02038N3783-BS-M809_E01985N3872_D010_S067D50R090_A006995_S075
10826,0.004107539971956343,0.8798294744471533,0.05853555200523608,0.1861475835859374,14193.0,14054.0,5.316046237945557,3.1754844188690186,BS_manning003/E01470N3877E01631N3641-BS-M732_E01559N3737_D010_S067D90R090_A002108_S017
10827,0.0007759599724498893,0.9543546512091039,0.025273557196566987,0.13112794504173825,10769.0,8968.0,2.720329523086548,1.8339958190917969,BS_manning003/E01446N4259E02038N3783-BS-M754_E01975N3827_D091_S157D70R270_A001972_S039
10828,0.001023537403941775,-2.4683323634035648,0.45910430400367075,0.017200971274899057,2810.0,3974.0,0.5912823677062988,0.9766287803649902,BS_manning003/E01267N3753E01646N3535-BS-M707_E01551N3692_D168_S202D70R270_A000668_S023
10829,0.001076188560868622,0.9136588540913888,0.04626435926737571,0.11222919022248642,9265.0,8505.0,2.2087979316711426,1.6340715885162354,BS_manning003/E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S202D50R270_A001972_S039
10830,0.00034783829086156985,0.8802484357127649,0.059919358275246526,0.05406444093417216,6951.0,4818.0,1.3023500442504883,1.065704107284546,BS_manning003/E01108N3882E01527N3690-BS-M774_E01474N3737_D010_S292D30R090_A005608_S028
10831,0.001612192480501719,0.8148591806903522,0.09128463396114261,0.09357751105582181,6793.0,6496.0,2.698347806930542,1.9175382852554321,BS_manning003/E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S022D90R090_A006995_S075
10832,0.00033871603993137394,0.9114158595083823,0.044071500292567456,0.06205255859109277,6159.0,5835.0,1.2685266733169556,1.1323460340499878,BS_manning003/E01446N4259E02038N3783-BS-M732_E01875N3895_D076_S292D50R090_A001180_S030
10833,0.004721044600861001,0.9414870779930381,0.02984198442166419,0.2889602723053057,33751.0,26297.0,3.3384997844696045,3.311673641204834,BS_manning003/E01446N4259E02038N3783-BS-M809_E01938N3917_D144_S112D50R270_A006995_S075
10834,0.0009301487713994654,0.8243523069886498,0.0912652106554177,0.07306974728754828,7389.0,5714.0,1.9704067707061768,1.3392672538757324,BS_manning003/E01470N3877E01631N3641-BS-M809_E01538N3782_D010_S202D10R090_A012497_S042
10835,0.0009828951311086605,-2.4171004886088396,0.4575275060445503,0.0169813576312794,2658.0,3895.0,0.5638743042945862,0.9713224172592163,BS_manning003/E01470N3877E01631N3641-BS-M680_E01579N3692_D075_S202D50R090_A000638_S009
10836,0.0008100740411814694,0.8989273841879818,0.06109140209163466,0.08995059002773749,7936.0,6378.0,1.7578634023666382,1.2819666862487793,BS_manning003/E01470N3877E01631N3641-BS-M732_E01587N3737_D010_S067D50R270_A002108_S017
10837,0.0003273102312889631,0.7849363015961048,0.08111507380657323,0.039113440054543425,5089.0,4573.0,1.0396060943603516,1.0107687711715698,BS_manning003/E01470N3877E01631N3641-BS-M707_E01555N3715_D178_S022D30R090_A001194_S013
10838,0.00338018294593201,0.9399624668022599,0.028865515521435903,0.23979683046880218,22055.0,19774.0,3.6130430698394775,3.8190159797668457,BS_manning003/E01267N3753E01646N3535-BS-M774_E01575N3670_D010_S022D70R270_A003139_S050
10839,0.0006372969723629574,0.4430449083575647,0.17842729338916619,0.033896098472124915,3673.0,4410.0,1.05915105342865,1.0023517608642578,BS_manning003/E01446N4259E02038N3783-BS-M707_E01970N3805_D062_S337D70R270_A000668_S023
10840,0.001341974067142739,0.8648465116062256,0.08484968332588749,0.10018663629670434,9932.0,6776.0,1.9513881206512451,1.294336199760437,BS_manning003/E01446N4259E02038N3783-BS-M754_E01923N3850_D091_S337D50R270_A001972_S039
10841,0.0006260186199110255,0.7595952672582763,0.11198990630651862,0.05116812145790991,4544.0,5041.0,1.3569446802139282,1.0366816520690918,BS_manning003/E01446N4259E02038N3783-BS-M707_E02004N3827_D010_S157D50R270_A000668_S023
