timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2025/02/14 14:36:59.279, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:36:59.280, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:36:59.281, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:36:59.281, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:37:29.282, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:37:29.283, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:37:29.284, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:37:29.284, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:37:59.286, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:37:59.286, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:37:59.287, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:37:59.288, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:38:29.289, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:38:29.290, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:38:29.290, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:38:29.291, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:38:59.294, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:38:59.294, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:38:59.295, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:38:59.296, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:39:29.298, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:39:29.298, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:39:29.299, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:39:29.300, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:39:59.301, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:39:59.302, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:39:59.303, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:39:59.304, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:40:29.306, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:40:29.306, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:40:29.307, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:40:29.308, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:40:59.310, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:40:59.310, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:40:59.311, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:40:59.312, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:41:29.313, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:41:29.314, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:41:29.315, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:41:29.315, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:41:59.316, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:41:59.317, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:41:59.318, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:41:59.319, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:42:29.320, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:42:29.320, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:42:29.321, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:42:29.321, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:42:59.323, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:42:59.323, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:42:59.324, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:42:59.324, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:43:29.325, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:43:29.326, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:43:29.327, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:43:29.327, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:43:59.328, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:43:59.329, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:43:59.330, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:43:59.330, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:44:29.332, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:44:29.333, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:44:29.333, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:44:29.334, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:44:59.335, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:44:59.336, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:44:59.336, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:44:59.338, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:45:29.340, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:45:29.341, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:45:29.341, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:45:29.342, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:45:59.343, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:45:59.344, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:45:59.345, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:45:59.346, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:46:29.347, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:46:33.466, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:46:33.466, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:46:33.467, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:47:03.469, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:47:03.470, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:47:03.470, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:47:03.471, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:47:33.472, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:47:33.473, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:47:33.473, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:47:33.474, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:48:03.475, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:48:03.476, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:48:03.476, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:48:03.477, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:48:33.479, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:48:33.480, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:48:33.480, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:48:33.481, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:49:03.482, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:49:03.483, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:49:03.484, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:49:03.485, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:49:33.486, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:49:33.487, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:49:33.488, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:49:33.488, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:50:03.490, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:50:03.491, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:50:03.491, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:50:03.492, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:50:33.493, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:50:33.494, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:50:33.495, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:50:33.495, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:51:03.497, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:51:03.498, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:51:03.498, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:51:03.499, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:51:33.501, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:51:33.501, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:51:33.502, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:51:33.502, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:52:03.504, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:52:03.504, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:52:03.505, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:52:03.506, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:52:33.507, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:52:33.508, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:52:33.509, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:52:33.509, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:53:03.510, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:53:03.511, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:53:03.512, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:53:03.513, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:53:33.514, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:53:33.514, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:53:33.515, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:53:33.516, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:54:03.517, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:54:03.518, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:54:03.518, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:54:03.520, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:54:33.521, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:54:33.521, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:54:33.522, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:54:33.522, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:55:03.524, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:55:03.524, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:55:03.525, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:55:03.525, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:55:33.526, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:55:33.527, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:55:33.528, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:55:33.529, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:56:03.530, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:56:03.530, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:56:03.531, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:56:03.532, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:56:33.533, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:56:33.533, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:56:33.534, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:56:33.535, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:57:03.536, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:57:03.536, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:57:03.537, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:57:03.537, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:57:33.538, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:57:33.539, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:57:33.539, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:57:33.540, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:58:03.541, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:58:03.542, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:58:03.542, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:58:03.543, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:58:33.544, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:58:33.544, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:58:33.545, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:58:33.547, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:59:03.548, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:59:03.549, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:59:03.549, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:59:03.550, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:59:33.551, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 14:59:33.552, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:59:33.552, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:59:33.553, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:00:03.555, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:00:03.555, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:00:03.556, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:00:03.556, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:00:33.557, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:00:33.558, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:00:33.559, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:00:33.559, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:01:03.561, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:01:03.562, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:01:03.562, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:01:03.563, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:01:33.565, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:01:33.565, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:01:33.566, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:01:33.567, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:02:03.568, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:02:03.569, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:02:03.570, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:02:03.571, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:02:33.572, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:02:33.573, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:02:33.573, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:02:33.574, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:03:03.574, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:03:03.575, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:03:03.576, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:03:03.576, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:03:33.577, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:03:33.578, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:03:33.578, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:03:33.579, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:04:03.580, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:04:03.580, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:04:03.581, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:04:03.581, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:04:33.582, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:04:33.583, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:04:33.583, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:04:33.584, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:05:03.585, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:05:03.585, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:05:03.586, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:05:03.586, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:05:33.587, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 3 MiB, 81920 MiB
2025/02/14 15:05:33.588, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:05:33.589, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 15:05:33.590, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
